#             eta             phi           depth             det    value      DetId
                3              40               4              HO  1.00000   460121A8
                3              41               4              HO  1.00000   460121A9
                3              42               4              HO  1.00000   460121AA
                3              43               4              HO  1.00000   460121AB
                3              44               4              HO  1.00000   460121AC
                3              45               4              HO  1.00000   460121AD
                3              46               4              HO  1.00000   460121AE
                3              47               4              HO  1.00000   460121AF
                3              48               4              HO  1.00000   460121B0
                3              49               4              HO  1.00000   460121B1
                3              50               4              HO  1.00000   460121B2
                3              51               4              HO  1.00000   460121B3
                3              52               4              HO  1.00000   460121B4
                3              53               4              HO  1.00000   460121B5
                3              54               4              HO  1.00000   460121B6
                3              55               4              HO  1.00000   460121B7
                3              56               4              HO  1.00000   460121B8
                3              57               4              HO  1.00000   460121B9
                3              58               4              HO  1.00000   460121BA
                3              59               4              HO  1.00000   460121BB
                3              60               4              HO  1.00000   460121BC
                3              61               4              HO  1.00000   460121BD
                3              62               4              HO  1.00000   460121BE
                3              63               4              HO  1.00000   460121BF
                3              64               4              HO  1.00000   460121C0
                3              65               4              HO  1.00000   460121C1
                3              66               4              HO  1.00000   460121C2
                3              67               4              HO  1.00000   460121C3
                3              68               4              HO  1.00000   460121C4
                3              69               4              HO  1.00000   460121C5
                3              70               4              HO  1.00000   460121C6
                3              71               4              HO  1.00000   460121C7
                3              72               4              HO  1.00000   460121C8
               -4               1               4              HO  1.00000   46010201
               -4               2               4              HO  1.00000   46010202
               -4               3               4              HO  1.00000   46010203
               -4               4               4              HO  1.00000   46010204
               -4               5               4              HO  1.00000   46010205
               -4               6               4              HO  1.00000   46010206
               -4               7               4              HO  1.00000   46010207
               -4               8               4              HO  1.00000   46010208
               -4               9               4              HO  1.00000   46010209
               -4              10               4              HO  1.00000   4601020A
               -4              11               4              HO  1.00000   4601020B
               -4              12               4              HO  1.00000   4601020C
               -4              13               4              HO  1.00000   4601020D
               -4              14               4              HO  1.00000   4601020E
               -4              15               4              HO  1.00000   4601020F
               -4              16               4              HO  1.00000   46010210
               -4              17               4              HO  1.00000   46010211
               -4              18               4              HO  1.00000   46010212
               -4              19               4              HO  1.00000   46010213
               -4              20               4              HO  1.00000   46010214
               -4              21               4              HO  1.00000   46010215
               -4              22               4              HO  1.00000   46010216
               -4              23               4              HO  1.00000   46010217
               -4              24               4              HO  1.00000   46010218
               -4              25               4              HO  1.00000   46010219
               -4              26               4              HO  1.00000   4601021A
               -4              27               4              HO  1.00000   4601021B
               -4              28               4              HO  1.00000   4601021C
               -4              29               4              HO  1.00000   4601021D
               -4              30               4              HO  1.00000   4601021E
               -4              31               4              HO  1.00000   4601021F
               -4              32               4              HO  1.00000   46010220
               -4              33               4              HO  1.00000   46010221
               -4              34               4              HO  1.00000   46010222
               -4              35               4              HO  1.00000   46010223
               -4              36               4              HO  1.00000   46010224
               -4              37               4              HO  1.00000   46010225
               -4              38               4              HO  1.00000   46010226
               -4              39               4              HO  1.00000   46010227
               -4              40               4              HO  1.00000   46010228
               -4              41               4              HO  1.00000   46010229
               -4              42               4              HO  1.00000   4601022A
               -4              43               4              HO  1.00000   4601022B
               -4              44               4              HO  1.00000   4601022C
               -4              45               4              HO  1.00000   4601022D
               -4              46               4              HO  1.00000   4601022E
               -4              47               4              HO  1.00000   4601022F
               -4              48               4              HO  1.00000   46010230
               -4              49               4              HO  1.00000   46010231
               -4              50               4              HO  1.00000   46010232
               -4              51               4              HO  1.00000   46010233
               -4              52               4              HO  1.00000   46010234
               -4              53               4              HO  1.00000   46010235
               -4              54               4              HO  1.00000   46010236
               -4              55               4              HO  1.00000   46010237
               -4              56               4              HO  1.00000   46010238
               -4              57               4              HO  1.00000   46010239
               -4              58               4              HO  1.00000   4601023A
               -4              59               4              HO  1.00000   4601023B
               -4              60               4              HO  1.00000   4601023C
               -4              61               4              HO  1.00000   4601023D
               -4              62               4              HO  1.00000   4601023E
               -4              63               4              HO  1.00000   4601023F
               -4              64               4              HO  1.00000   46010240
               -4              65               4              HO  1.00000   46010241
               -4              66               4              HO  1.00000   46010242
               -4              67               4              HO  1.00000   46010243
               -4              68               4              HO  1.00000   46010244
               -4              69               4              HO  1.00000   46010245
               -4              70               4              HO  1.00000   46010246
               -4              71               4              HO  1.00000   46010247
               -4              72               4              HO  1.00000   46010248
                4               1               4              HO  1.00000   46012201
                4               2               4              HO  1.00000   46012202
                4               3               4              HO  1.00000   46012203
                4               4               4              HO  1.00000   46012204
                4               5               4              HO  1.00000   46012205
                4               6               4              HO  1.00000   46012206
                4               7               4              HO  1.00000   46012207
                4               8               4              HO  1.00000   46012208
                4               9               4              HO  1.00000   46012209
                4              10               4              HO  1.00000   4601220A
                4              11               4              HO  1.00000   4601220B
                4              12               4              HO  1.00000   4601220C
                4              13               4              HO  1.00000   4601220D
                4              14               4              HO  1.00000   4601220E
                4              15               4              HO  1.00000   4601220F
                4              16               4              HO  1.00000   46012210
                4              17               4              HO  1.00000   46012211
                4              18               4              HO  1.00000   46012212
                4              19               4              HO  1.00000   46012213
                4              20               4              HO  1.00000   46012214
                4              21               4              HO  1.00000   46012215
                4              22               4              HO  1.00000   46012216
                4              23               4              HO  1.00000   46012217
                4              24               4              HO  1.00000   46012218
                4              25               4              HO  1.00000   46012219
                4              26               4              HO  1.00000   4601221A
                4              27               4              HO  1.00000   4601221B
                4              28               4              HO  1.00000   4601221C
                4              29               4              HO  1.00000   4601221D
                4              30               4              HO  1.00000   4601221E
                4              31               4              HO  1.00000   4601221F
                4              32               4              HO  1.00000   46012220
                4              33               4              HO  1.00000   46012221
                4              34               4              HO  1.00000   46012222
                4              35               4              HO  1.00000   46012223
                4              36               4              HO  1.00000   46012224
                4              37               4              HO  1.00000   46012225
                4              38               4              HO  1.00000   46012226
                4              39               4              HO  1.00000   46012227
                4              40               4              HO  1.00000   46012228
                4              41               4              HO  1.00000   46012229
                4              42               4              HO  1.00000   4601222A
                4              43               4              HO  1.00000   4601222B
                4              44               4              HO  1.00000   4601222C
                4              45               4              HO  1.00000   4601222D
                4              46               4              HO  1.00000   4601222E
                4              47               4              HO  1.00000   4601222F
                4              48               4              HO  1.00000   46012230
                4              49               4              HO  1.00000   46012231
                4              50               4              HO  1.00000   46012232
                4              51               4              HO  1.00000   46012233
                4              52               4              HO  1.00000   46012234
                4              53               4              HO  1.00000   46012235
                4              54               4              HO  1.00000   46012236
                4              55               4              HO  1.00000   46012237
                4              56               4              HO  1.00000   46012238
                4              57               4              HO  1.00000   46012239
                4              58               4              HO  1.00000   4601223A
                4              59               4              HO  1.00000   4601223B
                4              60               4              HO  1.00000   4601223C
                4              61               4              HO  1.00000   4601223D
                4              62               4              HO  1.00000   4601223E
                4              63               4              HO  1.00000   4601223F
                4              64               4              HO  1.00000   46012240
                4              65               4              HO  1.00000   46012241
                4              66               4              HO  1.00000   46012242
                4              67               4              HO  1.00000   46012243
                4              68               4              HO  1.00000   46012244
                4              69               4              HO  1.00000   46012245
                4              70               4              HO  1.00000   46012246
                4              71               4              HO  1.00000   46012247
                4              72               4              HO  1.00000   46012248
               -5               1               4              HO  1.00000   46010281
               -5               2               4              HO  1.00000   46010282
               -5               3               4              HO  1.00000   46010283
               -5               4               4              HO  1.00000   46010284
               -5               5               4              HO  1.00000   46010285
               -5               6               4              HO  1.00000   46010286
               -5               7               4              HO  1.00000   46010287
               -5               8               4              HO  1.00000   46010288
               -5               9               4              HO  1.00000   46010289
               -5              10               4              HO  1.00000   4601028A
               -5              11               4              HO  1.00000   4601028B
               -5              12               4              HO  1.00000   4601028C
               -5              13               4              HO  1.00000   4601028D
               -5              14               4              HO  1.00000   4601028E
               -5              15               4              HO  1.00000   4601028F
               -5              16               4              HO  1.00000   46010290
               -5              17               4              HO  1.00000   46010291
               -5              18               4              HO  1.00000   46010292
               -5              19               4              HO  1.00000   46010293
               -5              20               4              HO  1.00000   46010294
               -5              21               4              HO  1.00000   46010295
               -5              22               4              HO  1.00000   46010296
               -5              23               4              HO  1.00000   46010297
               -5              24               4              HO  1.00000   46010298
               -5              25               4              HO  1.00000   46010299
               -5              26               4              HO  1.00000   4601029A
               -5              27               4              HO  1.00000   4601029B
               -5              28               4              HO  1.00000   4601029C
               -5              29               4              HO  1.00000   4601029D
               -5              30               4              HO  1.00000   4601029E
               -5              31               4              HO  1.00000   4601029F
               -5              32               4              HO  1.00000   460102A0
               -5              33               4              HO  1.00000   460102A1
               -5              34               4              HO  1.00000   460102A2
               -5              35               4              HO  1.00000   460102A3
               -5              36               4              HO  1.00000   460102A4
               -5              37               4              HO  1.00000   460102A5
               -5              38               4              HO  1.00000   460102A6
               -5              39               4              HO  1.00000   460102A7
               -5              40               4              HO  1.00000   460102A8
               -5              41               4              HO  1.00000   460102A9
               -5              42               4              HO  1.00000   460102AA
               -5              43               4              HO  1.00000   460102AB
               -5              44               4              HO  1.00000   460102AC
               -5              45               4              HO  1.00000   460102AD
               -5              46               4              HO  1.00000   460102AE
               -5              47               4              HO  1.00000   460102AF
               -5              48               4              HO  1.00000   460102B0
               -5              49               4              HO  1.00000   460102B1
               -5              50               4              HO  1.00000   460102B2
               -5              51               4              HO  1.00000   460102B3
               -5              52               4              HO  1.00000   460102B4
               -5              53               4              HO  1.00000   460102B5
               -5              54               4              HO  1.00000   460102B6
               -5              55               4              HO  1.00000   460102B7
               -5              56               4              HO  1.00000   460102B8
               -5              57               4              HO  1.00000   460102B9
               -5              58               4              HO  1.00000   460102BA
               -5              59               4              HO  1.00000   460102BB
               -5              60               4              HO  1.00000   460102BC
               -5              61               4              HO  1.00000   460102BD
               -5              62               4              HO  1.00000   460102BE
               -5              63               4              HO  1.00000   460102BF
               -5              64               4              HO  1.00000   460102C0
               -5              65               4              HO  1.00000   460102C1
               -5              66               4              HO  1.00000   460102C2
               -5              67               4              HO  1.00000   460102C3
               -5              68               4              HO  1.00000   460102C4
               -5              69               4              HO  1.00000   460102C5
               -5              70               4              HO  1.00000   460102C6
               -5              71               4              HO  1.00000   460102C7
               -5              72               4              HO  1.00000   460102C8
                5               1               4              HO  1.00000   46012281
                5               2               4              HO  1.00000   46012282
                5               3               4              HO  1.00000   46012283
                5               4               4              HO  1.00000   46012284
                5               5               4              HO  1.00000   46012285
                5               6               4              HO  1.00000   46012286
                5               7               4              HO  1.00000   46012287
                5               8               4              HO  1.00000   46012288
                5               9               4              HO  1.00000   46012289
                5              10               4              HO  1.00000   4601228A
                5              11               4              HO  1.00000   4601228B
                5              12               4              HO  1.00000   4601228C
                5              13               4              HO  1.00000   4601228D
                5              14               4              HO  1.00000   4601228E
                5              15               4              HO  1.00000   4601228F
                5              16               4              HO  1.00000   46012290
                5              17               4              HO  1.00000   46012291
                5              18               4              HO  1.00000   46012292
                5              19               4              HO  1.00000   46012293
                5              20               4              HO  1.00000   46012294
                5              21               4              HO  1.00000   46012295
                5              22               4              HO  1.00000   46012296
                5              23               4              HO  1.00000   46012297
                5              24               4              HO  1.00000   46012298
                5              25               4              HO  1.00000   46012299
                5              26               4              HO  1.00000   4601229A
                5              27               4              HO  1.00000   4601229B
                5              28               4              HO  1.00000   4601229C
                5              29               4              HO  1.00000   4601229D
                5              30               4              HO  1.00000   4601229E
                5              31               4              HO  1.00000   4601229F
                5              32               4              HO  1.00000   460122A0
                5              33               4              HO  1.00000   460122A1
                5              34               4              HO  1.00000   460122A2
                5              35               4              HO  1.00000   460122A3
                5              36               4              HO  1.00000   460122A4
                5              37               4              HO  1.00000   460122A5
                5              38               4              HO  1.00000   460122A6
                5              39               4              HO  1.00000   460122A7
                5              40               4              HO  1.00000   460122A8
                5              41               4              HO  1.00000   460122A9
                5              42               4              HO  1.00000   460122AA
                5              43               4              HO  1.00000   460122AB
                5              44               4              HO  1.00000   460122AC
                5              45               4              HO  1.00000   460122AD
                5              46               4              HO  1.00000   460122AE
                5              47               4              HO  1.00000   460122AF
                5              48               4              HO  1.00000   460122B0
                5              49               4              HO  1.00000   460122B1
                5              50               4              HO  1.00000   460122B2
                5              51               4              HO  1.00000   460122B3
                5              52               4              HO  1.00000   460122B4
                5              53               4              HO  1.00000   460122B5
                5              54               4              HO  1.00000   460122B6
                5              55               4              HO  1.00000   460122B7
                5              56               4              HO  1.00000   460122B8
                5              57               4              HO  1.00000   460122B9
                5              58               4              HO  1.00000   460122BA
                5              59               4              HO  1.00000   460122BB
                5              60               4              HO  1.00000   460122BC
                5              61               4              HO  1.00000   460122BD
                5              62               4              HO  1.00000   460122BE
                5              63               4              HO  1.00000   460122BF
                5              64               4              HO  1.00000   460122C0
                5              65               4              HO  1.00000   460122C1
                5              66               4              HO  1.00000   460122C2
                5              67               4              HO  1.00000   460122C3
                5              68               4              HO  1.00000   460122C4
                5              69               4              HO  1.00000   460122C5
                5              70               4              HO  1.00000   460122C6
                5              71               4              HO  1.00000   460122C7
                5              72               4              HO  1.00000   460122C8
               -6               1               4              HO  1.00000   46010301
               -6               2               4              HO  1.00000   46010302
               -6               3               4              HO  1.00000   46010303
               -6               4               4              HO  1.00000   46010304
               -6               5               4              HO  1.00000   46010305
               -6               6               4              HO  1.00000   46010306
               -6               7               4              HO  1.00000   46010307
               -6               8               4              HO  1.00000   46010308
               -6               9               4              HO  1.00000   46010309
               -6              10               4              HO  1.00000   4601030A
               -6              11               4              HO  1.00000   4601030B
               -6              12               4              HO  1.00000   4601030C
               -6              13               4              HO  1.00000   4601030D
               -6              14               4              HO  1.00000   4601030E
               -6              15               4              HO  1.00000   4601030F
               -6              16               4              HO  1.00000   46010310
               -6              17               4              HO  1.00000   46010311
               -6              18               4              HO  1.00000   46010312
               -6              19               4              HO  1.00000   46010313
               -6              20               4              HO  1.00000   46010314
               -6              21               4              HO  1.00000   46010315
               -6              22               4              HO  1.00000   46010316
               -6              23               4              HO  1.00000   46010317
               -6              24               4              HO  1.00000   46010318
               -6              25               4              HO  1.00000   46010319
               -6              26               4              HO  1.00000   4601031A
               -6              27               4              HO  1.00000   4601031B
               -6              28               4              HO  1.00000   4601031C
               -6              29               4              HO  1.00000   4601031D
               -6              30               4              HO  1.00000   4601031E
               -6              31               4              HO  1.00000   4601031F
               -6              32               4              HO  1.00000   46010320
               -6              33               4              HO  1.00000   46010321
               -6              34               4              HO  1.00000   46010322
               -6              35               4              HO  1.00000   46010323
               -6              36               4              HO  1.00000   46010324
               -6              37               4              HO  1.00000   46010325
               -6              38               4              HO  1.00000   46010326
               -6              39               4              HO  1.00000   46010327
               -6              40               4              HO  1.00000   46010328
               -6              41               4              HO  1.00000   46010329
               -6              42               4              HO  1.00000   4601032A
               -6              43               4              HO  1.00000   4601032B
               -6              44               4              HO  1.00000   4601032C
               -6              45               4              HO  1.00000   4601032D
               -6              46               4              HO  1.00000   4601032E
               -6              47               4              HO  1.00000   4601032F
               -6              48               4              HO  1.00000   46010330
               -6              49               4              HO  1.00000   46010331
               -6              50               4              HO  1.00000   46010332
               -6              51               4              HO  1.00000   46010333
               -6              52               4              HO  1.00000   46010334
               -6              53               4              HO  1.00000   46010335
               -6              54               4              HO  1.00000   46010336
               -6              55               4              HO  1.00000   46010337
               -6              56               4              HO  1.00000   46010338
               -6              57               4              HO  1.00000   46010339
               -6              58               4              HO  1.00000   4601033A
               -6              59               4              HO  1.00000   4601033B
               -6              60               4              HO  1.00000   4601033C
               -6              61               4              HO  1.00000   4601033D
               -6              62               4              HO  1.00000   4601033E
               -6              63               4              HO  1.00000   4601033F
               -6              64               4              HO  1.00000   46010340
               -6              65               4              HO  1.00000   46010341
               -6              66               4              HO  1.00000   46010342
               -6              67               4              HO  1.00000   46010343
               -6              68               4              HO  1.00000   46010344
               -6              69               4              HO  1.00000   46010345
               -6              70               4              HO  1.00000   46010346
               -6              71               4              HO  1.00000   46010347
               -6              72               4              HO  1.00000   46010348
                6               1               4              HO  1.00000   46012301
                6               2               4              HO  1.00000   46012302
                6               3               4              HO  1.00000   46012303
                6               4               4              HO  1.00000   46012304
                6               5               4              HO  1.00000   46012305
                6               6               4              HO  1.00000   46012306
                6               7               4              HO  1.00000   46012307
                6               8               4              HO  1.00000   46012308
                6               9               4              HO  1.00000   46012309
                6              10               4              HO  1.00000   4601230A
                6              11               4              HO  1.00000   4601230B
                6              12               4              HO  1.00000   4601230C
                6              13               4              HO  1.00000   4601230D
                6              14               4              HO  1.00000   4601230E
                6              15               4              HO  1.00000   4601230F
                6              16               4              HO  1.00000   46012310
                6              17               4              HO  1.00000   46012311
                6              18               4              HO  1.00000   46012312
                6              19               4              HO  1.00000   46012313
                6              20               4              HO  1.00000   46012314
                6              21               4              HO  1.00000   46012315
                6              22               4              HO  1.00000   46012316
                6              23               4              HO  1.00000   46012317
                6              24               4              HO  1.00000   46012318
                6              25               4              HO  1.00000   46012319
                6              26               4              HO  1.00000   4601231A
                6              27               4              HO  1.00000   4601231B
                6              28               4              HO  1.00000   4601231C
                6              29               4              HO  1.00000   4601231D
                6              30               4              HO  1.00000   4601231E
                6              31               4              HO  1.00000   4601231F
                6              32               4              HO  1.00000   46012320
                6              33               4              HO  1.00000   46012321
                6              34               4              HO  1.00000   46012322
                6              35               4              HO  1.00000   46012323
                6              36               4              HO  1.00000   46012324
                6              37               4              HO  1.00000   46012325
                6              38               4              HO  1.00000   46012326
                6              39               4              HO  1.00000   46012327
                6              40               4              HO  1.00000   46012328
                6              41               4              HO  1.00000   46012329
                6              42               4              HO  1.00000   4601232A
                6              43               4              HO  1.00000   4601232B
                6              44               4              HO  1.00000   4601232C
                6              45               4              HO  1.00000   4601232D
                6              46               4              HO  1.00000   4601232E
                6              47               4              HO  1.00000   4601232F
                6              48               4              HO  1.00000   46012330
                6              49               4              HO  1.00000   46012331
                6              50               4              HO  1.00000   46012332
                6              51               4              HO  1.00000   46012333
                6              52               4              HO  1.00000   46012334
                6              53               4              HO  1.00000   46012335
                6              54               4              HO  1.00000   46012336
                6              55               4              HO  1.00000   46012337
                6              56               4              HO  1.00000   46012338
                6              57               4              HO  1.00000   46012339
                6              58               4              HO  1.00000   4601233A
                6              59               4              HO  1.00000   4601233B
                6              60               4              HO  1.00000   4601233C
                6              61               4              HO  1.00000   4601233D
                6              62               4              HO  1.00000   4601233E
                6              63               4              HO  1.00000   4601233F
                6              64               4              HO  1.00000   46012340
                6              65               4              HO  1.00000   46012341
                6              66               4              HO  1.00000   46012342
                6              67               4              HO  1.00000   46012343
                6              68               4              HO  1.00000   46012344
                6              69               4              HO  1.00000   46012345
                6              70               4              HO  1.00000   46012346
                6              71               4              HO  1.00000   46012347
                6              72               4              HO  1.00000   46012348
               -7               1               4              HO  1.00000   46010381
               -7               2               4              HO  1.00000   46010382
               -7               3               4              HO  1.00000   46010383
               -7               4               4              HO  1.00000   46010384
               -7               5               4              HO  1.00000   46010385
               -7               6               4              HO  1.00000   46010386
               -7               7               4              HO  1.00000   46010387
               -7               8               4              HO  1.00000   46010388
               -7               9               4              HO  1.00000   46010389
               -7              10               4              HO  1.00000   4601038A
               -7              11               4              HO  1.00000   4601038B
               -7              12               4              HO  1.00000   4601038C
               -7              13               4              HO  1.00000   4601038D
               -7              14               4              HO  1.00000   4601038E
               -7              15               4              HO  1.00000   4601038F
               -7              16               4              HO  1.00000   46010390
               -7              17               4              HO  1.00000   46010391
               -7              18               4              HO  1.00000   46010392
               -7              19               4              HO  1.00000   46010393
               -7              20               4              HO  1.00000   46010394
               -7              21               4              HO  1.00000   46010395
               -7              22               4              HO  1.00000   46010396
               -7              23               4              HO  1.00000   46010397
               -7              24               4              HO  1.00000   46010398
               -7              25               4              HO  1.00000   46010399
               -7              26               4              HO  1.00000   4601039A
               -7              27               4              HO  1.00000   4601039B
               -7              28               4              HO  1.00000   4601039C
               -7              29               4              HO  1.00000   4601039D
               -7              30               4              HO  1.00000   4601039E
               -7              31               4              HO  1.00000   4601039F
               -7              32               4              HO  1.00000   460103A0
               -7              33               4              HO  1.00000   460103A1
               -7              34               4              HO  1.00000   460103A2
               -7              35               4              HO  1.00000   460103A3
               -7              36               4              HO  1.00000   460103A4
               -7              37               4              HO  1.00000   460103A5
               -7              38               4              HO  1.00000   460103A6
               -7              39               4              HO  1.00000   460103A7
               -7              40               4              HO  1.00000   460103A8
               -7              41               4              HO  1.00000   460103A9
               -7              42               4              HO  1.00000   460103AA
               -7              43               4              HO  1.00000   460103AB
               -7              44               4              HO  1.00000   460103AC
               -7              45               4              HO  1.00000   460103AD
               -7              46               4              HO  1.00000   460103AE
               -7              47               4              HO  1.00000   460103AF
               -7              48               4              HO  1.00000   460103B0
               -7              49               4              HO  1.00000   460103B1
               -7              50               4              HO  1.00000   460103B2
               -7              51               4              HO  1.00000   460103B3
               -7              52               4              HO  1.00000   460103B4
               -7              53               4              HO  1.00000   460103B5
               -7              54               4              HO  1.00000   460103B6
               -7              55               4              HO  1.00000   460103B7
               -7              56               4              HO  1.00000   460103B8
               -7              57               4              HO  1.00000   460103B9
               -7              58               4              HO  1.00000   460103BA
               -7              59               4              HO  1.00000   460103BB
