138564 	0
138571 	0
138572 	0
138737 	0
138738 	0
138739 	3
138742 	3
138744 	3
138745 	3
138746 	3
138747 	6
138749 	6
138750 	6
138751 	6
138919 	6
138920 	6
138921 	6
138923 	0
138924 	0
138937 	0
138939 	0
139020 	0
139096 	0
139098 	0
139100 	0
139102 	0
139103 	0
139195 	0
139239 	0
139347 	0
139356 	0
139360 	0
139364 	0
139365 	0
139368 	0
139370 	0
139372 	0
139375 	0
139399 	0
139400 	0
139407 	0
139411 	1
139457 	0
139458 	0
139459 	0
139779 	1
139780 	1
139781 	1
139783 	1
139784 	1
139786 	1
139788 	1
139789 	1
139790 	1
140133 	1
140139 	1
140160 	0
140168 	1
140171 	1
140174 	1
140180 	1
140181 	1
140182 	1
140331 	0
140359 	0
140361 	0
140362 	0
140379 	0
140381 	0
140382 	0
140383 	0
140385 	0
140386 	0
140387 	0
140401 	1
141296 	0
141301 	0
141302 	0
141303 	0
141311 	0
141313 	0
141318 	0
141326 	0
141328 	0
141332 	0
141337 	0
141343 	0
141344 	0
141363 	0
141371 	0
141376 	0
141380 	0
141381 	0
141382 	0
141383 	0
141384 	0
141387 	0
141390 	0
141395 	0
141396 	0
141399 	0
141402 	0
141403 	0
141404 	0
141407 	0
141408 	0
141409 	0
141410 	0
141413 	0
141414 	0
141432 	0
141436 	0
141447 	0
141453 	0
141461 	0
141473 	0
141475 	0
141480 	0
141484 	0
141486 	0
141488 	0
141498 	0
141505 	0
141508 	0
141513 	0
141522 	0
141534 	0
141537 	0
141540 	0
141541 	0
141542 	0
141543 	0
141544 	0
141547 	0
141552 	0
141564 	0
141566 	0
141568 	0
141569 	0
141570 	0
141573 	0
141575 	0
141576 	0
141578 	0
141579 	0
141580 	0
141581 	0
141583 	0
141587 	0
141595 	0
141596 	0
141600 	0
141601 	0
141603 	0
141604 	0
141607 	0
141610 	0
141612 	0
141614 	0
141616 	0
141618 	0
141620 	0
141624 	0
141628 	0
141630 	0
141633 	0
141634 	0
141635 	0
141636 	0
141640 	0
141642 	0
141643 	0
141644 	0
141646 	0
141647 	0
141652 	0
141654 	0
141656 	0
141658 	0
141660 	0
141661 	0
141663 	0
141664 	0
141667 	0
141669 	0
141670 	0
141671 	0
141672 	0
141673 	0
141676 	0
141678 	0
141686 	0
141705 	0
141709 	0
141711 	0
141728 	0
141731 	0
141733 	0
141735 	0
141738 	0
141740 	0
141743 	0
141744 	0
141745 	0
141746 	0
141748 	0
141759 	0
141760 	0
141763 	0
141775 	0
141777 	0
141786 	0
141789 	0
141790 	0
141791 	0
141792 	0
141793 	0
141799 	0
141804 	0
141811 	0
141821 	0
141822 	0
141828 	0
141829 	0
141830 	0
141833 	0
141838 	0
141840 	0
141841 	0
141843 	0
141845 	0
141846 	0
141847 	0
141848 	0
141853 	0
141857 	0
141859 	0
141865 	0
141866 	0
141868 	0
141869 	0
141870 	0
141871 	0
141872 	0
141873 	0
141874 	0
141876 	0
141878 	0
141879 	0
141880 	0
141881 	0
141882 	0
141887 	0
141892 	0
141920 	0
141937 	0
141944 	0
141950 	0
141952 	1
141956 	1
141957 	1
141958 	2
141959 	2
141960 	2
141961 	2
141964 	2
141967 	2
141969 	2
141971 	2
141973 	2
141974 	2
141975 	2
141983 	0
141986 	0
141988 	0
141995 	0
141998 	0
141999 	0
142005 	0
142006 	0
142007 	0
142008 	0
142012 	0
142014 	0
142016 	1
142020 	0
142024 	0
142025 	0
142026 	0
142027 	0
142030 	0
142033 	0
142035 	1
142036 	1
142038 	1
142039 	1
142040 	2
142042 	2
142044 	0
142046 	0
142049 	0
142051 	0
142053 	0
142056 	0
142058 	0
142060 	0
142062 	0
142063 	0
142064 	0
142069 	0
142071 	0
142072 	0
142074 	0
142076 	1
142078 	0
142079 	0
142081 	0
142082 	0
142084 	0
142086 	0
142087 	0
142089 	0
142090 	0
142091 	0
142098 	0
142100 	0
142101 	0
142104 	0
142106 	0
142107 	0
142109 	0
142114 	0
142118 	0
142120 	0
142121 	0
142124 	0
142126 	0
142128 	1
142129 	1
142130 	1
142132 	2
142135 	2
142136 	2
142137 	2
142142 	2
142145 	0
142150 	0
142159 	0
142162 	0
142163 	0
142168 	0
142174 	0
142180 	0
142182 	0
142185 	0
142187 	2
142188 	2
142189 	2
142191 	2
142198 	0
142200 	0
142201 	0
142209 	0
142222 	0
142229 	0
142230 	0
142234 	0
142251 	0
142253 	0
142254 	0
142255 	0
142261 	0
142263 	0
142264 	0
142265 	0
142266 	0
142268 	0
142270 	0
142272 	0
142277 	0
142279 	0
142283 	0
142290 	0
142291 	0
142294 	0
142298 	0
142299 	0
142300 	0
142303 	1
142304 	2
142305 	0
142307 	3
142308 	2
142309 	1
142310 	1
142311 	1
142312 	1
142313 	3
142314 	3
142315 	3
142316 	3
142317 	3
142318 	3
142319 	3
142320 	3
142330 	3
142332 	3
142337 	0
142369 	0
142371 	0
142373 	0
142374 	0
142386 	0
142387 	0
142389 	0
142392 	1
142393 	1
142396 	0
142399 	0
142400 	0
142405 	0
142406 	0
142408 	1
142409 	0
142411 	0
142413 	1
142414 	1
142415 	1
142417 	1
142418 	1
142419 	1
142420 	1
142422 	3
142425 	2
142427 	2
142429 	2
142430 	2
142433 	2
142435 	2
142437 	2
142439 	2
142441 	2
142443 	2
142445 	2
142447 	0
142460 	1
142461 	1
142462 	1
142463 	1
142464 	1
142465 	1
142467 	1
142471 	1
142473 	1
142476 	0
142477 	0
142478 	0
142481 	0
142482 	0
142483 	0
142484 	0
142489 	0
142490 	0
142493 	0
142494 	0
142503 	1
142508 	1
142509 	1
142510 	1
142511 	1
142512 	1
142513 	1
142514 	1
142516 	0
142518 	0
