Sg1940plb    1.9400000    0.2200000         1.5      1.      -1.      0.      0.     2.      1.        0.       0.     -23114
Sg1940mnb    1.9400000    0.2200000         1.5      1.       1.      0.      0.     2.      1.        0.       0.     -23214
Sg1940zrb    1.9400000    0.2200000         1.5      1.       0.      0.      0.     2.      1.        0.       0.     -23224
Dl1930plp    1.9300000    0.3500000         2.5      1.5      1.5     3.      0.     0.      0.        0.       0.      11116
Dl1930plu    1.9300000    0.3500000         2.5      1.5      0.5     3.      0.     0.      0.        0.       0.      11216
Dl1930zer    1.9300000    0.3500000         2.5      1.5     -0.5     3.      0.     0.      0.        0.       0.      12126
Dl1930min    1.9300000    0.3500000         2.5      1.5     -1.5     3.      0.     0.      0.        0.       0.      12226
Dl1930ppb    1.9300000    0.3500000         2.5      1.5     -1.5     0.      0.     3.      0.        0.       0.     -11116
Dl1930plb    1.9300000    0.3500000         2.5      1.5     -0.5     0.      0.     3.      0.        0.       0.     -11216
Dl1930zrb    1.9300000    0.3500000         2.5      1.5      0.5     0.      0.     3.      0.        0.       0.     -12126
Dl1930mnb    1.9300000    0.3500000         2.5      1.5      1.5     0.      0.     3.      0.        0.       0.     -12226
Dl1920plp    1.9200000    0.2000000         1.5      1.5      1.5     3.      0.     0.      0.        0.       0.      21114
Dl1920plu    1.9200000    0.2000000         1.5      1.5      0.5     3.      0.     0.      0.        0.       0.      22114
Dl1920zer    1.9200000    0.2000000         1.5      1.5     -0.5     3.      0.     0.      0.        0.       0.      22214
Dl1920min    1.9200000    0.2000000         1.5      1.5     -1.5     3.      0.     0.      0.        0.       0.      22224
Dl1920ppb    1.9200000    0.2000000         1.5      1.5     -1.5     0.      0.     3.      0.        0.       0.     -21114
Dl1920plb    1.9200000    0.2000000         1.5      1.5     -0.5     0.      0.     3.      0.        0.       0.     -22114
Dl1920zrb    1.9200000    0.2000000         1.5      1.5      0.5     0.      0.     3.      0.        0.       0.     -22214
Dl1920mnb    1.9200000    0.2000000         1.5      1.5      1.5     0.      0.     3.      0.        0.       0.     -22224
Sg1915plu    1.9150000    0.1200000         2.5      1.       1.      2.      1.     0.      0.        0.       0.      13116
Sg1915min    1.9150000    0.1200000         2.5      1.      -1.      2.      1.     0.      0.        0.       0.      13216
Sg1915zer    1.9150000    0.1200000         2.5      1.       0.      2.      1.     0.      0.        0.       0.      13226
Sg1915plb    1.9150000    0.1200000         2.5      1.      -1.      0.      0.     2.      1.        0.       0.     -13116
Sg1915mnb    1.9150000    0.1200000         2.5      1.       1.      0.      0.     2.      1.        0.       0.     -13216
Sg1915zrb    1.9150000    0.1200000         2.5      1.       0.      0.      0.     2.      1.        0.       0.     -13226
Dl1910plp    1.9100000    0.2500000         0.5      1.5      1.5     3.      0.     0.      0.        0.       0.      21112
Dl1910plu    1.9100000    0.2500000         0.5      1.5      0.5     3.      0.     0.      0.        0.       0.      21212
Dl1910zer    1.9100000    0.2500000         0.5      1.5     -0.5     3.      0.     0.      0.        0.       0.  221220001
Dl1910min    1.9100000    0.2500000         0.5      1.5     -1.5     3.      0.     0.      0.        0.       0.      22222
Dl1910ppb    1.9100000    0.2500000         0.5      1.5     -1.5     0.      0.     3.      0.        0.       0.     -21112
Dl1910plb    1.9100000    0.2500000         0.5      1.5     -0.5     0.      0.     3.      0.        0.       0.     -21212
Dl1910zrb    1.9100000    0.2500000         0.5      1.5      0.5     0.      0.     3.      0.        0.       0. -221220001
Dl1910mnb    1.9100000    0.2500000         0.5      1.5      1.5     0.      0.     3.      0.        0.       0.     -22222
Dl1905plp    1.9050000    0.3500000         2.5      1.5      1.5     3.      0.     0.      0.        0.       0.       1116
Dl1905plu    1.9050000    0.3500000         2.5      1.5      0.5     3.      0.     0.      0.        0.       0.       1216
Dl1905zer    1.9050000    0.3500000         2.5      1.5     -0.5     3.      0.     0.      0.        0.       0.       2126
Dl1905min    1.9050000    0.3500000         2.5      1.5     -1.5     3.      0.     0.      0.        0.       0.       2226
Dl1905ppb    1.9050000    0.3500000         2.5      1.5     -1.5     0.      0.     3.      0.        0.       0.      -1116
Dl1905plb    1.9050000    0.3500000         2.5      1.5     -0.5     0.      0.     3.      0.        0.       0.      -1216
Dl1905zrb    1.9050000    0.3500000         2.5      1.5      0.5     0.      0.     3.      0.        0.       0.      -2126
Dl1905mnb    1.9050000    0.3500000         2.5      1.5      1.5     0.      0.     3.      0.        0.       0.      -2226
Lm1890zer    1.8900000    0.1000000         1.5      0.       0.      2.      1.     0.      0.        0.       0.      23124
Lm1890zrb    1.8900000    0.1000000         1.5      0.       0.      0.      0.     2.      1.        0.       0.     -23124
ph1850zer    1.8540000    0.0870000         3.0      0.       0.      0.      1.     0.      1.        0.       0.        337
Lm1830zer    1.8300000    0.9500000         0.5      0.       0.      2.      1.     0.      0.        0.       0.      13126
Lm1830zrb    1.8300000    0.9500000         0.5      0.       0.      0.      0.     2.      1.        0.       0.     -13126
Xi1820min    1.8230000    0.0240000         1.5      0.5     -0.5     1.      2.     0.      0.        0.       0.      13314
Xi1820mnb    1.8230000    0.0240000         1.5      0.5      0.5     0.      0.     1.      2.        0.       0.      13324
Xi1820zer    1.8230000    0.0240000         1.5      0.5      0.5     1.      2.     0.      0.        0.       0.     -13314
Xi1820zrb    1.8230000    0.0240000         1.5      0.5     -0.5     0.      0.     1.      2.        0.       0.     -13324
Lm1820zer    1.8200000    0.8000000         0.5      0.       0.      2.      1.     0.      0.        0.       0.       3126
Lm1820zrb    1.8200000    0.8000000         0.5      0.       0.      0.      0.     2.      1.        0.       0.      -3126
Ka1820plu    1.8160000    0.2760000         2.0      0.5      0.5     1.      0.     0.      1.        0.       0.      20315
Ka1820min    1.8160000    0.2760000         2.0      0.5     -0.5     0.      1.     1.      0.        0.       0.      20325
Ka1820zer    1.8160000    0.2760000         2.0      0.5     -0.5     1.      0.     0.      1.        0.       0.     -20325
Ka1820zrb    1.8160000    0.2760000         2.0      0.5      0.5     0.      1.     1.      0.        0.       0.     -20315
Lm1810zer    1.8100000    0.1500000         0.5      0.       0.      2.      1.     0.      0.        0.       0.      53122
Lm1810zrb    1.8100000    0.1500000         0.5      0.       0.      0.      0.     2.      1.        0.       0.     -53122
pi1800plu    1.8010000    0.2100000         0.0      1.       1.      1.      0.     1.      0.        0.       0.     200111
pi1800min    1.8010000    0.2100000         0.0      1.      -1.      1.      0.     1.      0.        0.       0.    -200111
pi1800zer    1.8010000    0.2100000         0.0      1.       0.      1.      0.     1.      0.        0.       0.     200211
Lm1800zer    1.8000000    0.3000000         0.5      0.       0.      2.      1.     0.      0.        0.       0.      43122
Lm1800zrb    1.8000000    0.3000000         0.5      0.       0.      0.      0.     2.      1.        0.       0.     -43122
Ka1780zer    1.7760000    0.1590000         3.0      0.5     -0.5     1.      0.     0.      1.        0.       0.        317
Ka1780zrb    1.7760000    0.1590000         3.0      0.5      0.5     0.      1.     1.      0.        0.       0.        327
Ka1780plu    1.7760000    0.1590000         3.0      0.5      0.5     1.      0.     0.      1.        0.       0.       -317
Ka1780min    1.7760000    0.1590000         3.0      0.5     -0.5     0.      1.     1.      0.        0.       0.       -327
Sg1775plu    1.7750000    0.1200000         2.5      1.       1.      2.      1.     0.      0.        0.       0.       3116
Sg1775min    1.7750000    0.1200000         2.5      1.      -1.      2.      1.     0.      0.        0.       0.       3216
Sg1775zer    1.7750000    0.1200000         2.5      1.       0.      2.      1.     0.      0.        0.       0.       3226
Sg1775plb    1.7750000    0.1200000         2.5      1.      -1.      0.      0.     2.      1.        0.       0.      -3116
Sg1775mnb    1.7750000    0.1200000         2.5      1.       1.      0.      0.     2.      1.        0.       0.      -3216
Sg1775zrb    1.7750000    0.1200000         2.5      1.       0.      0.      0.     2.      1.        0.       0.      -3226
Sg1750plu    1.7500000    0.0900000         0.5      1.       1.      2.      1.     0.      0.        0.       0.       8116
Sg1750zer    1.7500000    0.0900000         0.5      1.       0.      2.      1.     0.      0.        0.       0.       8117
Sg1750min    1.7500000    0.0900000         0.5      1.      -1.      2.      1.     0.      0.        0.       0.       8118
Sg1750plb    1.7500000    0.0900000         0.5      1.      -1.      0.      0.     2.      1.        0.       0.      -8116
Sg1750zrb    1.7500000    0.0900000         0.5      1.       0.      0.      0.     2.      1.        0.       0.      -8117
Sg1750mnb    1.7500000    0.0900000         0.5      1.       1.      0.      0.     2.      1.        0.       0.      -8118
Ka1770zer    1.7730000    0.1860000         2.0      0.5     -0.5     1.      0.     0.      1.        0.       0.      10315
Ka1770zrb    1.7730000    0.1860000         2.0      0.5      0.5     0.      1.     1.      0.        0.       0.      10325
Ka1770plu    1.7730000    0.1860000         2.0      0.5      0.5     1.      0.     0.      1.        0.       0.     -10315
Ka1770min    1.7730000    0.1860000         2.0      0.5     -0.5     0.      1.     1.      0.        0.       0.     -10325
Ns1720plu    1.7200000    0.1500000         1.5      0.5      0.5     3.      0.     0.      0.        0.       0.      31214
Ns1720zer    1.7200000    0.1500000         1.5      0.5     -0.5     3.      0.     0.      0.        0.       0.      32124
Ns1720plb    1.7200000    0.1500000         1.5      0.5     -0.5     0.      0.     3.      0.        0.       0.     -31214
Ns1720zrb    1.7200000    0.1500000         1.5      0.5      0.5     0.      0.     3.      0.        0.       0.     -32124
Ka1680zer    1.7170000    0.3220000         1.0      0.5     -0.5     1.      0.     0.      1.        0.       0.      30313
Ka1680zrb    1.7170000    0.3220000         1.0      0.5      0.5     0.      1.     1.      0.        0.       0.      30323
Ka1680plu    1.7170000    0.3220000         1.0      0.5      0.5     1.      0.     0.      1.        0.       0.     -30313
Ka1680min    1.7170000    0.3220000         1.0      0.5     -0.5     0.      1.     1.      0.        0.       0.     -30323
f01710zer    1.7150000    0.1250000         0.0      0.       0.      1.      0.     1.      0.        0.       0.      10331
Ns1710plu    1.7100000    0.1000000         0.5      0.5      0.5     3.      0.     0.      0.        0.       0.      42112
Ns1710zer    1.7100000    0.1000000         0.5      0.5     -0.5     3.      0.     0.      0.        0.       0.      42212
Ns1710plb    1.7100000    0.1000000         0.5      0.5     -0.5     0.      0.     3.      0.        0.       0.     -42112
Ns1710zrb    1.7100000    0.1000000         0.5      0.5      0.5     0.      0.     3.      0.        0.       0.     -42212
Ns1700plu    1.7000000    0.1000000         1.5      0.5      0.5     3.      0.     0.      0.        0.       0.      21214
Ns1700zer    1.7000000    0.1000000         1.5      0.5     -0.5     3.      0.     0.      0.        0.       0.      22124
Ns1700plb    1.7000000    0.1000000         1.5      0.5     -0.5     0.      0.     3.      0.        0.       0.     -21214
Ns1700zrb    1.7000000    0.1000000         1.5      0.5      0.5     0.      0.     3.      0.        0.       0.     -22124
rh1700plu    1.7000000    0.2400000         1.0      1.       1.      1.      0.     1.      0.        0.       0.      30213
rh1700min    1.7000000    0.2400000         1.0      1.      -1.      1.      0.     1.      0.        0.       0.     -30213
rh1700zer    1.7000000    0.2400000         1.0      1.       0.      1.      0.     1.      0.        0.       0.      30113
Dl1700plp    1.7000000    0.3000000         1.5      1.5      1.5     3.      0.     0.      0.        0.       0.      11114
Dl1700plu    1.7000000    0.3000000         1.5      1.5      0.5     3.      0.     0.      0.        0.       0.      12114
Dl1700zer    1.7000000    0.3000000         1.5      1.5     -0.5     3.      0.     0.      0.        0.       0.      12214
Dl1700min    1.7000000    0.3000000         1.5      1.5     -1.5     3.      0.     0.      0.        0.       0.      12224
Dl1700ppb    1.7000000    0.3000000         1.5      1.5     -1.5     0.      0.     3.      0.        0.       0.     -11114
Dl1700plb    1.7000000    0.3000000         1.5      1.5     -0.5     0.      0.     3.      0.        0.       0.     -12114
Dl1700zrb    1.7000000    0.3000000         1.5      1.5      0.5     0.      0.     3.      0.        0.       0.     -12214
Dl1700mnb    1.7000000    0.3000000         1.5      1.5      1.5     0.      0.     3.      0.        0.       0.     -12224
rh1690plu    1.6910000    0.1610000         3.0      1.       1.      1.      0.     1.      0.        0.       0.        217
rh1690min    1.6910000    0.1610000         3.0      1.      -1.      1.      0.     1.      0.        0.       0.       -217
rh1690zer    1.6910000    0.1610000         0.0      1.       0.      1.      0.     1.      0.        0.       0.        117
Lm1690zer    1.6900000    0.0600000         1.5      0.       0.      2.      1.     0.      0.        0.       0.      13124
Lm1690zrb    1.6900000    0.0600000         1.5      0.       0.      0.      0.     2.      1.        0.       0.     -13124
Xi1690min    1.6900000    0.0290000         1.5      0.5     -0.5     1.      2.     0.      0.        0.       0.     -67719
Xi1690mnb    1.6900000    0.0290000         1.5      0.5      0.5     0.      0.     1.      2.        0.       0.      67719
Xi1690zer    1.6900000    0.0290000         1.5      0.5      0.5     1.      2.     0.      0.        0.       0.      67718
Xi1690zrb    1.6900000    0.0290000         1.5      0.5     -0.5     0.      0.     1.      2.        0.       0.     -67718
Ns1680plu    1.6800000    0.1300000         2.5      0.5      0.5     3.      0.     0.      0.        0.       0.      12116
Ns1680zer    1.6800000    0.1300000         2.5      0.5     -0.5     3.      0.     0.      0.        0.       0.      12216
Ns1680plb    1.6800000    0.1300000         2.5      0.5     -0.5     0.      0.     3.      0.        0.       0.     -12116
Ns1680zrb    1.6800000    0.1300000         2.5      0.5      0.5     0.      0.     3.      0.        0.       0.     -12216
ph1680zer    1.6800000    0.1500000         1.0      0.       0.      0.      1.     0.      1.        0.       0.     100333
Ns1675plu    1.6750000    0.1500000         2.5      0.5      0.5     3.      0.     0.      0.        0.       0.       2116
Ns1675zer    1.6750000    0.1500000         2.5      0.5     -0.5     3.      0.     0.      0.        0.       0.       2216
Ns1675plb    1.6750000    0.1500000         2.5      0.5     -0.5     0.      0.     3.      0.        0.       0.      -2116
Ns1675zrb    1.6750000    0.1500000         2.5      0.5      0.5     0.      0.     3.      0.        0.       0.      -2216
UM1672min    1.6724500    8.003e-16         1.5      0.       0.      0.      3.     0.      0.        0.       0.       3334
UM1672mnb    1.6724500    8.003e-16         1.5      0.       0.      0.      0.     0.      3.        0.       0.      -3334
pi1670plu    1.6700000    0.2590000         2.0      1.       1.      1.      0.     1.      0.        0.       0.      10215
pi1670min    1.6700000    0.2590000         2.0      1.      -1.      1.      0.     1.      0.        0.       0.     -10215
pi1670zer    1.6700000    0.2590000         2.0      1.       0.      1.      0.     1.      0.        0.       0.      10115
Lm1670zer    1.6700000    0.0350000         0.5      0.       0.      2.      1.     0.      0.        0.       0.      33122
Lm1670zrb    1.6700000    0.0350000         0.5      0.       0.      0.      0.     2.      1.        0.       0.     -33122
Sg1670plu    1.6700000    0.0600000         1.5      1.       1.      2.      1.     0.      0.        0.       0.      13114
Sg1670min    1.6700000    0.0600000         1.5      1.      -1.      2.      1.     0.      0.        0.       0.      13214
Sg1670zer    1.6700000    0.0600000         1.5      1.       0.      2.      1.     0.      0.        0.       0.      13224
Sg1670plb    1.6700000    0.0600000         1.5      1.      -1.      0.      0.     2.      1.        0.       0.     -13114
Sg1670mnb    1.6700000    0.0600000         1.5      1.       1.      0.      0.     2.      1.        0.       0.     -13214
Sg1670zrb    1.6700000    0.0600000         1.5      1.       0.      0.      0.     2.      1.        0.       0.     -13224
om1670zer    1.6670000    0.1680000         3.0      0.       0.      1.      0.     1.      0.        0.       0.        227
Sg1660plu    1.6600000    0.1000000         0.5      1.       1.      2.      1.     0.      0.        0.       0.      13112
Sg1660min    1.6600000    0.1000000         0.5      1.      -1.      2.      1.     0.      0.        0.       0.      13212
Sg1660zer    1.6600000    0.1000000         0.5      1.       0.      2.      1.     0.      0.        0.       0.      13222
Sg1660plb    1.6600000    0.1000000         0.5      1.      -1.      0.      0.     2.      1.        0.       0.     -13112
Sg1660mnb    1.6600000    0.1000000         0.5      1.       1.      0.      0.     2.      1.        0.       0.     -13212
Sg1660zrb    1.6600000    0.1000000         0.5      1.       0.      0.      0.     2.      1.        0.       0.     -13222
Ns1650plu    1.6500000    0.1500000         0.5      0.5      0.5     3.      0.     0.      0.        0.       0.      32112
Ns1650zer    1.6500000    0.1500000         0.5      0.5     -0.5     3.      0.     0.      0.        0.       0.      32212
Ns1650plb    1.6500000    0.1500000         0.5      0.5     -0.5     0.      0.     3.      0.        0.       0.     -32112
Ns1650zrb    1.6500000    0.1500000         0.5      0.5      0.5     0.      0.     3.      0.        0.       0.     -32212
om1650zer    1.6490000    0.2200000         1.0      0.       0.      1.      0.     1.      0.        0.       0.      30223
Dl1620plp    1.6200000    0.1500000         0.5      1.5      1.5     3.      0.     0.      0.        0.       0.       1112
Dl1620plu    1.6200000    0.1500000         0.5      1.5      0.5     3.      0.     0.      0.        0.       0.       1212
Dl1620zer    1.6200000    0.1500000         0.5      1.5     -0.5     3.      0.     0.      0.        0.       0.       2122
Dl1620min    1.6200000    0.1500000         0.5      1.5     -1.5     3.      0.     0.      0.        0.       0.       2222
Dl1620ppb    1.6200000    0.1500000         0.5      1.5     -1.5     0.      0.     3.      0.        0.       0.      -1112
Dl1620plb    1.6200000    0.1500000         0.5      1.5     -0.5     0.      0.     3.      0.        0.       0.      -1212
Dl1620zrb    1.6200000    0.1500000         0.5      1.5      0.5     0.      0.     3.      0.        0.       0.      -2122
Dl1620mnb    1.6200000    0.1500000         0.5      1.5      1.5     0.      0.     3.      0.        0.       0.      -2222
Xi1620min    1.6200000    0.0300000         1.5      0.5     -0.5     1.      2.     0.      0.        0.       0.      46653
Xi1620mnb    1.6200000    0.0300000         1.5      0.5      0.5     0.      0.     1.      2.        0.       0.     -46653
Xi1620zer    1.6200000    0.0300000         1.5      0.5      0.5     1.      2.     0.      0.        0.       0.      45553
Xi1620zrb    1.6200000    0.0300000         1.5      0.5     -0.5     0.      0.     1.      2.        0.       0.     -45553
Dl1600plp    1.6000000    0.3500000         1.5      1.5      1.5     3.      0.     0.      0.        0.       0.      31114
Dl1600plu    1.6000000    0.3500000         1.5      1.5      0.5     3.      0.     0.      0.        0.       0.      32114
Dl1600zer    1.6000000    0.3500000         1.5      1.5     -0.5     3.      0.     0.      0.        0.       0.      32214
Dl1600min    1.6000000    0.3500000         1.5      1.5     -1.5     3.      0.     0.      0.        0.       0.      32224
Dl1600ppb    1.6000000    0.3500000         1.5      1.5     -1.5     0.      0.     3.      0.        0.       0.     -31114
Dl1600plb    1.6000000    0.3500000         1.5      1.5     -0.5     0.      0.     3.      0.        0.       0.     -32114
Dl1600zrb    1.6000000    0.3500000         1.5      1.5      0.5     0.      0.     3.      0.        0.       0.     -32214
Dl1600mnb    1.6000000    0.3500000         1.5      1.5      1.5     0.      0.     3.      0.        0.       0.     -32224
Lm1600zer    1.6000000    0.1500000         0.5      0.       0.      2.      1.     0.      0.        0.       0.      23122
Lm1600zrb    1.6000000    0.1500000         0.5      0.       0.      0.      0.     2.      1.        0.       0.     -23122
Ns1535plu    1.5350000    0.1500000         0.5      0.5      0.5     3.      0.     0.      0.        0.       0.      22212
Ns1535zer    1.5350000    0.1500000         0.5      0.5     -0.5     3.      0.     0.      0.        0.       0.      22122
Ns1535plb    1.5350000    0.1500000         0.5      0.5     -0.5     0.      0.     3.      0.        0.       0.     -22212
Ns1535zrb    1.5350000    0.1500000         0.5      0.5      0.5     0.      0.     3.      0.        0.       0.     -22122
Xi1530min    1.5350000    0.0099000         1.5      0.5     -0.5     1.      2.     0.      0.        0.       0.       3324
Xi1530mnb    1.5350000    0.0099000         1.5      0.5      0.5     0.      0.     1.      2.        0.       0.      -3324
Xi1530zer    1.5318000    0.0091000         1.5      0.5      0.5     1.      2.     0.      0.        0.       0.       3314
Xi1530zrb    1.5318000    0.0091000         1.5      0.5     -0.5     0.      0.     1.      2.        0.       0.      -3314
f21525zer    1.5250000    0.0760000         2.0      0.       0.      1.      0.     1.      0.        0.       0.        335
Ns1520plu    1.5200000    0.1200000         1.5      0.5      0.5     3.      0.     0.      0.        0.       0.       2124
Ns1520zer    1.5200000    0.1200000         1.5      0.5     -0.5     3.      0.     0.      0.        0.       0.       1214
Ns1520plb    1.5200000    0.1200000         1.5      0.5     -0.5     0.      0.     3.      0.        0.       0.      -2124
Ns1520zrb    1.5200000    0.1200000         1.5      0.5      0.5     0.      0.     3.      0.        0.       0.      -1214
Lm1520zer    1.5195000    0.0156000         1.5      0.       0.      2.      1.     0.      0.        0.       0.       3124
Lm1520zrb    1.5195000    0.0156000         1.5      0.       0.      0.      0.     2.      1.        0.       0.      -3124
f01500zer    1.5070000    0.1120000         0.0      0.       0.      1.      0.     1.      0.        0.       0.    9000223
a01450plu    1.4740000    0.2650000         0.0      1.       1.      1.      0.     1.      0.        0.       0.      10211
a01450min    1.4740000    0.2650000         0.0      1.      -1.      1.      0.     1.      0.        0.       0.     -10211
a01450zer    1.4740000    0.2650000         0.0      1.       0.      1.      0.     1.      0.        0.       0.      10111
rh1450plu    1.4650000    0.3100000         1.0      1.       1.      1.      0.     1.      0.        0.       0.     100213
rh1450min    1.4650000    0.3100000         1.0      1.      -1.      1.      0.     1.      0.        0.       0.    -100213
rh1450zer    1.4650000    0.3100000         1.0      1.       0.      1.      0.     1.      0.        0.       0.     100113
Ns1440plu    1.4400000    0.3500000         0.5      0.5      0.5     3.      0.     0.      0.        0.       0.      12212
