mH_GeV  XS_pb         Err_Hi     Err_Lo Sca_Hi  Sca_Lo  Pdf_Hi  Pdf_Lo
90.0 	29.47 		22.9 	-15.6 	14.8 	-8.7 	8.1 	-6.9
95.0 	26.58 		21.9 	-15.9 	13.9 	-9.0 	8.0 	-6.9
100.0 	24.02 		21.2 	-15.6 	13.3 	-8.6 	7.9 	-7.0
105.0 	21.78 		20.8 	-15.5 	12.8 	-8.5 	7.9 	-7.1
110.0 	19.84 		20.4 	-15.3 	12.5 	-8.2 	7.9 	-7.1
110.5 	19.65 		20.4 	-15.3 	12.5 	-8.2 	7.9 	-7.1
111.0 	19.48 		20.3 	-15.3 	12.4 	-8.2 	7.9 	-7.1
111.5 	19.30 		20.3 	-15.3 	12.4 	-8.2 	7.9 	-7.1
112.0 	19.13 		20.3 	-15.3 	12.4 	-8.2 	7.9 	-7.1
112.5 	18.95 		20.3 	-15.2 	12.3 	-8.1 	7.9 	-7.1
113.0 	18.79 		20.2 	-15.3 	12.3 	-8.1 	7.9 	-7.2
113.5 	18.62 		20.2 	-15.3 	12.3 	-8.1 	7.9 	-7.2
114.0 	18.45 		20.2 	-15.3 	12.2 	-8.1 	7.9 	-7.2
114.5 	18.29 		20.1 	-15.3 	12.1 	-8.1 	7.9 	-7.2
115.0 	18.13 		20.0 	-15.3 	12.1 	-8.1 	7.9 	-7.2
115.5 	17.97 		20.0 	-15.3 	12.1 	-8.1 	7.9 	-7.2
116.0 	17.82 		20.0 	-15.3 	12.1 	-8.1 	7.9 	-7.2
116.5 	17.66 		19.9 	-15.3 	12.0 	-8.1 	7.9 	-7.2
117.0 	17.51 		19.9 	-15.3 	12.0 	-8.0 	7.9 	-7.2
117.5 	17.36 		19.9 	-15.1 	12.0 	-7.9 	7.9 	-7.2
118.0 	17.21 		19.8 	-15.1 	12.0 	-7.9 	7.8 	-7.2
118.5 	17.06 		19.8 	-15.1 	12.0 	-7.9 	7.8 	-7.2
119.0 	16.92 		19.7 	-15.1 	11.9 	-7.9 	7.8 	-7.2
119.5 	16.78 		19.7 	-15.1 	11.9 	-7.9 	7.8 	-7.2
120.0 	16.63 		19.7 	-15.1 	11.9 	-7.9 	7.8 	-7.2
120.5 	16.49 		19.7 	-15.1 	11.9 	-7.9 	7.8 	-7.2
121.0 	16.36 		19.7 	-15.1 	11.9 	-7.9 	7.8 	-7.2
121.5 	16.22 		19.7 	-15.1 	11.8 	-7.9 	7.8 	-7.2
122.0 	16.08 		19.7 	-15.1 	11.8 	-7.9 	7.8 	-7.2
122.5 	15.94 		19.6 	-15.0 	11.8 	-7.8 	7.8 	-7.3
123.0 	15.82 		19.5 	-15.1 	11.7 	-7.8 	7.8 	-7.3
123.5 	15.69 		19.5 	-15.1 	11.7 	-7.8 	7.8 	-7.3
124.0 	15.56 		19.5 	-15.1 	11.7 	-7.8 	7.8 	-7.3
124.5 	15.43 		19.5 	-15.1 	11.7 	-7.8 	7.8 	-7.3
125.0 	15.31 		19.5 	-15.1 	11.7 	-7.8 	7.8 	-7.3
125.5 	15.18 		19.5 	-15.1 	11.7 	-7.8 	7.8 	-7.3
126.0 	15.06 		19.4 	-15.1 	11.6 	-7.8 	7.8 	-7.3
126.5 	14.94 		19.4 	-15.1 	11.6 	-7.8 	7.8 	-7.3
127.0 	14.82 		19.4 	-15.1 	11.6 	-7.8 	7.8 	-7.3
127.5 	14.70 		19.3 	-15.2 	11.5 	-7.8 	7.8 	-7.4
128.0 	14.58 		19.3 	-15.1 	11.5 	-7.7 	7.8 	-7.4
128.5 	14.46 		19.3 	-15.1 	11.5 	-7.7 	7.8 	-7.4
129.0 	14.35 		19.3 	-15.1 	11.5 	-7.7 	7.8 	-7.4
129.5 	14.23 		19.2 	-15.1 	11.3 	-7.7 	7.8 	-7.4
130.0 	14.12 		19.2 	-15.1 	11.3 	-7.7 	7.8 	-7.4
130.5 	14.01 		19.2 	-15.1 	11.3 	-7.6 	7.8 	-7.4
131.0 	13.90 		19.2 	-15.1 	11.3 	-7.6 	7.8 	-7.4
131.5 	13.80 		19.1 	-15.1 	11.3 	-7.7 	7.8 	-7.4
132.0 	13.69 		19.1 	-15.1 	11.3 	-7.7 	7.8 	-7.4
132.5 	13.58 		19.0 	-14.9 	11.2 	-7.5 	7.8 	-7.4
133.0 	13.48 		19.0 	-15.0 	11.2 	-7.5 	7.8 	-7.5
133.5 	13.37 		19.0 	-15.0 	11.2 	-7.5 	7.8 	-7.5
134.0 	13.28 		18.9 	-15.0 	11.1 	-7.6 	7.8 	-7.5
134.5 	13.18 		18.9 	-15.0 	11.1 	-7.6 	7.8 	-7.5
135.0 	13.08 		18.9 	-15.0 	11.1 	-7.6 	7.8 	-7.5
135.5 	12.98 		18.9 	-15.0 	11.1 	-7.6 	7.8 	-7.5
136.0 	12.88 		18.9 	-15.0 	11.1 	-7.6 	7.8 	-7.5
136.5 	12.78 		18.9 	-15.0 	11.1 	-7.5 	7.8 	-7.5
137.0 	12.68 		18.9 	-15.0 	11.1 	-7.5 	7.8 	-7.5
137.5 	12.60 		18.7 	-15.0 	10.9 	-7.6 	7.8 	-7.4
138.0 	12.50 		18.8 	-14.9 	11.0 	-7.4 	7.8 	-7.5
138.5 	12.40 		18.8 	-14.9 	11.0 	-7.4 	7.8 	-7.5
139.0 	12.31 		18.8 	-14.9 	11.0 	-7.4 	7.8 	-7.5
139.5 	12.22 		18.8 	-14.9 	11.0 	-7.4 	7.8 	-7.5
140.0 	12.13 		18.8 	-14.9 	11.0 	-7.4 	7.8 	-7.5
141.0 	11.95 		18.8 	-14.9 	11.0 	-7.4 	7.8 	-7.5
142.0 	11.78 		18.8 	-14.9 	11.0 	-7.4 	7.8 	-7.5
143.0 	11.60 		18.7 	-14.9 	10.9 	-7.4 	7.8 	-7.6
144.0 	11.44 		18.7 	-14.9 	10.9 	-7.4 	7.8 	-7.6
145.0 	11.27 		18.7 	-14.9 	10.9 	-7.4 	7.8 	-7.6
146.0 	11.12 		18.7 	-14.9 	10.9 	-7.4 	7.8 	-7.6
147.0 	10.96 		18.7 	-14.9 	10.9 	-7.4 	7.8 	-7.6
148.0 	10.80 		18.7 	-14.9 	10.9 	-7.2 	7.8 	-7.7
149.0 	10.65 		18.7 	-14.9 	10.9 	-7.2 	7.8 	-7.7
150.0 	10.50 		18.7 	-14.9 	10.9 	-7.2 	7.8 	-7.7
151.0 	10.36 		18.7 	-14.9 	10.9 	-7.2 	7.8 	-7.7
152.0 	10.21 		18.6 	-14.9 	10.8 	-7.3 	7.8 	-7.7
153.0 	10.07 		18.6 	-14.9 	10.9 	-7.2 	7.7 	-7.7
154.0 	9.934 		18.5 	-14.9 	10.8 	-7.2 	7.7 	-7.7
155.0 	9.795 		18.5 	-15.0 	10.8 	-7.3 	7.7 	-7.7
156.0 	9.655 		18.6 	-15.0 	10.9 	-7.3 	7.7 	-7.7
157.0 	9.514 		18.6 	-15.0 	10.9 	-7.3 	7.7 	-7.7
