1 0 0 0 0.004081 0.004077 
1 0 0 1 0.003859 0.003858 
1 0 0 2 0.003486 0.003484 
1 0 0 3 0.002680 0.003213 
1 0 0 4 0.002588 0.002852 
1 0 0 5 0.002216 0.002490 
1 0 0 6 0.001976 0.002115 
1 0 0 7 0.001638 0.001895 
1 0 0 8 0.001354 0.001789 
1 0 0 9 0.001350 0.004505 
1 0 1 0 0.004098 0.004097 
1 0 1 1 0.003816 0.003813 
1 0 1 2 0.003491 0.003490 
1 0 1 3 0.002512 0.003136 
1 0 1 4 0.002287 0.002790 
1 0 1 5 0.002120 0.002447 
1 0 1 6 0.001867 0.002069 
1 0 1 7 0.001627 0.001733 
1 0 1 8 0.001315 0.001436 
1 0 1 9 0.001057 0.003582 
1 0 2 0 0.004071 0.004069 
1 0 2 1 0.003817 0.003817 
1 0 2 2 0.003513 0.003511 
1 0 2 3 0.002507 0.003134 
1 0 2 4 0.002248 0.002779 
1 0 2 5 0.002032 0.002403 
1 0 2 6 0.001892 0.002055 
1 0 2 7 0.001598 0.001677 
1 0 2 8 0.001294 0.001475 
1 0 2 9 0.001055 0.003787 
1 0 3 0 0.004046 0.004046 
1 0 3 1 0.003831 0.003832 
1 0 3 2 0.003521 0.003516 
1 0 3 3 0.002623 0.003161 
1 0 3 4 0.002358 0.002786 
1 0 3 5 0.002156 0.002419 
1 0 3 6 0.001928 0.002083 
1 0 3 7 0.001675 0.001817 
1 0 3 8 0.001256 0.001503 
1 0 3 9 0.001147 0.004770 
1 1 0 0 0.000287 0.001933 
1 1 0 1 0.000541 0.001250 
1 1 0 2 0.000787 0.001204 
1 1 0 3 0.001070 0.001374 
1 1 0 4 0.001341 0.001673 
1 1 0 5 0.001501 0.001875 
1 1 0 6 0.001859 0.002088 
1 1 0 7 0.002062 0.002255 
1 1 0 8 0.002337 0.002766 
1 1 0 9 0.003960 0.004891 
1 1 1 0 0.000290 0.001700 
1 1 1 1 0.000528 0.001184 
1 1 1 2 0.000780 0.001158 
1 1 1 3 0.001055 0.001329 
1 1 1 4 0.001292 0.001623 
1 1 1 5 0.001502 0.001815 
1 1 1 6 0.001837 0.002020 
1 1 1 7 0.002024 0.002148 
1 1 1 8 0.002296 0.002492 
1 1 1 9 0.003661 0.004280 
1 1 2 0 0.000286 0.001762 
1 1 2 1 0.000531 0.001164 
1 1 2 2 0.000783 0.001193 
1 1 2 3 0.001041 0.001297 
1 1 2 4 0.001288 0.001600 
