#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
               14              30               4              HO  0.0084400  0.0084400  0.0084400  0.0084400   4748381E
               15              30               4              HO  0.0080700  0.0080700  0.0080700  0.0080700   47483C1E
                1              31               4              HO  0.0056000  0.0056000  0.0056000  0.0056000   4748041F
                2              31               4              HO  0.0056800  0.0056800  0.0056800  0.0056800   4748081F
                3              31               4              HO  0.0057700  0.0057700  0.0057700  0.0057700   47480C1F
                4              31               4              HO  0.0037800  0.0037800  0.0037800  0.0037800   4748101F
                5              31               4              HO  0.0088600  0.0088600  0.0088600  0.0088600   4748141F
                6              31               4              HO  0.0098800  0.0098800  0.0098800  0.0098800   4748181F
                7              31               4              HO  0.0092000  0.0092000  0.0092000  0.0092000   47481C1F
                8              31               4              HO  0.0093100  0.0093100  0.0093100  0.0093100   4748201F
                9              31               4              HO  0.0081300  0.0081300  0.0081300  0.0081300   4748241F
               10              31               4              HO  0.0079400  0.0079400  0.0079400  0.0079400   4748281F
               11              31               4              HO  0.0075500  0.0075500  0.0075500  0.0075500   47482C1F
               12              31               4              HO  0.0093500  0.0093500  0.0093500  0.0093500   4748301F
               13              31               4              HO  0.0098400  0.0098400  0.0098400  0.0098400   4748341F
               14              31               4              HO  0.0117500  0.0117500  0.0117500  0.0117500   4748381F
               15              31               4              HO  0.0092000  0.0092000  0.0092000  0.0092000   47483C1F
                1              32               4              HO  0.0062800  0.0062800  0.0062800  0.0062800   47480420
                2              32               4              HO  0.0056800  0.0056800  0.0056800  0.0056800   47480820
                3              32               4              HO  0.0061300  0.0061300  0.0061300  0.0061300   47480C20
                4              32               4              HO  0.0038500  0.0038500  0.0038500  0.0038500   47481020
                5              32               4              HO  0.0088800  0.0088800  0.0088800  0.0088800   47481420
                6              32               4              HO  0.0088400  0.0088400  0.0088400  0.0088400   47481820
                7              32               4              HO  0.0100200  0.0100200  0.0100200  0.0100200   47481C20
                8              32               4              HO  0.0098400  0.0098400  0.0098400  0.0098400   47482020
                9              32               4              HO  0.0087800  0.0087800  0.0087800  0.0087800   47482420
               10              32               4              HO  0.0078700  0.0078700  0.0078700  0.0078700   47482820
               11              32               4              HO  0.0065100  0.0065100  0.0065100  0.0065100   47482C20
               12              32               4              HO  0.0079200  0.0079200  0.0079200  0.0079200   47483020
               13              32               4              HO  0.0085600  0.0085600  0.0085600  0.0085600   47483420
               14              32               4              HO  0.0069200  0.0069200  0.0069200  0.0069200   47483820
               15              32               4              HO  0.0083400  0.0083400  0.0083400  0.0083400   47483C20
                1              33               4              HO  0.0052200  0.0052200  0.0052200  0.0052200   47480421
                2              33               4              HO  0.0052600  0.0052600  0.0052600  0.0052600   47480821
                3              33               4              HO  0.0065400  0.0065400  0.0065400  0.0065400   47480C21
                4              33               4              HO  0.0043400  0.0043400  0.0043400  0.0043400   47481021
                5              33               4              HO  0.0120900  0.0120900  0.0120900  0.0120900   47481421
                6              33               4              HO  0.0103300  0.0103300  0.0103300  0.0103300   47481821
                7              33               4              HO  0.0091700  0.0091700  0.0091700  0.0091700   47481C21
                8              33               4              HO  0.0104100  0.0104100  0.0104100  0.0104100   47482021
                9              33               4              HO  0.0098000  0.0098000  0.0098000  0.0098000   47482421
               10              33               4              HO  0.0087400  0.0087400  0.0087400  0.0087400   47482821
               11              33               4              HO  0.0064200  0.0064200  0.0064200  0.0064200   47482C21
               12              33               4              HO  0.0086900  0.0086900  0.0086900  0.0086900   47483021
               13              33               4              HO  0.0078200  0.0078200  0.0078200  0.0078200   47483421
               14              33               4              HO  0.0104100  0.0104100  0.0104100  0.0104100   47483821
               15              33               4              HO  0.0093500  0.0093500  0.0093500  0.0093500   47483C21
                1              34               4              HO  0.0052500  0.0052500  0.0052500  0.0052500   47480422
                2              34               4              HO  0.0064800  0.0064800  0.0064800  0.0064800   47480822
                3              34               4              HO  0.0061500  0.0061500  0.0061500  0.0061500   47480C22
                4              34               4              HO  0.0044600  0.0044600  0.0044600  0.0044600   47481022
                5              34               4              HO  0.0120500  0.0120500  0.0120500  0.0120500   47481422
                6              34               4              HO  0.0093600  0.0093600  0.0093600  0.0093600   47481822
                7              34               4              HO  0.0100800  0.0100800  0.0100800  0.0100800   47481C22
                8              34               4              HO  0.0090900  0.0090900  0.0090900  0.0090900   47482022
                9              34               4              HO  0.0100600  0.0100600  0.0100600  0.0100600   47482422
               10              34               4              HO  0.0080900  0.0080900  0.0080900  0.0080900   47482822
               11              34               4              HO  0.0068500  0.0068500  0.0068500  0.0068500   47482C22
               12              34               4              HO  0.0071100  0.0071100  0.0071100  0.0071100   47483022
               13              34               4              HO  0.0082900  0.0082900  0.0082900  0.0082900   47483422
               14              34               4              HO  0.0078100  0.0078100  0.0078100  0.0078100   47483822
               15              34               4              HO  0.0064400  0.0064400  0.0064400  0.0064400   47483C22
                1              35               4              HO  0.0058100  0.0058100  0.0058100  0.0058100   47480423
                2              35               4              HO  0.0056000  0.0056000  0.0056000  0.0056000   47480823
                3              35               4              HO  0.0068200  0.0068200  0.0068200  0.0068200   47480C23
                4              35               4              HO  0.0031100  0.0031100  0.0031100  0.0031100   47481023
                5              35               4              HO  0.0153000  0.0153000  0.0153000  0.0153000   47481423
                6              35               4              HO  0.0101900  0.0101900  0.0101900  0.0101900   47481823
                7              35               4              HO  0.0117400  0.0117400  0.0117400  0.0117400   47481C23
                8              35               4              HO  0.0094500  0.0094500  0.0094500  0.0094500   47482023
                9              35               4              HO  0.0106600  0.0106600  0.0106600  0.0106600   47482423
               10              35               4              HO  0.0091200  0.0091200  0.0091200  0.0091200   47482823
               11              35               4              HO  0.0077100  0.0077100  0.0077100  0.0077100   47482C23
               12              35               4              HO  0.0080500  0.0080500  0.0080500  0.0080500   47483023
               13              35               4              HO  0.0096300  0.0096300  0.0096300  0.0096300   47483423
               14              35               4              HO  0.0139200  0.0139200  0.0139200  0.0139200   47483823
               15              35               4              HO  0.0092900  0.0092900  0.0092900  0.0092900   47483C23
                1              36               4              HO  0.0068700  0.0068700  0.0068700  0.0068700   47480424
                2              36               4              HO  0.0048600  0.0048600  0.0048600  0.0048600   47480824
                3              36               4              HO  0.0071900  0.0071900  0.0071900  0.0071900   47480C24
                4              36               4              HO  0.0047900  0.0047900  0.0047900  0.0047900   47481024
                5              36               4              HO  0.0128800  0.0128800  0.0128800  0.0128800   47481424
                6              36               4              HO  0.0116800  0.0116800  0.0116800  0.0116800   47481824
                7              36               4              HO  0.0077100  0.0077100  0.0077100  0.0077100   47481C24
                8              36               4              HO  0.0085200  0.0085200  0.0085200  0.0085200   47482024
                9              36               4              HO  0.0091600  0.0091600  0.0091600  0.0091600   47482424
               10              36               4              HO  0.0092200  0.0092200  0.0092200  0.0092200   47482824
               11              36               4              HO  0.0065700  0.0065700  0.0065700  0.0065700   47482C24
               12              36               4              HO  0.0078800  0.0078800  0.0078800  0.0078800   47483024
               13              36               4              HO  0.0084100  0.0084100  0.0084100  0.0084100   47483424
               14              36               4              HO  0.0097200  0.0097200  0.0097200  0.0097200   47483824
               15              36               4              HO  0.0082200  0.0082200  0.0082200  0.0082200   47483C24
                1              37               4              HO  0.0063100  0.0063100  0.0063100  0.0063100   47480425
                2              37               4              HO  0.0049600  0.0049600  0.0049600  0.0049600   47480825
                3              37               4              HO  0.0071900  0.0071900  0.0071900  0.0071900   47480C25
                4              37               4              HO  0.0043700  0.0043700  0.0043700  0.0043700   47481025
                5              37               4              HO  0.0112000  0.0112000  0.0112000  0.0112000   47481425
                6              37               4              HO  0.0079800  0.0079800  0.0079800  0.0079800   47481825
                7              37               4              HO  0.0085000  0.0085000  0.0085000  0.0085000   47481C25
                8              37               4              HO  0.0076600  0.0076600  0.0076600  0.0076600   47482025
                9              37               4              HO  0.0078900  0.0078900  0.0078900  0.0078900   47482425
               10              37               4              HO  0.0067400  0.0067400  0.0067400  0.0067400   47482825
               11              37               4              HO  0.0077000  0.0077000  0.0077000  0.0077000   47482C25
               12              37               4              HO  0.0098900  0.0098900  0.0098900  0.0098900   47483025
               13              37               4              HO  0.0094700  0.0094700  0.0094700  0.0094700   47483425
               14              37               4              HO  0.0099800  0.0099800  0.0099800  0.0099800   47483825
               15              37               4              HO  0.0096000  0.0096000  0.0096000  0.0096000   47483C25
                1              38               4              HO  0.0078500  0.0078500  0.0078500  0.0078500   47480426
                2              38               4              HO  0.0061000  0.0061000  0.0061000  0.0061000   47480826
                3              38               4              HO  0.0076600  0.0076600  0.0076600  0.0076600   47480C26
                4              38               4              HO  0.0057600  0.0057600  0.0057600  0.0057600   47481026
                5              38               4              HO  0.0125700  0.0125700  0.0125700  0.0125700   47481426
                6              38               4              HO  0.0104400  0.0104400  0.0104400  0.0104400   47481826
                7              38               4              HO  0.0110300  0.0110300  0.0110300  0.0110300   47481C26
                8              38               4              HO  0.0094600  0.0094600  0.0094600  0.0094600   47482026
                9              38               4              HO  0.0095000  0.0095000  0.0095000  0.0095000   47482426
               10              38               4              HO  0.0071100  0.0071100  0.0071100  0.0071100   47482826
               11              38               4              HO  0.0067900  0.0067900  0.0067900  0.0067900   47482C26
               12              38               4              HO  0.0083900  0.0083900  0.0083900  0.0083900   47483026
               13              38               4              HO  0.0095700  0.0095700  0.0095700  0.0095700   47483426
               14              38               4              HO  0.0081800  0.0081800  0.0081800  0.0081800   47483826
               15              38               4              HO  0.0084200  0.0084200  0.0084200  0.0084200   47483C26
                1              39               4              HO  0.0074500  0.0074500  0.0074500  0.0074500   47480427
                2              39               4              HO  0.0071300  0.0071300  0.0071300  0.0071300   47480827
                3              39               4              HO  0.0077100  0.0077100  0.0077100  0.0077100   47480C27
                4              39               4              HO  0.0051300  0.0051300  0.0051300  0.0051300   47481027
                5              39               4              HO  0.0089000  0.0089000  0.0089000  0.0089000   47481427
                6              39               4              HO  0.0098600  0.0098600  0.0098600  0.0098600   47481827
                7              39               4              HO  0.0091700  0.0091700  0.0091700  0.0091700   47481C27
                8              39               4              HO  0.0074500  0.0074500  0.0074500  0.0074500   47482027
                9              39               4              HO  0.0069700  0.0069700  0.0069700  0.0069700   47482427
               10              39               4              HO  0.0071700  0.0071700  0.0071700  0.0071700   47482827
               11              39               4              HO  0.0060400  0.0060400  0.0060400  0.0060400   47482C27
               12              39               4              HO  0.0073200  0.0073200  0.0073200  0.0073200   47483027
               13              39               4              HO  0.0078600  0.0078600  0.0078600  0.0078600   47483427
               14              39               4              HO  0.0093500  0.0093500  0.0093500  0.0093500   47483827
               15              39               4              HO  0.0080000  0.0080000  0.0080000  0.0080000   47483C27
                1              40               4              HO  0.0071200  0.0071200  0.0071200  0.0071200   47480428
                2              40               4              HO  0.0068100  0.0068100  0.0068100  0.0068100   47480828
                3              40               4              HO  0.0061300  0.0061300  0.0061300  0.0061300   47480C28
                4              40               4              HO  0.0061700  0.0061700  0.0061700  0.0061700   47481028
                5              40               4              HO  0.0093500  0.0093500  0.0093500  0.0093500   47481428
                6              40               4              HO  0.0078400  0.0078400  0.0078400  0.0078400   47481828
                7              40               4              HO  0.0075900  0.0075900  0.0075900  0.0075900   47481C28
                8              40               4              HO  0.0075100  0.0075100  0.0075100  0.0075100   47482028
                9              40               4              HO  0.0067600  0.0067600  0.0067600  0.0067600   47482428
               10              40               4              HO  0.0074800  0.0074800  0.0074800  0.0074800   47482828
               11              40               4              HO  0.0052700  0.0052700  0.0052700  0.0052700   47482C28
               12              40               4              HO  0.0067300  0.0067300  0.0067300  0.0067300   47483028
               13              40               4              HO  0.0071500  0.0071500  0.0071500  0.0071500   47483428
               14              40               4              HO  0.0078100  0.0078100  0.0078100  0.0078100   47483828
               15              40               4              HO  0.0063000  0.0063000  0.0063000  0.0063000   47483C28
                1              41               4              HO  0.0060500  0.0060500  0.0060500  0.0060500   47480429
                2              41               4              HO  0.0054200  0.0054200  0.0054200  0.0054200   47480829
                3              41               4              HO  0.0065300  0.0065300  0.0065300  0.0065300   47480C29
                4              41               4              HO  0.0049200  0.0049200  0.0049200  0.0049200   47481029
                5              41               4              HO  0.0145100  0.0145100  0.0145100  0.0145100   47481429
                6              41               4              HO  0.0096300  0.0096300  0.0096300  0.0096300   47481829
                7              41               4              HO  0.0082600  0.0082600  0.0082600  0.0082600   47481C29
                8              41               4              HO  0.0087700  0.0087700  0.0087700  0.0087700   47482029
                9              41               4              HO  0.0088000  0.0088000  0.0088000  0.0088000   47482429
               10              41               4              HO  0.0072300  0.0072300  0.0072300  0.0072300   47482829
               11              41               4              HO  0.0055200  0.0055200  0.0055200  0.0055200   47482C29
               12              41               4              HO  0.0073900  0.0073900  0.0073900  0.0073900   47483029
               13              41               4              HO  0.0083600  0.0083600  0.0083600  0.0083600   47483429
               14              41               4              HO  0.0112300  0.0112300  0.0112300  0.0112300   47483829
               15              41               4              HO  0.0089300  0.0089300  0.0089300  0.0089300   47483C29
                1              42               4              HO  0.0052300  0.0052300  0.0052300  0.0052300   4748042A
                2              42               4              HO  0.0063900  0.0063900  0.0063900  0.0063900   4748082A
                3              42               4              HO  0.0069300  0.0069300  0.0069300  0.0069300   47480C2A
                4              42               4              HO  0.0045300  0.0045300  0.0045300  0.0045300   4748102A
                5              42               4              HO  0.0133700  0.0133700  0.0133700  0.0133700   4748142A
                6              42               4              HO  0.0103500  0.0103500  0.0103500  0.0103500   4748182A
                7              42               4              HO  0.0080800  0.0080800  0.0080800  0.0080800   47481C2A
                8              42               4              HO  0.0085000  0.0085000  0.0085000  0.0085000   4748202A
                9              42               4              HO  0.0097300  0.0097300  0.0097300  0.0097300   4748242A
               10              42               4              HO  0.0064300  0.0064300  0.0064300  0.0064300   4748282A
               11              42               4              HO  0.0060700  0.0060700  0.0060700  0.0060700   47482C2A
               12              42               4              HO  0.0066600  0.0066600  0.0066600  0.0066600   4748302A
               13              42               4              HO  0.0074000  0.0074000  0.0074000  0.0074000   4748342A
               14              42               4              HO  0.0083500  0.0083500  0.0083500  0.0083500   4748382A
               15              42               4              HO  0.0088200  0.0088200  0.0088200  0.0088200   47483C2A
                1              43               4              HO  0.0067000  0.0067000  0.0067000  0.0067000   4748042B
                2              43               4              HO  0.0072800  0.0072800  0.0072800  0.0072800   4748082B
                3              43               4              HO  0.0071000  0.0071000  0.0071000  0.0071000   47480C2B
                4              43               4              HO  0.0055800  0.0055800  0.0055800  0.0055800   4748102B
                5              43               4              HO  0.0151500  0.0151500  0.0151500  0.0151500   4748142B
                6              43               4              HO  0.0087700  0.0087700  0.0087700  0.0087700   4748182B
                7              43               4              HO  0.0129800  0.0129800  0.0129800  0.0129800   47481C2B
                8              43               4              HO  0.0087800  0.0087800  0.0087800  0.0087800   4748202B
                9              43               4              HO  0.0096600  0.0096600  0.0096600  0.0096600   4748242B
               10              43               4              HO  0.0104200  0.0104200  0.0104200  0.0104200   4748282B
               11              43               4              HO  0.0151500  0.0151500  0.0151500  0.0151500   47482C2B
               12              43               4              HO  0.0153000  0.0153000  0.0153000  0.0153000   4748302B
               13              43               4              HO  0.0154500  0.0154500  0.0154500  0.0154500   4748342B
               14              43               4              HO  0.0154500  0.0154500  0.0154500  0.0154500   4748382B
               15              43               4              HO  0.0154500  0.0154500  0.0154500  0.0154500   47483C2B
                1              44               4              HO  0.0070100  0.0070100  0.0070100  0.0070100   4748042C
                2              44               4              HO  0.0079800  0.0079800  0.0079800  0.0079800   4748082C
                3              44               4              HO  0.0087800  0.0087800  0.0087800  0.0087800   47480C2C
                4              44               4              HO  0.0082200  0.0082200  0.0082200  0.0082200   4748102C
                5              44               4              HO  0.0108900  0.0108900  0.0108900  0.0108900   4748142C
                6              44               4              HO  0.0115400  0.0115400  0.0115400  0.0115400   4748182C
                7              44               4              HO  0.0118500  0.0118500  0.0118500  0.0118500   47481C2C
                8              44               4              HO  0.0092200  0.0092200  0.0092200  0.0092200   4748202C
                9              44               4              HO  0.0079000  0.0079000  0.0079000  0.0079000   4748242C
               10              44               4              HO  0.0075500  0.0075500  0.0075500  0.0075500   4748282C
               11              44               4              HO  0.0075900  0.0075900  0.0075900  0.0075900   47482C2C
               12              44               4              HO  0.0062400  0.0062400  0.0062400  0.0062400   4748302C
               13              44               4              HO  0.0073700  0.0073700  0.0073700  0.0073700   4748342C
               14              44               4              HO  0.0126200  0.0126200  0.0126200  0.0126200   4748382C
               15              44               4              HO  0.0071600  0.0071600  0.0071600  0.0071600   47483C2C
                1              45               4              HO  0.0063300  0.0063300  0.0063300  0.0063300   4748042D
                2              45               4              HO  0.0073100  0.0073100  0.0073100  0.0073100   4748082D
                3              45               4              HO  0.0072100  0.0072100  0.0072100  0.0072100   47480C2D
                4              45               4              HO  0.0060400  0.0060400  0.0060400  0.0060400   4748102D
                5              45               4              HO  0.0127700  0.0127700  0.0127700  0.0127700   4748142D
                6              45               4              HO  0.0131500  0.0131500  0.0131500  0.0131500   4748182D
                7              45               4              HO  0.0105800  0.0105800  0.0105800  0.0105800   47481C2D
                8              45               4              HO  0.0112500  0.0112500  0.0112500  0.0112500   4748202D
                9              45               4              HO  0.0094700  0.0094700  0.0094700  0.0094700   4748242D
               10              45               4              HO  0.0072300  0.0072300  0.0072300  0.0072300   4748282D
               11              45               4              HO  0.0065700  0.0065700  0.0065700  0.0065700   47482C2D
               12              45               4              HO  0.0090900  0.0090900  0.0090900  0.0090900   4748302D
               13              45               4              HO  0.0096700  0.0096700  0.0096700  0.0096700   4748342D
               14              45               4              HO  0.0112500  0.0112500  0.0112500  0.0112500   4748382D
               15              45               4              HO  0.0097600  0.0097600  0.0097600  0.0097600   47483C2D
                1              46               4              HO  0.0069500  0.0069500  0.0069500  0.0069500   4748042E
                2              46               4              HO  0.0081500  0.0081500  0.0081500  0.0081500   4748082E
                3              46               4              HO  0.0085200  0.0085200  0.0085200  0.0085200   47480C2E
                4              46               4              HO  0.0057600  0.0057600  0.0057600  0.0057600   4748102E
                5              46               4              HO  0.0153000  0.0153000  0.0153000  0.0153000   4748142E
                6              46               4              HO  0.0153000  0.0153000  0.0153000  0.0153000   4748182E
                7              46               4              HO  0.0108300  0.0108300  0.0108300  0.0108300   47481C2E
                8              46               4              HO  0.0109600  0.0109600  0.0109600  0.0109600   4748202E
                9              46               4              HO  0.0097200  0.0097200  0.0097200  0.0097200   4748242E
               10              46               4              HO  0.0092100  0.0092100  0.0092100  0.0092100   4748282E
               11              46               4              HO  0.0081500  0.0081500  0.0081500  0.0081500   47482C2E
               12              46               4              HO  0.0109800  0.0109800  0.0109800  0.0109800   4748302E
               13              46               4              HO  0.0114400  0.0114400  0.0114400  0.0114400   4748342E
               14              46               4              HO  0.0120000  0.0120000  0.0120000  0.0120000   4748382E
               15              46               4              HO  0.0082300  0.0082300  0.0082300  0.0082300   47483C2E
                1              47               4              HO  0.0056700  0.0056700  0.0056700  0.0056700   4748042F
                2              47               4              HO  0.0065200  0.0065200  0.0065200  0.0065200   4748082F
                3              47               4              HO  0.0064400  0.0064400  0.0064400  0.0064400   47480C2F
                4              47               4              HO  0.0048400  0.0048400  0.0048400  0.0048400   4748102F
                5              47               4              HO  0.0124000  0.0124000  0.0124000  0.0124000   4748142F
                6              47               4              HO  0.0103200  0.0103200  0.0103200  0.0103200   4748182F
                7              47               4              HO  0.0118300  0.0118300  0.0118300  0.0118300   47481C2F
                8              47               4              HO  0.0104900  0.0104900  0.0104900  0.0104900   4748202F
                9              47               4              HO  0.0097900  0.0097900  0.0097900  0.0097900   4748242F
               10              47               4              HO  0.0095200  0.0095200  0.0095200  0.0095200   4748282F
               11              47               4              HO  0.0070400  0.0070400  0.0070400  0.0070400   47482C2F
               12              47               4              HO  0.0085100  0.0085100  0.0085100  0.0085100   4748302F
               13              47               4              HO  0.0102800  0.0102800  0.0102800  0.0102800   4748342F
               14              47               4              HO  0.0129100  0.0129100  0.0129100  0.0129100   4748382F
               15              47               4              HO  0.0089100  0.0089100  0.0089100  0.0089100   47483C2F
                1              48               4              HO  0.0052800  0.0052800  0.0052800  0.0052800   47480430
                2              48               4              HO  0.0055500  0.0055500  0.0055500  0.0055500   47480830
                3              48               4              HO  0.0069200  0.0069200  0.0069200  0.0069200   47480C30
                4              48               4              HO  0.0054400  0.0054400  0.0054400  0.0054400   47481030
                5              48               4              HO  0.0153000  0.0153000  0.0153000  0.0153000   47481430
                6              48               4              HO  0.0103300  0.0103300  0.0103300  0.0103300   47481830
                7              48               4              HO  0.0105800  0.0105800  0.0105800  0.0105800   47481C30
                8              48               4              HO  0.0098500  0.0098500  0.0098500  0.0098500   47482030
                9              48               4              HO  0.0100800  0.0100800  0.0100800  0.0100800   47482430
               10              48               4              HO  0.0087300  0.0087300  0.0087300  0.0087300   47482830
               11              48               4              HO  0.0066600  0.0066600  0.0066600  0.0066600   47482C30
               12              48               4              HO  0.0087100  0.0087100  0.0087100  0.0087100   47483030
               13              48               4              HO  0.0102000  0.0102000  0.0102000  0.0102000   47483430
               14              48               4              HO  0.0129300  0.0129300  0.0129300  0.0129300   47483830
               15              48               4              HO  0.0105200  0.0105200  0.0105200  0.0105200   47483C30
                1              49               4              HO  0.0061200  0.0061200  0.0061200  0.0061200   47480431
                2              49               4              HO  0.0063400  0.0063400  0.0063400  0.0063400   47480831
                3              49               4              HO  0.0079200  0.0079200  0.0079200  0.0079200   47480C31
                4              49               4              HO  0.0074300  0.0074300  0.0074300  0.0074300   47481031
                5              49               4              HO  0.0103600  0.0103600  0.0103600  0.0103600   47481431
                6              49               4              HO  0.0092900  0.0092900  0.0092900  0.0092900   47481831
                7              49               4              HO  0.0081700  0.0081700  0.0081700  0.0081700   47481C31
                8              49               4              HO  0.0082200  0.0082200  0.0082200  0.0082200   47482031
                9              49               4              HO  0.0096500  0.0096500  0.0096500  0.0096500   47482431
               10              49               4              HO  0.0069700  0.0069700  0.0069700  0.0069700   47482831
               11              49               4              HO  0.0056900  0.0056900  0.0056900  0.0056900   47482C31
               12              49               4              HO  0.0066600  0.0066600  0.0066600  0.0066600   47483031
               13              49               4              HO  0.0077800  0.0077800  0.0077800  0.0077800   47483431
               14              49               4              HO  0.0120500  0.0120500  0.0120500  0.0120500   47483831
               15              49               4              HO  0.0080600  0.0080600  0.0080600  0.0080600   47483C31
                1              50               4              HO  0.0063700  0.0063700  0.0063700  0.0063700   47480432
                2              50               4              HO  0.0071300  0.0071300  0.0071300  0.0071300   47480832
                3              50               4              HO  0.0081800  0.0081800  0.0081800  0.0081800   47480C32
                4              50               4              HO  0.0061800  0.0061800  0.0061800  0.0061800   47481032
                5              50               4              HO  0.0111100  0.0111100  0.0111100  0.0111100   47481432
                6              50               4              HO  0.0092400  0.0092400  0.0092400  0.0092400   47481832
                7              50               4              HO  0.0080900  0.0080900  0.0080900  0.0080900   47481C32
                8              50               4              HO  0.0074400  0.0074400  0.0074400  0.0074400   47482032
                9              50               4              HO  0.0073100  0.0073100  0.0073100  0.0073100   47482432
               10              50               4              HO  0.0064800  0.0064800  0.0064800  0.0064800   47482832
               11              50               4              HO  0.0065200  0.0065200  0.0065200  0.0065200   47482C32
               12              50               4              HO  0.0077600  0.0077600  0.0077600  0.0077600   47483032
               13              50               4              HO  0.0102300  0.0102300  0.0102300  0.0102300   47483432
               14              50               4              HO  0.0126000  0.0126000  0.0126000  0.0126000   47483832
               15              50               4              HO  0.0098800  0.0098800  0.0098800  0.0098800   47483C32
                1              51               4              HO  0.0063800  0.0063800  0.0063800  0.0063800   47480433
                2              51               4              HO  0.0066100  0.0066100  0.0066100  0.0066100   47480833
                3              51               4              HO  0.0075900  0.0075900  0.0075900  0.0075900   47480C33
                4              51               4              HO  0.0064200  0.0064200  0.0064200  0.0064200   47481033
                5              51               4              HO  0.0098300  0.0098300  0.0098300  0.0098300   47481433
                6              51               4              HO  0.0093800  0.0093800  0.0093800  0.0093800   47481833
                7              51               4              HO  0.0084200  0.0084200  0.0084200  0.0084200   47481C33
                8              51               4              HO  0.0084200  0.0084200  0.0084200  0.0084200   47482033
                9              51               4              HO  0.0083200  0.0083200  0.0083200  0.0083200   47482433
               10              51               4              HO  0.0077700  0.0077700  0.0077700  0.0077700   47482833
               11              51               4              HO  0.0060500  0.0060500  0.0060500  0.0060500   47482C33
               12              51               4              HO  0.0074100  0.0074100  0.0074100  0.0074100   47483033
               13              51               4              HO  0.0076400  0.0076400  0.0076400  0.0076400   47483433
               14              51               4              HO  0.0093600  0.0093600  0.0093600  0.0093600   47483833
               15              51               4              HO  0.0070600  0.0070600  0.0070600  0.0070600   47483C33
                1              52               4              HO  0.0058200  0.0058200  0.0058200  0.0058200   47480434
                2              52               4              HO  0.0072100  0.0072100  0.0072100  0.0072100   47480834
                3              52               4              HO  0.0072200  0.0072200  0.0072200  0.0072200   47480C34
                4              52               4              HO  0.0057500  0.0057500  0.0057500  0.0057500   47481034
                5              52               4              HO  0.0118500  0.0118500  0.0118500  0.0118500   47481434
                6              52               4              HO  0.0075600  0.0075600  0.0075600  0.0075600   47481834
                7              52               4              HO  0.0075400  0.0075400  0.0075400  0.0075400   47481C34
                8              52               4              HO  0.0084000  0.0084000  0.0084000  0.0084000   47482034
                9              52               4              HO  0.0061000  0.0061000  0.0061000  0.0061000   47482434
               10              52               4              HO  0.0068300  0.0068300  0.0068300  0.0068300   47482834
               11              52               4              HO  0.0055600  0.0055600  0.0055600  0.0055600   47482C34
               12              52               4              HO  0.0048000  0.0048000  0.0048000  0.0048000   47483034
               13              52               4              HO  0.0069800  0.0069800  0.0069800  0.0069800   47483434
               14              52               4              HO  0.0070300  0.0070300  0.0070300  0.0070300   47483834
               15              52               4              HO  0.0056900  0.0056900  0.0056900  0.0056900   47483C34
                1              53               4              HO  0.0053000  0.0053000  0.0053000  0.0053000   47480435
                2              53               4              HO  0.0046000  0.0046000  0.0046000  0.0046000   47480835
                3              53               4              HO  0.0049700  0.0049700  0.0049700  0.0049700   47480C35
                4              53               4              HO  0.0035500  0.0035500  0.0035500  0.0035500   47481035
                5              53               4              HO  0.0082000  0.0082000  0.0082000  0.0082000   47481435
                6              53               4              HO  0.0076700  0.0076700  0.0076700  0.0076700   47481835
                7              53               4              HO  0.0095200  0.0095200  0.0095200  0.0095200   47481C35
                8              53               4              HO  0.0074400  0.0074400  0.0074400  0.0074400   47482035
                9              53               4              HO  0.0073700  0.0073700  0.0073700  0.0073700   47482435
               10              53               4              HO  0.0064600  0.0064600  0.0064600  0.0064600   47482835
               11              53               4              HO  0.0064400  0.0064400  0.0064400  0.0064400   47482C35
               12              53               4              HO  0.0072600  0.0072600  0.0072600  0.0072600   47483035
               13              53               4              HO  0.0077700  0.0077700  0.0077700  0.0077700   47483435
               14              53               4              HO  0.0073700  0.0073700  0.0073700  0.0073700   47483835
               15              53               4              HO  0.0076400  0.0076400  0.0076400  0.0076400   47483C35
                1              54               4              HO  0.0051200  0.0051200  0.0051200  0.0051200   47480436
                2              54               4              HO  0.0049700  0.0049700  0.0049700  0.0049700   47480836
                3              54               4              HO  0.0048300  0.0048300  0.0048300  0.0048300   47480C36
                4              54               4              HO  0.0039400  0.0039400  0.0039400  0.0039400   47481036
                5              54               4              HO  0.0091300  0.0091300  0.0091300  0.0091300   47481436
                6              54               4              HO  0.0087400  0.0087400  0.0087400  0.0087400   47481836
                7              54               4              HO  0.0095600  0.0095600  0.0095600  0.0095600   47481C36
                8              54               4              HO  0.0074000  0.0074000  0.0074000  0.0074000   47482036
                9              54               4              HO  0.0073900  0.0073900  0.0073900  0.0073900   47482436
               10              54               4              HO  0.0069500  0.0069500  0.0069500  0.0069500   47482836
               11              54               4              HO  0.0056300  0.0056300  0.0056300  0.0056300   47482C36
               12              54               4              HO  0.0079100  0.0079100  0.0079100  0.0079100   47483036
               13              54               4              HO  0.0082600  0.0082600  0.0082600  0.0082600   47483436
               14              54               4              HO  0.0090400  0.0090400  0.0090400  0.0090400   47483836
               15              54               4              HO  0.0084200  0.0084200  0.0084200  0.0084200   47483C36
