436245846 cms_trk_dcs_04:CAEN/CMS_TRACKER_SY1527_9/branchController04/easyCrate1/easyBoard17/channel002
436282904 cms_trk_dcs_03:CAEN/CMS_TRACKER_SY1527_4/branchController03/easyCrate3/easyBoard08/channel003
436298180 cms_trk_dcs_03:CAEN/CMS_TRACKER_SY1527_3/branchController00/easyCrate0/easyBoard13/channel002
470422182 cms_trk_dcs_02:CAEN/CMS_TRACKER_SY1527_1/branchController02/easyCrate3/easyBoard11/channel003
436311384 cms_trk_dcs_04:CAEN/CMS_TRACKER_SY1527_6/branchController02/easyCrate4/easyBoard01/channel003
369136942 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController05/easyCrate1/easyBoard04/channel002
470143944 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController00/easyCrate4/easyBoard14/channel002
369169676 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard04/channel003
436245849 cms_trk_dcs_04:CAEN/CMS_TRACKER_SY1527_9/branchController04/easyCrate1/easyBoard17/channel003
470066474 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController02/easyCrate2/easyBoard02/channel002
369136986 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController05/easyCrate1/easyBoard03/channel002
470311974 cms_trk_dcs_03:CAEN/CMS_TRACKER_SY1527_3/branchController02/easyCrate1/easyBoard00/channel002
369174068 cms_trk_dcs_02:CAEN/CMS_TRACKER_SY1527_2/branchController02/easyCrate2/easyBoard10/channel002
402664114 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController03/easyCrate1/easyBoard01/channel002
369120605 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController00/easyCrate0/easyBoard13/channel003
470083493 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController00/easyCrate4/easyBoard04/channel002
470440072 cms_trk_dcs_02:CAEN/CMS_TRACKER_SY1527_1/branchController00/easyCrate2/easyBoard13/channel003
436265448 cms_trk_dcs_03:CAEN/CMS_TRACKER_SY1527_3/branchController05/easyCrate1/easyBoard01/channel003
369158840 cms_trk_dcs_02:CAEN/CMS_TRACKER_SY1527_1/branchController00/easyCrate1/easyBoard07/channel003
470377448 cms_trk_dcs_02:CAEN/CMS_TRACKER_SY1527_2/branchController00/easyCrate3/easyBoard16/channel003
470373732 cms_trk_dcs_02:CAEN/CMS_TRACKER_SY1527_2/branchController05/easyCrate1/easyBoard12/channel003
470131944 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController00/easyCrate3/easyBoard14/channel003
369136997 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController05/easyCrate1/easyBoard00/channel003
470128884 cms_trk_dcs_04:CAEN/CMS_TRACKER_SY1527_9/branchController04/easyCrate3/easyBoard17/channel002
369136998 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController05/easyCrate1/easyBoard00/channel002
369174040 cms_trk_dcs_02:CAEN/CMS_TRACKER_SY1527_2/branchController02/easyCrate2/easyBoard10/channel003
