0,VFAT chip ID,Barcode_VFAT2s (text and numbers),,GEB,slot,notes
1,0xff18,VFAT2 #001,3063000110010100001,,,
2,0xff60,VFAT2 #002,3063000110010100002,,,
3,0xfa34,VFAT2 #003,3063000110010100003,,,
4,0xff34,VFAT2 #004,3063000110010100004,,,
5,0xfa40,VFAT2 #005,3063000110010100005,,,
6,0xff87,VFAT2 #006,3063000110010100006,,,
7,0xfa17,VFAT2 #007,3063000110010100007,,,
8,0xffcb,VFAT2 #008,3063000110010100008,,,
9,0xff2c,VFAT2 #009,3063000110010100009,,,
10,0xff40,VFAT2 #010,3063000110010100010,,,
11,0xf99b,VFAT2 #011,3063000110010100011,,,
12,0xff24,VFAT2 #012,3063000110010100012,,,
13,0xfa28,VFAT2 #013,3063000110010100013,,,
14,0xff48,VFAT2 #014,3063000110010100014,,,
15,0xffec,VFAT2 #015,3063000110010100015,,,
16,0xffe7,VFAT2 #016,3063000110010100016,,,
17,0xfa2c,VFAT2 #017,3063000110010100017,,,
18,0xffdc,VFAT2 #018,3063000110010100018,,,
19,0xf75b,VFAT2 #019,3063000110010100019,,,
20,0xfa20,VFAT2 #020,3063000110010100020,,,
21,0xf747,VFAT2 #021,3063000110010100021,,,
22,0xfffc,VFAT2 #022,3063000110010100022,,,
23,0xff83,VFAT2 #023,3063000110010100023,,,
24,0xf6bc,VFAT2 #024,3063000110010100024,,,
25,0xff6b,VFAT2 #025,3063000110010100025,,,
26,0xff58,VFAT2 #026,3063000110010100026,,,
27,0xff6f,VFAT2 #027,3063000110010100027,,,
28,0xff44,VFAT2 #028,3063000110010100028,,,
29,0xfff3,VFAT2 #029,3063000110010100029,,,
30,0xff73,VFAT2 #030,3063000110010100030,,,
31,0xf787,VFAT2 #031,3063000110010100031,,,
32,0xff4c,VFAT2 #032,3063000110010100032,,,
33,0xffe8,VFAT2 #033,3063000110010100033,,,
34,0xf957,VFAT2 #034,3063000110010100034,,,
35,0xff14,VFAT2 #035,3063000110010100035,,,
36,0xf743,VFAT2 #036,3063000110010100036,,,
37,0xff9b,VFAT2 #037,3063000110010100037,,,
38,0xffd7,VFAT2 #038,3063000110010100038,,,
39,0xff20,VFAT2 #039,3063000110010100039,,,
40,0xf6d8,VFAT2 #040,3063000110010100040,,,
41,0xff9f,VFAT2 #041,3063000110010100041,,,
42,0xffb4,VFAT2 #042,3063000110010100042,,,
43,0xff37,VFAT2 #043,3063000110010100043,,,
44,0xff90,VFAT2 #044,3063000110010100044,,,
45,0xffdf,VFAT2 #045,3063000110010100045,,,
46,0xff74,VFAT2 #046,3063000110010100046,,,
47,0xf71c,VFAT2 #047,3063000110010100047,,,
48,0xffd0,VFAT2 #048,3063000110010100048,,,
49,0xf774,VFAT2 #049,3063000110010100049,,,
50,0xffe0,VFAT2 #050,3063000110010100050,,,
51,0xffb8,VFAT2 #051,3063000110010100051,,,
52,0xff8c,VFAT2 #052,3063000110010100052,,,
53,0xfff7,VFAT2 #053,3063000110010100053,,,
54,0xf71b,VFAT2 #054,3063000110010100054,,,
55,0xf737,VFAT2 #055,3063000110010100055,,,
56,0xf738,VFAT2 #056,3063000110010100056,,,
57,0xff7f,VFAT2 #057,3063000110010100057,,,
58,0xff38,VFAT2 #058,3063000110010100058,,,
59,0xf773,VFAT2 #059,3063000110010100059,,,
60,0xffac,VFAT2 #060,3063000110010100060,,,
61,0xfff8,VFAT2 #061,3063000110010100061,,,
62,0xffcc,VFAT2 #062,3063000110010100062,,,
63,0xffc4,VFAT2 #063,3063000110010100063,,,
64,0xf9a8,VFAT2 #064,3063000110010100064,,,
65,0xffd8,VFAT2 #065,3063000110010100065,,,
66,0xffc0,VFAT2 #066,3063000110010100066,,,
67,0xff98,VFAT2 #067,3063000110010100067,,,
68,0xffd3,VFAT2 #068,3063000110010100068,,,
69,0xffc8,VFAT2 #069,3063000110010100069,,,
70,0xf730,VFAT2 #070,3063000110010100070,,,
71,0xff97,VFAT2 #071,3063000110010100071,,,
72,0xf77c,VFAT2 #072,3063000110010100072,,,
73,0xf71f,VFAT2 #073,3063000110010100073,,,
74,0xf6f7,,,,,
75,0xf718,VFAT2 #075,3063000110010100075,,,
76,0xf76f,VFAT2 #076,3063000110010100076,,,
77,0xf97b,VFAT2 #077,3063000110010100077,,,
78,0xffd4,VFAT2 #078,3063000110010100078,,,
79,0xff50,VFAT2 #079,3063000110010100079,,,
80,0xf76c,VFAT2 #080,3063000110010100080,,,
81,0xf9fb,VFAT2 #081,3063000110010100081,,,in a wrong box for 0xf6f7
82,0xf750,VFAT2 #082,3063000110010100082,,,
83,0xf778,VFAT2 #083,3063000110010100083,,,"in a wrong box, blank"
84,0xfff4,VFAT2 #084,3063000110010100084,,,in a wrong box for 0xf6fc
85,0xffdb,VFAT2 #085,3063000110010100085,,,
