absEta_0_1-highR9-Et_0_20	runNumber	1	2	1.0000	0.0000	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	254790	256629	0.9987	0.0007	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	256630	257613	0.9953	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	257614	257818	0.9966	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	257819	258158	0.9970	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	258159	258213	0.9966	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	258214	258443	0.9972	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	258444	258704	0.9965	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	258705	258744	0.9971	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	258745	259625	0.9966	0.0003	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	259626	259810	0.9970	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	259811	259890	0.9970	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	259891	260426	0.9962	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	260427	260535	0.9962	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	260536	999999	0.9972	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_0_20	runNumber	3	254789	0.9987	0.0000	0.0001	0.0015
absEta_0_1-highR9-Et_100_1000000	runNumber	1	2	1.0000	0.0000	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	254790	256629	0.9987	0.0007	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	256630	257613	0.9953	0.0002	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	257614	257818	0.9966	0.0002	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	257819	258158	0.9970	0.0002	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	258159	258213	0.9966	0.0002	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	258214	258443	0.9972	0.0002	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	258444	258704	0.9965	0.0002	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	258705	258744	0.9971	0.0002	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	258745	259625	0.9966	0.0003	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	259626	259810	0.9970	0.0002	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	259811	259890	0.9970	0.0002	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	259891	260426	0.9962	0.0002	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	260427	260535	0.9962	0.0002	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	260536	999999	0.9972	0.0002	0.0001	0.0013
absEta_0_1-highR9-Et_100_1000000	runNumber	3	254789	0.9987	0.0000	0.0001	0.0013
absEta_0_1-highR9-Et_20_35	runNumber	1	2	1.0000	0.0000	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	254790	256629	0.9987	0.0007	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	256630	257613	0.9953	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	257614	257818	0.9966	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	257819	258158	0.9970	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	258159	258213	0.9966	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	258214	258443	0.9972	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	258444	258704	0.9965	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	258705	258744	0.9971	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	258745	259625	0.9966	0.0003	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	259626	259810	0.9970	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	259811	259890	0.9970	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	259891	260426	0.9962	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	260427	260535	0.9962	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	260536	999999	0.9972	0.0002	0.0001	0.0015
absEta_0_1-highR9-Et_20_35	runNumber	3	254789	0.9987	0.0000	0.0001	0.0015
absEta_0_1-highR9-Et_35_43	runNumber	1	2	1.0000	0.0000	0.0001	0.0008
absEta_0_1-highR9-Et_35_43	runNumber	254790	256629	0.9987	0.0007	0.0001	0.0008
absEta_0_1-highR9-Et_35_43	runNumber	256630	257613	0.9953	0.0002	0.0001	0.0008
absEta_0_1-highR9-Et_35_43	runNumber	257614	257818	0.9966	0.0002	0.0001	0.0008
absEta_0_1-highR9-Et_35_43	runNumber	257819	258158	0.9970	0.0002	0.0001	0.0008
absEta_0_1-highR9-Et_35_43	runNumber	258159	258213	0.9966	0.0002	0.0001	0.0008
absEta_0_1-highR9-Et_35_43	runNumber	258214	258443	0.9972	0.0002	0.0001	0.0008
absEta_0_1-highR9-Et_35_43	runNumber	258444	258704	0.9965	0.0002	0.0001	0.0008
absEta_0_1-highR9-Et_35_43	runNumber	258705	258744	0.9971	0.0002	0.0001	0.0008
