INJECTION SCHEME : 50ns_302b_300_70_63_72bpi_7inj

idx,inj Nbr,	Ring,RF Bucket,Bu Spac (ns),bu per PS batch,SPS Batch spac,PSbatch nbr
1,	1,	ring_1,	61,		0,		1,		0,	1
2,	1,	ring_2,	101,		0,		1,		0,	1
3,	2,	ring_1,	391,		0,		1,		0,	1
4,	2,	ring_2,	431,		0,		1,		0,	1
5,	3,	ring_1,	941,		50,		12,		0,	1
6,	3,	ring_2,	941,		50,		12,		0,	1
7,	4,	ring_1,	3801,		50,		36,		1950,	2
8,	4,	ring_2,	3801,		50,		36,		1950,	2
9,	5,	ring_1,	12731,		50,		36,		1950,	2
10,	5,	ring_2,	12731,		50,		36,		1950,	2
11,	6,	ring_1,	23391,		50,		36,		1950,	2
12,	6,	ring_2,	23391,		50,		36,		1950,	2
13,	7,	ring_1,	30621,		50,		36,		1950,	2
14,	7,	ring_2,	30621,		50,		36,		1950,	2
Bu Spac : space in ns between bunches in the same PS train
SPS Batch Spac : space in ns between 2 first bunches of consecutive PS trains in the SPS

Tot number of B1 bunches(probe/Nominal) : 0/302
Tot number of B2 bunches(probe/Nominal) : 0/302

Tot number of B1 injections : 7
Tot number of B2 injections : 7

Collisions at IP1&5: 300
B1-empty at IP1&5: 2
B2-empty at IP1&5: 2
Empty-empty at IP1&5: 3260

Collisions at IP2: 70
B1-empty at IP2: 232
B2-empty at IP2: 232
Empty-empty at IP2: 3030

Collisions at IP8: 63
B1-empty at IP8: 239
B2-empty at IP8: 239
Empty-empty at IP8: 3023

LONG RANGE COLL IN IRIP1
RFbucketbeam1,RFbucketbeam2,z-pos/m
1101,941,-59.89
1121,961,-59.89
1141,981,-59.89
1161,1001,-59.89
3961,3801,-59.89
3981,3821,-59.89
4001,3841,-59.89
4021,3861,-59.89
4041,3881,-59.89
4061,3901,-59.89
4081,3921,-59.89
4101,3941,-59.89
4121,3961,-59.89
4141,3981,-59.89
4161,4001,-59.89
4181,4021,-59.89
4201,4041,-59.89
4221,4061,-59.89
4241,4081,-59.89
4261,4101,-59.89
4281,4121,-59.89
4301,4141,-59.89
4321,4161,-59.89
4341,4181,-59.89
4361,4201,-59.89
4381,4221,-59.89
4401,4241,-59.89
4421,4261,-59.89
4441,4281,-59.89
4461,4301,-59.89
4481,4321,-59.89
4501,4341,-59.89
4581,4421,-59.89
4601,4441,-59.89
4621,4461,-59.89
4641,4481,-59.89
4661,4501,-59.89
4741,4581,-59.89
4761,4601,-59.89
4781,4621,-59.89
4801,4641,-59.89
4821,4661,-59.89
4841,4681,-59.89
4861,4701,-59.89
4881,4721,-59.89
4901,4741,-59.89
4921,4761,-59.89
4941,4781,-59.89
4961,4801,-59.89
4981,4821,-59.89
5001,4841,-59.89
5021,4861,-59.89
5041,4881,-59.89
5061,4901,-59.89
5081,4921,-59.89
5101,4941,-59.89
5121,4961,-59.89
5141,4981,-59.89
5161,5001,-59.89
5181,5021,-59.89
5201,5041,-59.89
5221,5061,-59.89
5241,5081,-59.89
5261,5101,-59.89
5281,5121,-59.89
12891,12731,-59.89
12911,12751,-59.89
12931,12771,-59.89
12951,12791,-59.89
12971,12811,-59.89
12991,12831,-59.89
13011,12851,-59.89
13031,12871,-59.89
13051,12891,-59.89
13071,12911,-59.89
13091,12931,-59.89
13111,12951,-59.89
13131,12971,-59.89
13151,12991,-59.89
13171,13011,-59.89
13191,13031,-59.89
13211,13051,-59.89
13231,13071,-59.89
13251,13091,-59.89
13271,13111,-59.89
13291,13131,-59.89
13311,13151,-59.89
13331,13171,-59.89
13351,13191,-59.89
13371,13211,-59.89
13391,13231,-59.89
13411,13251,-59.89
13431,13271,-59.89
13511,13351,-59.89
13531,13371,-59.89
13551,13391,-59.89
13571,13411,-59.89
13591,13431,-59.89
13671,13511,-59.89
13691,13531,-59.89
13711,13551,-59.89
13731,13571,-59.89
13751,13591,-59.89
13771,13611,-59.89
13791,13631,-59.89
13811,13651,-59.89
13831,13671,-59.89
13851,13691,-59.89
13871,13711,-59.89
13891,13731,-59.89
13911,13751,-59.89
13931,13771,-59.89
13951,13791,-59.89
13971,13811,-59.89
13991,13831,-59.89
14011,13851,-59.89
14031,13871,-59.89
14051,13891,-59.89
14071,13911,-59.89
14091,13931,-59.89
14111,13951,-59.89
14131,13971,-59.89
14151,13991,-59.89
14171,14011,-59.89
14191,14031,-59.89
14211,14051,-59.89
23551,23391,-59.89
23571,23411,-59.89
23591,23431,-59.89
23611,23451,-59.89
23631,23471,-59.89
23651,23491,-59.89
23671,23511,-59.89
23691,23531,-59.89
23711,23551,-59.89
23731,23571,-59.89
23751,23591,-59.89
23771,23611,-59.89
23791,23631,-59.89
23811,23651,-59.89
23831,23671,-59.89
23851,23691,-59.89
23871,23711,-59.89
23891,23731,-59.89
23911,23751,-59.89
23931,23771,-59.89
23951,23791,-59.89
23971,23811,-59.89
23991,23831,-59.89
24011,23851,-59.89
24031,23871,-59.89
24051,23891,-59.89
24071,23911,-59.89
24091,23931,-59.89
24171,24011,-59.89
24191,24031,-59.89
24211,24051,-59.89
24231,24071,-59.89
24251,24091,-59.89
24331,24171,-59.89
24351,24191,-59.89
24371,24211,-59.89
24391,24231,-59.89
24411,24251,-59.89
24431,24271,-59.89
24451,24291,-59.89
24471,24311,-59.89
24491,24331,-59.89
24511,24351,-59.89
24531,24371,-59.89
24551,24391,-59.89
24571,24411,-59.89
24591,24431,-59.89
24611,24451,-59.89
24631,24471,-59.89
24651,24491,-59.89
24671,24511,-59.89
24691,24531,-59.89
24711,24551,-59.89
24731,24571,-59.89
24751,24591,-59.89
24771,24611,-59.89
24791,24631,-59.89
24811,24651,-59.89
24831,24671,-59.89
24851,24691,-59.89
24871,24711,-59.89
30781,30621,-59.89
30801,30641,-59.89
30821,30661,-59.89
30841,30681,-59.89
30861,30701,-59.89
30881,30721,-59.89
30901,30741,-59.89
30921,30761,-59.89
30941,30781,-59.89
30961,30801,-59.89
30981,30821,-59.89
31001,30841,-59.89
31021,30861,-59.89
31041,30881,-59.89
31061,30901,-59.89
31081,30921,-59.89
31101,30941,-59.89
31121,30961,-59.89
31141,30981,-59.89
31161,31001,-59.89
31181,31021,-59.89
31201,31041,-59.89
31221,31061,-59.89
31241,31081,-59.89
31261,31101,-59.89
31281,31121,-59.89
31301,31141,-59.89
31321,31161,-59.89
31401,31241,-59.89
31421,31261,-59.89
31441,31281,-59.89
31461,31301,-59.89
31481,31321,-59.89
31561,31401,-59.89
31581,31421,-59.89
31601,31441,-59.89
31621,31461,-59.89
31641,31481,-59.89
31661,31501,-59.89
31681,31521,-59.89
31701,31541,-59.89
31721,31561,-59.89
31741,31581,-59.89
31761,31601,-59.89
31781,31621,-59.89
31801,31641,-59.89
31821,31661,-59.89
31841,31681,-59.89
31861,31701,-59.89
31881,31721,-59.89
31901,31741,-59.89
31921,31761,-59.89
31941,31781,-59.89
31961,31801,-59.89
31981,31821,-59.89
32001,31841,-59.89
32021,31861,-59.89
32041,31881,-59.89
32061,31901,-59.89
32081,31921,-59.89
32101,31941,-59.89
1081,941,-52.41
1101,961,-52.41
1121,981,-52.41
1141,1001,-52.41
1161,1021,-52.41
3941,3801,-52.41
3961,3821,-52.41
3981,3841,-52.41
4001,3861,-52.41
4021,3881,-52.41
4041,3901,-52.41
4061,3921,-52.41
4081,3941,-52.41
4101,3961,-52.41
4121,3981,-52.41
4141,4001,-52.41
4161,4021,-52.41
4181,4041,-52.41
4201,4061,-52.41
4221,4081,-52.41
4241,4101,-52.41
4261,4121,-52.41
4281,4141,-52.41
4301,4161,-52.41
4321,4181,-52.41
4341,4201,-52.41
4361,4221,-52.41
4381,4241,-52.41
4401,4261,-52.41
4421,4281,-52.41
4441,4301,-52.41
4461,4321,-52.41
4481,4341,-52.41
4501,4361,-52.41
4581,4441,-52.41
4601,4461,-52.41
4621,4481,-52.41
4641,4501,-52.41
4721,4581,-52.41
4741,4601,-52.41
4761,4621,-52.41
4781,4641,-52.41
4801,4661,-52.41
4821,4681,-52.41
4841,4701,-52.41
4861,4721,-52.41
4881,4741,-52.41
4901,4761,-52.41
4921,4781,-52.41
4941,4801,-52.41
4961,4821,-52.41
4981,4841,-52.41
5001,4861,-52.41
5021,4881,-52.41
5041,4901,-52.41
5061,4921,-52.41
5081,4941,-52.41
5101,4961,-52.41
5121,4981,-52.41
5141,5001,-52.41
5161,5021,-52.41
5181,5041,-52.41
5201,5061,-52.41
5221,5081,-52.41
5241,5101,-52.41
5261,5121,-52.41
5281,5141,-52.41
12871,12731,-52.41
12891,12751,-52.41
12911,12771,-52.41
