INJECTION SCHEME : 25ns_75b_62_32_62_12bpi_9inj

idx,inj Nbr,	Ring,RF Bucket,Bu Spac (ns),bu per PS batch,SPS Batch spac,PSbatch nbr
1,	1,	ring_1,	201,		0,		1,		0,	1
2,	1,	ring_2,	201,		0,		1,		0,	1
3,	2,	ring_1,	2871,		25,		12,		0,	1
4,	2,	ring_2,	7341,		25,		12,		0,	1
5,	3,	ring_2,	9111,		0,		1,		0,	1
6,	3,	ring_1,	9141,		0,		1,		0,	1
7,	4,	ring_1,	11691,		25,		12,		0,	1
8,	4,	ring_2,	11691,		25,		12,		0,	1
9,	5,	ring_1,	16281,		25,		12,		0,	1
10,	5,	ring_2,	16281,		25,		12,		0,	1
11,	6,	ring_1,	18051,		0,		1,		0,	1
12,	6,	ring_2,	18051,		0,		1,		0,	1
13,	7,	ring_1,	20631,		25,		12,		0,	1
14,	7,	ring_2,	20631,		25,		12,		0,	1
15,	8,	ring_1,	25221,		25,		12,		0,	1
16,	8,	ring_2,	25221,		25,		12,		0,	1
17,	9,	ring_1,	29571,		25,		12,		0,	1
18,	9,	ring_2,	29571,		25,		12,		0,	1
Bu Spac : space in ns between bunches in the same PS train
SPS Batch Spac : space in ns between 2 first bunches of consecutive PS trains in the SPS

Tot number of B1 bunches(probe/Nominal) : 0/75
Tot number of B2 bunches(probe/Nominal) : 0/75

Tot number of B1 injections : 9
Tot number of B2 injections : 9

Collisions at IP1&5: 62
B1-empty at IP1&5: 13
B2-empty at IP1&5: 13
Empty-empty at IP1&5: 3476

Collisions at IP2: 32
B1-empty at IP2: 43
B2-empty at IP2: 43
Empty-empty at IP2: 3446

Collisions at IP8: 62
B1-empty at IP8: 13
B2-empty at IP8: 13
Empty-empty at IP8: 3476

LONG RANGE COLL IN IRIP1
RFbucketbeam1,RFbucketbeam2,z-pos/m
11801,11691,-41.18
16391,16281,-41.18
20741,20631,-41.18
25331,25221,-41.18
29681,29571,-41.18
11791,11691,-37.43
11801,11701,-37.43
16381,16281,-37.43
16391,16291,-37.43
20731,20631,-37.43
20741,20641,-37.43
25321,25221,-37.43
25331,25231,-37.43
29671,29571,-37.43
29681,29581,-37.43
11781,11691,-33.69
11791,11701,-33.69
11801,11711,-33.69
16371,16281,-33.69
16381,16291,-33.69
16391,16301,-33.69
20721,20631,-33.69
20731,20641,-33.69
20741,20651,-33.69
25311,25221,-33.69
25321,25231,-33.69
25331,25241,-33.69
29661,29571,-33.69
29671,29581,-33.69
29681,29591,-33.69
11771,11691,-29.95
11781,11701,-29.95
11791,11711,-29.95
11801,11721,-29.95
16361,16281,-29.95
16371,16291,-29.95
16381,16301,-29.95
16391,16311,-29.95
20711,20631,-29.95
20721,20641,-29.95
20731,20651,-29.95
20741,20661,-29.95
25301,25221,-29.95
25311,25231,-29.95
25321,25241,-29.95
25331,25251,-29.95
29651,29571,-29.95
29661,29581,-29.95
29671,29591,-29.95
29681,29601,-29.95
11761,11691,-26.2
11771,11701,-26.2
11781,11711,-26.2
11791,11721,-26.2
11801,11731,-26.2
16351,16281,-26.2
16361,16291,-26.2
16371,16301,-26.2
16381,16311,-26.2
16391,16321,-26.2
20701,20631,-26.2
20711,20641,-26.2
20721,20651,-26.2
20731,20661,-26.2
20741,20671,-26.2
25291,25221,-26.2
25301,25231,-26.2
25311,25241,-26.2
25321,25251,-26.2
25331,25261,-26.2
29641,29571,-26.2
29651,29581,-26.2
29661,29591,-26.2
29671,29601,-26.2
29681,29611,-26.2
11751,11691,-22.46
11761,11701,-22.46
11771,11711,-22.46
11781,11721,-22.46
11791,11731,-22.46
11801,11741,-22.46
16341,16281,-22.46
16351,16291,-22.46
16361,16301,-22.46
