INJECTION SCHEME : 25ns_339b_326_206_266_12bpi_31inj

idx,inj Nbr,	Ring,RF Bucket,Bu Spac (ns),bu per PS batch,SPS Batch spac,PSbatch nbr
28841,28741,-37.43
28851,28751,-37.43
29311,29211,-37.43
29321,29221,-37.43
29781,29681,-37.43
29791,29691,-37.43
161,71,-33.69
171,81,-33.69
181,91,-33.69
191,101,-33.69
201,111,-33.69
211,121,-33.69
221,131,-33.69
231,141,-33.69
241,151,-33.69
721,631,-33.69
731,641,-33.69
741,651,-33.69
1191,1101,-33.69
1201,1111,-33.69
1211,1121,-33.69
1661,1571,-33.69
1671,1581,-33.69
1681,1591,-33.69
2131,2041,-33.69
2141,2051,-33.69
2151,2061,-33.69
2601,2511,-33.69
2611,2521,-33.69
2621,2531,-33.69
3071,2981,-33.69
3081,2991,-33.69
3091,3001,-33.69
9071,8981,-33.69
9081,8991,-33.69
9091,9001,-33.69
9541,9451,-33.69
9551,9461,-33.69
9561,9471,-33.69
10011,9921,-33.69
10021,9931,-33.69
10031,9941,-33.69
10481,10391,-33.69
10491,10401,-33.69
10501,10411,-33.69
10951,10861,-33.69
10961,10871,-33.69
10971,10881,-33.69
11421,11331,-33.69
11431,11341,-33.69
11441,11351,-33.69
11891,11801,-33.69
11901,11811,-33.69
11911,11821,-33.69
18011,17921,-33.69
18021,17931,-33.69
18031,17941,-33.69
18481,18391,-33.69
18491,18401,-33.69
18501,18411,-33.69
18951,18861,-33.69
18961,18871,-33.69
18971,18881,-33.69
19421,19331,-33.69
19431,19341,-33.69
19441,19351,-33.69
19891,19801,-33.69
19901,19811,-33.69
19911,19821,-33.69
20361,20271,-33.69
20371,20281,-33.69
20381,20291,-33.69
20831,20741,-33.69
20841,20751,-33.69
20851,20761,-33.69
26951,26861,-33.69
26961,26871,-33.69
26971,26881,-33.69
27421,27331,-33.69
27431,27341,-33.69
27441,27351,-33.69
27891,27801,-33.69
27901,27811,-33.69
27911,27821,-33.69
28361,28271,-33.69
28371,28281,-33.69
28381,28291,-33.69
28831,28741,-33.69
28841,28751,-33.69
28851,28761,-33.69
29301,29211,-33.69
29311,29221,-33.69
29321,29231,-33.69
29771,29681,-33.69
29781,29691,-33.69
29791,29701,-33.69
161,81,-29.95
171,91,-29.95
181,101,-29.95
191,111,-29.95
201,121,-29.95
211,131,-29.95
221,141,-29.95
231,151,-29.95
711,631,-29.95
721,641,-29.95
731,651,-29.95
741,661,-29.95
1181,1101,-29.95
1191,1111,-29.95
1201,1121,-29.95
1211,1131,-29.95
1651,1571,-29.95
1661,1581,-29.95
1671,1591,-29.95
1681,1601,-29.95
2121,2041,-29.95
2131,2051,-29.95
2141,2061,-29.95
2151,2071,-29.95
2591,2511,-29.95
2601,2521,-29.95
2611,2531,-29.95
2621,2541,-29.95
3061,2981,-29.95
3071,2991,-29.95
3081,3001,-29.95
3091,3011,-29.95
9061,8981,-29.95
9071,8991,-29.95
9081,9001,-29.95
9091,9011,-29.95
9531,9451,-29.95
9541,9461,-29.95
9551,9471,-29.95
9561,9481,-29.95
10001,9921,-29.95
10011,9931,-29.95
10021,9941,-29.95
10031,9951,-29.95
10471,10391,-29.95
10481,10401,-29.95
10491,10411,-29.95
10501,10421,-29.95
10941,10861,-29.95
10951,10871,-29.95
10961,10881,-29.95
10971,10891,-29.95
11411,11331,-29.95
11421,11341,-29.95
11431,11351,-29.95
11441,11361,-29.95
11881,11801,-29.95
11891,11811,-29.95
11901,11821,-29.95
11911,11831,-29.95
18001,17921,-29.95
18011,17931,-29.95
18021,17941,-29.95
18031,17951,-29.95
18471,18391,-29.95
18481,18401,-29.95
18491,18411,-29.95
18501,18421,-29.95
18941,18861,-29.95
18951,18871,-29.95
18961,18881,-29.95
18971,18891,-29.95
19411,19331,-29.95
19421,19341,-29.95
19431,19351,-29.95
19441,19361,-29.95
19881,19801,-29.95
19891,19811,-29.95
19901,19821,-29.95
19911,19831,-29.95
20351,20271,-29.95
20361,20281,-29.95
20371,20291,-29.95
20381,20301,-29.95
20821,20741,-29.95
20831,20751,-29.95
20841,20761,-29.95
20851,20771,-29.95
26941,26861,-29.95
26951,26871,-29.95
26961,26881,-29.95
26971,26891,-29.95
27411,27331,-29.95
27421,27341,-29.95
27431,27351,-29.95
27441,27361,-29.95
27881,27801,-29.95
27891,27811,-29.95
27901,27821,-29.95
27911,27831,-29.95
28351,28271,-29.95
28361,28281,-29.95
28371,28291,-29.95
28381,28301,-29.95
28821,28741,-29.95
28831,28751,-29.95
28841,28761,-29.95
28851,28771,-29.95
29291,29211,-29.95
29301,29221,-29.95
29311,29231,-29.95
29321,29241,-29.95
29761,29681,-29.95
29771,29691,-29.95
29781,29701,-29.95
29791,29711,-29.95
161,91,-26.2
171,101,-26.2
181,111,-26.2
191,121,-26.2
201,131,-26.2
211,141,-26.2
221,151,-26.2
701,631,-26.2
711,641,-26.2
721,651,-26.2
731,661,-26.2
741,671,-26.2
1171,1101,-26.2
1181,1111,-26.2
1191,1121,-26.2
1201,1131,-26.2
1211,1141,-26.2
1641,1571,-26.2
1651,1581,-26.2
1661,1591,-26.2
1671,1601,-26.2
1681,1611,-26.2
2111,2041,-26.2
2121,2051,-26.2
2131,2061,-26.2
2141,2071,-26.2
2151,2081,-26.2
2581,2511,-26.2
2591,2521,-26.2
2601,2531,-26.2
2611,2541,-26.2
2621,2551,-26.2
3051,2981,-26.2
3061,2991,-26.2
3071,3001,-26.2
3081,3011,-26.2
3091,3021,-26.2
9051,8981,-26.2
9061,8991,-26.2
9071,9001,-26.2
9081,9011,-26.2
9091,9021,-26.2
9521,9451,-26.2
9531,9461,-26.2
9541,9471,-26.2
9551,9481,-26.2
9561,9491,-26.2
9991,9921,-26.2
10001,9931,-26.2
10011,9941,-26.2
10021,9951,-26.2
10031,9961,-26.2
10461,10391,-26.2
10471,10401,-26.2
10481,10411,-26.2
10491,10421,-26.2
10501,10431,-26.2
10931,10861,-26.2
10941,10871,-26.2
10951,10881,-26.2
10961,10891,-26.2
10971,10901,-26.2
11401,11331,-26.2
11411,11341,-26.2
11421,11351,-26.2
11431,11361,-26.2
11441,11371,-26.2
11871,11801,-26.2
11881,11811,-26.2
11891,11821,-26.2
11901,11831,-26.2
11911,11841,-26.2
17991,17921,-26.2
18001,17931,-26.2
18011,17941,-26.2
18021,17951,-26.2
18031,17961,-26.2
18461,18391,-26.2
18471,18401,-26.2
18481,18411,-26.2
18491,18421,-26.2
18501,18431,-26.2
18931,18861,-26.2
18941,18871,-26.2
18951,18881,-26.2
18961,18891,-26.2
18971,18901,-26.2
19401,19331,-26.2
19411,19341,-26.2
19421,19351,-26.2
19431,19361,-26.2
19441,19371,-26.2
19871,19801,-26.2
19881,19811,-26.2
19891,19821,-26.2
19901,19831,-26.2
19911,19841,-26.2
20341,20271,-26.2
20351,20281,-26.2
20361,20291,-26.2
20371,20301,-26.2
20381,20311,-26.2
20811,20741,-26.2
20821,20751,-26.2
20831,20761,-26.2
20841,20771,-26.2
20851,20781,-26.2
26931,26861,-26.2
26941,26871,-26.2
26951,26881,-26.2
26961,26891,-26.2
26971,26901,-26.2
27401,27331,-26.2
27411,27341,-26.2
27421,27351,-26.2
27431,27361,-26.2
27441,27371,-26.2
27871,27801,-26.2
27881,27811,-26.2
27891,27821,-26.2
27901,27831,-26.2
27911,27841,-26.2
28341,28271,-26.2
28351,28281,-26.2
28361,28291,-26.2
28371,28301,-26.2
28381,28311,-26.2
28811,28741,-26.2
28821,28751,-26.2
28831,28761,-26.2
28841,28771,-26.2
28851,28781,-26.2
29281,29211,-26.2
29291,29221,-26.2
29301,29231,-26.2
29311,29241,-26.2
29321,29251,-26.2
29751,29681,-26.2
29761,29691,-26.2
29771,29701,-26.2
29781,29711,-26.2
29791,29721,-26.2
161,101,-22.46
171,111,-22.46
181,121,-22.46
191,131,-22.46
201,141,-22.46
211,151,-22.46
691,631,-22.46
701,641,-22.46
711,651,-22.46
721,661,-22.46
731,671,-22.46
741,681,-22.46
1161,1101,-22.46
1171,1111,-22.46
1181,1121,-22.46
1191,1131,-22.46
1201,1141,-22.46
1211,1151,-22.46
1631,1571,-22.46
1641,1581,-22.46
1651,1591,-22.46
1661,1601,-22.46
1671,1611,-22.46
1681,1621,-22.46
2101,2041,-22.46
2111,2051,-22.46
2121,2061,-22.46
2131,2071,-22.46
2141,2081,-22.46
2151,2091,-22.46
2571,2511,-22.46
2581,2521,-22.46
2591,2531,-22.46
2601,2541,-22.46
2611,2551,-22.46
2621,2561,-22.46
3041,2981,-22.46
3051,2991,-22.46
3061,3001,-22.46
3071,3011,-22.46
3081,3021,-22.46
3091,3031,-22.46
9041,8981,-22.46
9051,8991,-22.46
9061,9001,-22.46
9071,9011,-22.46
9081,9021,-22.46
9091,9031,-22.46
9511,9451,-22.46
9521,9461,-22.46
9531,9471,-22.46
9541,9481,-22.46
9551,9491,-22.46
9561,9501,-22.46
9981,9921,-22.46
9991,9931,-22.46
10001,9941,-22.46
10011,9951,-22.46
10021,9961,-22.46
10031,9971,-22.46
10451,10391,-22.46
10461,10401,-22.46
10471,10411,-22.46
10481,10421,-22.46
10491,10431,-22.46
10501,10441,-22.46
10921,10861,-22.46
10931,10871,-22.46
10941,10881,-22.46
10951,10891,-22.46
10961,10901,-22.46
10971,10911,-22.46
11391,11331,-22.46
11401,11341,-22.46
11411,11351,-22.46
11421,11361,-22.46
11431,11371,-22.46
11441,11381,-22.46
11861,11801,-22.46
11871,11811,-22.46
11881,11821,-22.46
11891,11831,-22.46
11901,11841,-22.46
11911,11851,-22.46
17981,17921,-22.46
17991,17931,-22.46
18001,17941,-22.46
18011,17951,-22.46
18021,17961,-22.46
18031,17971,-22.46
18451,18391,-22.46
18461,18401,-22.46
18471,18411,-22.46
18481,18421,-22.46
18491,18431,-22.46
18501,18441,-22.46
18921,18861,-22.46
18931,18871,-22.46
18941,18881,-22.46
18951,18891,-22.46
18961,18901,-22.46
18971,18911,-22.46
19391,19331,-22.46
19401,19341,-22.46
19411,19351,-22.46
19421,19361,-22.46
19431,19371,-22.46
19441,19381,-22.46
19861,19801,-22.46
19871,19811,-22.46
19881,19821,-22.46
19891,19831,-22.46
19901,19841,-22.46
19911,19851,-22.46
20331,20271,-22.46
20341,20281,-22.46
20351,20291,-22.46
20361,20301,-22.46
20371,20311,-22.46
20381,20321,-22.46
20801,20741,-22.46
20811,20751,-22.46
20821,20761,-22.46
20831,20771,-22.46
20841,20781,-22.46
20851,20791,-22.46
26921,26861,-22.46
26931,26871,-22.46
26941,26881,-22.46
26951,26891,-22.46
26961,26901,-22.46
26971,26911,-22.46
27391,27331,-22.46
27401,27341,-22.46
27411,27351,-22.46
27421,27361,-22.46
27431,27371,-22.46
27441,27381,-22.46
27861,27801,-22.46
27871,27811,-22.46
27881,27821,-22.46
27891,27831,-22.46
27901,27841,-22.46
27911,27851,-22.46
28331,28271,-22.46
28341,28281,-22.46
28351,28291,-22.46
28361,28301,-22.46
28371,28311,-22.46
28381,28321,-22.46
28801,28741,-22.46
28811,28751,-22.46
28821,28761,-22.46
28831,28771,-22.46
28841,28781,-22.46
28851,28791,-22.46
29271,29211,-22.46
29281,29221,-22.46
29291,29231,-22.46
29301,29241,-22.46
29311,29251,-22.46
29321,29261,-22.46
29741,29681,-22.46
29751,29691,-22.46
29761,29701,-22.46
29771,29711,-22.46
29781,29721,-22.46
29791,29731,-22.46
161,111,-18.72
171,121,-18.72
181,131,-18.72
191,141,-18.72
201,151,-18.72
681,631,-18.72
691,641,-18.72
701,651,-18.72
711,661,-18.72
721,671,-18.72
731,681,-18.72
741,691,-18.72
1151,1101,-18.72
1161,1111,-18.72
1171,1121,-18.72
1181,1131,-18.72
1191,1141,-18.72
1201,1151,-18.72
1211,1161,-18.72
1621,1571,-18.72
1631,1581,-18.72
1641,1591,-18.72
1651,1601,-18.72
1661,1611,-18.72
1671,1621,-18.72
1681,1631,-18.72
2091,2041,-18.72
2101,2051,-18.72
2111,2061,-18.72
2121,2071,-18.72
2131,2081,-18.72
2141,2091,-18.72
2151,2101,-18.72
2561,2511,-18.72
2571,2521,-18.72
2581,2531,-18.72
2591,2541,-18.72
2601,2551,-18.72
2611,2561,-18.72
2621,2571,-18.72
3031,2981,-18.72
3041,2991,-18.72
3051,3001,-18.72
3061,3011,-18.72
3071,3021,-18.72
3081,3031,-18.72
3091,3041,-18.72
9031,8981,-18.72
9041,8991,-18.72
9051,9001,-18.72
9061,9011,-18.72
9071,9021,-18.72
9081,9031,-18.72
9091,9041,-18.72
9501,9451,-18.72
9511,9461,-18.72
9521,9471,-18.72
9531,9481,-18.72
9541,9491,-18.72
9551,9501,-18.72
9561,9511,-18.72
9971,9921,-18.72
9981,9931,-18.72
9991,9941,-18.72
10001,9951,-18.72
10011,9961,-18.72
10021,9971,-18.72
10031,9981,-18.72
10441,10391,-18.72
10451,10401,-18.72
10461,10411,-18.72
10471,10421,-18.72
10481,10431,-18.72
10491,10441,-18.72
10501,10451,-18.72
10911,10861,-18.72
10921,10871,-18.72
10931,10881,-18.72
10941,10891,-18.72
10951,10901,-18.72
10961,10911,-18.72
10971,10921,-18.72
11381,11331,-18.72
11391,11341,-18.72
11401,11351,-18.72
11411,11361,-18.72
11421,11371,-18.72
11431,11381,-18.72
11441,11391,-18.72
11851,11801,-18.72
11861,11811,-18.72
11871,11821,-18.72
11881,11831,-18.72
11891,11841,-18.72
11901,11851,-18.72
11911,11861,-18.72
17971,17921,-18.72
17981,17931,-18.72
17991,17941,-18.72
18001,17951,-18.72
18011,17961,-18.72
18021,17971,-18.72
18031,17981,-18.72
18441,18391,-18.72
18451,18401,-18.72
18461,18411,-18.72
18471,18421,-18.72
18481,18431,-18.72
18491,18441,-18.72
18501,18451,-18.72
18911,18861,-18.72
18921,18871,-18.72
18931,18881,-18.72
18941,18891,-18.72
18951,18901,-18.72
18961,18911,-18.72
18971,18921,-18.72
19381,19331,-18.72
19391,19341,-18.72
19401,19351,-18.72
19411,19361,-18.72
19421,19371,-18.72
19431,19381,-18.72
19441,19391,-18.72
19851,19801,-18.72
19861,19811,-18.72
19871,19821,-18.72
19881,19831,-18.72
19891,19841,-18.72
19901,19851,-18.72
19911,19861,-18.72
20321,20271,-18.72
20331,20281,-18.72
20341,20291,-18.72
20351,20301,-18.72
20361,20311,-18.72
20371,20321,-18.72
20381,20331,-18.72
20791,20741,-18.72
20801,20751,-18.72
20811,20761,-18.72
20821,20771,-18.72
20831,20781,-18.72
20841,20791,-18.72
20851,20801,-18.72
26911,26861,-18.72
26921,26871,-18.72
26931,26881,-18.72
26941,26891,-18.72
26951,26901,-18.72
26961,26911,-18.72
26971,26921,-18.72
27381,27331,-18.72
27391,27341,-18.72
27401,27351,-18.72
27411,27361,-18.72
27421,27371,-18.72
27431,27381,-18.72
27441,27391,-18.72
27851,27801,-18.72
27861,27811,-18.72
27871,27821,-18.72
27881,27831,-18.72
27891,27841,-18.72
27901,27851,-18.72
27911,27861,-18.72
28321,28271,-18.72
28331,28281,-18.72
28341,28291,-18.72
28351,28301,-18.72
28361,28311,-18.72
28371,28321,-18.72
28381,28331,-18.72
28791,28741,-18.72
28801,28751,-18.72
28811,28761,-18.72
28821,28771,-18.72
28831,28781,-18.72
28841,28791,-18.72
28851,28801,-18.72
29261,29211,-18.72
29271,29221,-18.72
29281,29231,-18.72
29291,29241,-18.72
29301,29251,-18.72
29311,29261,-18.72
29321,29271,-18.72
29731,29681,-18.72
29741,29691,-18.72
29751,29701,-18.72
29761,29711,-18.72
29771,29721,-18.72
29781,29731,-18.72
29791,29741,-18.72
161,121,-14.97
171,131,-14.97
181,141,-14.97
191,151,-14.97
671,631,-14.97
681,641,-14.97
691,651,-14.97
701,661,-14.97
711,671,-14.97
721,681,-14.97
731,691,-14.97
741,701,-14.97
1141,1101,-14.97
1151,1111,-14.97
1161,1121,-14.97
1171,1131,-14.97
1181,1141,-14.97
1191,1151,-14.97
1201,1161,-14.97
1211,1171,-14.97
1611,1571,-14.97
1621,1581,-14.97
1631,1591,-14.97
1641,1601,-14.97
1651,1611,-14.97
1661,1621,-14.97
1671,1631,-14.97
1681,1641,-14.97
2081,2041,-14.97
2091,2051,-14.97
2101,2061,-14.97
2111,2071,-14.97
2121,2081,-14.97
2131,2091,-14.97
2141,2101,-14.97
2151,2111,-14.97
2551,2511,-14.97
2561,2521,-14.97
2571,2531,-14.97
2581,2541,-14.97
2591,2551,-14.97
2601,2561,-14.97
2611,2571,-14.97
2621,2581,-14.97
3021,2981,-14.97
3031,2991,-14.97
3041,3001,-14.97
3051,3011,-14.97
3061,3021,-14.97
3071,3031,-14.97
3081,3041,-14.97
3091,3051,-14.97
9021,8981,-14.97
9031,8991,-14.97
9041,9001,-14.97
9051,9011,-14.97
9061,9021,-14.97
9071,9031,-14.97
9081,9041,-14.97
9091,9051,-14.97
9491,9451,-14.97
9501,9461,-14.97
9511,9471,-14.97
9521,9481,-14.97
9531,9491,-14.97
9541,9501,-14.97
9551,9511,-14.97
9561,9521,-14.97
9961,9921,-14.97
9971,9931,-14.97
9981,9941,-14.97
9991,9951,-14.97
10001,9961,-14.97
10011,9971,-14.97
10021,9981,-14.97
10031,9991,-14.97
10431,10391,-14.97
10441,10401,-14.97
10451,10411,-14.97
10461,10421,-14.97
10471,10431,-14.97
10481,10441,-14.97
10491,10451,-14.97
10501,10461,-14.97
10901,10861,-14.97
10911,10871,-14.97
10921,10881,-14.97
10931,10891,-14.97
10941,10901,-14.97
10951,10911,-14.97
10961,10921,-14.97
10971,10931,-14.97
11371,11331,-14.97
11381,11341,-14.97
11391,11351,-14.97
11401,11361,-14.97
11411,11371,-14.97
11421,11381,-14.97
11431,11391,-14.97
11441,11401,-14.97
11841,11801,-14.97
11851,11811,-14.97
11861,11821,-14.97
11871,11831,-14.97
11881,11841,-14.97
11891,11851,-14.97
11901,11861,-14.97
11911,11871,-14.97
17961,17921,-14.97
17971,17931,-14.97
17981,17941,-14.97
17991,17951,-14.97
18001,17961,-14.97
18011,17971,-14.97
18021,17981,-14.97
18031,17991,-14.97
18431,18391,-14.97
18441,18401,-14.97
18451,18411,-14.97
18461,18421,-14.97
18471,18431,-14.97
18481,18441,-14.97
18491,18451,-14.97
18501,18461,-14.97
18901,18861,-14.97
18911,18871,-14.97
18921,18881,-14.97
18931,18891,-14.97
18941,18901,-14.97
18951,18911,-14.97
18961,18921,-14.97
18971,18931,-14.97
19371,19331,-14.97
19381,19341,-14.97
19391,19351,-14.97
19401,19361,-14.97
19411,19371,-14.97
19421,19381,-14.97
19431,19391,-14.97
19441,19401,-14.97
19841,19801,-14.97
19851,19811,-14.97
19861,19821,-14.97
19871,19831,-14.97
19881,19841,-14.97
19891,19851,-14.97
19901,19861,-14.97
19911,19871,-14.97
20311,20271,-14.97
20321,20281,-14.97
20331,20291,-14.97
20341,20301,-14.97
20351,20311,-14.97
20361,20321,-14.97
20371,20331,-14.97
20381,20341,-14.97
20781,20741,-14.97
20791,20751,-14.97
20801,20761,-14.97
20811,20771,-14.97
20821,20781,-14.97
20831,20791,-14.97
20841,20801,-14.97
20851,20811,-14.97
26901,26861,-14.97
26911,26871,-14.97
26921,26881,-14.97
26931,26891,-14.97
26941,26901,-14.97
26951,26911,-14.97
26961,26921,-14.97
26971,26931,-14.97
27371,27331,-14.97
27381,27341,-14.97
27391,27351,-14.97
27401,27361,-14.97
27411,27371,-14.97
27421,27381,-14.97
27431,27391,-14.97
27441,27401,-14.97
27841,27801,-14.97
27851,27811,-14.97
27861,27821,-14.97
27871,27831,-14.97
27881,27841,-14.97
27891,27851,-14.97
27901,27861,-14.97
27911,27871,-14.97
28311,28271,-14.97
28321,28281,-14.97
28331,28291,-14.97
28341,28301,-14.97
28351,28311,-14.97
28361,28321,-14.97
28371,28331,-14.97
28381,28341,-14.97
28781,28741,-14.97
28791,28751,-14.97
28801,28761,-14.97
28811,28771,-14.97
28821,28781,-14.97
28831,28791,-14.97
28841,28801,-14.97
28851,28811,-14.97
29251,29211,-14.97
29261,29221,-14.97
29271,29231,-14.97
29281,29241,-14.97
29291,29251,-14.97
29301,29261,-14.97
29311,29271,-14.97
29321,29281,-14.97
29721,29681,-14.97
29731,29691,-14.97
29741,29701,-14.97
29751,29711,-14.97
29761,29721,-14.97
29771,29731,-14.97
29781,29741,-14.97
29791,29751,-14.97
161,131,-11.23
171,141,-11.23
181,151,-11.23
661,631,-11.23
671,641,-11.23
681,651,-11.23
691,661,-11.23
701,671,-11.23
711,681,-11.23
721,691,-11.23
731,701,-11.23
741,711,-11.23
