INJECTION SCHEME : 100_150ns_64Pb_40_45_45_20bpi_4inj

idx,inj Nbr,	Ring,RF Bucket,Bu Spac (ns),bu per PS batch,SPS Batch spac,PSbatch nbr
1,	1,	ring_1,	131,		100,		4,		0,	1
2,	1,	ring_2,	281,		100,		4,		0,	1
3,	2,	ring_1,	8681,		100,		4,		450,	5
4,	2,	ring_2,	8681,		100,		4,		450,	5
5,	3,	ring_2,	17591,		100,		4,		450,	5
6,	3,	ring_1,	17621,		100,		4,		450,	5
7,	4,	ring_1,	26531,		100,		4,		450,	5
8,	4,	ring_2,	26531,		100,		4,		450,	5
Bu Spac : space in ns between bunches in the same PS train
SPS Batch Spac : space in ns between 2 first bunches of consecutive PS trains in the SPS

Tot number of B1 bunches(probe/Nominal) : 0/64
Tot number of B2 bunches(probe/Nominal) : 0/64

Tot number of B1 injections : 4
Tot number of B2 injections : 4

Collisions at IP1&5: 40
B1-empty at IP1&5: 24
B2-empty at IP1&5: 24
Empty-empty at IP1&5: 3476

Collisions at IP2: 45
B1-empty at IP2: 19
B2-empty at IP2: 19
Empty-empty at IP2: 3481

Collisions at IP8: 45
B1-empty at IP8: 19
B2-empty at IP8: 19
Empty-empty at IP8: 3481

LONG RANGE COLL IN IRIP1
RFbucketbeam1,RFbucketbeam2,z-pos/m
17801,17631,-63.64
17841,17671,-63.64
17881,17711,-63.64
17981,17811,-63.64
18021,17851,-63.64
18061,17891,-63.64
18161,17991,-63.64
18201,18031,-63.64
18241,18071,-63.64
18341,18171,-63.64
18381,18211,-63.64
18421,18251,-63.64
17741,17591,-56.15
17921,17771,-56.15
18101,17951,-56.15
18281,18131,-56.15
18461,18311,-56.15
8861,8721,-52.41
8901,8761,-52.41
8941,8801,-52.41
9041,8901,-52.41
9081,8941,-52.41
9121,8981,-52.41
9221,9081,-52.41
9261,9121,-52.41
9301,9161,-52.41
9401,9261,-52.41
9441,9301,-52.41
9481,9341,-52.41
26711,26571,-52.41
26751,26611,-52.41
26791,26651,-52.41
26891,26751,-52.41
26931,26791,-52.41
26971,26831,-52.41
27071,26931,-52.41
27111,26971,-52.41
27151,27011,-52.41
27251,27111,-52.41
27291,27151,-52.41
27331,27191,-52.41
17801,17671,-48.66
17841,17711,-48.66
17981,17851,-48.66
18021,17891,-48.66
18161,18031,-48.66
18201,18071,-48.66
18341,18211,-48.66
18381,18251,-48.66
8801,8681,-44.92
8981,8861,-44.92
9161,9041,-44.92
9341,9221,-44.92
9521,9401,-44.92
26651,26531,-44.92
26831,26711,-44.92
27011,26891,-44.92
27191,27071,-44.92
27371,27251,-44.92
17701,17591,-41.18
