INJECTION SCHEME : 25ns_624b_612_376_472_36bpi_18inj

idx,inj Nbr,	Ring,RF Bucket,Bu Spac (ns),bu per PS batch,SPS Batch spac,PSbatch nbr
1,	1,	ring_2,	61,		25,		12,		0,	1
2,	1,	ring_1,	181,		25,		12,		0,	1
3,	2,	ring_1,	1131,		25,		12,		475,	3
4,	2,	ring_2,	1131,		25,		12,		475,	3
5,	3,	ring_1,	1941,		25,		12,		475,	3
6,	3,	ring_2,	1941,		25,		12,		475,	3
7,	4,	ring_1,	2751,		25,		12,		475,	3
8,	4,	ring_2,	2751,		25,		12,		475,	3
9,	5,	ring_1,	3561,		25,		12,		475,	3
10,	5,	ring_2,	3561,		25,		12,		475,	3
11,	6,	ring_1,	10071,		25,		12,		475,	3
12,	6,	ring_2,	10071,		25,		12,		475,	3
13,	7,	ring_1,	10881,		25,		12,		475,	3
14,	7,	ring_2,	10881,		25,		12,		475,	3
15,	8,	ring_1,	11691,		25,		12,		475,	3
16,	8,	ring_2,	11691,		25,		12,		475,	3
17,	9,	ring_1,	12501,		25,		12,		475,	3
18,	9,	ring_2,	12501,		25,		12,		475,	3
19,	10,	ring_1,	19011,		25,		12,		475,	3
20,	10,	ring_2,	19011,		25,		12,		475,	3
21,	11,	ring_1,	19821,		25,		12,		475,	3
22,	11,	ring_2,	19821,		25,		12,		475,	3
23,	12,	ring_1,	20631,		25,		12,		475,	3
24,	12,	ring_2,	20631,		25,		12,		475,	3
25,	13,	ring_1,	21441,		25,		12,		475,	3
26,	13,	ring_2,	21441,		25,		12,		475,	3
27,	14,	ring_1,	27951,		25,		12,		475,	3
28,	14,	ring_2,	27951,		25,		12,		475,	3
29,	15,	ring_1,	28761,		25,		12,		475,	3
30,	15,	ring_2,	28761,		25,		12,		475,	3
31,	16,	ring_1,	29571,		25,		12,		475,	3
32,	16,	ring_2,	29571,		25,		12,		475,	3
33,	17,	ring_1,	30381,		25,		12,		475,	3
34,	17,	ring_2,	30381,		25,		12,		475,	3
35,	18,	ring_1,	31191,		25,		12,		475,	3
36,	18,	ring_2,	31191,		25,		12,		475,	3
Bu Spac : space in ns between bunches in the same PS train
SPS Batch Spac : space in ns between 2 first bunches of consecutive PS trains in the SPS

Tot number of B1 bunches(probe/Nominal) : 0/624
Tot number of B2 bunches(probe/Nominal) : 0/624

Tot number of B1 injections : 18
Tot number of B2 injections : 18

Collisions at IP1&5: 612
B1-empty at IP1&5: 12
B2-empty at IP1&5: 12
Empty-empty at IP1&5: 2928

Collisions at IP2: 376
B1-empty at IP2: 248
B2-empty at IP2: 248
Empty-empty at IP2: 2692

Collisions at IP8: 472
B1-empty at IP8: 152
B2-empty at IP8: 152
Empty-empty at IP8: 2788

LONG RANGE COLL IN IRIP1
RFbucketbeam1,RFbucketbeam2,z-pos/m
231,61,-63.64
241,71,-63.64
251,81,-63.64
261,91,-63.64
271,101,-63.64
281,111,-63.64
291,121,-63.64
1321,1151,-63.64
1331,1161,-63.64
1341,1171,-63.64
1351,1181,-63.64
1361,1191,-63.64
1371,1201,-63.64
1381,1211,-63.64
1391,1221,-63.64
1401,1231,-63.64
1411,1241,-63.64
1511,1341,-63.64
1521,1351,-63.64
1531,1361,-63.64
1541,1371,-63.64
1551,1381,-63.64
1561,1391,-63.64
1571,1401,-63.64
1581,1411,-63.64
1591,1421,-63.64
1601,1431,-63.64
2131,1961,-63.64
2141,1971,-63.64
2151,1981,-63.64
2161,1991,-63.64
2171,2001,-63.64
2181,2011,-63.64
2191,2021,-63.64
2201,2031,-63.64
2211,2041,-63.64
2221,2051,-63.64
2321,2151,-63.64
2331,2161,-63.64
2341,2171,-63.64
2351,2181,-63.64
2361,2191,-63.64
2371,2201,-63.64
2381,2211,-63.64
2391,2221,-63.64
2401,2231,-63.64
2411,2241,-63.64
2941,2771,-63.64
2951,2781,-63.64
2961,2791,-63.64
2971,2801,-63.64
2981,2811,-63.64
2991,2821,-63.64
3001,2831,-63.64
3011,2841,-63.64
3021,2851,-63.64
3031,2861,-63.64
3131,2961,-63.64
3141,2971,-63.64
3151,2981,-63.64
3161,2991,-63.64
3171,3001,-63.64
3181,3011,-63.64
3191,3021,-63.64
3201,3031,-63.64
3211,3041,-63.64
3221,3051,-63.64
3751,3581,-63.64
3761,3591,-63.64
3771,3601,-63.64
3781,3611,-63.64
3791,3621,-63.64
3801,3631,-63.64
3811,3641,-63.64
3821,3651,-63.64
3831,3661,-63.64
3841,3671,-63.64
3941,3771,-63.64
3951,3781,-63.64
3961,3791,-63.64
3971,3801,-63.64
3981,3811,-63.64
3991,3821,-63.64
4001,3831,-63.64
4011,3841,-63.64
4021,3851,-63.64
4031,3861,-63.64
10261,10091,-63.64
10271,10101,-63.64
10281,10111,-63.64
10291,10121,-63.64
10301,10131,-63.64
10311,10141,-63.64
10321,10151,-63.64
10331,10161,-63.64
10341,10171,-63.64
10351,10181,-63.64
10451,10281,-63.64
10461,10291,-63.64
10471,10301,-63.64
10481,10311,-63.64
10491,10321,-63.64
10501,10331,-63.64
10511,10341,-63.64
10521,10351,-63.64
10531,10361,-63.64
10541,10371,-63.64
11071,10901,-63.64
11081,10911,-63.64
11091,10921,-63.64
11101,10931,-63.64
11111,10941,-63.64
11121,10951,-63.64
11131,10961,-63.64
11141,10971,-63.64
11151,10981,-63.64
11161,10991,-63.64
11261,11091,-63.64
11271,11101,-63.64
11281,11111,-63.64
11291,11121,-63.64
11301,11131,-63.64
11311,11141,-63.64
11321,11151,-63.64
11331,11161,-63.64
11341,11171,-63.64
11351,11181,-63.64
11881,11711,-63.64
11891,11721,-63.64
11901,11731,-63.64
11911,11741,-63.64
11921,11751,-63.64
11931,11761,-63.64
11941,11771,-63.64
11951,11781,-63.64
11961,11791,-63.64
11971,11801,-63.64
12071,11901,-63.64
12081,11911,-63.64
12091,11921,-63.64
12101,11931,-63.64
12111,11941,-63.64
12121,11951,-63.64
12131,11961,-63.64
12141,11971,-63.64
12151,11981,-63.64
12161,11991,-63.64
12691,12521,-63.64
12701,12531,-63.64
12711,12541,-63.64
12721,12551,-63.64
12731,12561,-63.64
12741,12571,-63.64
12751,12581,-63.64
12761,12591,-63.64
12771,12601,-63.64
12781,12611,-63.64
12881,12711,-63.64
12891,12721,-63.64
12901,12731,-63.64
12911,12741,-63.64
12921,12751,-63.64
12931,12761,-63.64
12941,12771,-63.64
12951,12781,-63.64
12961,12791,-63.64
12971,12801,-63.64
19201,19031,-63.64
19211,19041,-63.64
19221,19051,-63.64
19231,19061,-63.64
19241,19071,-63.64
19251,19081,-63.64
19261,19091,-63.64
19271,19101,-63.64
19281,19111,-63.64
19291,19121,-63.64
19391,19221,-63.64
19401,19231,-63.64
19411,19241,-63.64
19421,19251,-63.64
19431,19261,-63.64
19441,19271,-63.64
19451,19281,-63.64
19461,19291,-63.64
19471,19301,-63.64
19481,19311,-63.64
20011,19841,-63.64
20021,19851,-63.64
20031,19861,-63.64
20041,19871,-63.64
20051,19881,-63.64
20061,19891,-63.64
20071,19901,-63.64
20081,19911,-63.64
20091,19921,-63.64
20101,19931,-63.64
20201,20031,-63.64
20211,20041,-63.64
20221,20051,-63.64
20231,20061,-63.64
20241,20071,-63.64
20251,20081,-63.64
20261,20091,-63.64
20271,20101,-63.64
20281,20111,-63.64
20291,20121,-63.64
20821,20651,-63.64
20831,20661,-63.64
20841,20671,-63.64
20851,20681,-63.64
20861,20691,-63.64
20871,20701,-63.64
20881,20711,-63.64
20891,20721,-63.64
20901,20731,-63.64
20911,20741,-63.64
21011,20841,-63.64
21021,20851,-63.64
