INJECTION SCHEME : Single_20b_0_0_0_Instabilities

idx,inj Nbr,	Ring,RF Bucket,Bu Spac (ns),bu per PS batch,SPS Batch spac,PSbatch nbr
1,	1,	ring_1,	1,		0,		1,		0,	1
2,	1,	ring_2,	301,		0,		1,		0,	1
3,	2,	ring_2,	5001,		0,		1,		0,	1
4,	2,	ring_1,	5501,		0,		1,		0,	1
5,	3,	ring_2,	6001,		0,		1,		0,	1
6,	3,	ring_1,	6501,		0,		1,		0,	1
7,	4,	ring_2,	7001,		0,		1,		0,	1
8,	4,	ring_1,	7501,		0,		1,		0,	1
9,	5,	ring_2,	8001,		0,		1,		0,	1
10,	5,	ring_1,	8501,		0,		1,		0,	1
11,	6,	ring_2,	10001,		0,		1,		0,	1
12,	6,	ring_1,	10501,		0,		1,		0,	1
13,	7,	ring_2,	11001,		0,		1,		0,	1
14,	7,	ring_1,	11501,		0,		1,		0,	1
15,	8,	ring_2,	12001,		0,		1,		0,	1
16,	8,	ring_1,	12501,		0,		1,		0,	1
17,	9,	ring_2,	13001,		0,		1,		0,	1
18,	9,	ring_1,	13501,		0,		1,		0,	1
19,	10,	ring_2,	14001,		0,		1,		0,	1
20,	10,	ring_1,	14501,		0,		1,		0,	1
21,	11,	ring_2,	15001,		0,		1,		0,	1
22,	11,	ring_1,	15501,		0,		1,		0,	1
23,	12,	ring_2,	16001,		0,		1,		0,	1
24,	12,	ring_1,	16501,		0,		1,		0,	1
25,	13,	ring_2,	17001,		0,		1,		0,	1
26,	13,	ring_1,	17501,		0,		1,		0,	1
27,	14,	ring_2,	18001,		0,		1,		0,	1
28,	14,	ring_1,	18501,		0,		1,		0,	1
29,	15,	ring_2,	19001,		0,		1,		0,	1
30,	15,	ring_1,	19501,		0,		1,		0,	1
31,	16,	ring_2,	20001,		0,		1,		0,	1
32,	16,	ring_1,	20501,		0,		1,		0,	1
33,	17,	ring_2,	21001,		0,		1,		0,	1
34,	17,	ring_1,	21501,		0,		1,		0,	1
35,	18,	ring_2,	22001,		0,		1,		0,	1
36,	18,	ring_1,	22501,		0,		1,		0,	1
Bu Spac : space in ns between bunches in the same PS train
SPS Batch Spac : space in ns between 2 first bunches of consecutive PS trains in the SPS

Tot number of B1 bunches(probe/Nominal) : 0/18
Tot number of B2 bunches(probe/Nominal) : 0/18

Tot number of B1 injections : 18
Tot number of B2 injections : 18

Collisions at IP1&5: 0
B1-empty at IP1&5: 18
B2-empty at IP1&5: 18
Empty-empty at IP1&5: 3528

Collisions at IP2: 0
B1-empty at IP2: 18
B2-empty at IP2: 18
Empty-empty at IP2: 3528

Collisions at IP8: 0
B1-empty at IP8: 18
B2-empty at IP8: 18
Empty-empty at IP8: 3528

LONG RANGE COLL IN IR1
RFbucketbeam1,RFbucketbeam2,z-pos/m

LONG RANGE COLL IN IR2
RFbucketbeam1,RFbucketbeam2,z-pos/m

LONG RANGE COLL IN IR5
RFbucketbeam1,RFbucketbeam2,z-pos/m

LONG RANGE COLL IN IR8
RFbucketbeam1,RFbucketbeam2,z-pos/m


LONG RANGE FOR BEAM 1
RFbucket,Slot,Head-On IP1,Head-On IP2,Head-On IP5,Head-On IP8,Head-On Tot,LR IP1,LR IP2,LR IP5,LR IP8,LR Tot
1,0,0,0,0,0,0,0,0,0,0,0
5501,550,0,0,0,0,0,0,0,0,0,0
6501,650,0,0,0,0,0,0,0,0,0,0
7501,750,0,0,0,0,0,0,0,0,0,0
8501,850,0,0,0,0,0,0,0,0,0,0
10501,1050,0,0,0,0,0,0,0,0,0,0
11501,1150,0,0,0,0,0,0,0,0,0,0
12501,1250,0,0,0,0,0,0,0,0,0,0
13501,1350,0,0,0,0,0,0,0,0,0,0
14501,1450,0,0,0,0,0,0,0,0,0,0
15501,1550,0,0,0,0,0,0,0,0,0,0
16501,1650,0,0,0,0,0,0,0,0,0,0
17501,1750,0,0,0,0,0,0,0,0,0,0
18501,1850,0,0,0,0,0,0,0,0,0,0
19501,1950,0,0,0,0,0,0,0,0,0,0
20501,2050,0,0,0,0,0,0,0,0,0,0
21501,2150,0,0,0,0,0,0,0,0,0,0
22501,2250,0,0,0,0,0,0,0,0,0,0

LONG RANGE FOR BEAM 2
RFbucket,Slot,Head-On IP1,Head-On IP2,Head-On IP5,Head-On IP8,Head-On Tot,LR IP1,LR IP2,LR IP5,LR IP8,LR Tot
301,30,0,0,0,0,0,0,0,0,0,0
5001,500,0,0,0,0,0,0,0,0,0,0
6001,600,0,0,0,0,0,0,0,0,0,0
7001,700,0,0,0,0,0,0,0,0,0,0
8001,800,0,0,0,0,0,0,0,0,0,0
10001,1000,0,0,0,0,0,0,0,0,0,0
11001,1100,0,0,0,0,0,0,0,0,0,0
12001,1200,0,0,0,0,0,0,0,0,0,0
13001,1300,0,0,0,0,0,0,0,0,0,0
14001,1400,0,0,0,0,0,0,0,0,0,0
15001,1500,0,0,0,0,0,0,0,0,0,0
16001,1600,0,0,0,0,0,0,0,0,0,0
17001,1700,0,0,0,0,0,0,0,0,0,0
18001,1800,0,0,0,0,0,0,0,0,0,0
19001,1900,0,0,0,0,0,0,0,0,0,0
20001,2000,0,0,0,0,0,0,0,0,0,0
21001,2100,0,0,0,0,0,0,0,0,0,0
22001,2200,0,0,0,0,0,0,0,0,0,0

HEAD ON COLLISIONS FOR B1
B1 bucket number,IP1,IP2,IP5,IP8
1,-,-,-,-
5501,-,-,-,-
6501,-,-,-,-
7501,-,-,-,-
8501,-,-,-,-
10501,-,-,-,-
11501,-,-,-,-
12501,-,-,-,-
13501,-,-,-,-
14501,-,-,-,-
15501,-,-,-,-
16501,-,-,-,-
17501,-,-,-,-
18501,-,-,-,-
19501,-,-,-,-
20501,-,-,-,-
21501,-,-,-,-
22501,-,-,-,-

HEAD ON COLLISIONS FOR B2
B2 bucket number,IP1,IP2,IP5,IP8
301,-,-,-,-
5001,-,-,-,-
6001,-,-,-,-
7001,-,-,-,-
8001,-,-,-,-
10001,-,-,-,-
11001,-,-,-,-
12001,-,-,-,-
13001,-,-,-,-
14001,-,-,-,-
15001,-,-,-,-
16001,-,-,-,-
17001,-,-,-,-
18001,-,-,-,-
19001,-,-,-,-
20001,-,-,-,-
21001,-,-,-,-
22001,-,-,-,-
