INJECTION SCHEME : 100_150ns_484Pb_460_456_53_36bpi_17inj

idx,inj Nbr,	Ring,RF Bucket,Bu Spac (ns),bu per PS batch,SPS Batch spac,PSbatch nbr
1,	1,	ring_1,	11,		100,		4,		0,	1
2,	1,	ring_2,	11,		100,		4,		0,	1
3,	2,	ring_1,	691,		100,		4,		450,	6
4,	2,	ring_2,	691,		100,		4,		450,	6
5,	3,	ring_1,	2361,		100,		4,		450,	6
6,	3,	ring_2,	2361,		100,		4,		450,	6
7,	4,	ring_1,	3771,		100,		4,		450,	9
8,	4,	ring_2,	3771,		100,		4,		450,	9
9,	5,	ring_1,	5921,		100,		4,		450,	9
10,	5,	ring_2,	5921,		100,		4,		450,	9
11,	6,	ring_1,	9571,		100,		4,		450,	6
12,	6,	ring_2,	9571,		100,		4,		450,	6
13,	7,	ring_1,	11271,		100,		4,		450,	6
14,	7,	ring_2,	11271,		100,		4,		450,	6
15,	8,	ring_1,	12681,		100,		4,		450,	9
16,	8,	ring_2,	12681,		100,		4,		450,	9
17,	9,	ring_1,	14831,		100,		4,		450,	9
18,	9,	ring_2,	14831,		100,		4,		450,	9
19,	10,	ring_2,	18481,		100,		4,		450,	6
20,	10,	ring_1,	18511,		100,		4,		450,	6
21,	11,	ring_1,	20181,		100,		4,		450,	6
22,	11,	ring_2,	20181,		100,		4,		450,	6
23,	12,	ring_1,	21591,		100,		4,		450,	9
24,	12,	ring_2,	21591,		100,		4,		450,	9
25,	13,	ring_1,	23741,		100,		4,		450,	9
26,	13,	ring_2,	23741,		100,		4,		450,	9
27,	14,	ring_1,	27421,		100,		4,		450,	6
28,	14,	ring_2,	27421,		100,		4,		450,	6
29,	15,	ring_1,	29091,		100,		4,		450,	6
30,	15,	ring_2,	29091,		100,		4,		450,	6
31,	16,	ring_1,	30501,		100,		4,		450,	9
32,	16,	ring_2,	30501,		100,		4,		450,	9
33,	17,	ring_1,	32651,		100,		4,		450,	9
34,	17,	ring_2,	32651,		100,		4,		450,	9
Bu Spac : space in ns between bunches in the same PS train
SPS Batch Spac : space in ns between 2 first bunches of consecutive PS trains in the SPS

Tot number of B1 bunches(probe/Nominal) : 0/484
Tot number of B2 bunches(probe/Nominal) : 0/484

Tot number of B1 injections : 17
Tot number of B2 injections : 17

Collisions at IP1&5: 460
B1-empty at IP1&5: 24
B2-empty at IP1&5: 24
Empty-empty at IP1&5: 3056

Collisions at IP2: 456
B1-empty at IP2: 28
B2-empty at IP2: 28
Empty-empty at IP2: 3052

Collisions at IP8: 53
B1-empty at IP8: 431
B2-empty at IP8: 431
Empty-empty at IP8: 2649

LONG RANGE COLL IN IRIP1
RFbucketbeam1,RFbucketbeam2,z-pos/m
18691,18521,-63.64
18731,18561,-63.64
18771,18601,-63.64
18871,18701,-63.64
18911,18741,-63.64
18951,18781,-63.64
19051,18881,-63.64
19091,18921,-63.64
19131,18961,-63.64
19231,19061,-63.64
19271,19101,-63.64
19311,19141,-63.64
19411,19241,-63.64
19451,19281,-63.64
19491,19321,-63.64
18631,18481,-56.15
18811,18661,-56.15
18991,18841,-56.15
19171,19021,-56.15
19351,19201,-56.15
19531,19381,-56.15
871,731,-52.41
911,771,-52.41
951,811,-52.41
1051,911,-52.41
1091,951,-52.41
1131,991,-52.41
1231,1091,-52.41
1271,1131,-52.41
1311,1171,-52.41
1411,1271,-52.41
1451,1311,-52.41
1491,1351,-52.41
1591,1451,-52.41
1631,1491,-52.41
1671,1531,-52.41
2541,2401,-52.41
2581,2441,-52.41
2621,2481,-52.41
2721,2581,-52.41
2761,2621,-52.41
2801,2661,-52.41
2901,2761,-52.41
2941,2801,-52.41
2981,2841,-52.41
3081,2941,-52.41
3121,2981,-52.41
3161,3021,-52.41
3261,3121,-52.41
3301,3161,-52.41
3341,3201,-52.41
3951,3811,-52.41
3991,3851,-52.41
4031,3891,-52.41
4131,3991,-52.41
4171,4031,-52.41
4211,4071,-52.41
4311,4171,-52.41
4351,4211,-52.41
4391,4251,-52.41
4491,4351,-52.41
4531,4391,-52.41
4571,4431,-52.41
4671,4531,-52.41
4711,4571,-52.41
4751,4611,-52.41
4851,4711,-52.41
4891,4751,-52.41
4931,4791,-52.41
5031,4891,-52.41
5071,4931,-52.41
5111,4971,-52.41
5211,5071,-52.41
5251,5111,-52.41
5291,5151,-52.41
6101,5961,-52.41
6141,6001,-52.41
6181,6041,-52.41
6281,6141,-52.41
6321,6181,-52.41
6361,6221,-52.41
6461,6321,-52.41
6501,6361,-52.41
6541,6401,-52.41
6641,6501,-52.41
6681,6541,-52.41
6721,6581,-52.41
6821,6681,-52.41
6861,6721,-52.41
6901,6761,-52.41
7001,6861,-52.41
7041,6901,-52.41
7081,6941,-52.41
7181,7041,-52.41
7221,7081,-52.41
7261,7121,-52.41
7361,7221,-52.41
7401,7261,-52.41
7441,7301,-52.41
9751,9611,-52.41
9791,9651,-52.41
9831,9691,-52.41
9931,9791,-52.41
9971,9831,-52.41
10011,9871,-52.41
10111,9971,-52.41
10151,10011,-52.41
10191,10051,-52.41
10291,10151,-52.41
10331,10191,-52.41
10371,10231,-52.41
10471,10331,-52.41
10511,10371,-52.41
10551,10411,-52.41
11451,11311,-52.41
11491,11351,-52.41
11531,11391,-52.41
11631,11491,-52.41
11671,11531,-52.41
11711,11571,-52.41
11811,11671,-52.41
11851,11711,-52.41
11891,11751,-52.41
11991,11851,-52.41
12031,11891,-52.41
12071,11931,-52.41
12171,12031,-52.41
12211,12071,-52.41
12251,12111,-52.41
12861,12721,-52.41
12901,12761,-52.41
12941,12801,-52.41
13041,12901,-52.41
13081,12941,-52.41
13121,12981,-52.41
13221,13081,-52.41
13261,13121,-52.41
13301,13161,-52.41
13401,13261,-52.41
13441,13301,-52.41
13481,13341,-52.41
13581,13441,-52.41
13621,13481,-52.41
13661,13521,-52.41
13761,13621,-52.41
13801,13661,-52.41
13841,13701,-52.41
13941,13801,-52.41
13981,13841,-52.41
14021,13881,-52.41
14121,13981,-52.41
14161,14021,-52.41
14201,14061,-52.41
15011,14871,-52.41
15051,14911,-52.41
15091,14951,-52.41
15191,15051,-52.41
15231,15091,-52.41
15271,15131,-52.41
15371,15231,-52.41
15411,15271,-52.41
15451,15311,-52.41
15551,15411,-52.41
15591,15451,-52.41
15631,15491,-52.41
15731,15591,-52.41
15771,15631,-52.41
15811,15671,-52.41
15911,15771,-52.41
15951,15811,-52.41
15991,15851,-52.41
16091,15951,-52.41
16131,15991,-52.41
16171,16031,-52.41
16271,16131,-52.41
16311,16171,-52.41
16351,16211,-52.41
20361,20221,-52.41
20401,20261,-52.41
20441,20301,-52.41
20541,20401,-52.41
20581,20441,-52.41
20621,20481,-52.41
20721,20581,-52.41
20761,20621,-52.41
20801,20661,-52.41
20901,20761,-52.41
20941,20801,-52.41
20981,20841,-52.41
21081,20941,-52.41
21121,20981,-52.41
21161,21021,-52.41
21771,21631,-52.41
21811,21671,-52.41
21851,21711,-52.41
21951,21811,-52.41
21991,21851,-52.41
22031,21891,-52.41
22131,21991,-52.41
22171,22031,-52.41
22211,22071,-52.41
22311,22171,-52.41
22351,22211,-52.41
22391,22251,-52.41
22491,22351,-52.41
22531,22391,-52.41
22571,22431,-52.41
22671,22531,-52.41
22711,22571,-52.41
22751,22611,-52.41
22851,22711,-52.41
22891,22751,-52.41
22931,22791,-52.41
23031,22891,-52.41
23071,22931,-52.41
23111,22971,-52.41
23921,23781,-52.41
23961,23821,-52.41
24001,23861,-52.41
24101,23961,-52.41
24141,24001,-52.41
24181,24041,-52.41
24281,24141,-52.41
24321,24181,-52.41
24361,24221,-52.41
24461,24321,-52.41
24501,24361,-52.41
