INJECTION SCHEME : 25ns_26b_26_9_12_12bpi_4inj_MD3294

idx,inj Nbr,	Ring,RF Bucket,Bu Spac (ns),bu per PS batch,SPS Batch spac,PSbatch nbr
1,	1,	ring_1,	101,		0,		1,		0,	1
2,	1,	ring_2,	101,		0,		1,		0,	1
3,	2,	ring_1,	5351,		0,		1,		0,	1
4,	2,	ring_2,	5351,		0,		1,		0,	1
5,	3,	ring_1,	7491,		25,		12,		0,	1
6,	3,	ring_2,	7491,		25,		12,		0,	1
7,	4,	ring_1,	16431,		25,		12,		0,	1
8,	4,	ring_2,	16431,		25,		12,		0,	1
Bu Spac : space in ns between bunches in the same PS train
SPS Batch Spac : space in ns between 2 first bunches of consecutive PS trains in the SPS

Tot number of B1 bunches(probe/Nominal) : 0/26
Tot number of B2 bunches(probe/Nominal) : 0/26

Tot number of B1 injections : 4
Tot number of B2 injections : 4

Collisions at IP1&5: 26
B1-empty at IP1&5: 0
B2-empty at IP1&5: 0
Empty-empty at IP1&5: 3538

Collisions at IP2: 9
B1-empty at IP2: 17
B2-empty at IP2: 17
Empty-empty at IP2: 3521

Collisions at IP8: 12
B1-empty at IP8: 14
B2-empty at IP8: 14
Empty-empty at IP8: 3524

LONG RANGE COLL IN IRIP1
RFbucketbeam1,RFbucketbeam2,z-pos/m
7601,7491,-41.18
16541,16431,-41.18
7591,7491,-37.43
7601,7501,-37.43
16531,16431,-37.43
16541,16441,-37.43
7581,7491,-33.69
7591,7501,-33.69
7601,7511,-33.69
16521,16431,-33.69
16531,16441,-33.69
16541,16451,-33.69
7571,7491,-29.95
7581,7501,-29.95
7591,7511,-29.95
7601,7521,-29.95
16511,16431,-29.95
16521,16441,-29.95
16531,16451,-29.95
16541,16461,-29.95
7561,7491,-26.2
7571,7501,-26.2
7581,7511,-26.2
7591,7521,-26.2
7601,7531,-26.2
16501,16431,-26.2
16511,16441,-26.2
16521,16451,-26.2
16531,16461,-26.2
16541,16471,-26.2
7551,7491,-22.46
7561,7501,-22.46
7571,7511,-22.46
7581,7521,-22.46
7591,7531,-22.46
7601,7541,-22.46
16491,16431,-22.46
16501,16441,-22.46
16511,16451,-22.46
16521,16461,-22.46
16531,16471,-22.46
16541,16481,-22.46
7541,7491,-18.72
7551,7501,-18.72
7561,7511,-18.72
7571,7521,-18.72
7581,7531,-18.72
7591,7541,-18.72
7601,7551,-18.72
16481,16431,-18.72
16491,16441,-18.72
16501,16451,-18.72
16511,16461,-18.72
16521,16471,-18.72
16531,16481,-18.72
16541,16491,-18.72
7531,7491,-14.97
7541,7501,-14.97
7551,7511,-14.97
7561,7521,-14.97
