INJECTION SCHEME : Multi_70b_58_20_22_4bpi_19inj

idx,inj Nbr,	Ring,RF Bucket,Bu Spac (ns),bu per PS batch,SPS Batch spac,PSbatch nbr
1,	1,	ring_1,	121,		0,		1,		1000,	4
2,	1,	ring_2,	121,		0,		1,		1000,	4
3,	2,	ring_1,	1751,		0,		1,		1000,	4
4,	2,	ring_2,	1751,		0,		1,		1000,	4
5,	3,	ring_1,	3351,		0,		1,		1000,	4
6,	3,	ring_2,	3351,		0,		1,		1000,	4
7,	4,	ring_1,	4961,		0,		1,		1000,	2
8,	4,	ring_2,	4961,		0,		1,		1000,	4
9,	5,	ring_1,	6781,		0,		1,		1000,	4
10,	5,	ring_2,	6971,		0,		1,		1000,	4
11,	6,	ring_1,	9061,		0,		1,		1000,	4
12,	6,	ring_2,	9061,		0,		1,		1000,	4
13,	7,	ring_1,	10691,		0,		1,		1000,	4
14,	7,	ring_2,	10691,		0,		1,		1000,	4
15,	8,	ring_1,	12291,		0,		1,		1000,	4
16,	8,	ring_2,	12291,		0,		1,		1000,	4
17,	9,	ring_1,	13901,		0,		1,		1000,	4
18,	9,	ring_2,	13901,		0,		1,		1000,	2
19,	10,	ring_2,	15691,		0,		1,		1000,	4
20,	10,	ring_1,	15911,		0,		1,		1000,	4
21,	11,	ring_1,	18171,		0,		1,		1000,	4
22,	11,	ring_2,	18171,		0,		1,		1000,	4
23,	12,	ring_1,	19771,		0,		1,		1000,	4
24,	12,	ring_2,	19771,		0,		1,		1000,	4
25,	13,	ring_1,	21371,		0,		1,		1000,	4
26,	13,	ring_2,	21371,		0,		1,		1000,	4
27,	14,	ring_1,	22971,		0,		1,		1000,	4
28,	14,	ring_2,	22971,		0,		1,		1000,	4
29,	15,	ring_1,	25431,		0,		1,		1000,	2
30,	15,	ring_2,	25621,		0,		1,		1000,	2
31,	16,	ring_1,	27081,		0,		1,		1000,	2
32,	16,	ring_2,	27081,		0,		1,		1000,	2
33,	17,	ring_1,	27881,		0,		1,		1000,	4
34,	17,	ring_2,	27881,		0,		1,		1000,	4
35,	18,	ring_1,	29481,		0,		1,		1000,	4
36,	18,	ring_2,	29481,		0,		1,		1000,	4
37,	19,	ring_1,	31081,		0,		1,		1000,	4
38,	19,	ring_2,	31081,		0,		1,		1000,	4
Bu Spac : space in ns between bunches in the same PS train
SPS Batch Spac : space in ns between 2 first bunches of consecutive PS trains in the SPS

Tot number of B1 bunches(probe/Nominal) : 0/70
Tot number of B2 bunches(probe/Nominal) : 0/70

Tot number of B1 injections : 19
Tot number of B2 injections : 19

Collisions at IP1&5: 58
B1-empty at IP1&5: 12
B2-empty at IP1&5: 12
Empty-empty at IP1&5: 3482

Collisions at IP2: 20
B1-empty at IP2: 50
B2-empty at IP2: 50
Empty-empty at IP2: 3444

Collisions at IP8: 22
B1-empty at IP8: 48
B2-empty at IP8: 48
Empty-empty at IP8: 3446

LONG RANGE COLL IN IRIP1
RFbucketbeam1,RFbucketbeam2,z-pos/m
121,121,0
521,521,0
921,921,0
1321,1321,0
1751,1751,0
2151,2151,0
2551,2551,0
2951,2951,0
3351,3351,0
3751,3751,0
4151,4151,0
4551,4551,0
4961,4961,0
5361,5361,0
9061,9061,0
9461,9461,0
9861,9861,0
10261,10261,0
10691,10691,0
11091,11091,0
11491,11491,0
11891,11891,0
12291,12291,0
12691,12691,0
13091,13091,0
13491,13491,0
13901,13901,0
14301,14301,0
18171,18171,0
18571,18571,0
18971,18971,0
19371,19371,0
19771,19771,0
20171,20171,0
20571,20571,0
20971,20971,0
21371,21371,0
21771,21771,0
22171,22171,0
22571,22571,0
22971,22971,0
23371,23371,0
23771,23771,0
24171,24171,0
27081,27081,0
27481,27481,0
27881,27881,0
28281,28281,0
28681,28681,0
29081,29081,0
29481,29481,0
29881,29881,0
30281,30281,0
30681,30681,0
31081,31081,0
31481,31481,0
31881,31881,0
32281,32281,0

LONG RANGE COLL IN IRIP2
RFbucketbeam1,RFbucketbeam2,z-pos/m
6781,15691,0
7181,16091,0
7581,16491,0
7981,16891,0
16711,25621,0
17111,26021,0
18171,27081,0
18571,27481,0
18971,27881,0
19371,28281,0
19771,28681,0
20171,29081,0
20571,29481,0
20971,29881,0
21371,30281,0
21771,30681,0
22171,31081,0
22571,31481,0
22971,31881,0
23371,32281,0
121,9061,11.23
521,9461,11.23
921,9861,11.23
1321,10261,11.23
1751,10691,11.23
2151,11091,11.23
2551,11491,11.23
2951,11891,11.23
3351,12291,11.23
3751,12691,11.23
4151,13091,11.23
4551,13491,11.23
4961,13901,11.23
5361,14301,11.23
13901,22971,59.89
14301,23371,59.89
14701,23771,59.89
15101,24171,59.89
10691,19771,63.64
11091,20171,63.64
11491,20571,63.64
11891,20971,63.64
12291,21371,63.64
12691,21771,63.64
13091,22171,63.64
13491,22571,63.64
27081,521,63.64
27481,921,63.64
27881,1321,63.64

LONG RANGE COLL IN IRIP5
RFbucketbeam1,RFbucketbeam2,z-pos/m
121,121,0
521,521,0
921,921,0
1321,1321,0
1751,1751,0
2151,2151,0
2551,2551,0
2951,2951,0
3351,3351,0
3751,3751,0
4151,4151,0
4551,4551,0
4961,4961,0
5361,5361,0
9061,9061,0
9461,9461,0
9861,9861,0
10261,10261,0
10691,10691,0
11091,11091,0
11491,11491,0
11891,11891,0
12291,12291,0
12691,12691,0
13091,13091,0
13491,13491,0
13901,13901,0
14301,14301,0
18171,18171,0
18571,18571,0
18971,18971,0
19371,19371,0
19771,19771,0
20171,20171,0
20571,20571,0
20971,20971,0
21371,21371,0
21771,21771,0
22171,22171,0
22571,22571,0
22971,22971,0
23371,23371,0
23771,23771,0
24171,24171,0
27081,27081,0
27481,27481,0
27881,27881,0
28281,28281,0
28681,28681,0
29081,29081,0
29481,29481,0
29881,29881,0
30281,30281,0
30681,30681,0
31081,31081,0
31481,31481,0
31881,31881,0
32281,32281,0

LONG RANGE COLL IN IRIP8
RFbucketbeam1,RFbucketbeam2,z-pos/m
