INJECTION SCHEME : 50ns_1452b_1450_21_1128_144bpi_11inj

idx,inj Nbr,	Ring,RF Bucket,Bu Spac (ns),bu per PS batch,SPS Batch spac,PSbatch nbr
1,	1,	ring_1,	71,		50,		12,		0,	1
2,	1,	ring_2,	111,		50,		12,		0,	1
3,	2,	ring_1,	761,		50,		36,		1950,	4
4,	2,	ring_2,	761,		50,		36,		1950,	4
5,	3,	ring_1,	4121,		50,		36,		1950,	4
6,	3,	ring_2,	4121,		50,		36,		1950,	4
7,	4,	ring_1,	7481,		50,		36,		1950,	4
8,	4,	ring_2,	7481,		50,		36,		1950,	4
9,	5,	ring_1,	10841,		50,		36,		1950,	4
10,	5,	ring_2,	10841,		50,		36,		1950,	4
11,	6,	ring_1,	14201,		50,		36,		1950,	4
12,	6,	ring_2,	14201,		50,		36,		1950,	4
13,	7,	ring_1,	17561,		50,		36,		1950,	4
14,	7,	ring_2,	17561,		50,		36,		1950,	4
15,	8,	ring_1,	20921,		50,		36,		1950,	4
16,	8,	ring_2,	20921,		50,		36,		1950,	4
17,	9,	ring_1,	24281,		50,		36,		1950,	4
18,	9,	ring_2,	24281,		50,		36,		1950,	4
19,	10,	ring_1,	27641,		50,		36,		1950,	4
20,	10,	ring_2,	27641,		50,		36,		1950,	4
21,	11,	ring_1,	31001,		50,		36,		1950,	4
22,	11,	ring_2,	31001,		50,		36,		1950,	4
Bu Spac : space in ns between bunches in the same PS train
SPS Batch Spac : space in ns between 2 first bunches of consecutive PS trains in the SPS

Tot number of B1 bunches(probe/Nominal) : 0/1452
Tot number of B2 bunches(probe/Nominal) : 0/1452

Tot number of B1 injections : 11
Tot number of B2 injections : 11

Collisions at IP1&5: 1450
B1-empty at IP1&5: 2
B2-empty at IP1&5: 2
Empty-empty at IP1&5: 2110

Collisions at IP2: 21
B1-empty at IP2: 1431
B2-empty at IP2: 1431
Empty-empty at IP2: 681

Collisions at IP8: 1128
B1-empty at IP8: 324
B2-empty at IP8: 324
Empty-empty at IP8: 1788

LONG RANGE COLL IN IRIP1
RFbucketbeam1,RFbucketbeam2,z-pos/m
271,111,-59.89
291,131,-59.89
921,761,-59.89
941,781,-59.89
961,801,-59.89
981,821,-59.89
1001,841,-59.89
1021,861,-59.89
1041,881,-59.89
1061,901,-59.89
1081,921,-59.89
1101,941,-59.89
1121,961,-59.89
1141,981,-59.89
1161,1001,-59.89
1181,1021,-59.89
1201,1041,-59.89
1221,1061,-59.89
1241,1081,-59.89
1261,1101,-59.89
1281,1121,-59.89
1301,1141,-59.89
1321,1161,-59.89
1341,1181,-59.89
1361,1201,-59.89
1381,1221,-59.89
1401,1241,-59.89
1421,1261,-59.89
1441,1281,-59.89
1461,1301,-59.89
1541,1381,-59.89
1561,1401,-59.89
1581,1421,-59.89
1601,1441,-59.89
1621,1461,-59.89
1701,1541,-59.89
1721,1561,-59.89
1741,1581,-59.89
1761,1601,-59.89
1781,1621,-59.89
1801,1641,-59.89
1821,1661,-59.89
1841,1681,-59.89
1861,1701,-59.89
1881,1721,-59.89
1901,1741,-59.89
1921,1761,-59.89
1941,1781,-59.89
1961,1801,-59.89
1981,1821,-59.89
2001,1841,-59.89
2021,1861,-59.89
2041,1881,-59.89
2061,1901,-59.89
2081,1921,-59.89
2101,1941,-59.89
2121,1961,-59.89
2141,1981,-59.89
2161,2001,-59.89
2181,2021,-59.89
2201,2041,-59.89
2221,2061,-59.89
2241,2081,-59.89
2321,2161,-59.89
2341,2181,-59.89
2361,2201,-59.89
2381,2221,-59.89
2401,2241,-59.89
2481,2321,-59.89
2501,2341,-59.89
2521,2361,-59.89
2541,2381,-59.89
2561,2401,-59.89
2581,2421,-59.89
2601,2441,-59.89
2621,2461,-59.89
2641,2481,-59.89
2661,2501,-59.89
2681,2521,-59.89
2701,2541,-59.89
2721,2561,-59.89
2741,2581,-59.89
2761,2601,-59.89
2781,2621,-59.89
2801,2641,-59.89
2821,2661,-59.89
2841,2681,-59.89
2861,2701,-59.89
2881,2721,-59.89
2901,2741,-59.89
2921,2761,-59.89
2941,2781,-59.89
2961,2801,-59.89
2981,2821,-59.89
3001,2841,-59.89
3021,2861,-59.89
3101,2941,-59.89
3121,2961,-59.89
