INJECTION SCHEME : 100_150ns_632Pb_288_316_126_36bpi_20inj_V2

idx,inj Nbr,	Ring,RF Bucket,Bu Spac (ns),bu per PS batch,SPS Batch spac,PSbatch nbr
1,	1,	ring_2,	71,		100,		4,		0,	1
2,	1,	ring_1,	91,		100,		4,		0,	1
3,	2,	ring_2,	511,		100,		4,		450,	7
4,	2,	ring_1,	531,		100,		4,		450,	7
5,	3,	ring_2,	2031,		100,		4,		450,	9
6,	3,	ring_1,	2051,		100,		4,		450,	9
7,	4,	ring_1,	3931,		100,		4,		450,	9
8,	4,	ring_2,	3931,		100,		4,		450,	9
9,	5,	ring_1,	5811,		100,		4,		450,	9
10,	5,	ring_2,	5811,		100,		4,		450,	9
11,	6,	ring_1,	7741,		100,		4,		450,	5
12,	6,	ring_2,	7761,		100,		4,		450,	5
13,	7,	ring_1,	9031,		100,		4,		450,	9
14,	7,	ring_2,	9081,		100,		4,		450,	9
15,	8,	ring_1,	10911,		100,		4,		450,	9
16,	8,	ring_2,	10961,		100,		4,		450,	9
17,	9,	ring_1,	12861,		100,		4,		450,	9
18,	9,	ring_2,	12861,		100,		4,		450,	9
19,	10,	ring_1,	14741,		100,		4,		450,	9
20,	10,	ring_2,	14741,		100,		4,		450,	9
21,	11,	ring_2,	16651,		100,		4,		450,	5
22,	11,	ring_1,	16701,		100,		4,		450,	5
23,	12,	ring_2,	17941,		100,		4,		450,	9
24,	12,	ring_1,	17951,		100,		4,		450,	9
25,	13,	ring_2,	19821,		100,		4,		450,	9
26,	13,	ring_1,	19831,		100,		4,		450,	9
27,	14,	ring_1,	21751,		100,		4,		450,	9
28,	14,	ring_2,	21751,		100,		4,		450,	9
29,	15,	ring_1,	23631,		100,		4,		450,	9
30,	15,	ring_2,	23631,		100,		4,		450,	9
31,	16,	ring_1,	25591,		100,		4,		450,	5
32,	16,	ring_2,	25611,		100,		4,		450,	5
33,	17,	ring_2,	26861,		100,		4,		450,	9
34,	17,	ring_1,	26881,		100,		4,		450,	9
35,	18,	ring_2,	28741,		100,		4,		450,	9
36,	18,	ring_1,	28761,		100,		4,		450,	9
37,	19,	ring_1,	30641,		100,		4,		450,	9
38,	19,	ring_2,	30641,		100,		4,		450,	9
39,	20,	ring_1,	32521,		100,		4,		450,	9
40,	20,	ring_2,	32521,		100,		4,		450,	9
Bu Spac : space in ns between bunches in the same PS train
SPS Batch Spac : space in ns between 2 first bunches of consecutive PS trains in the SPS

Tot number of B1 bunches(probe/Nominal) : 0/632
Tot number of B2 bunches(probe/Nominal) : 0/632

Tot number of B1 injections : 20
Tot number of B2 injections : 20

Collisions at IP1&5: 288
B1-empty at IP1&5: 344
B2-empty at IP1&5: 344
Empty-empty at IP1&5: 2588

Collisions at IP2: 316
B1-empty at IP2: 316
B2-empty at IP2: 316
Empty-empty at IP2: 2616

Collisions at IP8: 126
B1-empty at IP8: 506
B2-empty at IP8: 506
Empty-empty at IP8: 2426

LONG RANGE COLL IN IR1
RFbucketbeam1,RFbucketbeam2,z-pos/m
9251,9081,-63.64
9291,9121,-63.64
9331,9161,-63.64
9431,9261,-63.64
9471,9301,-63.64
9511,9341,-63.64
9611,9441,-63.64
9651,9481,-63.64
9691,9521,-63.64
9791,9621,-63.64
9831,9661,-63.64
9871,9701,-63.64
9971,9801,-63.64
10011,9841,-63.64
10051,9881,-63.64
10151,9981,-63.64
10191,10021,-63.64
10231,10061,-63.64
10331,10161,-63.64
10371,10201,-63.64
10411,10241,-63.64
10511,10341,-63.64
10551,10381,-63.64
10591,10421,-63.64
11131,10961,-63.64
11171,11001,-63.64
11211,11041,-63.64
11311,11141,-63.64
11351,11181,-63.64
11391,11221,-63.64
11491,11321,-63.64
11531,11361,-63.64
11571,11401,-63.64
11671,11501,-63.64
11711,11541,-63.64
11751,11581,-63.64
11851,11681,-63.64
11891,11721,-63.64
11931,11761,-63.64
12031,11861,-63.64
12071,11901,-63.64
12111,11941,-63.64
12211,12041,-63.64
12251,12081,-63.64
12291,12121,-63.64
12391,12221,-63.64
12431,12261,-63.64
12471,12301,-63.64
16821,16651,-63.64
17001,16831,-63.64
17181,17011,-63.64
17361,17191,-63.64
17541,17371,-63.64
711,551,-59.89
751,591,-59.89
791,631,-59.89
891,731,-59.89
931,771,-59.89
971,811,-59.89
1071,911,-59.89
1111,951,-59.89
1151,991,-59.89
1251,1091,-59.89
1291,1131,-59.89
1331,1171,-59.89
1431,1271,-59.89
1471,1311,-59.89
1511,1351,-59.89
1611,1451,-59.89
1651,1491,-59.89
1691,1531,-59.89
2231,2071,-59.89
2271,2111,-59.89
2311,2151,-59.89
2411,2251,-59.89
2451,2291,-59.89
2491,2331,-59.89
2591,2431,-59.89
2631,2471,-59.89
2671,2511,-59.89
2771,2611,-59.89
2811,2651,-59.89
2851,2691,-59.89
2951,2791,-59.89
2991,2831,-59.89
3031,2871,-59.89
3131,2971,-59.89
3171,3011,-59.89
3211,3051,-59.89
3311,3151,-59.89
3351,3191,-59.89
3391,3231,-59.89
3491,3331,-59.89
3531,3371,-59.89
3571,3411,-59.89
7921,7761,-59.89
7961,7801,-59.89
8001,7841,-59.89
8041,7881,-59.89
8101,7941,-59.89
8141,7981,-59.89
8181,8021,-59.89
8221,8061,-59.89
8281,8121,-59.89
8321,8161,-59.89
8361,8201,-59.89
8401,8241,-59.89
8461,8301,-59.89
8501,8341,-59.89
8541,8381,-59.89
8581,8421,-59.89
25771,25611,-59.89
25811,25651,-59.89
25851,25691,-59.89
25891,25731,-59.89
25951,25791,-59.89
25991,25831,-59.89
26031,25871,-59.89
26071,25911,-59.89
26131,25971,-59.89
26171,26011,-59.89
26211,26051,-59.89
26251,26091,-59.89
26311,26151,-59.89
26351,26191,-59.89
26391,26231,-59.89
26431,26271,-59.89
27061,26901,-59.89
27101,26941,-59.89
27141,26981,-59.89
27241,27081,-59.89
27281,27121,-59.89
27321,27161,-59.89
27421,27261,-59.89
27461,27301,-59.89
27501,27341,-59.89
27601,27441,-59.89
27641,27481,-59.89
27681,27521,-59.89
