CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, incl, central, 2, 0, 0.3, 20, 1000, 0, 1, "((1.13199+(0.00121087*x))+(-2.1714e-06*(x*x)))+(1.06583e-09*(x*(x*x)))" 
0, incl, down, 2, 0, 0.3, 20, 1000, 0, 1, "((1.09518+(0.000823444*x))+(-1.1289e-06*(x*x)))+(3.82933e-10*(x*(x*x)))" 
0, incl, up, 2, 0, 0.3, 20, 1000, 0, 1, "((1.1688+(0.00159691*x))+(-3.21137e-06*(x*x)))+(1.74795e-09*(x*(x*x)))" 
0, incl, central, 2, 0.3, 0.6, 20, 1000, 0, 1, "((1.09165+(0.000702517*x))+(-1.02871e-06*(x*x)))+(4.30424e-10*(x*(x*x)))" 
0, incl, down, 2, 0.3, 0.6, 20, 1000, 0, 1, "((1.05683+(0.000364968*x))+(-1.36739e-07*(x*x)))+(-1.49029e-10*(x*(x*x)))" 
0, incl, up, 2, 0.3, 0.6, 20, 1000, 0, 1, "((1.12646+(0.00103951*x))+(-1.91997e-06*(x*x)))+(1.00985e-09*(x*(x*x)))" 
0, incl, central, 2, 0.6, 0.9, 20, 1000, 0, 1, "((1.0784+(0.000436514*x))+(-4.80533e-07*(x*x)))+(1.33671e-10*(x*(x*x)))" 
0, incl, down, 2, 0.6, 0.9, 20, 1000, 0, 1, "((1.04698+(9.25694e-05*x))+(4.4349e-07*(x*x)))+(-4.79468e-10*(x*(x*x)))" 
0, incl, up, 2, 0.6, 0.9, 20, 1000, 0, 1, "((1.10982+(0.000780264*x))+(-1.40461e-06*(x*x)))+(7.47048e-10*(x*(x*x)))" 
0, incl, central, 2, 0.9, 1.2, 20, 1000, 0, 1, "((1.07503+(0.000526042*x))+(-6.49158e-07*(x*x)))+(1.62348e-10*(x*(x*x)))" 
0, incl, down, 2, 0.9, 1.2, 20, 1000, 0, 1, "((1.04579+(0.000173093*x))+(3.18263e-07*(x*x)))+(-4.91223e-10*(x*(x*x)))" 
0, incl, up, 2, 0.9, 1.2, 20, 1000, 0, 1, "((1.10426+(0.000878747*x))+(-1.61676e-06*(x*x)))+(8.16318e-10*(x*(x*x)))" 
0, incl, central, 2, 1.2, 1.5, 20, 1000, 0, 1, "((1.04288+(0.000657559*x))+(-1.06594e-06*(x*x)))+(3.86717e-10*(x*(x*x)))" 
0, incl, down, 2, 1.2, 1.5, 20, 1000, 0, 1, "((1.01419+(0.000577889*x))+(-8.55682e-07*(x*x)))+(2.468e-10*(x*(x*x)))" 
0, incl, up, 2, 1.2, 1.5, 20, 1000, 0, 1, "((1.07156+(0.00073673*x))+(-1.27588e-06*(x*x)))+(5.26892e-10*(x*(x*x)))" 
0, incl, central, 2, 1.5, 1.8, 20, 1000, 0, 1, "((1.03033+(0.000622107*x))+(-1.09864e-06*(x*x)))+(4.7558e-10*(x*(x*x)))" 
0, incl, down, 2, 1.5, 1.8, 20, 1000, 0, 1, "((1.00339+(0.000508366*x))+(-7.81139e-07*(x*x)))+(2.53078e-10*(x*(x*x)))" 
