CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9985, 1.1, "0.756263"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -15, 0, "1.3161"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0, 0.12, "1.84066"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.12, 0.35, "2.34981+-4.24297*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.35, 0.494, "1.07528+-0.601448*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.494, 0.562, "1.67808+-1.82168*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.562, 0.63, "0.309768+0.613027*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.63, 0.698, "0.84027+-0.22904*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.698, 0.766, "0.854994+-0.250134*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.766, 0.8135, "2.06638+-1.83158*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.8135, 0.8405, "1.85607+-1.57306*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.8405, 0.8675, "2.31567+-2.11988*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.8675, 0.8945, "0.69106+-0.247122*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.8945, 0.9215, "0.63014+-0.179017*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9215, 0.9415, "2.00938+-1.67575*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9415, 0.9545, "2.17897+-1.85588*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9545, 0.9675, "2.27244+-1.9538*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9675, 0.9805, "2.54036+-2.23072*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9805, 0.9985, "2.08293+-1.7642*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9985, 1.1, "0.32138"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -15, 0, "0.32934"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0, 0.12, "0"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.12, 0.35, "-0.63241+5.27008*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.35, 0.494, "0.838294+1.06807*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.494, 0.562, "-0.232173+3.23501*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.562, 0.63, "2.19771+-1.08863*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.63, 0.698, "1.25563+0.406737*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.698, 0.766, "1.22948+0.444196*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.766, 0.8135, "-0.921742+3.25258*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.8135, 0.8405, "-0.548268+2.79349*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.8405, 0.8675, "-1.36444+3.76454*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.8675, 0.8945, "1.5206+0.438847*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.8945, 0.9215, "1.62879+0.317904*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9215, 0.9415, "-0.820519+2.97586*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9415, 0.9545, "-1.12168+3.29573*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9545, 0.9675, "-1.28767+3.46963*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9675, 0.9805, "-1.76344+3.96139*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9805, 0.9985, "-0.951133+3.13292*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9985, 1.1, "2.17709"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -15, 0, "0.966915"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0, 0.12, "1.60901"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.12, 0.35, "2.01636+-3.39456*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.35, 0.494, "1.05304+-0.642224*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.494, 0.562, "3.21267+-5.01393*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.562, 0.63, "-3.10899+6.23457*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.63, 0.698, "0.172299+1.02617*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.698, 0.766, "0.286177+0.863023*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.766, 0.8135, "0.0696667+1.14567*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.8135, 0.8405, "-0.541197+1.89658*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.8405, 0.8675, "-1.16223+2.63546*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.8675, 0.8945, "-0.56092+1.94231*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.8945, 0.9215, "-0.443609+1.81117*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9215, 0.9415, "-1.77553+3.25655*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9415, 0.9545, "-2.28329+3.79586*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9545, 0.9675, "-2.45004+3.97056*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9675, 0.9805, "-2.97636+4.51456*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9805, 0.9985, "-2.89081+4.42731*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9985, 1.1, "1.52986"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -15, 0, "1.03536"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0, 0.12, "0.347809"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.12, 0.35, "-0.0883728+3.63485*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.35, 0.494, "0.943134+0.687683*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.494, 0.562, "-1.36936+5.36884*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.562, 0.63, "5.39978+-6.67588*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.63, 0.698, "1.88622+-1.09881*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.698, 0.766, "1.76428+-0.924112*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.766, 0.8135, "1.99612+-1.22677*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.8135, 0.8405, "2.65022+-2.03083*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.8405, 0.8675, "3.31521+-2.82202*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.8675, 0.8945, "2.67134+-2.0798*x"
