cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.49, -0.34, "1.30454+-0.460209*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.34, -0.19, "0.856216+-1.77882*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.19, -0.04, "0.702861+-2.58595*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -0.04, 0.11, "0.835233+0.723351*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.11, 0.254, "1.1265+-1.92457*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.254, 0.392, "-0.257129+3.5228*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.392, 0.53, "1.59073+-1.19113*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.53, 0.668, "0.274506+1.29232*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.668, 0.806, "1.56137+-0.634126*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.806, 0.8885, "-1.45428+3.10738*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "6.96193+-6.365*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "9.77406+-9.43669*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "-0.40225+1.36046*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "0.7655+0.155969*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.9965, 1.1, "0.925584"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -1.1, -0.93375, "1.5586"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.93375, -0.78625, "0.437237+-1.17984*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.78625, -0.64, "0.102917+-1.60505*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.64, -0.49, "1.75839+0.981634*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.49, -0.34, "1.45997+0.372598*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.34, -0.19, "0.784883+-1.61294*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.19, -0.04, "0.822585+-1.41451*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -0.04, 0.11, "0.865947+-0.330451*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.11, 0.254, "0.96155+-1.19957*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.254, 0.392, "-0.107723+3.01017*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.392, 0.53, "1.90742+-2.1305*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.53, 0.668, "-0.0346037+1.5337*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.668, 0.806, "1.01675+-0.0401891*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.806, 0.8885, "0.414409+0.707134*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "4.26402+-3.62557*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "7.88793+-7.58397*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "0.215559+0.556478*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "2.77186+-2.08024*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.9965, 1.1, "0.70784"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -1.1, -0.93375, "0.20701"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.93375, -0.78625, "-1.38734+-1.77303*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.78625, -0.64, "6.66021+8.46234*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.64, -0.49, "2.72301+2.31045*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.49, -0.34, "2.23677+1.31814*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.34, -0.19, "0.990345+-2.34783*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.19, -0.04, "1.06019+-1.98022*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -0.04, 0.11, "1.12162+-0.444518*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.11, 0.254, "1.23182+-1.44637*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.254, 0.392, "-0.389001+4.93482*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.392, 0.53, "3.01136+-3.73957*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.53, 0.668, "-0.239881+2.39485*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.668, 0.806, "1.59377+-0.350142*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.806, 0.8885, "-1.10523+2.9985*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "5.94639+-4.93804*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "12.9329+-12.5694*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "-1.14397+2.36626*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "4.28655+-3.23509*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.9965, 1.1, "0.820232"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -1.1, -0.93375, "1.17915"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.93375, -0.78625, "-0.868885+-2.40595*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.78625, -0.64, "1.6356+0.779402*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.64, -0.49, "2.02591+1.38927*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.49, -0.34, "1.56327+0.445099*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.34, -0.19, "0.759315+-1.91948*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.19, -0.04, "0.817274+-1.61443*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -0.04, 0.11, "0.868669+-0.329542*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.11, 0.254, "0.951987+-1.08698*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.254, 0.392, "-0.178261+3.36282*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.392, 0.53, "2.05284+-2.32877*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.53, 0.668, "0.0701758+1.41211*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.668, 0.806, "1.22448+-0.315896*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.806, 0.8885, "-0.692835+2.06291*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "4.53005+-3.8154*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "9.44542+-9.18447*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "-0.974485+1.87114*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "3.13712+-2.36981*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.9965, 1.1, "0.663834"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -1.1, -0.93375, "1.36117"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.93375, -0.78625, "-0.726689+-2.229*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.78625, -0.64, "1.99277+1.22977*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.64, -0.49, "2.15252+1.47938*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.49, -0.34, "1.6138+0.379956*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.34, -0.19, "0.774681+-2.08804*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.19, -0.04, "0.838639+-1.75142*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.04, 0.11, "0.891663+-0.425819*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.11, 0.254, "0.97578+-1.19052*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.254, 0.392, "-0.178981+3.35578*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.392, 0.53, "2.11621+-2.4993*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.53, 0.668, "-0.013168+1.5184*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.668, 0.806, "1.21758+-0.324046*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.806, 0.8885, "-0.212106+1.44976*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "4.10206+-3.4058*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "8.76926+-8.50378*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "-1.45639+2.34571*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "2.26073+-1.48834*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9965, 1.1, "0.781349"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -1.1, -0.93375, "1.18866"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.93375, -0.78625, "-1.11481+-2.46325*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.78625, -0.64, "2.2657+1.83629*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.64, -0.49, "2.03881+1.48178*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.49, -0.34, "1.6472+0.682571*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.34, -0.19, "0.790433+-1.83733*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.19, -0.04, "0.844792+-1.55123*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.04, 0.11, "0.896603+-0.255949*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.11, 0.254, "0.984528+-1.05526*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.254, 0.392, "-0.219182+3.68375*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.392, 0.53, "2.18059+-2.43811*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.53, 0.668, "0.0931269+1.50049*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.668, 0.806, "1.30583+-0.314934*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.806, 0.8885, "-1.25762+2.86553*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "5.245+-4.45312*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "10.8239+-10.5469*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "-0.525371+1.49472*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "4.24776+-3.42857*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9965, 1.1, "0.833583"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -1.1, -0.93375, "1.21279"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.93375, -0.78625, "-0.773589+-2.12129*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.78625, -0.64, "2.27585+1.75718*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.64, -0.49, "2.09998+1.48237*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.49, -0.34, "1.60409+0.470358*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.34, -0.19, "0.775222+-1.9675*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.19, -0.04, "0.835795+-1.64869*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.04, 0.11, "0.889298+-0.311118*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.11, 0.254, "0.975259+-1.09258*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.254, 0.392, "-0.210864+3.57719*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.392, 0.53, "2.15051+-2.44673*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.53, 0.668, "0.05615+1.5049*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.668, 0.806, "1.25424+-0.288649*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.806, 0.8885, "-1.22932+2.79269*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "5.03514+-4.25791*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "10.4983+-10.2254*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "-0.532567+1.47852*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "4.1189+-3.31928*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9965, 1.1, "0.815019"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -1.1, -0.93375, "1.33997"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.93375, -0.78625, "-1.07391+-2.58097*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.78625, -0.64, "1.9755+1.29746*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.64, -0.49, "2.09159+1.47883*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.49, -0.34, "1.65819+0.594359*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.34, -0.19, "0.790266+-1.95836*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.19, -0.04, "0.847972+-1.65465*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, -0.04, 0.11, "0.899261+-0.372409*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.11, 0.254, "0.985344+-1.15498*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.254, 0.392, "-0.186692+3.45933*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.392, 0.53, "2.14625+-2.49205*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.53, 0.668, "0.0228437+1.51438*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.668, 0.806, "1.26945+-0.351793*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.806, 0.8885, "-0.215579+1.49067*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "4.29334+-3.58408*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "9.05916+-8.78979*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "-1.47227+2.38415*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "2.34602+-1.55426*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 20, 30, 0.9965, 1.1, "0.799519"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -1.1, -0.93375, "1.0179"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.93375, -0.78625, "3.28459+2.42752*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.78625, -0.64, "-1.61617+-3.80556*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.64, -0.49, "1.43304+0.958829*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.49, -0.34, "1.10558+0.29054*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.34, -0.19, "1.04077+0.099914*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.19, -0.04, "1.03824+0.0866397*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, -0.04, 0.11, "1.01606+-0.468053*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.11, 0.254, "1.05111+-0.786751*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.254, 0.392, "0.988716+-0.541089*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.392, 0.53, "1.10057+-0.826424*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.53, 0.668, "1.12707+-0.876435*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.668, 0.806, "1.12407+-0.871943*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.806, 0.8885, "1.5057+-1.34542*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "0.913861+-0.679316*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "1.25064+-1.04718*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "0.458502+-0.206714*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "2.22627+-2.0301*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 20, 30, 0.9965, 1.1, "0.20328"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -1.1, -0.93375, "0"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.93375, -0.78625, "0+0*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.78625, -0.64, "12.8873+16.3908*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.64, -0.49, "1.79355+-0.943136*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.49, -0.34, "2.14767+-0.220446*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.34, -0.19, "2.5202+0.875233*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.19, -0.04, "1.9681+-2.03058*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, -0.04, 0.11, "1.9292+-3.00294*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.11, 0.254, "1.25794+3.09943*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.254, 0.392, "1.50376+2.13164*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.392, 0.53, "1.06312+3.25573*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.53, 0.668, "0.958697+3.45275*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.668, 0.806, "0.97052+3.43505*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.806, 0.8885, "-0.532907+5.30034*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "1.79865+2.67619*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "0.471898+4.1254*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "3.59256+0.814357*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "-3.37164+7.99764*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 20, 30, 0.9965, 1.1, "4.59801"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -1.1, -0.93375, "0.988751"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.93375, -0.78625, "0.988751+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.78625, -0.64, "0.988751+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.64, -0.49, "0.988751+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.49, -0.34, "0.988751+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.34, -0.19, "0.988751+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.19, -0.04, "0.988751+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, -0.04, 0.11, "1.04557+1.42044*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.11, 0.254, "1.41487+-1.93687*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.254, 0.392, "1.29029+-1.44638*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.392, 0.53, "0.728162+-0.0123824*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.53, 0.668, "0.482417+0.451286*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.668, 0.806, "-0.404373+1.77882*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.806, 0.8885, "-1.31552+2.90927*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.8885, 0.9155, "-1.58497+3.21254*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9155, 0.9425, "-1.89999+3.55663*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9425, 0.9695, "-1.13837+2.74855*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9695, 0.9965, "-3.82768+5.52246*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 20, 30, 0.9965, 1.1, "1.67545"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -1.1, -0.93375, "1.01151"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.93375, -0.78625, "1.01151+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.78625, -0.64, "1.01151+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.64, -0.49, "1.01151+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.49, -0.34, "1.01151+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.34, -0.19, "1.01151+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.19, -0.04, "1.01151+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, -0.04, 0.11, "0.953383+-1.45313*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.11, 0.254, "0.575578+1.98145*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.254, 0.392, "0.703031+1.47967*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.392, 0.53, "1.2781+0.0126674*x"
