302056708 (0,0,0,3,31,0,1,0,2,0,) 4.0500 46.1295 -234.5000 
302056712 (0,0,0,3,31,0,1,1,2,0,) 4.0500 46.1295 -167.5000 
302056716 (0,0,0,3,31,0,1,2,2,0,) 4.0500 46.1295 -100.5000 
302056720 (0,0,0,3,31,0,1,3,2,0,) 4.0500 46.1295 -33.5000 
302056724 (0,0,0,3,31,0,1,4,2,0,) 4.0500 46.1295 33.5000 
302056728 (0,0,0,3,31,0,1,5,2,0,) 4.0500 46.1295 100.5000 
302056732 (0,0,0,3,31,0,1,6,2,0,) 4.0500 46.1295 167.5000 
302056736 (0,0,0,3,31,0,1,7,2,0,) 4.0500 46.1295 234.5000 
302056964 (0,0,0,3,31,1,1,0,2,0,) -4.0500 41.3785 -234.5000 
302056968 (0,0,0,3,31,1,1,1,2,0,) -4.0500 41.3785 -167.5000 
302056972 (0,0,0,3,31,1,1,2,2,0,) -4.0500 41.3785 -100.5000 
302056976 (0,0,0,3,31,1,1,3,2,0,) -4.0500 41.3785 -33.5000 
302056980 (0,0,0,3,31,1,1,4,2,0,) -4.0500 41.3785 33.5000 
302056984 (0,0,0,3,31,1,1,5,2,0,) -4.0500 41.3785 100.5000 
302056988 (0,0,0,3,31,1,1,6,2,0,) -4.0500 41.3785 167.5000 
302056992 (0,0,0,3,31,1,1,7,2,0,) -4.0500 41.3785 234.5000 
302057220 (0,0,0,3,31,3,1,0,2,0,) -15.7772 43.3476 -234.5000 
302057224 (0,0,0,3,31,3,1,1,2,0,) -15.7772 43.3476 -167.5000 
302057228 (0,0,0,3,31,3,1,2,2,0,) -15.7772 43.3476 -100.5000 
302057232 (0,0,0,3,31,3,1,3,2,0,) -15.7772 43.3476 -33.5000 
302057236 (0,0,0,3,31,3,1,4,2,0,) -15.7772 43.3476 33.5000 
302057240 (0,0,0,3,31,3,1,5,2,0,) -15.7772 43.3476 100.5000 
302057244 (0,0,0,3,31,3,1,6,2,0,) -15.7772 43.3476 167.5000 
302057248 (0,0,0,3,31,3,1,7,2,0,) -15.7772 43.3476 234.5000 
302057476 (0,0,0,3,31,5,1,0,2,0,) -26.5976 31.6978 -234.5000 
302057480 (0,0,0,3,31,5,1,1,2,0,) -26.5976 31.6978 -167.5000 
302057484 (0,0,0,3,31,5,1,2,2,0,) -26.5976 31.6978 -100.5000 
302057488 (0,0,0,3,31,5,1,3,2,0,) -26.5976 31.6978 -33.5000 
302057492 (0,0,0,3,31,5,1,4,2,0,) -26.5976 31.6978 33.5000 
302057496 (0,0,0,3,31,5,1,5,2,0,) -26.5976 31.6978 100.5000 
302057500 (0,0,0,3,31,5,1,6,2,0,) -26.5976 31.6978 167.5000 
302057504 (0,0,0,3,31,5,1,7,2,0,) -26.5976 31.6978 234.5000 
302057732 (0,0,0,3,31,7,1,0,2,0,) -39.9494 23.0648 -234.5000 
302057736 (0,0,0,3,31,7,1,1,2,0,) -39.9494 23.0648 -167.5000 
302057740 (0,0,0,3,31,7,1,2,2,0,) -39.9494 23.0648 -100.5000 
302057744 (0,0,0,3,31,7,1,3,2,0,) -39.9494 23.0648 -33.5000 
302057748 (0,0,0,3,31,7,1,4,2,0,) -39.9494 23.0648 33.5000 
302057752 (0,0,0,3,31,7,1,5,2,0,) -39.9494 23.0648 100.5000 
302057756 (0,0,0,3,31,7,1,6,2,0,) -39.9494 23.0648 167.5000 
302057760 (0,0,0,3,31,7,1,7,2,0,) -39.9494 23.0648 234.5000 
302057988 (0,0,0,3,31,9,1,0,2,0,) -40.7499 7.1853 -234.5000 
302057992 (0,0,0,3,31,9,1,1,2,0,) -40.7499 7.1853 -167.5000 
302057996 (0,0,0,3,31,9,1,2,2,0,) -40.7499 7.1853 -100.5000 
302058000 (0,0,0,3,31,9,1,3,2,0,) -40.7499 7.1853 -33.5000 
302058004 (0,0,0,3,31,9,1,4,2,0,) -40.7499 7.1853 33.5000 
302058008 (0,0,0,3,31,9,1,5,2,0,) -40.7499 7.1853 100.5000 
302058012 (0,0,0,3,31,9,1,6,2,0,) -40.7499 7.1853 167.5000 
302058016 (0,0,0,3,31,9,1,7,2,0,) -40.7499 7.1853 234.5000 
302058244 (0,0,0,3,31,11,1,0,2,0,) -45.4287 -8.0103 -234.5000 
302058248 (0,0,0,3,31,11,1,1,2,0,) -45.4287 -8.0103 -167.5000 
302058252 (0,0,0,3,31,11,1,2,2,0,) -45.4287 -8.0103 -100.5000 
302058256 (0,0,0,3,31,11,1,3,2,0,) -45.4287 -8.0103 -33.5000 
302058260 (0,0,0,3,31,11,1,4,2,0,) -45.4287 -8.0103 33.5000 
302058264 (0,0,0,3,31,11,1,5,2,0,) -45.4287 -8.0103 100.5000 
302058268 (0,0,0,3,31,11,1,6,2,0,) -45.4287 -8.0103 167.5000 
302058272 (0,0,0,3,31,11,1,7,2,0,) -45.4287 -8.0103 234.5000 
302058500 (0,0,0,3,31,13,1,0,2,0,) -35.8348 -20.6893 -234.5000 
302058504 (0,0,0,3,31,13,1,1,2,0,) -35.8348 -20.6893 -167.5000 
302058508 (0,0,0,3,31,13,1,2,2,0,) -35.8348 -20.6893 -100.5000 
302058512 (0,0,0,3,31,13,1,3,2,0,) -35.8348 -20.6893 -33.5000 
302058516 (0,0,0,3,31,13,1,4,2,0,) -35.8348 -20.6893 33.5000 
302058520 (0,0,0,3,31,13,1,5,2,0,) -35.8348 -20.6893 100.5000 
302058524 (0,0,0,3,31,13,1,6,2,0,) -35.8348 -20.6893 167.5000 
302058528 (0,0,0,3,31,13,1,7,2,0,) -35.8348 -20.6893 234.5000 
302058756 (0,0,0,3,31,15,1,0,2,0,) -29.6515 -35.3373 -234.5000 
302058760 (0,0,0,3,31,15,1,1,2,0,) -29.6515 -35.3373 -167.5000 
302058764 (0,0,0,3,31,15,1,2,2,0,) -29.6515 -35.3373 -100.5000 
302058768 (0,0,0,3,31,15,1,3,2,0,) -29.6515 -35.3373 -33.5000 
302058772 (0,0,0,3,31,15,1,4,2,0,) -29.6515 -35.3373 33.5000 
302058776 (0,0,0,3,31,15,1,5,2,0,) -29.6515 -35.3373 100.5000 
302058780 (0,0,0,3,31,15,1,6,2,0,) -29.6515 -35.3373 167.5000 
302058784 (0,0,0,3,31,15,1,7,2,0,) -29.6515 -35.3373 234.5000 
302059012 (0,0,0,3,31,17,1,0,2,0,) -14.1523 -38.8831 -234.5000 
302059016 (0,0,0,3,31,17,1,1,2,0,) -14.1523 -38.8831 -167.5000 
302059020 (0,0,0,3,31,17,1,2,2,0,) -14.1523 -38.8831 -100.5000 
302059024 (0,0,0,3,31,17,1,3,2,0,) -14.1523 -38.8831 -33.5000 
302059028 (0,0,0,3,31,17,1,4,2,0,) -14.1523 -38.8831 33.5000 
302059032 (0,0,0,3,31,17,1,5,2,0,) -14.1523 -38.8831 100.5000 
302059036 (0,0,0,3,31,17,1,6,2,0,) -14.1523 -38.8831 167.5000 
302059040 (0,0,0,3,31,17,1,7,2,0,) -14.1523 -38.8831 234.5000 
302059268 (0,0,0,3,31,19,1,0,2,0,) -4.0500 -46.1295 -234.5000 
302059272 (0,0,0,3,31,19,1,1,2,0,) -4.0500 -46.1295 -167.5000 
302059276 (0,0,0,3,31,19,1,2,2,0,) -4.0500 -46.1295 -100.5000 
302059280 (0,0,0,3,31,19,1,3,2,0,) -4.0500 -46.1295 -33.5000 
302059284 (0,0,0,3,31,19,1,4,2,0,) -4.0500 -46.1295 33.5000 
302059288 (0,0,0,3,31,19,1,5,2,0,) -4.0500 -46.1295 100.5000 
302059292 (0,0,0,3,31,19,1,6,2,0,) -4.0500 -46.1295 167.5000 
302059296 (0,0,0,3,31,19,1,7,2,0,) -4.0500 -46.1295 234.5000 
302059524 (0,0,0,3,31,20,1,0,2,0,) 4.0500 -41.3785 -234.5000 
302059528 (0,0,0,3,31,20,1,1,2,0,) 4.0500 -41.3785 -167.5000 
302059532 (0,0,0,3,31,20,1,2,2,0,) 4.0500 -41.3785 -100.5000 
302059536 (0,0,0,3,31,20,1,3,2,0,) 4.0500 -41.3785 -33.5000 
302059540 (0,0,0,3,31,20,1,4,2,0,) 4.0500 -41.3785 33.5000 
302059544 (0,0,0,3,31,20,1,5,2,0,) 4.0500 -41.3785 100.5000 
302059548 (0,0,0,3,31,20,1,6,2,0,) 4.0500 -41.3785 167.5000 
302059552 (0,0,0,3,31,20,1,7,2,0,) 4.0500 -41.3785 234.5000 
302059780 (0,0,0,3,31,22,1,0,2,0,) 15.7772 -43.3476 -234.5000 
302059784 (0,0,0,3,31,22,1,1,2,0,) 15.7772 -43.3476 -167.5000 
302059788 (0,0,0,3,31,22,1,2,2,0,) 15.7772 -43.3476 -100.5000 
302059792 (0,0,0,3,31,22,1,3,2,0,) 15.7772 -43.3476 -33.5000 
302059796 (0,0,0,3,31,22,1,4,2,0,) 15.7772 -43.3476 33.5000 
302059800 (0,0,0,3,31,22,1,5,2,0,) 15.7772 -43.3476 100.5000 
302059804 (0,0,0,3,31,22,1,6,2,0,) 15.7772 -43.3476 167.5000 
302059808 (0,0,0,3,31,22,1,7,2,0,) 15.7772 -43.3476 234.5000 
302060036 (0,0,0,3,31,24,1,0,2,0,) 26.5976 -31.6978 -234.5000 
302060040 (0,0,0,3,31,24,1,1,2,0,) 26.5976 -31.6978 -167.5000 
302060044 (0,0,0,3,31,24,1,2,2,0,) 26.5976 -31.6978 -100.5000 
302060048 (0,0,0,3,31,24,1,3,2,0,) 26.5976 -31.6978 -33.5000 
302060052 (0,0,0,3,31,24,1,4,2,0,) 26.5976 -31.6978 33.5000 
302060056 (0,0,0,3,31,24,1,5,2,0,) 26.5976 -31.6978 100.5000 
302060060 (0,0,0,3,31,24,1,6,2,0,) 26.5976 -31.6978 167.5000 
302060064 (0,0,0,3,31,24,1,7,2,0,) 26.5976 -31.6978 234.5000 
302060292 (0,0,0,3,31,26,1,0,2,0,) 39.9494 -23.0648 -234.5000 
302060296 (0,0,0,3,31,26,1,1,2,0,) 39.9494 -23.0648 -167.5000 
302060300 (0,0,0,3,31,26,1,2,2,0,) 39.9494 -23.0648 -100.5000 
302060304 (0,0,0,3,31,26,1,3,2,0,) 39.9494 -23.0648 -33.5000 
302060308 (0,0,0,3,31,26,1,4,2,0,) 39.9494 -23.0648 33.5000 
302060312 (0,0,0,3,31,26,1,5,2,0,) 39.9494 -23.0648 100.5000 
302060316 (0,0,0,3,31,26,1,6,2,0,) 39.9494 -23.0648 167.5000 
302060320 (0,0,0,3,31,26,1,7,2,0,) 39.9494 -23.0648 234.5000 
302060548 (0,0,0,3,31,28,1,0,2,0,) 40.7499 -7.1853 -234.5000 
302060552 (0,0,0,3,31,28,1,1,2,0,) 40.7499 -7.1853 -167.5000 
302060556 (0,0,0,3,31,28,1,2,2,0,) 40.7499 -7.1853 -100.5000 
302060560 (0,0,0,3,31,28,1,3,2,0,) 40.7499 -7.1853 -33.5000 
302060564 (0,0,0,3,31,28,1,4,2,0,) 40.7499 -7.1853 33.5000 
302060568 (0,0,0,3,31,28,1,5,2,0,) 40.7499 -7.1853 100.5000 
302060572 (0,0,0,3,31,28,1,6,2,0,) 40.7499 -7.1853 167.5000 
302060576 (0,0,0,3,31,28,1,7,2,0,) 40.7499 -7.1853 234.5000 
302121220 (0,0,0,3,32,48,1,0,2,0,) 70.0989 7.3677 -234.5000 
302121224 (0,0,0,3,32,48,1,1,2,0,) 70.0989 7.3677 -167.5000 
302121228 (0,0,0,3,32,48,1,2,2,0,) 70.0989 7.3677 -100.5000 
302121232 (0,0,0,3,32,48,1,3,2,0,) 70.0989 7.3677 -33.5000 
302121236 (0,0,0,3,32,48,1,4,2,0,) 70.0989 7.3677 33.5000 
302121240 (0,0,0,3,32,48,1,5,2,0,) 70.0989 7.3677 100.5000 
302121244 (0,0,0,3,32,48,1,6,2,0,) 70.0989 7.3677 167.5000 
302121248 (0,0,0,3,32,48,1,7,2,0,) 70.0989 7.3677 234.5000 
302121476 (0,0,0,3,32,50,1,0,2,0,) 71.5455 23.2465 -234.5000 
302121480 (0,0,0,3,32,50,1,1,2,0,) 71.5455 23.2465 -167.5000 
302121484 (0,0,0,3,32,50,1,2,2,0,) 71.5455 23.2465 -100.5000 
302121488 (0,0,0,3,32,50,1,3,2,0,) 71.5455 23.2465 -33.5000 
302121492 (0,0,0,3,32,50,1,4,2,0,) 71.5455 23.2465 33.5000 
302121496 (0,0,0,3,32,50,1,5,2,0,) 71.5455 23.2465 100.5000 
302121500 (0,0,0,3,32,50,1,6,2,0,) 71.5455 23.2465 167.5000 
302121504 (0,0,0,3,32,50,1,7,2,0,) 71.5455 23.2465 234.5000 
302121732 (0,0,0,3,32,52,1,0,2,0,) 61.0418 35.2425 -234.5000 
302121736 (0,0,0,3,32,52,1,1,2,0,) 61.0418 35.2425 -167.5000 
302121740 (0,0,0,3,32,52,1,2,2,0,) 61.0418 35.2425 -100.5000 
302121744 (0,0,0,3,32,52,1,3,2,0,) 61.0418 35.2425 -33.5000 
302121748 (0,0,0,3,32,52,1,4,2,0,) 61.0418 35.2425 33.5000 
302121752 (0,0,0,3,32,52,1,5,2,0,) 61.0418 35.2425 100.5000 
302121756 (0,0,0,3,32,52,1,6,2,0,) 61.0418 35.2425 167.5000 
302121760 (0,0,0,3,32,52,1,7,2,0,) 61.0418 35.2425 234.5000 
302121988 (0,0,0,3,32,54,1,0,2,0,) 55.9048 50.3369 -234.5000 
302121992 (0,0,0,3,32,54,1,1,2,0,) 55.9048 50.3369 -167.5000 
302121996 (0,0,0,3,32,54,1,2,2,0,) 55.9048 50.3369 -100.5000 
302122000 (0,0,0,3,32,54,1,3,2,0,) 55.9048 50.3369 -33.5000 
302122004 (0,0,0,3,32,54,1,4,2,0,) 55.9048 50.3369 33.5000 
302122008 (0,0,0,3,32,54,1,5,2,0,) 55.9048 50.3369 100.5000 
302122012 (0,0,0,3,32,54,1,6,2,0,) 55.9048 50.3369 167.5000 
302122016 (0,0,0,3,32,54,1,7,2,0,) 55.9048 50.3369 234.5000 
302122244 (0,0,0,3,32,56,1,0,2,0,) 41.4300 57.0236 -234.5000 
302122248 (0,0,0,3,32,56,1,1,2,0,) 41.4300 57.0236 -167.5000 
302122252 (0,0,0,3,32,56,1,2,2,0,) 41.4300 57.0236 -100.5000 
302122256 (0,0,0,3,32,56,1,3,2,0,) 41.4300 57.0236 -33.5000 
302122260 (0,0,0,3,32,56,1,4,2,0,) 41.4300 57.0236 33.5000 
302122264 (0,0,0,3,32,56,1,5,2,0,) 41.4300 57.0236 100.5000 
302122268 (0,0,0,3,32,56,1,6,2,0,) 41.4300 57.0236 167.5000 
302122272 (0,0,0,3,32,56,1,7,2,0,) 41.4300 57.0236 234.5000 
302122500 (0,0,0,3,32,58,1,0,2,0,) 30.5977 68.7236 -234.5000 
302122504 (0,0,0,3,32,58,1,1,2,0,) 30.5977 68.7236 -167.5000 
302122508 (0,0,0,3,32,58,1,2,2,0,) 30.5977 68.7236 -100.5000 
302122512 (0,0,0,3,32,58,1,3,2,0,) 30.5977 68.7236 -33.5000 
302122516 (0,0,0,3,32,58,1,4,2,0,) 30.5977 68.7236 33.5000 
302122520 (0,0,0,3,32,58,1,5,2,0,) 30.5977 68.7236 100.5000 
302122524 (0,0,0,3,32,58,1,6,2,0,) 30.5977 68.7236 167.5000 
302122528 (0,0,0,3,32,58,1,7,2,0,) 30.5977 68.7236 234.5000 
302122756 (0,0,0,3,32,60,1,0,2,0,) 14.6547 68.9447 -234.5000 
302122760 (0,0,0,3,32,60,1,1,2,0,) 14.6547 68.9447 -167.5000 
302122764 (0,0,0,3,32,60,1,2,2,0,) 14.6547 68.9447 -100.5000 
302122768 (0,0,0,3,32,60,1,3,2,0,) 14.6547 68.9447 -33.5000 
302122772 (0,0,0,3,32,60,1,4,2,0,) 14.6547 68.9447 33.5000 
302122776 (0,0,0,3,32,60,1,5,2,0,) 14.6547 68.9447 100.5000 
302122780 (0,0,0,3,32,60,1,6,2,0,) 14.6547 68.9447 167.5000 
302122784 (0,0,0,3,32,60,1,7,2,0,) 14.6547 68.9447 234.5000 
302123012 (0,0,0,3,32,0,1,0,2,0,) 4.0500 75.2274 -234.5000 
302123016 (0,0,0,3,32,0,1,1,2,0,) 4.0500 75.2274 -167.5000 
302123020 (0,0,0,3,32,0,1,2,2,0,) 4.0500 75.2274 -100.5000 
302123024 (0,0,0,3,32,0,1,3,2,0,) 4.0500 75.2274 -33.5000 
302123028 (0,0,0,3,32,0,1,4,2,0,) 4.0500 75.2274 33.5000 
302123032 (0,0,0,3,32,0,1,5,2,0,) 4.0500 75.2274 100.5000 
302123036 (0,0,0,3,32,0,1,6,2,0,) 4.0500 75.2274 167.5000 
302123040 (0,0,0,3,32,0,1,7,2,0,) 4.0500 75.2274 234.5000 
302123268 (0,0,0,3,32,1,1,0,2,0,) -4.0500 70.4850 -234.5000 
302123272 (0,0,0,3,32,1,1,1,2,0,) -4.0500 70.4850 -167.5000 
302123276 (0,0,0,3,32,1,1,2,2,0,) -4.0500 70.4850 -100.5000 
302123280 (0,0,0,3,32,1,1,3,2,0,) -4.0500 70.4850 -33.5000 
302123284 (0,0,0,3,32,1,1,4,2,0,) -4.0500 70.4850 33.5000 
302123288 (0,0,0,3,32,1,1,5,2,0,) -4.0500 70.4850 100.5000 
302123292 (0,0,0,3,32,1,1,6,2,0,) -4.0500 70.4850 167.5000 
302123296 (0,0,0,3,32,1,1,7,2,0,) -4.0500 70.4850 234.5000 
302123524 (0,0,0,3,32,3,1,0,2,0,) -15.6407 73.5835 -234.5000 
302123528 (0,0,0,3,32,3,1,1,2,0,) -15.6407 73.5835 -167.5000 
302123532 (0,0,0,3,32,3,1,2,2,0,) -15.6407 73.5835 -100.5000 
302123536 (0,0,0,3,32,3,1,3,2,0,) -15.6407 73.5835 -33.5000 
302123540 (0,0,0,3,32,3,1,4,2,0,) -15.6407 73.5835 33.5000 
302123544 (0,0,0,3,32,3,1,5,2,0,) -15.6407 73.5835 100.5000 
302123548 (0,0,0,3,32,3,1,6,2,0,) -15.6407 73.5835 167.5000 
302123552 (0,0,0,3,32,3,1,7,2,0,) -15.6407 73.5835 234.5000 
302123780 (0,0,0,3,32,5,1,0,2,0,) -28.6688 64.3913 -234.5000 
302123784 (0,0,0,3,32,5,1,1,2,0,) -28.6688 64.3913 -167.5000 
302123788 (0,0,0,3,32,5,1,2,2,0,) -28.6688 64.3913 -100.5000 
302123792 (0,0,0,3,32,5,1,3,2,0,) -28.6688 64.3913 -33.5000 
302123796 (0,0,0,3,32,5,1,4,2,0,) -28.6688 64.3913 33.5000 
302123800 (0,0,0,3,32,5,1,5,2,0,) -28.6688 64.3913 100.5000 
302123804 (0,0,0,3,32,5,1,6,2,0,) -28.6688 64.3913 167.5000 
302123808 (0,0,0,3,32,5,1,7,2,0,) -28.6688 64.3913 234.5000 
302124036 (0,0,0,3,32,7,1,0,2,0,) -44.2175 60.8602 -234.5000 
302124040 (0,0,0,3,32,7,1,1,2,0,) -44.2175 60.8602 -167.5000 
302124044 (0,0,0,3,32,7,1,2,2,0,) -44.2175 60.8602 -100.5000 
302124048 (0,0,0,3,32,7,1,3,2,0,) -44.2175 60.8602 -33.5000 
302124052 (0,0,0,3,32,7,1,4,2,0,) -44.2175 60.8602 33.5000 
302124056 (0,0,0,3,32,7,1,5,2,0,) -44.2175 60.8602 100.5000 
302124060 (0,0,0,3,32,7,1,6,2,0,) -44.2175 60.8602 167.5000 
302124064 (0,0,0,3,32,7,1,7,2,0,) -44.2175 60.8602 234.5000 
302124292 (0,0,0,3,32,9,1,0,2,0,) -52.3806 47.1637 -234.5000 
302124296 (0,0,0,3,32,9,1,1,2,0,) -52.3806 47.1637 -167.5000 
302124300 (0,0,0,3,32,9,1,2,2,0,) -52.3806 47.1637 -100.5000 
302124304 (0,0,0,3,32,9,1,3,2,0,) -52.3806 47.1637 -33.5000 
302124308 (0,0,0,3,32,9,1,4,2,0,) -52.3806 47.1637 33.5000 
302124312 (0,0,0,3,32,9,1,5,2,0,) -52.3806 47.1637 100.5000 
302124316 (0,0,0,3,32,9,1,6,2,0,) -52.3806 47.1637 167.5000 
302124320 (0,0,0,3,32,9,1,7,2,0,) -52.3806 47.1637 234.5000 
302124548 (0,0,0,3,32,11,1,0,2,0,) -65.1488 37.6137 -234.5000 
302124552 (0,0,0,3,32,11,1,1,2,0,) -65.1488 37.6137 -167.5000 
302124556 (0,0,0,3,32,11,1,2,2,0,) -65.1488 37.6137 -100.5000 
302124560 (0,0,0,3,32,11,1,3,2,0,) -65.1488 37.6137 -33.5000 
302124564 (0,0,0,3,32,11,1,4,2,0,) -65.1488 37.6137 33.5000 
302124568 (0,0,0,3,32,11,1,5,2,0,) -65.1488 37.6137 100.5000 
302124572 (0,0,0,3,32,11,1,6,2,0,) -65.1488 37.6137 167.5000 
302124576 (0,0,0,3,32,11,1,7,2,0,) -65.1488 37.6137 234.5000 
302124804 (0,0,0,3,32,13,1,0,2,0,) -67.0352 21.7811 -234.5000 
302124808 (0,0,0,3,32,13,1,1,2,0,) -67.0352 21.7811 -167.5000 
302124812 (0,0,0,3,32,13,1,2,2,0,) -67.0352 21.7811 -100.5000 
302124816 (0,0,0,3,32,13,1,3,2,0,) -67.0352 21.7811 -33.5000 
302124820 (0,0,0,3,32,13,1,4,2,0,) -67.0352 21.7811 33.5000 
302124824 (0,0,0,3,32,13,1,5,2,0,) -67.0352 21.7811 100.5000 
302124828 (0,0,0,3,32,13,1,6,2,0,) -67.0352 21.7811 167.5000 
302124832 (0,0,0,3,32,13,1,7,2,0,) -67.0352 21.7811 234.5000 
302125060 (0,0,0,3,32,15,1,0,2,0,) -74.8153 7.8634 -234.5000 
302125064 (0,0,0,3,32,15,1,1,2,0,) -74.8153 7.8634 -167.5000 
302125068 (0,0,0,3,32,15,1,2,2,0,) -74.8153 7.8634 -100.5000 
302125072 (0,0,0,3,32,15,1,3,2,0,) -74.8153 7.8634 -33.5000 
302125076 (0,0,0,3,32,15,1,4,2,0,) -74.8153 7.8634 33.5000 
302125080 (0,0,0,3,32,15,1,5,2,0,) -74.8153 7.8634 100.5000 
302125084 (0,0,0,3,32,15,1,6,2,0,) -74.8153 7.8634 167.5000 
302125088 (0,0,0,3,32,15,1,7,2,0,) -74.8153 7.8634 234.5000 
302125316 (0,0,0,3,32,17,1,0,2,0,) -70.0989 -7.3677 -234.5000 
302125320 (0,0,0,3,32,17,1,1,2,0,) -70.0989 -7.3677 -167.5000 
302125324 (0,0,0,3,32,17,1,2,2,0,) -70.0989 -7.3677 -100.5000 
302125328 (0,0,0,3,32,17,1,3,2,0,) -70.0989 -7.3677 -33.5000 
302125332 (0,0,0,3,32,17,1,4,2,0,) -70.0989 -7.3677 33.5000 
302125336 (0,0,0,3,32,17,1,5,2,0,) -70.0989 -7.3677 100.5000 
302125340 (0,0,0,3,32,17,1,6,2,0,) -70.0989 -7.3677 167.5000 
302125344 (0,0,0,3,32,17,1,7,2,0,) -70.0989 -7.3677 234.5000 
302125572 (0,0,0,3,32,19,1,0,2,0,) -71.5455 -23.2465 -234.5000 
302125576 (0,0,0,3,32,19,1,1,2,0,) -71.5455 -23.2465 -167.5000 
302125580 (0,0,0,3,32,19,1,2,2,0,) -71.5455 -23.2465 -100.5000 
302125584 (0,0,0,3,32,19,1,3,2,0,) -71.5455 -23.2465 -33.5000 
302125588 (0,0,0,3,32,19,1,4,2,0,) -71.5455 -23.2465 33.5000 
302125592 (0,0,0,3,32,19,1,5,2,0,) -71.5455 -23.2465 100.5000 
302125596 (0,0,0,3,32,19,1,6,2,0,) -71.5455 -23.2465 167.5000 
302125600 (0,0,0,3,32,19,1,7,2,0,) -71.5455 -23.2465 234.5000 
302125828 (0,0,0,3,32,21,1,0,2,0,) -61.0418 -35.2425 -234.5000 
302125832 (0,0,0,3,32,21,1,1,2,0,) -61.0418 -35.2425 -167.5000 
302125836 (0,0,0,3,32,21,1,2,2,0,) -61.0418 -35.2425 -100.5000 
302125840 (0,0,0,3,32,21,1,3,2,0,) -61.0418 -35.2425 -33.5000 
302125844 (0,0,0,3,32,21,1,4,2,0,) -61.0418 -35.2425 33.5000 
302125848 (0,0,0,3,32,21,1,5,2,0,) -61.0418 -35.2425 100.5000 
302125852 (0,0,0,3,32,21,1,6,2,0,) -61.0418 -35.2425 167.5000 
302125856 (0,0,0,3,32,21,1,7,2,0,) -61.0418 -35.2425 234.5000 
302126084 (0,0,0,3,32,23,1,0,2,0,) -55.9048 -50.3369 -234.5000 
302126088 (0,0,0,3,32,23,1,1,2,0,) -55.9048 -50.3369 -167.5000 
302126092 (0,0,0,3,32,23,1,2,2,0,) -55.9048 -50.3369 -100.5000 
302126096 (0,0,0,3,32,23,1,3,2,0,) -55.9048 -50.3369 -33.5000 
302126100 (0,0,0,3,32,23,1,4,2,0,) -55.9048 -50.3369 33.5000 
302126104 (0,0,0,3,32,23,1,5,2,0,) -55.9048 -50.3369 100.5000 
302126108 (0,0,0,3,32,23,1,6,2,0,) -55.9048 -50.3369 167.5000 
