# e/g max H/E vs |ieta| and hwPt
# Index is (|ieta|-1)*256+hwPt.
# Cuts corresponding to 99.5% efficiency.
#anything after # is ignored with the exception of the header
#the header is first valid line starting with #<header> versionStr(unused but may be in future) nrBitsAddress nrBitsData </header>
#<header> V2 13 9 </header>

0 16 # ieta=1, ET=0
1857 16 # ieta=8, ET=65
1858 16 # ieta=8, ET=66
1859 16 # ieta=8, ET=67
1860 16 # ieta=8, ET=68
1861 16 # ieta=8, ET=69
1862 16 # ieta=8, ET=70
1863 16 # ieta=8, ET=71
1864 16 # ieta=8, ET=72
1865 16 # ieta=8, ET=73
1866 16 # ieta=8, ET=74
1867 16 # ieta=8, ET=75
1868 16 # ieta=8, ET=76
1869 16 # ieta=8, ET=77
1870 16 # ieta=8, ET=78
1871 16 # ieta=8, ET=79
1872 16 # ieta=8, ET=80
1873 16 # ieta=8, ET=81
1874 16 # ieta=8, ET=82
1875 16 # ieta=8, ET=83
1876 16 # ieta=8, ET=84
1877 16 # ieta=8, ET=85
1878 16 # ieta=8, ET=86
1879 16 # ieta=8, ET=87
1880 16 # ieta=8, ET=88
1881 16 # ieta=8, ET=89
1882 16 # ieta=8, ET=90
1883 16 # ieta=8, ET=91
1884 16 # ieta=8, ET=92
1885 16 # ieta=8, ET=93
1886 16 # ieta=8, ET=94
1887 16 # ieta=8, ET=95
1888 16 # ieta=8, ET=96
1889 16 # ieta=8, ET=97
1890 16 # ieta=8, ET=98
1891 16 # ieta=8, ET=99
1892 16 # ieta=8, ET=100
1893 16 # ieta=8, ET=101
1894 16 # ieta=8, ET=102
1895 16 # ieta=8, ET=103
1896 16 # ieta=8, ET=104
1897 16 # ieta=8, ET=105
1898 16 # ieta=8, ET=106
1899 16 # ieta=8, ET=107
1900 16 # ieta=8, ET=108
1901 16 # ieta=8, ET=109
1902 16 # ieta=8, ET=110
1903 16 # ieta=8, ET=111
1904 16 # ieta=8, ET=112
1905 16 # ieta=8, ET=113
1906 16 # ieta=8, ET=114
1907 16 # ieta=8, ET=115
1908 16 # ieta=8, ET=116
1909 16 # ieta=8, ET=117
1910 16 # ieta=8, ET=118
1911 16 # ieta=8, ET=119
1912 16 # ieta=8, ET=120
1913 16 # ieta=8, ET=121
1914 16 # ieta=8, ET=122
1915 16 # ieta=8, ET=123
1916 16 # ieta=8, ET=124
1917 16 # ieta=8, ET=125
1918 16 # ieta=8, ET=126
1919 16 # ieta=8, ET=127
1920 16 # ieta=8, ET=128
1921 16 # ieta=8, ET=129
1922 16 # ieta=8, ET=130
1923 16 # ieta=8, ET=131
1924 16 # ieta=8, ET=132
1925 16 # ieta=8, ET=133
1926 16 # ieta=8, ET=134
1927 16 # ieta=8, ET=135
1928 16 # ieta=8, ET=136
1929 16 # ieta=8, ET=137
1930 16 # ieta=8, ET=138
1931 16 # ieta=8, ET=139
1932 16 # ieta=8, ET=140
1933 16 # ieta=8, ET=141
1934 16 # ieta=8, ET=142
1935 16 # ieta=8, ET=143
1936 16 # ieta=8, ET=144
1937 16 # ieta=8, ET=145
1938 16 # ieta=8, ET=146
1939 16 # ieta=8, ET=147
1940 16 # ieta=8, ET=148
1941 16 # ieta=8, ET=149
1942 16 # ieta=8, ET=150
1943 16 # ieta=8, ET=151
1944 16 # ieta=8, ET=152
1945 16 # ieta=8, ET=153
1946 16 # ieta=8, ET=154
1947 16 # ieta=8, ET=155
1948 16 # ieta=8, ET=156
1949 16 # ieta=8, ET=157
1950 16 # ieta=8, ET=158
1951 16 # ieta=8, ET=159
1952 16 # ieta=8, ET=160
1953 16 # ieta=8, ET=161
1954 16 # ieta=8, ET=162
1955 16 # ieta=8, ET=163
1956 16 # ieta=8, ET=164
1957 16 # ieta=8, ET=165
1958 16 # ieta=8, ET=166
1959 16 # ieta=8, ET=167
1960 16 # ieta=8, ET=168
1961 16 # ieta=8, ET=169
1962 511 # ieta=8, ET=170
1963 511 # ieta=8, ET=171
1964 511 # ieta=8, ET=172
1965 511 # ieta=8, ET=173
1966 511 # ieta=8, ET=174
1967 511 # ieta=8, ET=175
1968 511 # ieta=8, ET=176
1969 511 # ieta=8, ET=177
1970 511 # ieta=8, ET=178
1971 511 # ieta=8, ET=179
1972 511 # ieta=8, ET=180
1973 511 # ieta=8, ET=181
1974 511 # ieta=8, ET=182
1975 511 # ieta=8, ET=183
1976 511 # ieta=8, ET=184
1977 511 # ieta=8, ET=185
1978 511 # ieta=8, ET=186
1979 511 # ieta=8, ET=187
1980 511 # ieta=8, ET=188
1981 511 # ieta=8, ET=189
1982 511 # ieta=8, ET=190
1983 511 # ieta=8, ET=191
1984 511 # ieta=8, ET=192
1985 511 # ieta=8, ET=193
1986 511 # ieta=8, ET=194
1987 511 # ieta=8, ET=195
1988 511 # ieta=8, ET=196
1989 511 # ieta=8, ET=197
1990 511 # ieta=8, ET=198
1991 511 # ieta=8, ET=199
1992 511 # ieta=8, ET=200
1993 511 # ieta=8, ET=201
1994 511 # ieta=8, ET=202
1995 511 # ieta=8, ET=203
1996 511 # ieta=8, ET=204
1997 511 # ieta=8, ET=205
1998 511 # ieta=8, ET=206
1999 511 # ieta=8, ET=207
2000 511 # ieta=8, ET=208
2001 511 # ieta=8, ET=209
2002 511 # ieta=8, ET=210
2003 511 # ieta=8, ET=211
2004 511 # ieta=8, ET=212
2005 511 # ieta=8, ET=213
2006 511 # ieta=8, ET=214
2007 511 # ieta=8, ET=215
2008 511 # ieta=8, ET=216
2009 511 # ieta=8, ET=217
2010 511 # ieta=8, ET=218
2011 511 # ieta=8, ET=219
2012 511 # ieta=8, ET=220
2013 511 # ieta=8, ET=221
2014 511 # ieta=8, ET=222
2015 511 # ieta=8, ET=223
2016 511 # ieta=8, ET=224
2017 511 # ieta=8, ET=225
2018 511 # ieta=8, ET=226
2019 511 # ieta=8, ET=227
2020 511 # ieta=8, ET=228
2021 511 # ieta=8, ET=229
2022 511 # ieta=8, ET=230
2023 511 # ieta=8, ET=231
2024 511 # ieta=8, ET=232
2025 511 # ieta=8, ET=233
2026 511 # ieta=8, ET=234
2027 511 # ieta=8, ET=235
2028 511 # ieta=8, ET=236
2029 511 # ieta=8, ET=237
2030 511 # ieta=8, ET=238
2031 511 # ieta=8, ET=239
2032 511 # ieta=8, ET=240
2033 511 # ieta=8, ET=241
2034 511 # ieta=8, ET=242
2035 511 # ieta=8, ET=243
2036 511 # ieta=8, ET=244
2037 511 # ieta=8, ET=245
2038 511 # ieta=8, ET=246
2039 511 # ieta=8, ET=247
2040 511 # ieta=8, ET=248
2041 511 # ieta=8, ET=249
2042 511 # ieta=8, ET=250
2043 511 # ieta=8, ET=251
2044 511 # ieta=8, ET=252
2045 511 # ieta=8, ET=253
2046 511 # ieta=8, ET=254
2047 511 # ieta=8, ET=255
2048 16 # ieta=9, ET=0
2049 16 # ieta=9, ET=1
2050 16 # ieta=9, ET=2
2051 16 # ieta=9, ET=3
2052 16 # ieta=9, ET=4
2053 16 # ieta=9, ET=5
2054 16 # ieta=9, ET=6
2055 16 # ieta=9, ET=7
2056 16 # ieta=9, ET=8
2057 16 # ieta=9, ET=9
2058 16 # ieta=9, ET=10
2059 16 # ieta=9, ET=11
2060 16 # ieta=9, ET=12
2061 16 # ieta=9, ET=13
2062 16 # ieta=9, ET=14
2063 16 # ieta=9, ET=15
2064 16 # ieta=9, ET=16
2065 16 # ieta=9, ET=17
2066 16 # ieta=9, ET=18
2067 16 # ieta=9, ET=19
2068 16 # ieta=9, ET=20
2069 16 # ieta=9, ET=21
2070 16 # ieta=9, ET=22
2071 16 # ieta=9, ET=23
2072 16 # ieta=9, ET=24
2073 16 # ieta=9, ET=25
2074 16 # ieta=9, ET=26
2075 16 # ieta=9, ET=27
2076 16 # ieta=9, ET=28
2077 16 # ieta=9, ET=29
2078 16 # ieta=9, ET=30
2079 16 # ieta=9, ET=31
2080 16 # ieta=9, ET=32
2081 16 # ieta=9, ET=33
2082 16 # ieta=9, ET=34
2083 16 # ieta=9, ET=35
2084 16 # ieta=9, ET=36
2085 16 # ieta=9, ET=37
2086 16 # ieta=9, ET=38
2087 16 # ieta=9, ET=39
2088 16 # ieta=9, ET=40
2089 16 # ieta=9, ET=41
2090 16 # ieta=9, ET=42
2091 16 # ieta=9, ET=43
2092 16 # ieta=9, ET=44
2093 16 # ieta=9, ET=45
2094 16 # ieta=9, ET=46
2095 16 # ieta=9, ET=47
2096 16 # ieta=9, ET=48
2097 16 # ieta=9, ET=49
2098 16 # ieta=9, ET=50
2099 16 # ieta=9, ET=51
2100 16 # ieta=9, ET=52
2101 16 # ieta=9, ET=53
2102 16 # ieta=9, ET=54
2103 16 # ieta=9, ET=55
2104 16 # ieta=9, ET=56
2105 16 # ieta=9, ET=57
2106 16 # ieta=9, ET=58
2107 16 # ieta=9, ET=59
2108 16 # ieta=9, ET=60
2109 16 # ieta=9, ET=61
2110 16 # ieta=9, ET=62
2111 16 # ieta=9, ET=63
2112 16 # ieta=9, ET=64
2113 16 # ieta=9, ET=65
2114 16 # ieta=9, ET=66
2115 16 # ieta=9, ET=67
2116 16 # ieta=9, ET=68
2117 16 # ieta=9, ET=69
2118 16 # ieta=9, ET=70
2119 16 # ieta=9, ET=71
2120 16 # ieta=9, ET=72
2121 16 # ieta=9, ET=73
2122 16 # ieta=9, ET=74
2123 16 # ieta=9, ET=75
2124 16 # ieta=9, ET=76
2125 16 # ieta=9, ET=77
2126 16 # ieta=9, ET=78
2127 16 # ieta=9, ET=79
2128 16 # ieta=9, ET=80
2129 16 # ieta=9, ET=81
2130 16 # ieta=9, ET=82
2131 16 # ieta=9, ET=83
2132 16 # ieta=9, ET=84
2133 16 # ieta=9, ET=85
2134 16 # ieta=9, ET=86
2135 16 # ieta=9, ET=87
2136 16 # ieta=9, ET=88
2137 16 # ieta=9, ET=89
2138 16 # ieta=9, ET=90
2139 16 # ieta=9, ET=91
2140 16 # ieta=9, ET=92
2141 16 # ieta=9, ET=93
2142 16 # ieta=9, ET=94
2143 16 # ieta=9, ET=95
2144 16 # ieta=9, ET=96
2145 16 # ieta=9, ET=97
2146 16 # ieta=9, ET=98
2147 16 # ieta=9, ET=99
2148 16 # ieta=9, ET=100
2149 16 # ieta=9, ET=101
2150 16 # ieta=9, ET=102
2151 16 # ieta=9, ET=103
2152 16 # ieta=9, ET=104
2153 16 # ieta=9, ET=105
2154 16 # ieta=9, ET=106
2155 16 # ieta=9, ET=107
2156 16 # ieta=9, ET=108
2157 16 # ieta=9, ET=109
2158 16 # ieta=9, ET=110
2159 16 # ieta=9, ET=111
2160 16 # ieta=9, ET=112
2161 16 # ieta=9, ET=113
2162 16 # ieta=9, ET=114
2163 16 # ieta=9, ET=115
2164 16 # ieta=9, ET=116
2165 16 # ieta=9, ET=117
2166 16 # ieta=9, ET=118
2167 16 # ieta=9, ET=119
2168 16 # ieta=9, ET=120
2169 16 # ieta=9, ET=121
2170 16 # ieta=9, ET=122
2171 16 # ieta=9, ET=123
2172 16 # ieta=9, ET=124
2173 16 # ieta=9, ET=125
2174 16 # ieta=9, ET=126
2175 16 # ieta=9, ET=127
2176 16 # ieta=9, ET=128
2177 16 # ieta=9, ET=129
2178 16 # ieta=9, ET=130
2179 16 # ieta=9, ET=131
2180 16 # ieta=9, ET=132
2181 16 # ieta=9, ET=133
2182 16 # ieta=9, ET=134
2183 16 # ieta=9, ET=135
2184 16 # ieta=9, ET=136
2185 16 # ieta=9, ET=137
2186 16 # ieta=9, ET=138
2187 16 # ieta=9, ET=139
2188 16 # ieta=9, ET=140
2189 16 # ieta=9, ET=141
2190 16 # ieta=9, ET=142
2191 16 # ieta=9, ET=143
2192 16 # ieta=9, ET=144
2193 16 # ieta=9, ET=145
2194 16 # ieta=9, ET=146
2195 16 # ieta=9, ET=147
2196 16 # ieta=9, ET=148
2197 16 # ieta=9, ET=149
2198 16 # ieta=9, ET=150
2199 16 # ieta=9, ET=151
2200 16 # ieta=9, ET=152
2201 16 # ieta=9, ET=153
2202 16 # ieta=9, ET=154
2203 16 # ieta=9, ET=155
2204 16 # ieta=9, ET=156
2205 16 # ieta=9, ET=157
2206 16 # ieta=9, ET=158
2207 16 # ieta=9, ET=159
2208 16 # ieta=9, ET=160
2209 16 # ieta=9, ET=161
2210 16 # ieta=9, ET=162
2211 16 # ieta=9, ET=163
2212 16 # ieta=9, ET=164
2213 16 # ieta=9, ET=165
2214 16 # ieta=9, ET=166
2215 16 # ieta=9, ET=167
2216 16 # ieta=9, ET=168
2217 16 # ieta=9, ET=169
2218 511 # ieta=9, ET=170
2219 511 # ieta=9, ET=171
2220 511 # ieta=9, ET=172
2221 511 # ieta=9, ET=173
2222 511 # ieta=9, ET=174
2223 511 # ieta=9, ET=175
2224 511 # ieta=9, ET=176
2225 511 # ieta=9, ET=177
2226 511 # ieta=9, ET=178
2227 511 # ieta=9, ET=179
2228 511 # ieta=9, ET=180
2229 511 # ieta=9, ET=181
2230 511 # ieta=9, ET=182
2231 511 # ieta=9, ET=183
2232 511 # ieta=9, ET=184
2233 511 # ieta=9, ET=185
2234 511 # ieta=9, ET=186
2235 511 # ieta=9, ET=187
2236 511 # ieta=9, ET=188
2237 511 # ieta=9, ET=189
2238 511 # ieta=9, ET=190
2239 511 # ieta=9, ET=191
2240 511 # ieta=9, ET=192
2241 511 # ieta=9, ET=193
2242 511 # ieta=9, ET=194
2243 511 # ieta=9, ET=195
2244 511 # ieta=9, ET=196
2245 511 # ieta=9, ET=197
2246 511 # ieta=9, ET=198
2247 511 # ieta=9, ET=199
2248 511 # ieta=9, ET=200
2249 511 # ieta=9, ET=201
2250 511 # ieta=9, ET=202
2251 511 # ieta=9, ET=203
2252 511 # ieta=9, ET=204
2253 511 # ieta=9, ET=205
2254 511 # ieta=9, ET=206
2255 511 # ieta=9, ET=207
2256 511 # ieta=9, ET=208
2257 511 # ieta=9, ET=209
2258 511 # ieta=9, ET=210
2259 511 # ieta=9, ET=211
2260 511 # ieta=9, ET=212
2261 511 # ieta=9, ET=213
2262 511 # ieta=9, ET=214
2263 511 # ieta=9, ET=215
2264 511 # ieta=9, ET=216
2265 511 # ieta=9, ET=217
2266 511 # ieta=9, ET=218
2267 511 # ieta=9, ET=219
2268 511 # ieta=9, ET=220
2269 511 # ieta=9, ET=221
2270 511 # ieta=9, ET=222
2271 511 # ieta=9, ET=223
2272 511 # ieta=9, ET=224
2273 511 # ieta=9, ET=225
2274 511 # ieta=9, ET=226
2275 511 # ieta=9, ET=227
2276 511 # ieta=9, ET=228
2277 511 # ieta=9, ET=229
2278 511 # ieta=9, ET=230
2279 511 # ieta=9, ET=231
2280 511 # ieta=9, ET=232
2281 511 # ieta=9, ET=233
2282 511 # ieta=9, ET=234
2283 511 # ieta=9, ET=235
2284 511 # ieta=9, ET=236
2285 511 # ieta=9, ET=237
2286 511 # ieta=9, ET=238
2287 511 # ieta=9, ET=239
2288 511 # ieta=9, ET=240
2289 511 # ieta=9, ET=241
2290 511 # ieta=9, ET=242
2291 511 # ieta=9, ET=243
2292 511 # ieta=9, ET=244
2293 511 # ieta=9, ET=245
2294 511 # ieta=9, ET=246
2295 511 # ieta=9, ET=247
2296 511 # ieta=9, ET=248
2297 511 # ieta=9, ET=249
2298 511 # ieta=9, ET=250
2299 511 # ieta=9, ET=251
2300 511 # ieta=9, ET=252
2301 511 # ieta=9, ET=253
2302 511 # ieta=9, ET=254
2303 511 # ieta=9, ET=255
2304 16 # ieta=10, ET=0
2305 16 # ieta=10, ET=1
2306 16 # ieta=10, ET=2
2307 16 # ieta=10, ET=3
2308 16 # ieta=10, ET=4
2309 16 # ieta=10, ET=5
2310 16 # ieta=10, ET=6
2311 16 # ieta=10, ET=7
2312 16 # ieta=10, ET=8
2313 16 # ieta=10, ET=9
2314 16 # ieta=10, ET=10
2315 16 # ieta=10, ET=11
2316 16 # ieta=10, ET=12
2317 16 # ieta=10, ET=13
2318 16 # ieta=10, ET=14
2319 16 # ieta=10, ET=15
2320 16 # ieta=10, ET=16
2321 16 # ieta=10, ET=17
2322 16 # ieta=10, ET=18
2323 16 # ieta=10, ET=19
2324 16 # ieta=10, ET=20
2325 16 # ieta=10, ET=21
2326 16 # ieta=10, ET=22
2327 16 # ieta=10, ET=23
2328 16 # ieta=10, ET=24
2329 16 # ieta=10, ET=25
2330 16 # ieta=10, ET=26
2331 16 # ieta=10, ET=27
2332 16 # ieta=10, ET=28
2333 16 # ieta=10, ET=29
2334 16 # ieta=10, ET=30
2335 16 # ieta=10, ET=31
2336 16 # ieta=10, ET=32
2337 16 # ieta=10, ET=33
2338 16 # ieta=10, ET=34
2339 16 # ieta=10, ET=35
2340 16 # ieta=10, ET=36
2341 16 # ieta=10, ET=37
2342 16 # ieta=10, ET=38
2343 16 # ieta=10, ET=39
2344 16 # ieta=10, ET=40
2345 16 # ieta=10, ET=41
2346 16 # ieta=10, ET=42
2347 16 # ieta=10, ET=43
2348 16 # ieta=10, ET=44
2349 16 # ieta=10, ET=45
2350 16 # ieta=10, ET=46
2351 16 # ieta=10, ET=47
2352 16 # ieta=10, ET=48
2353 16 # ieta=10, ET=49
2354 16 # ieta=10, ET=50
2355 16 # ieta=10, ET=51
2356 16 # ieta=10, ET=52
2357 16 # ieta=10, ET=53
2358 16 # ieta=10, ET=54
2359 16 # ieta=10, ET=55
2360 16 # ieta=10, ET=56
2361 16 # ieta=10, ET=57
2362 16 # ieta=10, ET=58
2363 16 # ieta=10, ET=59
2364 16 # ieta=10, ET=60
2365 16 # ieta=10, ET=61
2366 16 # ieta=10, ET=62
2367 16 # ieta=10, ET=63
2368 16 # ieta=10, ET=64
2369 16 # ieta=10, ET=65
2370 16 # ieta=10, ET=66
2371 16 # ieta=10, ET=67
2372 16 # ieta=10, ET=68
2373 16 # ieta=10, ET=69
2374 16 # ieta=10, ET=70
2375 16 # ieta=10, ET=71
2376 16 # ieta=10, ET=72
2377 16 # ieta=10, ET=73
2378 16 # ieta=10, ET=74
2379 16 # ieta=10, ET=75
2380 16 # ieta=10, ET=76
2381 16 # ieta=10, ET=77
2382 16 # ieta=10, ET=78
2383 16 # ieta=10, ET=79
2384 16 # ieta=10, ET=80
2385 16 # ieta=10, ET=81
2386 16 # ieta=10, ET=82
2387 16 # ieta=10, ET=83
2388 16 # ieta=10, ET=84
2389 16 # ieta=10, ET=85
2390 16 # ieta=10, ET=86
2391 16 # ieta=10, ET=87
2392 16 # ieta=10, ET=88
2393 16 # ieta=10, ET=89
2394 16 # ieta=10, ET=90
2395 16 # ieta=10, ET=91
2396 16 # ieta=10, ET=92
2397 16 # ieta=10, ET=93
2398 16 # ieta=10, ET=94
2399 16 # ieta=10, ET=95
2400 16 # ieta=10, ET=96
2401 16 # ieta=10, ET=97
2402 16 # ieta=10, ET=98
2403 16 # ieta=10, ET=99
2404 16 # ieta=10, ET=100
2405 16 # ieta=10, ET=101
2406 16 # ieta=10, ET=102
2407 16 # ieta=10, ET=103
2408 16 # ieta=10, ET=104
2409 16 # ieta=10, ET=105
2410 16 # ieta=10, ET=106
2411 16 # ieta=10, ET=107
2412 16 # ieta=10, ET=108
2413 16 # ieta=10, ET=109
2414 16 # ieta=10, ET=110
2415 16 # ieta=10, ET=111
2416 16 # ieta=10, ET=112
2417 16 # ieta=10, ET=113
2418 16 # ieta=10, ET=114
2419 16 # ieta=10, ET=115
2420 16 # ieta=10, ET=116
2421 16 # ieta=10, ET=117
2422 16 # ieta=10, ET=118
2423 16 # ieta=10, ET=119
2424 16 # ieta=10, ET=120
2425 16 # ieta=10, ET=121
2426 16 # ieta=10, ET=122
2427 16 # ieta=10, ET=123
2428 16 # ieta=10, ET=124
2429 16 # ieta=10, ET=125
2430 16 # ieta=10, ET=126
2431 16 # ieta=10, ET=127
2432 16 # ieta=10, ET=128
2433 16 # ieta=10, ET=129
2434 16 # ieta=10, ET=130
2435 16 # ieta=10, ET=131
2436 16 # ieta=10, ET=132
2437 16 # ieta=10, ET=133
2438 16 # ieta=10, ET=134
2439 16 # ieta=10, ET=135
2440 16 # ieta=10, ET=136
2441 16 # ieta=10, ET=137
2442 16 # ieta=10, ET=138
2443 16 # ieta=10, ET=139
2444 16 # ieta=10, ET=140
2445 16 # ieta=10, ET=141
2446 16 # ieta=10, ET=142
2447 16 # ieta=10, ET=143
2448 16 # ieta=10, ET=144
2449 16 # ieta=10, ET=145
2450 16 # ieta=10, ET=146
2451 16 # ieta=10, ET=147
2452 16 # ieta=10, ET=148
2453 16 # ieta=10, ET=149
2454 16 # ieta=10, ET=150
2455 16 # ieta=10, ET=151
2456 16 # ieta=10, ET=152
2457 16 # ieta=10, ET=153
2458 16 # ieta=10, ET=154
2459 16 # ieta=10, ET=155
2460 16 # ieta=10, ET=156
2461 16 # ieta=10, ET=157
2462 16 # ieta=10, ET=158
2463 16 # ieta=10, ET=159
2464 16 # ieta=10, ET=160
2465 16 # ieta=10, ET=161
2466 16 # ieta=10, ET=162
2467 16 # ieta=10, ET=163
2468 16 # ieta=10, ET=164
2469 16 # ieta=10, ET=165
2470 16 # ieta=10, ET=166
2471 16 # ieta=10, ET=167
2472 16 # ieta=10, ET=168
2473 16 # ieta=10, ET=169
2474 511 # ieta=10, ET=170
2475 511 # ieta=10, ET=171
2476 511 # ieta=10, ET=172
2477 511 # ieta=10, ET=173
2478 511 # ieta=10, ET=174
2479 511 # ieta=10, ET=175
2480 511 # ieta=10, ET=176
2481 511 # ieta=10, ET=177
2482 511 # ieta=10, ET=178
2483 511 # ieta=10, ET=179
2484 511 # ieta=10, ET=180
2485 511 # ieta=10, ET=181
2486 511 # ieta=10, ET=182
2487 511 # ieta=10, ET=183
2488 511 # ieta=10, ET=184
2489 511 # ieta=10, ET=185
2490 511 # ieta=10, ET=186
2491 511 # ieta=10, ET=187
2492 511 # ieta=10, ET=188
2493 511 # ieta=10, ET=189
2494 511 # ieta=10, ET=190
2495 511 # ieta=10, ET=191
2496 511 # ieta=10, ET=192
2497 511 # ieta=10, ET=193
2498 511 # ieta=10, ET=194
2499 511 # ieta=10, ET=195
2500 511 # ieta=10, ET=196
2501 511 # ieta=10, ET=197
2502 511 # ieta=10, ET=198
2503 511 # ieta=10, ET=199
2504 511 # ieta=10, ET=200
2505 511 # ieta=10, ET=201
2506 511 # ieta=10, ET=202
2507 511 # ieta=10, ET=203
2508 511 # ieta=10, ET=204
2509 511 # ieta=10, ET=205
2510 511 # ieta=10, ET=206
2511 511 # ieta=10, ET=207
2512 511 # ieta=10, ET=208
2513 511 # ieta=10, ET=209
2514 511 # ieta=10, ET=210
2515 511 # ieta=10, ET=211
2516 511 # ieta=10, ET=212
2517 511 # ieta=10, ET=213
2518 511 # ieta=10, ET=214
2519 511 # ieta=10, ET=215
2520 511 # ieta=10, ET=216
2521 511 # ieta=10, ET=217
2522 511 # ieta=10, ET=218
2523 511 # ieta=10, ET=219
2524 511 # ieta=10, ET=220
2525 511 # ieta=10, ET=221
2526 511 # ieta=10, ET=222
2527 511 # ieta=10, ET=223
2528 511 # ieta=10, ET=224
2529 511 # ieta=10, ET=225
2530 511 # ieta=10, ET=226
2531 511 # ieta=10, ET=227
2532 511 # ieta=10, ET=228
2533 511 # ieta=10, ET=229
2534 511 # ieta=10, ET=230
2535 511 # ieta=10, ET=231
2536 511 # ieta=10, ET=232
2537 511 # ieta=10, ET=233
2538 511 # ieta=10, ET=234
2539 511 # ieta=10, ET=235
2540 511 # ieta=10, ET=236
2541 511 # ieta=10, ET=237
2542 511 # ieta=10, ET=238
2543 511 # ieta=10, ET=239
2544 511 # ieta=10, ET=240
2545 511 # ieta=10, ET=241
2546 511 # ieta=10, ET=242
2547 511 # ieta=10, ET=243
2548 511 # ieta=10, ET=244
2549 511 # ieta=10, ET=245
2550 511 # ieta=10, ET=246
2551 511 # ieta=10, ET=247
2552 511 # ieta=10, ET=248
2553 511 # ieta=10, ET=249
2554 511 # ieta=10, ET=250
2555 511 # ieta=10, ET=251
2556 511 # ieta=10, ET=252
2557 511 # ieta=10, ET=253
2558 511 # ieta=10, ET=254
2559 511 # ieta=10, ET=255
2560 16 # ieta=11, ET=0
2561 16 # ieta=11, ET=1
2562 16 # ieta=11, ET=2
2563 16 # ieta=11, ET=3
2564 16 # ieta=11, ET=4
2565 16 # ieta=11, ET=5
2566 16 # ieta=11, ET=6
2567 16 # ieta=11, ET=7
2568 16 # ieta=11, ET=8
2569 16 # ieta=11, ET=9
2570 16 # ieta=11, ET=10
2571 16 # ieta=11, ET=11
2572 16 # ieta=11, ET=12
2573 16 # ieta=11, ET=13
2574 16 # ieta=11, ET=14
2575 16 # ieta=11, ET=15
2576 16 # ieta=11, ET=16
2577 16 # ieta=11, ET=17
2578 16 # ieta=11, ET=18
2579 16 # ieta=11, ET=19
2580 16 # ieta=11, ET=20
2581 16 # ieta=11, ET=21
2582 16 # ieta=11, ET=22
2583 16 # ieta=11, ET=23
2584 16 # ieta=11, ET=24
2585 16 # ieta=11, ET=25
2586 16 # ieta=11, ET=26
2587 16 # ieta=11, ET=27
2588 16 # ieta=11, ET=28
2589 16 # ieta=11, ET=29
2590 16 # ieta=11, ET=30
2591 16 # ieta=11, ET=31
2592 16 # ieta=11, ET=32
2593 16 # ieta=11, ET=33
2594 16 # ieta=11, ET=34
2595 16 # ieta=11, ET=35
2596 16 # ieta=11, ET=36
2597 16 # ieta=11, ET=37
2598 16 # ieta=11, ET=38
2599 16 # ieta=11, ET=39
2600 16 # ieta=11, ET=40
2601 16 # ieta=11, ET=41
2602 16 # ieta=11, ET=42
2603 16 # ieta=11, ET=43
2604 16 # ieta=11, ET=44
2605 16 # ieta=11, ET=45
2606 16 # ieta=11, ET=46
2607 16 # ieta=11, ET=47
2608 16 # ieta=11, ET=48
2609 16 # ieta=11, ET=49
2610 16 # ieta=11, ET=50
2611 16 # ieta=11, ET=51
2612 16 # ieta=11, ET=52
2613 16 # ieta=11, ET=53
2614 16 # ieta=11, ET=54
2615 16 # ieta=11, ET=55
2616 16 # ieta=11, ET=56
2617 16 # ieta=11, ET=57
2618 16 # ieta=11, ET=58
2619 16 # ieta=11, ET=59
2620 16 # ieta=11, ET=60
2621 16 # ieta=11, ET=61
2622 16 # ieta=11, ET=62
2623 16 # ieta=11, ET=63
2624 16 # ieta=11, ET=64
2625 16 # ieta=11, ET=65
2626 16 # ieta=11, ET=66
2627 16 # ieta=11, ET=67
2628 16 # ieta=11, ET=68
2629 16 # ieta=11, ET=69
2630 16 # ieta=11, ET=70
2631 16 # ieta=11, ET=71
2632 16 # ieta=11, ET=72
2633 16 # ieta=11, ET=73
2634 16 # ieta=11, ET=74
2635 16 # ieta=11, ET=75
2636 16 # ieta=11, ET=76
2637 16 # ieta=11, ET=77
2638 16 # ieta=11, ET=78
2639 16 # ieta=11, ET=79
2640 16 # ieta=11, ET=80
2641 16 # ieta=11, ET=81
2642 16 # ieta=11, ET=82
2643 16 # ieta=11, ET=83
2644 16 # ieta=11, ET=84
2645 16 # ieta=11, ET=85
2646 16 # ieta=11, ET=86
2647 16 # ieta=11, ET=87
2648 16 # ieta=11, ET=88
2649 16 # ieta=11, ET=89
2650 16 # ieta=11, ET=90
2651 16 # ieta=11, ET=91
2652 16 # ieta=11, ET=92
2653 16 # ieta=11, ET=93
2654 16 # ieta=11, ET=94
2655 16 # ieta=11, ET=95
2656 16 # ieta=11, ET=96
2657 16 # ieta=11, ET=97
2658 16 # ieta=11, ET=98
2659 16 # ieta=11, ET=99
2660 16 # ieta=11, ET=100
2661 16 # ieta=11, ET=101
2662 16 # ieta=11, ET=102
2663 16 # ieta=11, ET=103
2664 16 # ieta=11, ET=104
2665 16 # ieta=11, ET=105
2666 16 # ieta=11, ET=106
2667 16 # ieta=11, ET=107
2668 16 # ieta=11, ET=108
2669 16 # ieta=11, ET=109
2670 16 # ieta=11, ET=110
