# e/g max Iso vs |ieta| and nTT
# Index is compressedE<<8+compressedIeta<<4+compressednTT.
# Cuts corresponding to 50%+50%*ET/70 GeV efficiency.
#anything after # is ignored with the exception of the header
#the header is first valid line starting with #<header> versionStr(unused but may be in future) nrBitsAddress nrBitsData </header>
#<header> V1 12 9 </header>

0 2 # compressedIeta=0, compressedE=0, compressednTT=0
1 2 # compressedIeta=0, compressedE=0, compressednTT=1
2 2 # compressedIeta=0, compressedE=0, compressednTT=2
3 2 # compressedIeta=0, compressedE=0, compressednTT=3
4 2 # compressedIeta=0, compressedE=0, compressednTT=4
5 3 # compressedIeta=0, compressedE=0, compressednTT=5
6 3 # compressedIeta=0, compressedE=0, compressednTT=6
7 3 # compressedIeta=0, compressedE=0, compressednTT=7
8 3 # compressedIeta=0, compressedE=0, compressednTT=8
9 3 # compressedIeta=0, compressedE=0, compressednTT=9
10 3 # compressedIeta=0, compressedE=0, compressednTT=10
11 3 # compressedIeta=0, compressedE=0, compressednTT=11
12 3 # compressedIeta=0, compressedE=0, compressednTT=12
13 4 # compressedIeta=0, compressedE=0, compressednTT=13
14 4 # compressedIeta=0, compressedE=0, compressednTT=14
15 5 # compressedIeta=0, compressedE=0, compressednTT=15
16 2 # compressedIeta=0, compressedE=1, compressednTT=0
17 2 # compressedIeta=0, compressedE=1, compressednTT=1
18 2 # compressedIeta=0, compressedE=1, compressednTT=2
19 3 # compressedIeta=0, compressedE=1, compressednTT=3
20 3 # compressedIeta=0, compressedE=1, compressednTT=4
21 3 # compressedIeta=0, compressedE=1, compressednTT=5
22 3 # compressedIeta=0, compressedE=1, compressednTT=6
23 3 # compressedIeta=0, compressedE=1, compressednTT=7
24 3 # compressedIeta=0, compressedE=1, compressednTT=8
25 3 # compressedIeta=0, compressedE=1, compressednTT=9
26 3 # compressedIeta=0, compressedE=1, compressednTT=10
27 3 # compressedIeta=0, compressedE=1, compressednTT=11
28 4 # compressedIeta=0, compressedE=1, compressednTT=12
29 4 # compressedIeta=0, compressedE=1, compressednTT=13
30 4 # compressedIeta=0, compressedE=1, compressednTT=14
31 5 # compressedIeta=0, compressedE=1, compressednTT=15
32 2 # compressedIeta=0, compressedE=2, compressednTT=0
33 2 # compressedIeta=0, compressedE=2, compressednTT=1
34 2 # compressedIeta=0, compressedE=2, compressednTT=2
35 3 # compressedIeta=0, compressedE=2, compressednTT=3
36 3 # compressedIeta=0, compressedE=2, compressednTT=4
37 3 # compressedIeta=0, compressedE=2, compressednTT=5
38 3 # compressedIeta=0, compressedE=2, compressednTT=6
39 3 # compressedIeta=0, compressedE=2, compressednTT=7
40 3 # compressedIeta=0, compressedE=2, compressednTT=8
41 3 # compressedIeta=0, compressedE=2, compressednTT=9
42 3 # compressedIeta=0, compressedE=2, compressednTT=10
43 4 # compressedIeta=0, compressedE=2, compressednTT=11
44 4 # compressedIeta=0, compressedE=2, compressednTT=12
45 4 # compressedIeta=0, compressedE=2, compressednTT=13
46 4 # compressedIeta=0, compressedE=2, compressednTT=14
47 5 # compressedIeta=0, compressedE=2, compressednTT=15
48 2 # compressedIeta=0, compressedE=3, compressednTT=0
49 2 # compressedIeta=0, compressedE=3, compressednTT=1
50 2 # compressedIeta=0, compressedE=3, compressednTT=2
51 3 # compressedIeta=0, compressedE=3, compressednTT=3
52 3 # compressedIeta=0, compressedE=3, compressednTT=4
53 3 # compressedIeta=0, compressedE=3, compressednTT=5
54 3 # compressedIeta=0, compressedE=3, compressednTT=6
55 3 # compressedIeta=0, compressedE=3, compressednTT=7
56 3 # compressedIeta=0, compressedE=3, compressednTT=8
57 3 # compressedIeta=0, compressedE=3, compressednTT=9
58 3 # compressedIeta=0, compressedE=3, compressednTT=10
59 4 # compressedIeta=0, compressedE=3, compressednTT=11
60 4 # compressedIeta=0, compressedE=3, compressednTT=12
61 4 # compressedIeta=0, compressedE=3, compressednTT=13
62 4 # compressedIeta=0, compressedE=3, compressednTT=14
63 5 # compressedIeta=0, compressedE=3, compressednTT=15
64 2 # compressedIeta=0, compressedE=4, compressednTT=0
65 2 # compressedIeta=0, compressedE=4, compressednTT=1
66 2 # compressedIeta=0, compressedE=4, compressednTT=2
67 3 # compressedIeta=0, compressedE=4, compressednTT=3
68 3 # compressedIeta=0, compressedE=4, compressednTT=4
69 3 # compressedIeta=0, compressedE=4, compressednTT=5
70 3 # compressedIeta=0, compressedE=4, compressednTT=6
71 3 # compressedIeta=0, compressedE=4, compressednTT=7
72 3 # compressedIeta=0, compressedE=4, compressednTT=8
73 3 # compressedIeta=0, compressedE=4, compressednTT=9
74 4 # compressedIeta=0, compressedE=4, compressednTT=10
75 4 # compressedIeta=0, compressedE=4, compressednTT=11
76 4 # compressedIeta=0, compressedE=4, compressednTT=12
77 4 # compressedIeta=0, compressedE=4, compressednTT=13
78 5 # compressedIeta=0, compressedE=4, compressednTT=14
79 5 # compressedIeta=0, compressedE=4, compressednTT=15
80 2 # compressedIeta=0, compressedE=5, compressednTT=0
