mH_GeV 	H_gg 	        H_gamgam 	H_Zgam  	H_WW 	        H_ZZ 	        Total_Width_GeV
146.75	 0.000E+00	 3.417E-03	 3.879E-03	 8.780E-01	 1.147E-01	 9.066E-03
147.00	 0.000E+00	 3.358E-03	 3.841E-03	 8.786E-01	 1.142E-01	 9.312E-03
147.25	 0.000E+00	 3.299E-03	 3.803E-03	 8.791E-01	 1.138E-01	 9.566E-03
147.50	 0.000E+00	 3.241E-03	 3.764E-03	 8.797E-01	 1.133E-01	 9.828E-03
147.75	 0.000E+00	 3.184E-03	 3.726E-03	 8.803E-01	 1.128E-01	 1.010E-02
148.00	 0.000E+00	 3.128E-03	 3.687E-03	 8.809E-01	 1.122E-01	 1.038E-02
148.25	 0.000E+00	 3.072E-03	 3.648E-03	 8.816E-01	 1.117E-01	 1.067E-02
148.50	 0.000E+00	 3.016E-03	 3.610E-03	 8.822E-01	 1.111E-01	 1.097E-02
148.75	 0.000E+00	 2.962E-03	 3.571E-03	 8.829E-01	 1.105E-01	 1.128E-02
149.00	 0.000E+00	 2.908E-03	 3.531E-03	 8.836E-01	 1.099E-01	 1.160E-02
149.25	 0.000E+00	 2.854E-03	 3.492E-03	 8.844E-01	 1.093E-01	 1.193E-02
149.50	 0.000E+00	 2.801E-03	 3.453E-03	 8.851E-01	 1.086E-01	 1.228E-02
149.75	 0.000E+00	 2.749E-03	 3.413E-03	 8.859E-01	 1.079E-01	 1.264E-02
150.00	 0.000E+00	 2.697E-03	 3.373E-03	 8.867E-01	 1.072E-01	 1.301E-02
150.25	 0.000E+00	 2.645E-03	 3.333E-03	 8.875E-01	 1.065E-01	 1.340E-02
150.50	 0.000E+00	 2.594E-03	 3.293E-03	 8.884E-01	 1.057E-01	 1.380E-02
150.75	 0.000E+00	 2.544E-03	 3.252E-03	 8.893E-01	 1.049E-01	 1.422E-02
151.00	 0.000E+00	 2.494E-03	 3.211E-03	 8.902E-01	 1.041E-01	 1.465E-02
151.25	 0.000E+00	 2.444E-03	 3.170E-03	 8.911E-01	 1.033E-01	 1.510E-02
151.50	 0.000E+00	 2.395E-03	 3.128E-03	 8.921E-01	 1.024E-01	 1.557E-02
151.75	 0.000E+00	 2.346E-03	 3.087E-03	 8.931E-01	 1.015E-01	 1.607E-02
152.00	 0.000E+00	 2.297E-03	 3.045E-03	 8.941E-01	 1.006E-01	 1.658E-02
152.25	 0.000E+00	 2.249E-03	 3.002E-03	 8.952E-01	 9.958E-02	 1.712E-02
152.50	 0.000E+00	 2.201E-03	 2.959E-03	 8.963E-01	 9.858E-02	 1.768E-02
152.75	 0.000E+00	 2.153E-03	 2.916E-03	 8.974E-01	 9.754E-02	 1.827E-02
153.00	 0.000E+00	 2.106E-03	 2.873E-03	 8.986E-01	 9.646E-02	 1.889E-02
153.25	 0.000E+00	 2.059E-03	 2.829E-03	 8.998E-01	 9.535E-02	 1.953E-02
153.50	 0.000E+00	 2.012E-03	 2.784E-03	 9.010E-01	 9.419E-02	 2.022E-02
153.75	 0.000E+00	 1.965E-03	 2.739E-03	 9.023E-01	 9.300E-02	 2.093E-02
154.00	 0.000E+00	 1.918E-03	 2.693E-03	 9.036E-01	 9.176E-02	 2.169E-02
154.25	 0.000E+00	 1.872E-03	 2.647E-03	 9.050E-01	 9.048E-02	 2.248E-02
154.50	 0.000E+00	 1.826E-03	 2.601E-03	 9.064E-01	 8.916E-02	 2.333E-02
154.75	 0.000E+00	 1.779E-03	 2.553E-03	 9.079E-01	 8.779E-02	 2.422E-02
155.00	 0.000E+00	 1.733E-03	 2.505E-03	 9.094E-01	 8.637E-02	 2.517E-02
155.25	 0.000E+00	 1.687E-03	 2.457E-03	 9.110E-01	 8.490E-02	 2.617E-02
155.50	 0.000E+00	 1.641E-03	 2.407E-03	 9.126E-01	 8.337E-02	 2.725E-02
155.75	 0.000E+00	 1.595E-03	 2.357E-03	 9.143E-01	 8.180E-02	 2.839E-02
156.00	 0.000E+00	 1.549E-03	 2.306E-03	 9.160E-01	 8.016E-02	 2.962E-02
156.25	 0.000E+00	 1.503E-03	 2.254E-03	 9.178E-01	 7.847E-02	 3.093E-02
156.50	 0.000E+00	 1.457E-03	 2.201E-03	 9.196E-01	 7.671E-02	 3.234E-02
156.75	 0.000E+00	 1.411E-03	 2.148E-03	 9.215E-01	 7.490E-02	 3.387E-02
157.00	 0.000E+00	 1.364E-03	 2.093E-03	 9.235E-01	 7.301E-02	 3.551E-02
157.25	 0.000E+00	 1.318E-03	 2.037E-03	 9.256E-01	 7.107E-02	 3.730E-02
157.50	 0.000E+00	 1.271E-03	 1.981E-03	 9.277E-01	 6.905E-02	 3.925E-02
157.75	 0.000E+00	 1.225E-03	 1.923E-03	 9.299E-01	 6.696E-02	 4.138E-02
158.00	 0.000E+00	 1.178E-03	 1.864E-03	 9.322E-01	 6.481E-02	 4.371E-02
158.25	 0.000E+00	 1.131E-03	 1.805E-03	 9.345E-01	 6.258E-02	 4.628E-02
158.50	 0.000E+00	 1.084E-03	 1.744E-03	 9.369E-01	 6.029E-02	 4.911E-02
158.75	 0.000E+00	 1.037E-03	 1.684E-03	 9.393E-01	 5.794E-02	 5.225E-02
159.00	 0.000E+00	 9.910E-04	 1.623E-03	 9.418E-01	 5.554E-02	 5.573E-02
159.25	 0.000E+00	 9.453E-04	 1.562E-03	 9.444E-01	 5.309E-02	 5.961E-02
159.50	 0.000E+00	 9.006E-04	 1.502E-03	 9.470E-01	 5.062E-02	 6.392E-02
159.75	 0.000E+00	 8.576E-04	 1.445E-03	 9.495E-01	 4.815E-02	 6.872E-02
160.00	 0.000E+00	 8.171E-04	 1.392E-03	 9.521E-01	 4.570E-02	 7.404E-02
160.25	 0.000E+00	 7.807E-04	 1.346E-03	 9.546E-01	 4.330E-02	 7.990E-02
160.50	 0.000E+00	 7.515E-04	 1.315E-03	 9.569E-01	 4.100E-02	 8.630E-02
160.75	 0.000E+00	 7.584E-04	 1.366E-03	 9.591E-01	 3.881E-02	 9.322E-02
161.00	 0.000E+00	 7.054E-04	 1.275E-03	 9.612E-01	 3.679E-02	 1.006E-01
161.25	 0.000E+00	 6.573E-04	 1.193E-03	 9.632E-01	 3.495E-02	 1.083E-01
161.50	 0.000E+00	 6.142E-04	 1.119E-03	 9.650E-01	 3.328E-02	 1.163E-01
161.75	 0.000E+00	 5.757E-04	 1.053E-03	 9.666E-01	 3.180E-02	 1.245E-01
162.00	 0.000E+00	 5.416E-04	 9.948E-04	 9.680E-01	 3.050E-02	 1.328E-01
162.25	 0.000E+00	 5.113E-04	 9.430E-04	 9.692E-01	 2.936E-02	 1.411E-01
162.50	 0.000E+00	 4.846E-04	 8.970E-04	 9.703E-01	 2.836E-02	 1.494E-01
162.75	 0.000E+00	 4.608E-04	 8.562E-04	 9.712E-01	 2.750E-02	 1.576E-01
163.00	 0.000E+00	 4.396E-04	 8.199E-04	 9.720E-01	 2.676E-02	 1.658E-01
163.25	 0.000E+00	 4.206E-04	 7.875E-04	 9.727E-01	 2.611E-02	 1.738E-01
163.50	 0.000E+00	 4.036E-04	 7.585E-04	 9.733E-01	 2.555E-02	 1.817E-01
163.75	 0.000E+00	 3.883E-04	 7.323E-04	 9.738E-01	 2.507E-02	 1.895E-01
164.00	 0.000E+00	 3.744E-04	 7.087E-04	 9.743E-01	 2.466E-02	 1.972E-01
164.25	 0.000E+00	 3.617E-04	 6.872E-04	 9.746E-01	 2.431E-02	 2.047E-01
164.50	 0.000E+00	 3.502E-04	 6.677E-04	 9.750E-01	 2.401E-02	 2.122E-01
164.75	 0.000E+00	 3.396E-04	 6.498E-04	 9.752E-01	 2.376E-02	 2.195E-01
165.00	 0.000E+00	 3.299E-04	 6.333E-04	 9.755E-01	 2.355E-02	 2.267E-01
165.25	 0.000E+00	 3.208E-04	 6.182E-04	 9.757E-01	 2.338E-02	 2.337E-01
165.50	 0.000E+00	 3.125E-04	 6.042E-04	 9.758E-01	 2.325E-02	 2.407E-01
165.75	 0.000E+00	 3.047E-04	 5.912E-04	 9.760E-01	 2.314E-02	 2.476E-01
166.00	 0.000E+00	 2.975E-04	 5.791E-04	 9.761E-01	 2.306E-02	 2.544E-01
166.25	 0.000E+00	 2.907E-04	 5.678E-04	 9.761E-01	 2.301E-02	 2.612E-01
166.50	 0.000E+00	 2.844E-04	 5.573E-04	 9.762E-01	 2.299E-02	 2.678E-01
166.75	 0.000E+00	 2.784E-04	 5.474E-04	 9.762E-01	 2.299E-02	 2.744E-01
167.00	 0.000E+00	 2.728E-04	 5.381E-04	 9.762E-01	 2.301E-02	 2.809E-01
167.25	 0.000E+00	 2.675E-04	 5.293E-04	 9.762E-01	 2.305E-02	 2.873E-01
167.50	 0.000E+00	 2.624E-04	 5.210E-04	 9.761E-01	 2.311E-02	 2.937E-01
167.75	 0.000E+00	 2.577E-04	 5.132E-04	 9.760E-01	 2.319E-02	 3.000E-01
168.00	 0.000E+00	 2.532E-04	 5.058E-04	 9.760E-01	 2.328E-02	 3.063E-01
168.25	 0.000E+00	 2.488E-04	 4.988E-04	 9.759E-01	 2.340E-02	 3.125E-01
168.50	 0.000E+00	 2.447E-04	 4.921E-04	 9.757E-01	 2.353E-02	 3.187E-01
168.75	 0.000E+00	 2.408E-04	 4.857E-04	 9.756E-01	 2.368E-02	 3.248E-01
169.00	 0.000E+00	 2.371E-04	 4.796E-04	 9.754E-01	 2.384E-02	 3.309E-01
169.25	 0.000E+00	 2.335E-04	 4.738E-04	 9.753E-01	 2.402E-02	 3.369E-01
169.50	 0.000E+00	 2.301E-04	 4.682E-04	 9.751E-01	 2.422E-02	 3.429E-01
169.75	 0.000E+00	 2.268E-04	 4.629E-04	 9.749E-01	 2.443E-02	 3.489E-01
170.00	 0.000E+00	 2.236E-04	 4.578E-04	 9.747E-01	 2.466E-02	 3.548E-01
170.25	 0.000E+00	 2.205E-04	 4.529E-04	 9.744E-01	 2.491E-02	 3.607E-01
170.50	 0.000E+00	 2.176E-04	 4.482E-04	 9.742E-01	 2.517E-02	 3.666E-01
170.75	 0.000E+00	 2.148E-04	 4.436E-04	 9.739E-01	 2.545E-02	 3.725E-01
171.00	 0.000E+00	 2.120E-04	 4.392E-04	 9.736E-01	 2.574E-02	 3.783E-01
171.25	 0.000E+00	 2.094E-04	 4.350E-04	 9.733E-01	 2.606E-02	 3.842E-01
171.50	 0.000E+00	 2.068E-04	 4.309E-04	 9.730E-01	 2.639E-02	 3.900E-01
171.75	 0.000E+00	 2.044E-04	 4.269E-04	 9.726E-01	 2.674E-02	 3.958E-01
172.00	 0.000E+00	 2.020E-04	 4.231E-04	 9.723E-01	 2.711E-02	 4.016E-01
172.25	 0.000E+00	 1.996E-04	 4.194E-04	 9.719E-01	 2.750E-02	 4.074E-01
172.50	 0.000E+00	 1.974E-04	 4.158E-04	 9.715E-01	 2.791E-02	 4.131E-01
172.75	 0.000E+00	 1.952E-04	 4.123E-04	 9.711E-01	 2.834E-02	 4.189E-01
173.00	 0.000E+00	 1.930E-04	 4.089E-04	 9.706E-01	 2.879E-02	 4.247E-01
173.25	 0.000E+00	 1.910E-04	 4.055E-04	 9.701E-01	 2.927E-02	 4.304E-01
173.50	 0.000E+00	 1.889E-04	 4.023E-04	 9.696E-01	 2.977E-02	 4.362E-01
173.75	 0.000E+00	 1.870E-04	 3.992E-04	 9.691E-01	 3.030E-02	 4.420E-01
174.00	 0.000E+00	 1.850E-04	 3.961E-04	 9.686E-01	 3.086E-02	 4.477E-01
174.25	 0.000E+00	 1.831E-04	 3.931E-04	 9.680E-01	 3.145E-02	 4.535E-01
174.50	 0.000E+00	 1.813E-04	 3.901E-04	 9.674E-01	 3.206E-02	 4.593E-01
174.75	 0.000E+00	 1.795E-04	 3.872E-04	 9.667E-01	 3.272E-02	 4.651E-01
175.00	 0.000E+00	 1.777E-04	 3.844E-04	 9.660E-01	 3.340E-02	 4.709E-01
175.25	 0.000E+00	 1.760E-04	 3.816E-04	 9.653E-01	 3.413E-02	 4.767E-01
175.50	 0.000E+00	 1.743E-04	 3.789E-04	 9.646E-01	 3.489E-02	 4.826E-01
175.75	 0.000E+00	 1.727E-04	 3.762E-04	 9.638E-01	 3.570E-02	 4.885E-01
176.00	 0.000E+00	 1.710E-04	 3.736E-04	 9.629E-01	 3.656E-02	 4.944E-01
176.25	 0.000E+00	 1.694E-04	 3.710E-04	 9.620E-01	 3.746E-02	 5.003E-01
176.50	 0.000E+00	 1.678E-04	 3.684E-04	 9.610E-01	 3.843E-02	 5.063E-01
176.75	 0.000E+00	 1.663E-04	 3.659E-04	 9.600E-01	 3.945E-02	 5.123E-01
177.00	 0.000E+00	 1.647E-04	 3.634E-04	 9.589E-01	 4.054E-02	 5.183E-01
177.25	 0.000E+00	 1.632E-04	 3.609E-04	 9.578E-01	 4.170E-02	 5.244E-01
177.50	 0.000E+00	 1.617E-04	 3.584E-04	 9.565E-01	 4.293E-02	 5.306E-01
177.75	 0.000E+00	 1.602E-04	 3.560E-04	 9.552E-01	 4.425E-02	 5.368E-01
178.00	 0.000E+00	 1.588E-04	 3.535E-04	 9.538E-01	 4.567E-02	 5.431E-01
178.25	 0.000E+00	 1.573E-04	 3.511E-04	 9.523E-01	 4.719E-02	 5.495E-01
178.50	 0.000E+00	 1.558E-04	 3.487E-04	 9.507E-01	 4.882E-02	 5.559E-01
178.75	 0.000E+00	 1.544E-04	 3.462E-04	 9.489E-01	 5.057E-02	 5.625E-01
179.00	 0.000E+00	 1.530E-04	 3.438E-04	 9.470E-01	 5.247E-02	 5.691E-01
179.25	 0.000E+00	 1.515E-04	 3.413E-04	 9.450E-01	 5.451E-02	 5.759E-01
179.50	 0.000E+00	 1.501E-04	 3.388E-04	 9.428E-01	 5.673E-02	 5.828E-01
179.75	 0.000E+00	 1.486E-04	 3.363E-04	 9.404E-01	 5.913E-02	 5.899E-01
180.00	 0.000E+00	 1.472E-04	 3.337E-04	 9.378E-01	 6.174E-02	 5.971E-01
180.25	 0.000E+00	 1.457E-04	 3.311E-04	 9.349E-01	 6.458E-02	 6.045E-01
180.50	 0.000E+00	 1.442E-04	 3.284E-04	 9.319E-01	 6.766E-02	 6.122E-01
180.75	 0.000E+00	 1.427E-04	 3.257E-04	 9.285E-01	 7.101E-02	 6.200E-01
181.00	 0.000E+00	 1.412E-04	 3.229E-04	 9.249E-01	 7.464E-02	 6.281E-01
181.25	 0.000E+00	 1.396E-04	 3.201E-04	 9.210E-01	 7.855E-02	 6.365E-01
181.50	 0.000E+00	 1.381E-04	 3.172E-04	 9.168E-01	 8.276E-02	 6.452E-01
181.75	 0.000E+00	 1.365E-04	 3.142E-04	 9.123E-01	 8.726E-02	 6.541E-01
182.00	 0.000E+00	 1.349E-04	 3.112E-04	 9.075E-01	 9.202E-02	 6.634E-01
182.25	 0.000E+00	 1.333E-04	 3.081E-04	 9.025E-01	 9.701E-02	 6.729E-01
182.50	 0.000E+00	 1.317E-04	 3.050E-04	 8.974E-01	 1.022E-01	 6.827E-01
182.75	 0.000E+00	 1.301E-04	 3.019E-04	 8.921E-01	 1.075E-01	 6.927E-01
183.00	 0.000E+00	 1.284E-04	 2.988E-04	 8.867E-01	 1.128E-01	 7.029E-01
183.25	 0.000E+00	 1.269E-04	 2.957E-04	 8.814E-01	 1.182E-01	 7.132E-01
183.50	 0.000E+00	 1.253E-04	 2.927E-04	 8.760E-01	 1.236E-01	 7.236E-01
183.75	 0.000E+00	 1.238E-04	 2.897E-04	 8.708E-01	 1.288E-01	 7.341E-01
184.00	 0.000E+00	 1.223E-04	 2.868E-04	 8.657E-01	 1.339E-01	 7.446E-01
184.25	 0.000E+00	 1.209E-04	 2.840E-04	 8.607E-01	 1.389E-01	 7.552E-01
184.50	 0.000E+00	 1.195E-04	 2.812E-04	 8.559E-01	 1.437E-01	 7.657E-01
184.75	 0.000E+00	 1.181E-04	 2.786E-04	 8.512E-01	 1.484E-01	 7.761E-01
185.00	 0.000E+00	 1.168E-04	 2.760E-04	 8.468E-01	 1.528E-01	 7.866E-01
185.25	 0.000E+00	 1.155E-04	 2.735E-04	 8.425E-01	 1.571E-01	 7.969E-01
185.50	 0.000E+00	 1.143E-04	 2.711E-04	 8.384E-01	 1.612E-01	 8.073E-01
185.75	 0.000E+00	 1.131E-04	 2.688E-04	 8.345E-01	 1.651E-01	 8.175E-01
186.00	 0.000E+00	 1.119E-04	 2.665E-04	 8.307E-01	 1.689E-01	 8.277E-01
186.25	 0.000E+00	 1.108E-04	 2.644E-04	 8.271E-01	 1.725E-01	 8.379E-01
186.50	 0.000E+00	 1.097E-04	 2.622E-04	 8.237E-01	 1.760E-01	 8.480E-01
186.75	 0.000E+00	 1.086E-04	 2.602E-04	 8.203E-01	 1.793E-01	 8.581E-01
187.00	 0.000E+00	 1.076E-04	 2.582E-04	 8.172E-01	 1.825E-01	 8.681E-01
187.25	 0.000E+00	 1.066E-04	 2.563E-04	 8.141E-01	 1.855E-01	 8.780E-01
187.50	 0.000E+00	 1.056E-04	 2.544E-04	 8.112E-01	 1.884E-01	 8.879E-01
187.75	 0.000E+00	 1.047E-04	 2.525E-04	 8.084E-01	 1.912E-01	 8.978E-01
188.00	 0.000E+00	 1.038E-04	 2.508E-04	 8.057E-01	 1.939E-01	 9.077E-01
188.25	 0.000E+00	 1.029E-04	 2.490E-04	 8.031E-01	 1.965E-01	 9.175E-01
188.50	 0.000E+00	 1.020E-04	 2.473E-04	 8.007E-01	 1.990E-01	 9.272E-01
188.75	 0.000E+00	 1.011E-04	 2.457E-04	 7.983E-01	 2.014E-01	 9.370E-01
189.00	 0.000E+00	 1.003E-04	 2.441E-04	 7.960E-01	 2.037E-01	 9.467E-01
189.25	 0.000E+00	 9.946E-05	 2.425E-04	 7.938E-01	 2.059E-01	 9.564E-01
189.50	 0.000E+00	 9.866E-05	 2.410E-04	 7.916E-01	 2.080E-01	 9.660E-01
189.75	 0.000E+00	 9.787E-05	 2.395E-04	 7.896E-01	 2.101E-01	 9.757E-01
190.00	 0.000E+00	 9.711E-05	 2.380E-04	 7.876E-01	 2.121E-01	 9.853E-01
190.25	 0.000E+00	 9.636E-05	 2.366E-04	 7.856E-01	 2.140E-01	 9.948E-01
190.50	 0.000E+00	 9.563E-05	 2.352E-04	 7.838E-01	 2.159E-01	 1.004E+00
190.75	 0.000E+00	 9.491E-05	 2.338E-04	 7.820E-01	 2.177E-01	 1.014E+00
191.00	 0.000E+00	 9.421E-05	 2.325E-04	 7.803E-01	 2.194E-01	 1.023E+00
191.25	 0.000E+00	 9.352E-05	 2.312E-04	 7.786E-01	 2.211E-01	 1.033E+00
191.50	 0.000E+00	 9.285E-05	 2.299E-04	 7.770E-01	 2.227E-01	 1.042E+00
191.75	 0.000E+00	 9.219E-05	 2.286E-04	 7.754E-01	 2.243E-01	 1.052E+00
192.00	 0.000E+00	 9.154E-05	 2.274E-04	 7.739E-01	 2.258E-01	 1.061E+00
192.25	 0.000E+00	 9.090E-05	 2.262E-04	 7.724E-01	 2.273E-01	 1.071E+00
192.50	 0.000E+00	 9.027E-05	 2.250E-04	 7.710E-01	 2.287E-01	 1.080E+00
192.75	 0.000E+00	 8.966E-05	 2.238E-04	 7.696E-01	 2.301E-01	 1.090E+00
193.00	 0.000E+00	 8.905E-05	 2.227E-04	 7.682E-01	 2.315E-01	 1.099E+00
193.25	 0.000E+00	 8.846E-05	 2.215E-04	 7.669E-01	 2.328E-01	 1.109E+00
193.50	 0.000E+00	 8.787E-05	 2.204E-04	 7.656E-01	 2.341E-01	 1.118E+00
193.75	 0.000E+00	 8.730E-05	 2.193E-04	 7.644E-01	 2.353E-01	 1.128E+00
194.00	 0.000E+00	 8.673E-05	 2.183E-04	 7.632E-01	 2.365E-01	 1.137E+00
194.25	 0.000E+00	 8.618E-05	 2.172E-04	 7.620E-01	 2.377E-01	 1.147E+00
194.50	 0.000E+00	 8.563E-05	 2.161E-04	 7.609E-01	 2.388E-01	 1.156E+00
194.75	 0.000E+00	 8.509E-05	 2.151E-04	 7.598E-01	 2.399E-01	 1.165E+00
195.00	 0.000E+00	 8.456E-05	 2.141E-04	 7.587E-01	 2.410E-01	 1.175E+00
195.25	 0.000E+00	 8.403E-05	 2.131E-04	 7.577E-01	 2.420E-01	 1.184E+00
195.50	 0.000E+00	 8.352E-05	 2.121E-04	 7.566E-01	 2.431E-01	 1.194E+00
195.75	 0.000E+00	 8.301E-05	 2.111E-04	 7.556E-01	 2.441E-01	 1.203E+00
196.00	 0.000E+00	 8.251E-05	 2.102E-04	 7.547E-01	 2.450E-01	 1.213E+00
196.25	 0.000E+00	 8.201E-05	 2.092E-04	 7.537E-01	 2.460E-01	 1.222E+00
196.50	 0.000E+00	 8.152E-05	 2.083E-04	 7.528E-01	 2.469E-01	 1.232E+00
196.75	 0.000E+00	 8.104E-05	 2.074E-04	 7.519E-01	 2.478E-01	 1.241E+00
197.00	 0.000E+00	 8.056E-05	 2.064E-04	 7.511E-01	 2.487E-01	 1.251E+00
197.25	 0.000E+00	 8.009E-05	 2.055E-04	 7.502E-01	 2.495E-01	 1.260E+00
197.50	 0.000E+00	 7.963E-05	 2.047E-04	 7.494E-01	 2.503E-01	 1.270E+00
197.75	 0.000E+00	 7.917E-05	 2.038E-04	 7.486E-01	 2.511E-01	 1.279E+00
198.00	 0.000E+00	 7.872E-05	 2.029E-04	 7.478E-01	 2.519E-01	 1.289E+00
198.25	 0.000E+00	 7.827E-05	 2.020E-04	 7.470E-01	 2.527E-01	 1.299E+00
198.50	 0.000E+00	 7.783E-05	 2.012E-04	 7.463E-01	 2.535E-01	 1.308E+00
198.75	 0.000E+00	 7.739E-05	 2.003E-04	 7.455E-01	 2.542E-01	 1.318E+00
199.00	 0.000E+00	 7.696E-05	 1.995E-04	 7.448E-01	 2.549E-01	 1.327E+00
199.25	 0.000E+00	 7.654E-05	 1.987E-04	 7.441E-01	 2.556E-01	 1.337E+00
199.50	 0.000E+00	 7.612E-05	 1.979E-04	 7.434E-01	 2.563E-01	 1.347E+00
199.75	 0.000E+00	 7.570E-05	 1.970E-04	 7.428E-01	 2.570E-01	 1.356E+00
200.00	 0.000E+00	 7.529E-05	 1.962E-04	 7.421E-01	 2.576E-01	 1.366E+00
200.25	 0.000E+00	 7.488E-05	 1.954E-04	 7.415E-01	 2.583E-01	 1.376E+00
200.50	 0.000E+00	 7.448E-05	 1.947E-04	 7.409E-01	 2.589E-01	 1.386E+00
200.75	 0.000E+00	 7.408E-05	 1.939E-04	 7.402E-01	 2.595E-01	 1.395E+00
201.00	 0.000E+00	 7.369E-05	 1.931E-04	 7.396E-01	 2.601E-01	 1.405E+00
201.25	 0.000E+00	 7.330E-05	 1.924E-04	 7.391E-01	 2.607E-01	 1.415E+00
201.50	 0.000E+00	 7.292E-05	 1.916E-04	 7.385E-01	 2.613E-01	 1.425E+00
201.75	 0.000E+00	 7.254E-05	 1.909E-04	 7.379E-01	 2.618E-01	 1.434E+00
202.00	 0.000E+00	 7.216E-05	 1.901E-04	 7.374E-01	 2.624E-01	 1.444E+00
202.25	 0.000E+00	 7.179E-05	 1.894E-04	 7.368E-01	 2.629E-01	 1.454E+00
202.50	 0.000E+00	 7.142E-05	 1.887E-04	 7.363E-01	 2.635E-01	 1.464E+00
202.75	 0.000E+00	 7.105E-05	 1.879E-04	 7.358E-01	 2.640E-01	 1.474E+00
203.00	 0.000E+00	 7.069E-05	 1.872E-04	 7.353E-01	 2.645E-01	 1.484E+00
203.25	 0.000E+00	 7.033E-05	 1.865E-04	 7.348E-01	 2.650E-01	 1.494E+00
203.50	 0.000E+00	 6.998E-05	 1.858E-04	 7.343E-01	 2.655E-01	 1.504E+00
203.75	 0.000E+00	 6.963E-05	 1.851E-04	 7.338E-01	 2.660E-01	 1.514E+00
204.00	 0.000E+00	 6.928E-05	 1.844E-04	 7.333E-01	 2.664E-01	 1.524E+00
204.25	 0.000E+00	 6.894E-05	 1.837E-04	 7.329E-01	 2.669E-01	 1.534E+00
204.50	 0.000E+00	 6.860E-05	 1.831E-04	 7.324E-01	 2.673E-01	 1.544E+00
204.75	 0.000E+00	 6.826E-05	 1.824E-04	 7.320E-01	 2.678E-01	 1.554E+00
205.00	 0.000E+00	 6.792E-05	 1.817E-04	 7.315E-01	 2.682E-01	 1.564E+00
205.25	 0.000E+00	 6.759E-05	 1.811E-04	 7.311E-01	 2.687E-01	 1.574E+00
205.50	 0.000E+00	 6.726E-05	 1.804E-04	 7.307E-01	 2.691E-01	 1.584E+00
205.75	 0.000E+00	 6.694E-05	 1.797E-04	 7.303E-01	 2.695E-01	 1.594E+00
206.00	 0.000E+00	 6.662E-05	 1.791E-04	 7.299E-01	 2.699E-01	 1.605E+00
206.25	 0.000E+00	 6.630E-05	 1.785E-04	 7.295E-01	 2.703E-01	 1.615E+00
206.50	 0.000E+00	 6.598E-05	 1.778E-04	 7.291E-01	 2.707E-01	 1.625E+00
206.75	 0.000E+00	 6.567E-05	 1.772E-04	 7.287E-01	 2.711E-01	 1.635E+00
207.00	 0.000E+00	 6.536E-05	 1.766E-04	 7.283E-01	 2.714E-01	 1.645E+00
207.25	 0.000E+00	 6.505E-05	 1.759E-04	 7.279E-01	 2.718E-01	 1.656E+00
207.50	 0.000E+00	 6.474E-05	 1.753E-04	 7.276E-01	 2.722E-01	 1.666E+00
207.75	 0.000E+00	 6.444E-05	 1.747E-04	 7.272E-01	 2.725E-01	 1.676E+00
208.00	 0.000E+00	 6.414E-05	 1.741E-04	 7.269E-01	 2.729E-01	 1.687E+00
208.25	 0.000E+00	 6.384E-05	 1.735E-04	 7.265E-01	 2.732E-01	 1.697E+00
208.50	 0.000E+00	 6.354E-05	 1.729E-04	 7.262E-01	 2.736E-01	 1.708E+00
208.75	 0.000E+00	 6.325E-05	 1.723E-04	 7.258E-01	 2.739E-01	 1.718E+00
209.00	 0.000E+00	 6.296E-05	 1.717E-04	 7.255E-01	 2.743E-01	 1.729E+00
209.25	 0.000E+00	 6.267E-05	 1.711E-04	 7.252E-01	 2.746E-01	 1.739E+00
209.50	 0.000E+00	 6.238E-05	 1.705E-04	 7.249E-01	 2.749E-01	 1.750E+00
209.75	 0.000E+00	 6.210E-05	 1.699E-04	 7.245E-01	 2.752E-01	 1.760E+00
210.00	 0.000E+00	 6.181E-05	 1.693E-04	 7.242E-01	 2.755E-01	 1.771E+00
210.25	 0.000E+00	 6.153E-05	 1.687E-04	 7.239E-01	 2.758E-01	 1.782E+00
210.50	 0.000E+00	 6.126E-05	 1.682E-04	 7.236E-01	 2.761E-01	 1.792E+00
210.75	 0.000E+00	 6.098E-05	 1.676E-04	 7.233E-01	 2.764E-01	 1.803E+00
211.00	 0.000E+00	 6.071E-05	 1.670E-04	 7.231E-01	 2.767E-01	 1.814E+00
211.25	 0.000E+00	 6.044E-05	 1.665E-04	 7.228E-01	 2.770E-01	 1.824E+00
211.50	 0.000E+00	 6.017E-05	 1.659E-04	 7.225E-01	 2.773E-01	 1.835E+00
211.75	 0.000E+00	 5.990E-05	 1.653E-04	 7.222E-01	 2.776E-01	 1.846E+00
212.00	 0.000E+00	 5.963E-05	 1.648E-04	 7.220E-01	 2.778E-01	 1.857E+00
212.25	 0.000E+00	 5.937E-05	 1.642E-04	 7.217E-01	 2.781E-01	 1.868E+00
212.50	 0.000E+00	 5.911E-05	 1.637E-04	 7.214E-01	 2.784E-01	 1.879E+00
212.75	 0.000E+00	 5.885E-05	 1.632E-04	 7.212E-01	 2.786E-01	 1.890E+00
213.00	 0.000E+00	 5.859E-05	 1.626E-04	 7.209E-01	 2.789E-01	 1.901E+00
213.25	 0.000E+00	 5.834E-05	 1.621E-04	 7.207E-01	 2.791E-01	 1.912E+00
213.50	 0.000E+00	 5.808E-05	 1.615E-04	 7.204E-01	 2.794E-01	 1.923E+00
