# <algo_id>, <set_1>, <set_2>, <set_3>, <set_4>, <set_5>, <set_6>, <set_7>, <set_8>, <set_9>, <set_10>, <set_11>, <set_12>, <set_13>
-1, -3, -2, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11
335, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
336, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
337, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
338, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
339, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
340, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
341, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
342, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
343, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
344, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
345, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
346, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
347, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
348, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
349, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
350, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
351, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
352, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
353, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
354, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
355, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
356, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
357, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
358, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
359, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
360, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
361, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
362, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
363, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
364, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
365, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
366, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
367, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
368, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
369, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
370, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
371, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
372, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
373, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
374, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
375, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
376, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
377, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
378, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
379, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
380, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
381, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
382, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
383, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
384, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
385, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
386, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
387, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
388, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
389, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
390, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
391, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
392, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
393, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
394, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
395, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
396, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
397, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
398, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
399, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
400, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
401, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
402, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
403, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
404, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
405, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
406, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
407, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
408, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
409, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
410, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
411, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
412, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
413, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
414, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
415, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
416, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
417, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
418, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
419, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
420, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
421, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
422, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
423, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
424, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
425, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
426, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
427, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
428, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
429, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
430, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
431, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
432, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
433, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
434, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
435, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
436, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
437, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
438, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
439, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
440, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
441, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
442, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
443, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
444, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
445, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
446, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
447, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
448, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
449, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
450, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
451, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
452, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
453, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
454, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
455, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
456, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
457, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
458, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
459, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
460, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
461, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
462, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
463, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
464, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
465, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
466, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
467, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
468, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
469, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
470, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
471, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
472, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
473, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
474, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
475, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
476, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
477, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
478, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
479, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
480, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
481, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
482, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
483, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
484, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
485, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
486, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
487, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
488, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
489, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
490, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
491, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
492, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
493, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
494, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
495, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
496, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
497, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
498, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
499, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
500, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
501, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
502, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
503, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
504, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
505, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
506, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
507, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
508, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
509, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
510, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
511, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
