2001 1 1 neg_0_PS10G_2
2001 2 1 neg_0_PS10G_2
2001 3 1 neg_0_PS10G_2
2001 4 1 neg_1_PS10G_2
2001 5 1 neg_1_PS10G_2
2001 6 1 neg_2_PS10G_2
2001 7 1 neg_2_PS10G_2
2001 8 1 neg_3_PS10G_2
2001 9 1 neg_3_PS10G_2
2001 10 1 neg_4_PS10G_2
2001 11 1 neg_4_PS10G_2
2001 12 1 neg_4_PS10G_2
2001 13 1 neg_5_PS10G_2
2001 14 1 neg_5_PS10G_2
2001 15 1 neg_6_PS10G_2
2001 16 1 neg_6_PS10G_2
2001 17 1 neg_7_PS10G_2
2001 18 1 neg_7_PS10G_2
2001 19 1 neg_8_PS10G_2
2001 20 1 neg_8_PS10G_2
2002 1 1 neg_0_PS10G_2
2002 2 1 neg_0_PS10G_2
2002 3 1 neg_0_PS10G_2
2002 4 1 neg_1_PS10G_2
2002 5 1 neg_1_PS10G_2
2002 6 1 neg_1_PS10G_2
2002 7 1 neg_2_PS10G_2
2002 8 1 neg_2_PS10G_2
2002 9 1 neg_3_PS10G_2
2002 10 1 neg_3_PS10G_2
2002 11 1 neg_3_PS10G_2
2002 12 1 neg_4_PS10G_2
2002 13 1 neg_4_PS10G_2
2002 14 1 neg_4_PS10G_2
2002 15 1 neg_5_PS10G_2
2002 16 1 neg_5_PS10G_2
2002 17 1 neg_6_PS10G_2
2002 18 1 neg_6_PS10G_2
2002 19 1 neg_6_PS10G_2
2002 20 1 neg_7_PS10G_2
2002 21 1 neg_7_PS10G_2
2002 22 1 neg_7_PS10G_2
2002 23 1 neg_8_PS10G_2
2002 24 1 neg_8_PS10G_2
2003 1 1 neg_0_PS10G_2
2003 2 1 neg_0_PS10G_2
2003 3 1 neg_0_PS10G_2
2003 4 1 neg_1_PS10G_2
2003 5 1 neg_1_PS10G_2
2003 6 1 neg_1_PS10G_2
2003 7 1 neg_2_PS10G_2
2003 8 1 neg_2_PS10G_2
2003 9 1 neg_3_PS10G_2
2003 10 1 neg_3_PS10G_2
2003 11 1 neg_3_PS10G_2
2003 12 1 neg_4_PS10G_2
2003 13 1 neg_4_PS10G_2
2003 14 1 neg_4_PS10G_2
2003 15 1 neg_5_PS10G_2
2003 16 1 neg_5_PS10G_2
2003 17 1 neg_6_PS10G_2
2003 18 1 neg_6_PS10G_2
2003 19 1 neg_6_PS10G_2
2003 20 1 neg_7_PS10G_2
2003 21 1 neg_7_PS10G_2
2003 22 1 neg_7_PS10G_2
2003 23 1 neg_8_PS10G_2
2003 24 1 neg_8_PS10G_2
2004 1 1 neg_8_PS10G_2
2004 2 1 neg_0_PS10G_2
2004 3 1 neg_0_PS10G_2
2004 4 1 neg_0_PS10G_2
2004 5 1 neg_1_PS10G_2
2004 6 1 neg_1_PS10G_2
2004 7 1 neg_1_PS10G_2
2004 8 1 neg_2_PS10G_2
2004 9 1 neg_2_PS10G_2
2004 10 1 neg_2_PS10G_2
2004 11 1 neg_3_PS10G_2
2004 12 1 neg_3_PS10G_2
2004 13 1 neg_3_PS10G_2
2004 14 1 neg_4_PS10G_2
2004 15 1 neg_4_PS10G_2
2004 16 1 neg_4_PS10G_2
2004 17 1 neg_5_PS10G_2
2004 18 1 neg_5_PS10G_2
2004 19 1 neg_5_PS10G_2
2004 20 1 neg_6_PS10G_2
2004 21 1 neg_6_PS10G_2
2004 22 1 neg_6_PS10G_2
2004 23 1 neg_7_PS10G_2
2004 24 1 neg_7_PS10G_2
2004 25 1 neg_7_PS10G_2
2004 26 1 neg_8_PS10G_2
2004 27 1 neg_8_PS10G_2
2004 28 1 neg_8_PS10G_2
2005 1 1 neg_0_PS10G_2
2005 2 1 neg_0_PS10G_2
2005 3 1 neg_0_PS10G_2
2005 4 1 neg_0_PS10G_2
2005 5 1 neg_1_PS10G_2
2005 6 1 neg_1_PS10G_2
2005 7 1 neg_1_PS10G_2
2005 8 1 neg_1_PS10G_2
2005 9 1 neg_2_PS10G_2
2005 10 1 neg_2_PS10G_2
2005 11 1 neg_2_PS10G_2
2005 12 1 neg_3_PS10G_2
2005 13 1 neg_3_PS10G_2
2005 14 1 neg_3_PS10G_2
2005 15 1 neg_3_PS10G_2
2005 16 1 neg_4_PS10G_2
2005 17 1 neg_4_PS10G_2
2005 18 1 neg_4_PS10G_2
2005 19 1 neg_5_PS10G_2
2005 20 1 neg_5_PS10G_2
2005 21 1 neg_5_PS10G_2
2005 22 1 neg_5_PS10G_2
2005 23 1 neg_6_PS10G_2
2005 24 1 neg_6_PS10G_2
2005 25 1 neg_6_PS10G_2
2005 26 1 neg_7_PS10G_2
2005 27 1 neg_7_PS10G_2
2005 28 1 neg_7_PS10G_2
2005 29 1 neg_7_PS10G_2
2005 30 1 neg_8_PS10G_2
2005 31 1 neg_8_PS10G_2
2005 32 1 neg_8_PS10G_2
2006 1 1 neg_0_PS10G_2
2006 2 1 neg_0_PS10G_2
2006 3 1 neg_0_PS10G_2
2006 4 1 neg_0_PS10G_2
2006 5 1 neg_1_PS10G_2
2006 6 1 neg_1_PS10G_2
2006 7 1 neg_1_PS10G_2
2006 8 1 neg_1_PS10G_2
2006 9 1 neg_2_PS10G_2
2006 10 1 neg_2_PS10G_2
2006 11 1 neg_2_PS10G_2
2006 12 1 neg_3_PS10G_2
2006 13 1 neg_3_PS10G_2
2006 14 1 neg_3_PS10G_2
2006 15 1 neg_3_PS10G_2
2006 16 1 neg_4_PS10G_2
2006 17 1 neg_4_PS10G_2
2006 18 1 neg_4_PS10G_2
2006 19 1 neg_5_PS10G_2
2006 20 1 neg_5_PS10G_2
2006 21 1 neg_5_PS10G_2
2006 22 1 neg_5_PS10G_2
2006 23 1 neg_6_PS10G_2
2006 24 1 neg_6_PS10G_2
2006 25 1 neg_6_PS10G_2
2006 26 1 neg_7_PS10G_2
2006 27 1 neg_7_PS10G_2
2006 28 1 neg_7_PS10G_2
2006 29 1 neg_7_PS10G_2
2006 30 1 neg_8_PS10G_2
2006 31 1 neg_8_PS10G_2
2006 32 1 neg_8_PS10G_2
2007 1 1 neg_0_PS10G_2
2007 2 1 neg_0_PS10G_2
2007 3 1 neg_0_PS10G_2
2007 4 1 neg_0_PS10G_2
2007 5 1 neg_1_PS10G_2
2007 6 1 neg_1_PS10G_2
2007 7 1 neg_1_PS10G_2
2007 8 1 neg_1_PS10G_2
2007 9 1 neg_2_PS10G_2
2007 10 1 neg_2_PS10G_2
2007 11 1 neg_2_PS10G_2
2007 12 1 neg_2_PS10G_2
2007 13 1 neg_3_PS10G_2
2007 14 1 neg_3_PS10G_2
2007 15 1 neg_3_PS10G_2
2007 16 1 neg_3_PS10G_2
2007 17 1 neg_4_PS10G_2
2007 18 1 neg_4_PS10G_2
2007 19 1 neg_4_PS10G_2
2007 20 1 neg_4_PS10G_2
2007 21 1 neg_5_PS10G_2
