30,65,66
31,66,67
31,63,64
30,64,65
28,62,64
29,64,65
30,61,64
37,63,64
36,64,65
35,65,67
34,62,63
33,63,65
35,62,65
34,60,61
33,61,62
32,62,63
30,60,61
32,61,62
38,60,61
37,61,63
39,60,65
35,60,62
35,58,60
40,57,60
37,56,58
38,58,59
37,59,60
38,56,58
39,58,60
18,65,66
19,66,69
20,65,68
17,62,65
19,61,62
18,62,63
19,63,65
15,60,62
16,62,63
15,59,60
17,60,62
15,57,59
17,56,58
18,58,59
21,63,64
20,64,65
23,62,65
20,60,64
21,60,62
22,62,63
21,57,58
20,58,60
18,55,56
19,56,59
20,55,58
25,62,64
23,60,62
24,62,63
25,60,62
22,57,60
24,56,57
23,57,58
24,58,60
22,55,57
28,60,61
27,61,62
26,58,59
25,59,60
29,57,58
28,58,60
25,56,59
27,56,58
25,55,56
27,53,54
25,54,55
32,58,59
30,59,60
30,57,59
30,55,57
30,53,55
33,55,56
32,56,57
33,57,60
34,55,60
35,55,58
34,52,53
33,53,55
36,55,56
39,56,57
35,53,55
37,52,54
38,54,55
15,55,57
15,53,55
13,50,51
14,51,54
15,50,53
14,46,49
13,49,50
15,47,50
15,45,47
15,43,45
21,52,53
20,53,55
17,53,54
18,54,55
17,50,52
16,52,53
18,50,52
19,52,53
20,50,53
16,47,48
17,48,50
18,47,49
19,49,50
20,47,50
18,45,46
17,46,47
20,45,47
21,47,48
22,52,55
24,51,52
23,52,53
24,53,55
22,50,52
22,48,50
22,45,48
23,45,46
24,46,49
25,52,54
25,50,52
25,48,50
25,46,48
28,52,54
29,54,55
31,51,52
30,52,53
32,53,54
28,50,51
27,51,52
30,50,52
27,48,49
28,49,50
30,48,50
29,45,46
28,46,48
32,46,47
30,47,48
31,48,49
33,50,53
33,47,50
35,50,53
36,50,51
37,51,52
35,47,50
36,47,48
37,48,50
15,41,43
17,43,44
17,41,43
18,43,44
15,40,41
16,37,38
15,38,40
17,38,40
17,35,38
18,35,36
19,36,39
19,31,34
18,34,35
20,32,35
19,41,44
18,44,45
20,42,45
20,40,42
21,42,43
20,36,40
21,37,39
22,39,40
20,35,36
21,36,37
23,35,38
22,43,45
22,40,43
23,40,41
24,41,44
24,37,38
23,38,40
25,38,40
25,36,38
25,45,46
27,46,47
25,44,45
25,41,44
27,42,44
25,40,41
26,41,42
28,40,42
29,42,43
27,38,39
28,39,40
30,45,47
30,43,45
30,41,43
30,40,41
32,41,42
33,45,47
34,47,48
33,40,43
32,43,44
33,44,45
34,40,45
35,42,45
35,45,47
37,47,48
37,45,47
38,47,48
39,43,44
36,44,45
20,30,32
21,32,33
22,30,34
21,28,29
20,29,30
22,27,28
23,28,30
24,25,26
23,26,27
24,27,29
25,25,28
26,23,24
25,24,25
26,25,26
27,26,27
23,33,34
22,34,35
23,30,32
24,32,33
25,30,33
25,28,30
27,28,29
28,29,30
29,25,27
27,27,28
25,35,36
27,36,37
26,32,33
25,33,35
27,31,35
28,32,34
29,34,35
27,30,31
28,31,32
30,30,34
30,27,30
31,30,32
29,35,36
28,36,38
30,36,39
30,35,36
31,36,37
31,33,34
30,34,35
32,32,33
33,33,35
34,30,31
33,31,32
34,32,34
32,38,39
30,39,40
32,37,38
33,38,39
34,39,40
33,35,37
34,37,38
35,36,39
35,35,36
36,36,37
35,33,35
35,40,42
37,37,39
35,39,40
38,37,40
37,40,44
38,40,42
39,42,43
40,42,43
40,40,42
28,21,22
27,22,24
29,20,25
30,20,23
31,20,21
32,21,24
34,18,19
31,19,20
32,20,21
33,21,22
35,17,20
36,17,18
37,18,20
30,23,25
30,25,27
34,22,23
33,23,25
35,20,25
36,21,25
36,20,21
37,21,23
38,20,22
39,22,23
31,27,28
32,28,30
33,27,29
34,29,30
33,25,26
32,26,27
35,25,29
36,25,27
37,27,28
38,23,24
37,24,25
38,25,27
39,27,28
35,30,33
36,28,29
35,29,30
36,30,31
37,31,32
38,27,30
40,25,30
41,26,30
37,32,34
38,34,35
39,30,32
38,32,33
39,33,34
40,30,33
41,33,34
41,30,32
42,32,33
38,35,37
39,37,38
40,35,37
41,37,38
40,33,35
42,35,37
43,32,35
40,37,40
42,37,40
44,36,39
43,39,40
38,15,16
37,16,17
38,17,19
39,15,20
40,15,20
41,15,19
42,15,18
43,18,19
43,15,17
44,17,18
45,15,18
49,13,14
46,14,15
47,15,16
48,16,17
40,20,22
44,18,19
41,19,20
42,20,21
43,21,22
45,20,22
46,17,18
45,18,20
47,20,21
48,21,22
47,16,20
48,17,19
49,19,20
40,22,25
41,22,23
42,23,25
43,22,24
44,24,25
45,22,25
46,22,23
47,23,25
48,22,24
49,24,25
41,25,26
42,26,29
43,25,30
44,25,30
45,25,29
46,25,27
47,27,28
48,25,27
49,27,28
43,30,32
44,32,33
45,30,33
46,28,29
45,29,30
47,30,32
46,32,33
48,30,31
49,31,32
48,32,33
48,27,30
45,33,35
47,33,34
48,34,35
45,35,39
46,35,38
47,38,39
47,35,37
48,37,39
48,35,36
49,36,39
50,15,17
50,13,15
53,15,17
54,17,18
55,15,18
57,16,17
56,17,19
57,15,16
58,16,19
59,15,20
60,15,20
61,15,19
50,20,22
50,17,20
52,16,17
51,17,18
52,18,20
53,20,21
52,21,22
53,17,20
55,20,22
55,18,20
58,20,21
57,21,22
50,22,25
52,22,24
51,24,25
53,22,24
54,24,25
55,22,25
57,22,24
56,24,25
58,22,24
59,24,25
50,25,28
52,25,28
54,25,27
53,27,28
54,28,29
55,25,30
56,25,30
57,25,29
50,30,33
51,27,28
50,28,30
52,30,31
51,31,32
52,32,33
52,28,30
53,30,32
54,32,33
55,30,33
50,33,35
53,33,34
52,34,35
50,35,39
51,35,38
53,36,37
52,37,39
53,35,36
54,36,39
62,17,19
61,19,20
63,17,19
64,19,20
65,20,22
65,18,20
67,21,22
66,22,23
67,23,24
68,20,22
69,22,23
70,20,25
71,21,24
61,20,21
62,21,23
60,20,23
63,21,23
62,23,24
63,24,25
64,20,25
65,22,25
67,25,26
68,26,27
68,23,24
67,24,25
60,25,28
60,23,25
62,25,28
64,25,27
63,27,28
64,28,29
65,25,27
65,27,30
66,27,28
67,28,30
58,26,29
57,29,30
59,25,30
61,27,28
60,28,30
61,30,32
62,28,30
64,30,31
63,31,33
57,30,33
59,30,32
58,32,34
60,30,34
62,32,33
61,33,34
60,34,35
55,35,36
56,36,37
56,32,33
55,33,35
57,33,35
58,35,38
55,36,40
56,37,39
57,39,40
57,40,41
59,37,38
58,38,40
73,23,24
71,24,25
72,25,27
75,25,29
74,26,27
73,27,29
77,27,29
78,29,30
76,27,29
75,29,30
78,30,33
77,30,32
76,32,33
77,33,34
71,25,30
70,25,30
72,27,30
75,30,33
73,30,32
74,32,33
75,33,35
66,30,31
67,31,32
69,27,28
68,28,30
70,30,32
68,31,33
69,33,34
72,31,32
71,32,33
72,33,35
70,32,35
71,35,36
72,36,37
73,32,35
65,30,35
66,31,34
68,33,34
66,34,35
67,35,37
70,35,38
69,36,37
68,37,39
61,35,37
63,33,34
62,34,35
65,35,38
64,35,36
63,36,38
66,37,38
65,38,40
67,38,39
66,39,40
61,37,40
60,35,40
63,40,41
62,41,42
63,38,39
62,39,40
58,40,42
59,42,43
61,40,42
62,42,44
60,40,43
61,43,44
80,31,35
79,32,33
78,33,35
81,35,37
82,37,38
80,35,39
80,40,41
83,37,40
81,38,39
80,39,40
82,41,42
83,42,43
81,41,44
77,35,37
75,35,37
76,37,38
79,36,37
78,37,38
79,38,40
77,37,40
78,40,43
80,41,45
79,42,43
78,43,45
73,36,37
72,37,38
75,37,40
73,38,39
72,39,40
76,40,42
77,42,43
75,40,44
76,43,44
75,44,45
70,38,40
72,40,42
70,40,43
74,41,42
73,42,44
71,42,43
70,43,44
71,45,46
72,46,47
70,44,45
67,40,41
66,41,42
68,41,42
67,42,43
68,43,44
67,44,45
67,45,46
68,46,47
66,40,45
65,40,45
63,42,44
64,44,45
65,45,48
60,43,45
62,45,46
63,46,47
61,45,48
98,41,42
99,42,45
97,41,43
98,43,45
95,41,42
96,42,43
97,43,45
99,45,50
98,45,50
97,45,50
99,50,55
98,50,55
97,50,55
98,55,56
99,56,59
97,55,57
98,57,59
96,57,58
95,58,59
95,42,45
92,45,46
93,46,47
94,42,43
93,43,45
96,45,50
95,45,50
93,47,49
94,49,50
96,50,55
95,50,55
94,50,51
93,51,53
95,55,58
93,55,57
94,57,58
93,53,54
92,54,55
91,42,43
92,43,45
90,45,47
90,42,45
89,42,43
88,43,45
91,47,48
92,48,50
90,47,50
89,45,50
91,50,51
92,51,53
90,50,53
89,50,55
91,55,56
92,56,58
90,53,55
90,55,58
88,55,57
89,57,58
85,45,46
86,46,47
86,43,44
85,44,45
87,46,47
88,47,50
86,47,49
87,49,50
87,50,51
88,51,54
86,51,53
87,53,54
86,53,54
85,54,55
85,55,56
86,56,57
95,59,60
95,60,63
96,62,63
95,63,65
94,67,68
93,68,70
94,70,75
93,70,75
92,72,74
90,74,75
92,60,61
93,61,62
93,58,59
92,59,60
91,65,66
94,66,67
93,62,64
94,64,65
92,62,63
91,63,64
92,64,65
92,66,69
91,66,70
90,65,70
91,70,73
90,70,74
88,70,72
89,72,73
90,60,62
90,58,60
88,57,60
90,62,65
89,60,65
88,60,65
88,65,66
89,66,69
87,65,68
87,68,70
85,70,71
86,71,72
86,67,68
85,68,70
86,57,59
87,59,60
85,56,60
86,60,62
87,62,63
85,60,63
86,63,64
85,63,65
85,65,68
84,62,63
83,63,65
84,65,70
82,65,66
83,66,69
81,66,68
82,68,69
90,75,77
91,77,78
90,77,80
89,77,79
87,79,80
86,82,83
85,83,85
83,85,86
82,86,87
87,75,76
88,76,77
88,72,75
87,72,73
86,73,75
86,75,80
85,75,80
84,76,77
83,77,79
87,76,79
85,80,83
83,80,81
84,81,84
82,78,79
81,79,80
82,80,83
82,83,85
80,85,87
81,80,85
80,80,85
79,81,82
78,82,83
79,83,85
85,71,75
83,70,71
84,71,74
82,71,73
83,73,74
82,75,77
82,73,74
81,74,75
81,75,79
80,75,80
79,76,77
78,77,78
79,78,80
77,80,82
77,78,79
76,79,80
75,80,82
77,82,83
81,68,69
80,69,70
80,70,72
80,72,75
79,71,72
78,72,73
79,73,75
77,75,77
77,73,74
76,74,75
75,75,77
77,77,78
75,77,80
74,76,77
73,77,79
77,90,91
78,91,92
79,87,89
77,89,90
75,90,92
74,90,95
72,92,94
73,94,95
70,93,95
68,93,94
67,94,95
77,83,84
76,84,85
75,85,87
76,87,88
78,85,88
77,85,89
75,87,90
73,86,87
74,87,90
72,87,89
73,89,90
71,90,91
72,91,92
70,88,90
70,90,93
68,90,92
69,92,93
67,90,94
65,90,91
66,91,94
75,82,85
74,81,82
73,82,83
74,83,85
71,85,86
72,86,87
72,82,85
71,82,83
70,83,85
70,85,88
69,85,90
68,85,86
67,86,87
68,87,89
66,87,88
67,88,90
65,87,90
72,80,82
72,78,79
71,79,80
70,80,83
69,80,81
68,81,82
69,82,84
67,81,82
68,82,85
66,81,83
67,83,85
65,82,85
65,85,87
63,85,86
64,86,87
63,87,88
63,83,84
62,84,85
63,95,96
62,96,97
60,95,97
59,95,100
58,95,100
57,96,97
56,97,98
57,98,100
55,97,100
53,97,99
54,99,100
51,97,98
52,98,100
50,97,100
65,91,95
63,91,93
64,93,95
62,92,95
60,92,95
59,92,93
58,93,95
55,95,97
55,93,95
54,92,93
53,93,95
52,95,96
53,96,97
50,95,97
51,93,94
50,94,95
62,90,92
62,88,89
63,89,90
60,88,90
60,90,92
61,92,93
58,90,93
57,88,89
58,89,90
56,90,91
57,91,94
55,88,90
55,90,93
53,90,93
50,89,90
51,90,92
52,92,93
50,90,94
61,85,86
62,86,88
60,85,88
58,85,87
59,87,88
56,85,86
57,86,88
55,85,88
54,85,86
53,86,87
54,87,89
52,86,89
51,86,87
50,87,89
48,97,99
49,99,100
46,97,98
47,98,100
45,97,100
43,97,99
44,99,100
42,96,100
41,95,100
40,95,100
37,95,96
38,96,97
35,95,97
47,95,96
48,96,97
47,93,95
45,95,97
45,92,95
42,95,96
43,96,97
43,93,94
42,94,95
40,92,95
39,92,93
38,93,95
36,91,93
37,93,95
35,92,95
34,91,94
33,94,95
48,90,91
49,91,94
45,89,90
47,90,93
45,90,92
46,92,93
43,90,92
44,92,93
43,88,89
42,89,90
42,90,94
40,88,90
40,90,92
41,92,93
38,90,93
37,88,89
38,89,90
35,90,92
35,88,90
48,86,89
47,86,87
46,87,89
45,85,89
44,85,86
43,86,88
41,85,86
42,86,88
40,85,88
38,85,87
39,87,88
37,85,86
36,86,87
37,87,88
30,93,95
27,92,93
28,93,95
26,92,95
25,90,95
23,90,91
22,91,92
20,90,92
20,87,90
30,90,93
33,90,94
31,90,91
32,91,94
28,90,92
29,92,93
28,88,89
27,89,90
26,90,92
28,92,93
26,86,89
25,86,90
24,87,88
23,88,90
23,85,88
21,83,85
21,85,86
22,86,89
20,85,87
21,87,89
33,87,89
34,89,90
32,87,89
31,89,90
31,85,89
30,85,90
29,85,86
28,86,88
28,82,85
25,85,86
27,86,87
27,82,83
26,83,85
25,81,85
23,82,84
24,84,85
35,83,85
35,85,88
32,85,86
33,86,87
33,81,83
34,83,85
32,81,84
33,84,85
31,82,84
30,84,85
30,80,84
28,80,82
29,82,83
27,78,79
25,79,80
25,80,81
26,81,82
15,85,87
13,82,85
9,77,78
8,78,80
10,77,80
8,75,78
20,81,85
17,85,86
18,86,87
18,82,84
19,84,85
17,82,84
16,84,85
13,80,82
14,82,83
15,80,85
17,78,79
15,79,80
16,80,84
17,80,81
18,81,82
12,76,77
11,77,79
13,75,80
14,75,80
15,76,79
10,75,77
11,72,73
10,73,75
12,72,75
22,80,81
23,81,82
22,78,79
20,79,80
20,80,81
21,81,82
22,82,83
18,75,77
17,77,78
18,78,79
19,75,80
20,76,79
15,75,76
16,76,77
17,73,74
15,74,75
14,71,72
13,72,73
14,73,75
15,70,74
16,70,73
25,76,79
24,75,80
23,75,77
22,77,78
23,78,79
20,75,76
21,76,77
21,73,75
18,72,74
19,74,75
20,71,75
18,68,69
16,69,70
17,70,71
18,71,72
5,70,75
6,70,75
7,72,75
5,67,70
3,62,65
0,59,60
3,60,62
4,62,63
10,70,73
7,70,72
8,72,74
8,70,71
9,71,74
6,66,68
7,68,70
7,66,67
8,67,70
9,65,70
5,65,67
5,62,65
6,62,63
7,63,65
5,60,62
5,58,60
11,68,69
10,69,70
12,70,72
13,67,70
10,65,69
11,65,67
12,67,68
8,62,63
9,63,64
8,64,65
10,60,65
11,60,65
8,60,61
7,61,62
7,58,59
8,59,60
11,57,58
10,58,60
15,65,70
16,65,69
17,65,68
12,63,65
13,65,67
14,67,68
15,62,65
12,60,63
13,63,64
13,60,62
14,62,63
12,57,60
14,56,57
13,57,58
14,58,60
0,55,59
1,55,58
2,58,59
2,55,57
3,57,59
0,50,55
1,50,55
2,50,55
0,45,50
1,45,50
2,45,50
0,41,45
1,41,44
2,44,45
2,41,43
3,55,57
4,57,58
5,55,58
5,53,55
3,50,55
4,50,55
5,50,53
3,45,50
4,45,50
5,47,50
4,42,43
3,43,45
5,45,47
5,42,45
7,55,57
6,57,58
7,53,54
8,54,55
8,55,57
9,57,58
10,55,58
6,50,51
7,51,53
8,50,52
9,52,53
10,50,55
7,47,49
6,49,50
8,47,49
9,49,50
10,45,50
6,42,43
7,43,45
8,45,46
7,46,47
8,42,44
9,44,45
10,42,45
13,53,54
11,54,55
12,55,57
11,50,54
12,50,53
11,46,50
12,46,49
11,45,46
13,46,47
12,43,45
0,40,41
4,37,38
3,38,40
3,35,38
5,30,33
5,25,30
6,25,30
7,25,28
5,40,42
5,38,40
5,35,38
5,33,35
6,35,36
7,36,38
7,31,32
6,32,34
7,30,31
8,31,34
9,30,35
8,27,28
7,28,30
8,26,27
9,27,30
10,27,30
8,40,41
7,41,42
7,38,39
8,39,40
10,40,42
11,42,43
8,35,36
9,36,37
8,37,38
10,35,40
11,35,40
10,31,35
11,32,34
12,34,35
10,30,31
11,31,32
12,28,30
13,30,33
12,40,43
13,40,41
14,41,44
12,37,40
13,36,38
14,38,40
12,35,37
14,32,33
13,33,35
15,35,38
15,30,35
16,31,35
17,31,34
8,22,25
8,20,22
9,22,23
10,20,23
13,15,18
15,13,15
10,25,27
11,27,28
10,23,25
12,25,28
13,20,25
14,20,25
15,21,24
11,21,23
12,23,24
14,17,18
13,18,20
15,20,21
17,21,22
15,16,20
16,17,19
17,19,20
15,15,16
16,16,17
18,13,14
17,14,15
18,15,20
19,15,20
20,15,19
14,25,27
13,27,28
14,28,29
15,26,30
16,26,29
15,25,26
17,26,27
16,23,24
15,24,25
18,21,22
17,22,23
18,23,25
19,20,25
20,20,24
21,18,19
20,19,20
21,20,22
22,17,18
23,18,20
16,30,31
18,31,32
18,28,29
17,29,30
19,25,26
18,26,28
20,25,29
21,23,24
20,24,25
21,25,27
22,22,23
23,23,25
24,20,21
23,21,23
25,21,24
20,10,13
20,8,10
22,8,9
23,9,10
25,5,10
26,5,8
27,5,6
28,6,7
30,5,7
21,11,12
22,12,15
23,12,15
21,12,13
20,13,15
21,15,17
23,10,12
24,12,13
25,10,14
26,10,13
26,8,10
27,10,11
28,11,12
28,7,9
29,9,10
30,7,10
32,6,7
31,7,8
32,8,10
33,6,10
24,15,16
23,16,18
25,15,19
27,13,14
25,14,15
26,15,17
27,17,18
28,15,18
28,12,14
29,14,15
30,10,15
31,11,15
31,10,11
32,11,13
33,10,12
34,12,13
25,20,21
27,21,22
26,18,19
25,19,20
29,17,18
28,18,20
30,16,20
30,15,16
31,16,18
32,18,19
32,15,18
33,18,19
33,15,17
34,17,18
33,13,14
32,14,15
35,15,17
35,12,15
35,3,5
38,3,4
37,4,5
40,0,5
41,0,5
42,0,4
43,0,2
44,2,3
45,0,3
46,0,1
47,1,3
48,0,2
49,2,3
33,5,6
34,6,9
35,5,8
36,8,9
36,5,7
37,7,8
38,5,7
39,7,8
40,5,8
42,5,6
43,6,7
43,3,4
42,4,5
45,5,8
45,3,5
47,5,7
47,3,4
48,4,5
35,10,12
35,8,10
37,10,11
38,11,12
38,7,10
40,10,12
41,7,8
40,8,10
42,10,11
43,11,12
42,6,10
43,7,9
44,9,10
46,7,8
45,8,10
45,10,11
47,7,10
49,6,7
48,7,8
49,8,10
37,12,13
36,13,14
37,14,15
38,12,14
39,14,15
40,12,15
41,12,13
42,13,15
43,12,14
44,14,15
45,11,15
46,11,13
47,13,14
48,11,14
50,0,3
51,0,1
52,1,3
53,0,2
54,2,3
55,0,3
56,0,1
57,1,4
58,0,5
59,0,5
60,3,5
62,3,4
63,4,5
50,5,6
51,6,7
50,3,5
52,3,4
53,4,5
53,5,7
54,7,8
55,5,7
55,3,5
58,5,7
59,7,8
60,5,8
62,5,8
63,8,9
63,5,7
64,7,8
65,5,9
50,10,11
50,6,10
51,7,9
52,9,10
53,7,10
55,10,12
55,7,10
57,6,7
56,7,8
57,8,10
58,10,11
57,11,12
58,7,10
61,7,8
60,8,10
60,10,12
62,10,11
63,11,12
62,8,10
50,11,13
51,13,14
52,11,14
54,11,13
53,13,14
54,14,15
55,12,15
57,12,14
56,14,15
58,12,14
59,14,15
60,12,15
61,12,13
62,13,15
67,5,6
68,6,7
70,5,7
72,7,8
72,5,7
73,7,8
74,5,10
75,8,10
77,10,11
79,11,13
78,8,9
77,9,10
68,7,9
69,9,10
66,6,9
65,9,10
67,6,10
70,10,12
70,7,10
71,7,8
72,8,10
72,11,13
73,13,14
73,10,11
74,11,14
75,10,13
76,12,13
75,13,15
76,15,16
77,16,17
77,11,15
78,11,14
79,14,15
65,10,13
66,10,11
67,11,13
68,11,13
67,13,14
68,14,15
69,10,15
70,12,15
70,15,17
71,17,18
72,13,14
71,14,15
72,15,18
74,15,17
73,17,18
74,18,19
75,15,18
62,15,16
63,16,17
63,12,13
64,13,14
63,14,15
65,13,15
65,15,18
66,18,19
66,15,17
67,17,19
67,15,16
68,16,18
69,16,18
68,18,19
69,19,20
70,17,20
71,20,21
72,21,22
72,18,20
82,13,14
83,14,15
85,15,17
86,17,18
90,20,23
87,20,21
89,21,23
91,22,23
90,23,25
79,15,17
78,17,18
79,18,19
80,15,18
80,13,15
81,15,16
82,16,18
85,17,20
81,20,21
82,21,22
84,15,20
83,16,18
82,18,19
83,19,20
80,18,20
87,21,24
86,20,25
85,20,25
83,21,23
84,23,24
88,25,28
88,23,24
87,24,25
86,25,27
87,27,28
75,18,20
76,20,21
77,21,22
77,17,19
78,19,20
81,21,25
80,20,25
78,21,23
79,23,24
81,25,26
82,26,27
82,23,25
85,25,29
83,26,27
84,27,30
82,27,29
83,29,30
73,21,23
74,23,24
75,20,25
76,21,25
77,23,25
76,25,26
77,26,27
80,25,28
79,25,27
78,27,28
79,28,29
80,30,31
81,31,32
80,28,30
94,25,30
93,25,30
90,25,26
92,26,28
93,30,32
94,32,33
95,35,37
96,37,38
95,40,41
95,37,40
89,27,28
88,28,30
91,26,29
92,29,30
90,26,30
92,30,33
93,33,34
91,30,34
90,30,35
93,35,37
94,37,38
94,33,34
91,34,35
92,35,36
91,36,37
92,37,38
92,40,41
93,41,42
93,38,39
92,39,40
87,30,32
86,28,29
85,29,30
85,30,32
86,32,33
89,31,32
88,32,33
89,33,35
87,32,35
90,35,38
89,35,40
88,35,40
90,40,42
90,38,40
88,40,43
84,30,35
82,31,32
83,32,35
81,32,34
82,34,35
85,35,37
85,32,35
83,35,37
84,37,38
86,36,38
87,38,40
85,37,40
86,40,42
87,42,43
85,40,44
