1 1 1 83 46 84 46 85 46 84 47 85 47 
1 1 2 84 44 85 44 83 45 84 45 85 45 
1 1 3 0 0 0 0 0 0 0 0 0 0 
1 1 4 0 0 0 0 0 0 0 0 0 0 
1 1 5 0 0 0 0 0 0 0 0 0 0 
1 2 1 86 47 86 48 86 49 86 50 87 50 
1 2 2 85 48 84 49 85 49 84 50 85 50 
1 2 3 0 0 0 0 0 0 0 0 0 0 
1 2 4 0 0 0 0 0 0 0 0 0 0 
1 2 5 0 0 0 0 0 0 0 0 0 0 
1 3 1 86 51 87 51 86 52 86 53 86 54 
1 3 2 84 51 85 51 84 52 85 52 85 53 
1 3 3 0 0 0 0 0 0 0 0 0 0 
1 3 4 0 0 0 0 0 0 0 0 0 0 
1 3 5 0 0 0 0 0 0 0 0 0 0 
1 4 1 83 56 84 56 85 56 84 57 85 57 
1 4 2 84 54 85 54 83 55 84 55 85 55 
1 4 3 0 0 0 0 0 0 0 0 0 0 
1 4 4 0 0 0 0 0 0 0 0 0 0 
1 4 5 0 0 0 0 0 0 0 0 0 0 
1 5 1 79 46 80 46 79 47 80 47 79 48 
1 5 2 81 46 82 46 81 47 82 47 83 47 
1 5 3 0 0 0 0 0 0 0 0 0 0 
1 5 4 0 0 0 0 0 0 0 0 0 0 
1 5 5 0 0 0 0 0 0 0 0 0 0 
1 6 1 82 48 83 48 84 48 83 49 83 50 
1 6 2 81 48 81 49 82 49 81 50 82 50 
1 6 3 80 48 79 49 80 49 79 50 80 50 
1 6 4 0 0 0 0 0 0 0 0 0 0 
1 6 5 0 0 0 0 0 0 0 0 0 0 
1 7 1 82 51 83 51 83 52 83 53 84 53 
1 7 2 81 51 81 52 82 52 81 53 82 53 
1 7 3 79 51 80 51 79 52 80 52 80 53 
1 7 4 0 0 0 0 0 0 0 0 0 0 
1 7 5 0 0 0 0 0 0 0 0 0 0 
1 8 1 81 54 82 54 83 54 81 55 82 55 
1 8 2 79 53 79 54 80 54 79 55 80 55 
1 8 3 0 0 0 0 0 0 0 0 0 0 
1 8 4 0 0 0 0 0 0 0 0 0 0 
1 8 5 0 0 0 0 0 0 0 0 0 0 
1 9 1 77 46 78 46 77 47 78 47 78 48 
1 9 2 76 46 76 47 76 48 77 48 76 49 
1 9 3 0 0 0 0 0 0 0 0 0 0 
1 9 4 0 0 0 0 0 0 0 0 0 0 
1 9 5 0 0 0 0 0 0 0 0 0 0 
1 10 1 77 49 78 49 76 50 77 50 78 50 
1 10 2 0 0 0 0 0 0 0 0 0 0 
1 10 3 0 0 0 0 0 0 0 0 0 0 
1 10 4 0 0 0 0 0 0 0 0 0 0 
1 10 5 0 0 0 0 0 0 0 0 0 0 
1 11 1 76 51 77 51 78 51 77 52 78 52 
1 11 2 0 0 0 0 0 0 0 0 0 0 
