 1 2 56 17
 1 3 56 17
 1 4 56 17
 1 5 56 17
 1 7 56 17
 1 8 56 17
 1 9 56 17
 1 10 56 17
 1 12 56 15
 1 13 56 15
 1 14 56 17
 1 15 56 17
 1 17 56 15
 1 18 56 15
 1 19 56 15
 1 20 56 15
 1 22 56 15
 1 23 56 15
 1 24 56 15
 1 25 56 15
 2 1 55 17
 2 2 55 17
 2 3 54 18
 2 4 54 18
 2 5 54 18
 2 6 55 17
 2 7 55 17
 2 8 54 18
 2 9 54 17
 2 10 54 18
 2 11 55 15
 2 12 55 17
 2 13 54 17
 2 14 54 17
 2 15 54 17
 2 16 55 15
 2 17 55 15
 2 18 54 17
 2 19 54 16
 2 20 54 16
 2 21 55 15
 2 22 55 15
 2 23 54 16
 2 24 54 16
 2 25 54 16
 3 1 54 18
 3 2 54 18
 3 3 53 18
 3 4 53 18
 3 5 53 18
 3 6 54 18
 3 7 54 18
 3 8 54 18
 3 9 53 18
 3 10 53 18
 3 11 54 17
 3 12 54 17
 3 13 53 17
 3 14 53 17
 3 15 53 17
 3 16 54 17
 3 17 54 17
 3 18 53 16
 3 19 53 17
 3 20 53 17
 3 21 54 17
 3 22 53 16
 3 23 53 16
 3 24 53 16
 3 25 53 16
 4 1 52 18
 4 2 52 18
 4 3 52 18
 4 4 51 18
 4 5 51 18
 4 6 52 17
 4 7 52 18
 4 8 52 18
 4 9 51 18
 4 10 51 18
 4 11 52 17
 4 12 52 17
 4 13 52 17
 4 14 51 17
 4 15 51 18
 4 16 52 17
 4 17 52 17
 4 18 52 17
 4 19 51 17
 4 20 51 17
 4 21 52 17
 4 22 52 17
 4 23 52 17
 4 24 51 17
 4 25 51 17
 5 1 51 18
 5 2 51 18
 5 3 51 18
 5 4 50 18
 5 5 50 18
 5 6 51 18
 5 7 51 18
 5 8 51 18
 5 9 50 18
 5 10 50 18
 5 11 51 18
 5 12 51 18
 5 13 51 18
 5 14 51 18
 5 15 50 18
 5 16 51 17
 5 17 51 17
 5 18 51 17
 5 19 50 17
 5 20 50 17
 5 21 51 17
 5 22 51 17
 5 23 50 17
 5 24 50 17
 5 25 50 17
 6 1 50 18
 6 2 50 18
 6 3 49 18
 6 4 49 18
 6 5 48 18
 6 6 50 18
 6 7 49 18
 6 8 49 18
 6 9 49 18
 6 10 48 18
 6 11 50 18
 6 12 49 18
 6 13 49 18
 6 14 49 18
 6 15 48 18
 6 16 50 18
 6 17 49 17
 6 18 49 18
 6 19 49 18
 6 20 48 18
 6 21 49 17
 6 22 49 17
 6 23 49 17
 6 24 49 17
 6 25 48 18
 7 1 48 18
 7 2 48 18
 7 3 48 18
 7 4 48 18
 7 5 47 18
 7 6 48 18
 7 7 48 18
 7 8 48 18
 7 9 47 18
 7 10 47 18
 7 11 48 18
 7 12 48 18
