module,frac,noise
304189472,0.0007202308999925719,0.00011605340982708258
304193540,0.0011637027887045105,0.0002334271282988757
304193544,0.001307435437411118,0.00022796007761292198
304193548,0.0015848782102646638,0.00022776594382878487
304193552,0.001926308371212171,0.00022638117520459676
304193556,0.0019500713927074924,0.00022908775416041538
304193560,0.0016223539950267886,0.00022543725517775088
304193564,0.0013238117199760792,0.00022595477124982843
304193568,0.0011672440847885909,0.00021816318236638128
304197636,0.0011035847536712796,0.00022101143134424343
304197640,0.0012403386257449742,0.00022385668673365964
304197644,0.0014884400575271375,0.00022740274171488767
304197648,0.0017895281164426373,0.0002305314852608048
304197652,0.0018159886696309047,0.00023148178536803738
304197656,0.0015258882606407312,0.00022903663846858362
304197660,0.0012598554272077967,0.00022800830695056214
304197664,0.0011105467994643548,0.00021996857591772604
304201732,0.0011651908955134236,0.0002592501017757386
304201736,0.001305268809427781,0.0002659637618535646
304201740,0.0015847745983792755,0.0002661963069669649
304201744,0.0019294214088522769,0.0002713277207213241
304201748,0.0018857813579763506,0.0002759529720360649
304201752,0.0016204172160267506,0.00026607123799008466
304201756,0.0013270192482825293,0.00026753442351928213
304201760,0.0011707622967308887,0.00026153312167520945
305201160,0.000756109341308651,0.00010337177000008603
305201168,0.0008939304017471378,0.0007270773404195824
305201172,0.000891815388964021,9.677635513862343e-05
305201176,0.0008155635724551673,9.733304975634653e-05
305201180,0.0007251303312508007,9.865083702165893e-05
305201184,0.0006569639189729411,9.454634834826015e-05
305205252,0.0006302787858829419,9.907128852589428e-05
305205256,0.0006916088129357541,9.798744347086998e-05
305205260,0.0007795743800353975,9.781916459231332e-05
305205264,0.0008558086138169741,9.788704095460499e-05
305205268,0.0008578839234824775,9.790624672308327e-05
305205272,0.0007377329561106833,9.510882000582986e-05
305205276,0.0006997318407611519,9.527259075748383e-05
305205280,0.0006346550148382077,9.550674639718976e-05
305209348,0.000652678460488705,0.00010118292334857011
305209352,0.0007154646299274653,0.00010031043684022864
305209356,0.0008029557702995693,0.00010209041315969665
305209360,0.0008906188313091179,9.803085906630539e-05
305209364,0.0008886815216721229,0.00011743898197694757
305209368,0.0008120674378785874,9.814163153726818e-05
305209372,0.0007221299091145047,9.642811719925877e-05
305209376,0.0006575906270339013,9.703550154789552e-05
305213444,0.0006325319249001135,9.48204269744484e-05
305213448,0.0006918871936883076,0.00010042392661921579
305213452,0.0007768199468508163,9.983244316328946e-05
305213456,0.0008586427027795671,9.814536357987006e-05
305213460,0.0008578220856329885,0.00010096913992601167
305213464,0.000786790583721017,9.64275410296566e-05
305213468,0.0006974409806271089,9.742813973051892e-05
305213472,0.0006340686638690566,9.652083151070516e-05
305217540,0.0006512741340845286,0.00010298557823523189
305217548,0.0008048360981323087,9.782025681330865e-05
305217552,0.0008887986174728344,0.00010006543373424021
305217556,0.0008942623079929568,0.00010063395380346214
305217560,0.0008131743437025324,0.00010077180595805347
305217564,0.0007225367011423385,9.918869382618642e-05
305217568,0.0006560715138168534,9.988483914118295e-05
305221636,0.000631620543019121,9.829582572555803e-05
305221640,0.0006918111376366796,0.00010047760988584392
305221644,0.0007781707276835718,9.839997103963916e-05
305221648,0.0008569892179434734,9.752885379464033e-05
305221652,0.0008599501520852469,9.800924183911171e-05
305221656,0.0007840094207753436,0.00010005354146942198
305221660,0.0007007156187329233,9.666912149082496e-05
305221664,0.0006350669554786783,9.90421829436434e-05
305225732,0.0006478751691738487,0.00010595050266534277
305225736,0.0007095381121168522,0.00010325878257710179
305225740,0.0008031862331007539,9.954851114448617e-05
305225744,0.0008907844760889309,0.0001030161093166809
305225748,0.0008937634834386281,0.00010196401140524687
305225752,0.0008127448949107896,0.0001020962419344561
305225756,0.0007218055350451668,0.00010433114283174052
305225760,0.0006546444474678396,0.00010194630264787107
305229828,0.0006369151869462902,0.00010236379274921321
305229832,0.0006965648158302124,0.00010127782844015979
305229836,0.0007799757050684206,0.00010010852151342024
305229840,0.0008597067274007727,0.00010100127871080336
305229844,0.000859382003397874,0.00010156678979571281
305229848,0.0007876762225388264,0.00010124240824783211
305229852,0.0006990250265978435,0.00010092433416270677
305229856,0.0006357979007161436,9.838119616595247e-05
305233924,0.0006555375180713546,0.00010213092777116855
305233932,0.0008096229110184198,0.00010047337049094741
305233936,0.0008939603526179743,0.00010149211643272835
305233940,0.000895819882350308,9.868227644721512e-05
305233944,0.0008167587361124429,0.00010141540864236885
305233948,0.0007242389902369348,9.665447124058007e-05
305233952,0.000658294871193353,9.771596367253974e-05
305238020,0.0006345522892599528,0.00010382284793504693
305238024,0.0006952169061736403,0.00010196327221651564
305238028,0.0007806210944185741,0.00010392006364742921
305238032,0.000860555215894978,0.0001029056894733079
305238036,0.0008600263515522687,9.998420239299852e-05
305238040,0.0007890319024414335,9.713731909964855e-05
305238044,0.0007033627227051093,9.92380607674667e-05
305238048,0.0006386667019406465,9.839261718472157e-05
305242116,0.0006567438996807315,0.00010037279719012262
305242120,0.0007197706398376298,0.0001017969488135333
305242124,0.0008130820501600209,0.00010227775079181241
305242128,0.0008925844253300737,0.00010296783263677946
305242132,0.0008971685176887727,0.00010034835951005929
305242136,0.00081781622386,0.00010145516070957725
305242140,0.0007259650289207404,9.982129965351404e-05
305242144,0.0006586723749294698,9.897347040428026e-05
305246212,0.0006399480152249642,0.00010130703023727649
305246216,0.0007015408710650288,0.00010194382569818427
305246220,0.0007859997023221841,9.726739621301413e-05
305246224,0.0008647935825005135,0.00010198509358319764
305246228,0.0008631048748437081,9.920863992315638e-05
305246232,0.0007907467403829852,9.782771350494714e-05
305246240,0.0006421042599337919,9.63776156962657e-05
305250308,0.0006605138429271112,0.00010064854731969573
305250312,0.0006749950344786975,9.195113392015527e-05
305250316,0.0008141444771337398,9.775785624744409e-05
305250320,0.0009014390064742065,0.00010141601334064657
305250324,0.000901863992178895,9.98600617762119e-05
305250328,0.0008215435153682704,9.685966640104913e-05
305250332,0.0007269170805391003,9.736654739565921e-05
305250336,0.0006623175123635686,9.539453827962252e-05
305254404,0.0006384030011878001,0.00010489635588680788
305254408,0.0007014786230475136,9.76698103377844e-05
305254412,0.0007874326400974191,0.0001018757379420866
305254416,0.0008679598071735557,9.889267462373082e-05
305254420,0.0008667751988892621,9.738480412134717e-05
305254424,0.0007951472065397994,0.00010213621804616409
305254428,0.0007055679409026041,9.813284658230167e-05
305254432,0.000642969694390926,9.674551326465315e-05
305258500,0.0006229296877568324,9.85642155975885e-05
305258504,0.0007257659568809459,0.00010190104089724902
305258508,0.0008171389131114996,0.00010345130738007338
305258512,0.0009055404371934554,0.00010294312795959562
305258516,0.0009070098741864067,0.00010384096310176912
305258520,0.0008269352830684135,0.00010209716502475166
305258524,0.000732500660591805,0.00010005286693053427
305258528,0.0006647581153785624,0.0001024205029552512
305262596,0.0006426144946168496,0.00010831217407930146
305262600,0.0007039943613873074,0.00010942721526204672
305262604,0.0007934092844564653,0.00010361692881216965
305262608,0.0008723887757057292,0.00010887478135286258
305262612,0.000872500355750396,0.00010487410575711983
305262616,0.0008000940279807481,0.00010999544693513764
305262620,0.0007115596496146127,0.00010523956981827351
305262624,0.0006446478925676754,0.00010064912625710738
305266692,0.0006648275771903846,0.0001157126257946326
305266696,0.000728438964541556,0.00011405292514820781
305266700,0.0008243266889977646,0.00011028449751958542
305266704,0.0009102873605219414,0.00011244228848742697
305266708,0.0009122572082434766,0.00011308689206582366
305266712,0.0008316979448022127,0.00011612528429072847
305266716,0.0007365284389014256,0.00010998089196447671
305266720,0.0006679734397458182,0.00010993719665253277
305270788,0.0006265058710696031,0.00011070719608326956
305270792,0.0006855009836477119,0.00010859162634658861
305270796,0.0007234732094003208,0.00010270977674801097
305270800,0.0008430802595496747,0.00010997261165167711
305270804,0.0008423063241137707,0.00010696369530950176
305270808,0.0007752228844989425,0.00010939039734594304
305270812,0.0006894976752365773,0.00010827317269962519
305270816,0.0006302775754570184,0.00011062600515185771
305274884,0.0006619183098783735,0.00011721205242781009
305274888,0.0007262649535337471,0.00011609978578016426
305274892,0.0008211508813081102,0.00011294179067216747
305274896,0.000905543466126572,0.00011283179425804742
305274900,0.0009115193389107997,0.00011332112100059176
305274904,0.0008298764344907692,0.00011389879956961427
305274908,0.0007366342794620333,0.00011475731962822871
305274912,0.0006678996267109489,0.00011369681756003111
305278980,0.0006401898738133383,0.00010887270997993202
305278984,0.0007039556248894482,0.00010947502030391703
305278988,0.0007924333054138076,0.00011123390397884548
305278992,0.0008719546859918438,0.00010876053916953387
305278996,0.0008761756735199614,0.00010720995962556771
305279000,0.0007995455501487857,0.00010534757098468032
305279004,0.0007114134290157329,0.00010719567245376402
305279008,0.0006489598800314526,0.00010554129923662694
305283092,0.0009085338549219194,0.0001026167265264238
305283096,0.0008275696781944801,0.000103527725037547
305283100,0.0007346315638005522,0.00010103586721826603
305283104,0.0006689340934194969,0.00010370989775579616
305287188,0.0008725268044173164,9.940648812011703e-05
305287192,0.0007977698467141149,9.99004702561565e-05
305287196,0.0007086094974421434,9.947306759746199e-05
305287200,0.0006437723473252801,9.63106604581377e-05
305291284,0.000904152683872184,9.963201335840046e-05
305291288,0.0008253852322826199,9.528918608532986e-05
305291296,0.0006629939482781671,9.50624718894927e-05
305295364,0.0006391978150367303,9.844650226508712e-05
305295368,0.0006991992906428225,0.00010084124188295058
305295372,0.0007853312661182506,0.00010010996151413868
305295376,0.0008691694816003737,9.989460440100559e-05
305295380,0.0008728282865214995,9.716599590039107e-05
305295384,0.0007963630851165523,9.859524114528026e-05
305295388,0.0007087793615028413,9.748297031507918e-05
305295392,0.0006441305358761628,9.36034818137308e-05
305299460,0.0006588566923935525,9.905694104275293e-05
305299464,0.0007218930815381442,9.758390719711808e-05
305299468,6.5554717566397155e-06,7.237544659527806e-06
305299472,0.0009025823484130946,9.841185066369891e-05
305299476,0.0009055883752229795,9.894280003256537e-05
305299480,0.0008255198505761431,9.6906333236427e-05
305299484,0.0007318279075845187,9.80774463769795e-05
305299488,0.0006645429549998939,9.262764384228582e-05
305303556,0.0006370749660364976,9.739192535590571e-05
305303560,0.0006971478280889964,9.919871463025995e-05
305303564,0.0007850103741746737,0.00010048456576833204
305303568,0.0008677888904438675,0.00010104995271039494
305303572,0.000868768125015964,0.00010262624294873348
305303576,0.0007955761132213538,9.88633390218495e-05
305303580,0.0007078368785595542,9.67881979888641e-05
305303584,0.000641954703492853,9.753474277944889e-05
305307652,0.0006560228357638974,9.905636521557251e-05
305307656,0.0007179043208205547,0.00010063868557473737
305307660,0.000813999226022922,9.853582908117678e-05
305307664,0.0008978528414500289,9.773742199142523e-05
305307668,0.0008967854350938381,9.67250720132032e-05
305307672,0.0008240559293392364,9.8989570791022e-05
305307676,0.000731388729492462,9.78168357554493e-05
305307680,0.0006649701923262647,9.818526093994917e-05
305311748,0.0006380436022109939,0.00010504403927940161
305311752,0.0006996899118366271,0.00010231868615467575
305311756,0.0007854879904605706,0.00010287788278863017
305311760,0.000867797822354592,0.00010462838863453321
305311764,0.0008703379470479438,0.00010127020174288
305311768,0.0003987083187728521,5.156905333916344e-05
305311772,0.0007078575992156471,9.98119039820214e-05
305311776,0.0006408032241645219,0.00010012470113910975
305315844,0.0006565921432476519,0.00010464359963274349
305315848,0.0007206951384905372,0.00010566378991163836
305315852,0.0008104925016536657,0.00010664240587898271
305315856,0.0008981126871970905,0.00010114339825119143
305315860,0.0009016627000688047,0.00010526805141198572
305315864,0.0008217823106038334,0.0001032770440914293
305315868,0.0007296311050023307,0.00010257778982734794
305315872,0.0006625677808306338,0.00010232070978898952
306249732,0.00038067450705769266,6.488472670125574e-05
306249736,0.00040518062681094814,6.617584855621535e-05
306249740,0.0004313623001610918,6.115656978150908e-05
306249744,0.00045761994351362724,6.492945683754583e-05
306249748,0.0004548909952445203,6.272372192769859e-05
306249752,0.00043147574173756976,6.176599301017768e-05
306249756,0.00025653826683068564,4.3609881638269865e-05
306249760,0.00038245460474002884,0.00012022133899630078
306253828,0.00039571429583142633,6.458074045778978e-05
306253832,0.00042189730581304,6.557553853353406e-05
306253836,0.00045291592433434374,6.581045984216812e-05
306253840,0.00047846776603625087,6.499877775611497e-05
306253844,0.00047830495514461903,6.598599250718642e-05
306253848,0.00045538492933392126,6.258997566913991e-05
306253852,0.00042468724004419685,6.1211815616379e-05
306253856,0.00039704418104130856,6.369947649510547e-05
306257924,0.00038767012352614315,6.600208339083004e-05
306257928,0.00041381809139044126,6.502838678688605e-05
306257932,0.00044328468286182514,6.549277968150518e-05
306257936,0.0004670958517731455,6.4527757201847e-05
306257940,0.0004632611249250887,6.560205756604933e-05
306257944,0.00044392477157902463,6.443784629187303e-05
306257948,0.0004156969076249302,6.505483763804269e-05
306257952,0.00038844825529646914,6.517863219568796e-05
306262020,0.0003955593010787553,6.73089085993099e-05
306262024,0.0004211966269602774,6.419856770139429e-05
306262028,0.00045349954467439733,6.153876111476691e-05
306262032,0.00047710434457068774,6.430864374901516e-05
306262036,0.00047944840894751425,6.709596128847004e-05
306262040,0.0004547807546996315,6.722722041062877e-05
306262044,0.0004240056784634248,6.541582566530041e-05
306262048,0.0003970528461994006,6.480917760062326e-05
306266116,0.00038754610076191233,6.878855130484788e-05
306266120,0.00041235615789089237,6.487771832958384e-05
306266124,0.00044269190688303286,6.382910107871181e-05
306266128,0.0004654747788160455,6.565496895171862e-05
306266132,0.0004638060718700562,6.620635159755998e-05
306266136,0.00044293725620209146,6.364259982547015e-05
306266140,0.0004147845619924915,6.439638904754965e-05
306266144,0.0003889009746700063,6.475275534620177e-05
306270212,0.000396071655441333,6.505848432500186e-05
306270216,0.0004219035874072875,6.453923917909608e-05
306270220,0.00045271203353731824,6.699132938142576e-05
306270224,0.00047764965865906335,6.782971353519903e-05
306270228,0.00047665723560735515,6.557038398056117e-05
306270232,0.00045495682291026414,6.559815796073639e-05
306270236,0.0004244129753134448,6.597710178589439e-05
306270240,0.0003976536849916311,6.627563423647035e-05
306274308,0.0003854784093221264,6.666861151291143e-05
306274312,0.0004134849030110018,6.634286576053828e-05
306274316,0.00043997330746874087,6.69260805444511e-05
306274320,0.0004633901012570206,6.417231624502666e-05
306274324,0.0004624175813936608,6.521624211648969e-05
306274328,0.0004432331823939197,6.75535813693725e-05
306274332,0.00041510291548359864,6.823217569512973e-05
306274336,0.00038791317819890137,6.649169452666262e-05
306278404,0.0003960517293065216,6.559800302340483e-05
306278408,0.00042013656634055593,6.479497253415998e-05
306278412,0.0004213450905759158,6.111660071218987e-05
306278416,0.00047504151204444303,6.526542071011743e-05
306278420,0.0004741988777666117,6.694172422586455e-05
306278424,0.00045446807472150223,6.639805269857911e-05
306278432,0.0003968580364651091,6.62362152849715e-05
306282500,0.00038754886294239645,6.551905390941939e-05
306282504,0.0004127334952651523,6.507132552938897e-05
306282508,0.00044062571843657373,6.359035775655032e-05
306282512,0.0004642786055143977,6.439338552714687e-05
306282516,0.0004648938489487792,6.270006638332065e-05
306282520,0.00044318111400105486,6.567347903196377e-05
306282524,0.0004146305424644982,6.48846253852181e-05
306282528,0.00038758488888931335,6.360666484612377e-05
306286596,0.00039482530396171036,6.530511189760282e-05
306286600,0.0004222834890487881,6.498312236443849e-05
306286604,0.0004530006082560614,6.591257431790019e-05
306286608,0.00047498484575405367,6.650654749190601e-05
306286612,0.00047559934056007965,6.431230763200566e-05
306286616,0.00045359141083903536,6.391664663806837e-05
306286620,0.0004232551971810191,6.434397540074099e-05
306286624,0.00039791884571318615,6.484205852708144e-05
306290692,0.0003873430847987889,6.342429380037163e-05
306290696,0.00041062639901177206,6.562558926568811e-05
306290700,0.00044070431867728735,6.611597944715684e-05
306290704,0.0004642654084298623,6.198542763176542e-05
306290708,0.00041558404544664307,6.360167992047833e-05
306290712,0.0004428037364704847,6.315390149372018e-05
306290716,0.00041465765944715365,6.431698387194508e-05
306290720,0.00038712254060623794,6.415967661292424e-05
306294788,0.0003972705794502335,6.620023862087574e-05
306294792,0.00042169502987334846,6.545750941653987e-05
306294796,0.00045026070878748564,6.498670166318599e-05
306294800,0.00047369226288809297,6.435133574854199e-05
306294804,0.0004765653809159486,6.3240165842544e-05
306294808,0.00045394182340726747,6.574520636877998e-05
306294812,0.0004230484466810417,6.507462037621876e-05
306294816,0.00039595954189140147,6.466724972988629e-05
306298884,0.00038565637061595693,6.52431023058883e-05
306298888,0.0004094459325640508,6.28073602301752e-05
306298892,0.0004397679681762382,6.275982306795156e-05
306298896,0.0004631252732591791,6.300244761721274e-05
306298900,0.0004634969571986163,6.505603874163212e-05
306298904,0.0004422315836253176,6.466005547520273e-05
306298908,0.0004140890374889813,6.534549367606259e-05
306298912,0.00038860591183884866,6.534345970933767e-05
306302980,0.0003951184909195174,6.705441554105316e-05
306302984,0.0004205751621661139,6.629875226597555e-05
306302988,0.00045037396679225954,6.674723673540685e-05
306302992,0.000472894078777409,6.43165680306869e-05
306302996,0.0004740114367152525,6.266938474160726e-05
306303000,0.0004520567370517626,6.584206425680105e-05
306303004,0.00042260575204352955,6.49115039483033e-05
306303008,0.0003976608873127066,6.492052219556605e-05
306307076,0.00038587812810273917,6.345227081404361e-05
306307080,0.0004120063792187008,6.478437689495078e-05
306307084,0.00044129744745794835,6.487469513622441e-05
306307088,0.000463798264336019,6.308252054561213e-05
306307092,0.00046521991245145576,6.367428442400316e-05
306307096,0.00044185882980704285,6.359483686971612e-05
306307100,0.0004134780420185635,6.550258391271412e-05
306307104,0.00038859061515294835,6.553223821936624e-05
306311172,0.00039106456224699543,6.534770333096517e-05
306311176,0.00042280681755729765,6.438260737861471e-05
306311180,0.0004491934573199201,6.579886840387233e-05
306311184,0.00047442013616782357,6.508210293100516e-05
306311192,0.00045497643639951717,6.366239554580348e-05
306311196,0.00042517141901851304,6.714175699553089e-05
306311200,0.0003960995038424967,6.881378084152298e-05
306315268,0.00038512418764103556,6.88403221029696e-05
306315272,0.0004106744890616135,6.458396390706182e-05
306315276,0.0004399828417241192,6.571881539961566e-05
306315280,0.0004615023416385757,6.527649074913461e-05
306315284,0.0004647502356417584,6.609385327164574e-05
306315288,0.00044235212139547963,6.408279480519265e-05
306315292,0.0003923300568133795,6.302283980998877e-05
306315296,0.00038845112073603683,6.572201216316573e-05
306319364,0.0003955573334195527,6.445914702536175e-05
306319368,0.0004223800190820318,6.48270578592134e-05
306319372,0.0004528049122146364,6.300700676345454e-05
306319376,0.00047603511970730383,6.64623217804322e-05
306319380,0.00047552796271859663,6.591974183469647e-05
306319384,0.00045461341474986415,6.773142225100951e-05
306319388,0.00042641749514057964,6.449158918045069e-05
306319392,0.00039657194856929404,6.574441506257666e-05
306323460,0.00038911238903858937,6.7591303983124e-05
306323464,0.00041386979837651375,6.792773557298994e-05
306323468,0.00044143481072210836,6.678926077290991e-05
306323472,0.0004656616404692139,6.679692048909879e-05
306323476,0.00046459655457409434,6.765068495492248e-05
306323480,0.00044455545511470023,6.445836841614323e-05
306323484,0.0004166247708029755,6.754813821579479e-05
306323488,0.0003886557716346493,6.459662492866854e-05
306327556,0.000397640780474499,6.766632199836486e-05
306327560,0.0004220680934688738,6.66347702586306e-05
306327564,0.0004533479058419407,6.52527999543656e-05
306327568,0.0004770459200075707,6.446452430633286e-05
306327572,0.0004761227264347467,6.424796353228958e-05
306327576,0.00045433869395815986,6.516168044680962e-05
306327580,0.00040114609076797274,6.131005716509493e-05
306327584,0.0003983046560689104,6.459602080877086e-05
306331652,0.00038880218727846454,6.490407330157744e-05
306331656,0.0004152671347143974,6.319337128073164e-05
306331660,0.0004414448469313649,6.650549556006033e-05
306331664,0.00046588551476720827,6.419897712518838e-05
306331668,0.0004652760108168858,6.76993554376705e-05
306331672,0.0004450271397399105,6.73085071679064e-05
306331676,0.00041575940231692264,6.466814799727418e-05
306331680,0.00038893437898352497,6.570620892897186e-05
306335748,0.0003988248122289096,6.748248552161255e-05
306335752,0.0004249774353568897,6.511164374842629e-05
306335756,0.0004486385544783165,5.780739878246202e-05
306335760,0.0004808761063242605,6.931803687011157e-05
306335764,0.00047560915590962976,6.646449340493215e-05
306335768,0.0004551175255956075,6.492168697138029e-05
306335772,0.00042542938028730047,6.597964539354773e-05
306335776,0.0003998215951085886,6.720377356399267e-05
306339844,0.0003895203025748026,6.815792702489152e-05
306339848,0.0004147348742951634,6.786404363993762e-05
306339852,0.00044244001495371004,6.671744370084109e-05
306339856,0.00046731673442602576,6.738454036184443e-05
306339860,0.00046462916723463937,6.572197406640325e-05
306339864,0.00044448849446734553,6.456233706503572e-05
306339868,0.000417988484835942,6.752879461608179e-05
306339872,0.0003906541131266202,6.809322368120623e-05
306343940,0.00040048970719373225,6.933265237523224e-05
306343944,0.00042466179815334073,6.754495570973355e-05
306343952,0.00048177857063606795,6.70146851093256e-05
306343956,0.0004796216375333501,6.535312628319368e-05
306343960,0.0004555285942704838,6.588499163091777e-05
306343964,0.00042815884485182504,7.005872821568034e-05
306343968,0.00039985474127439847,6.504653274242643e-05
306348036,0.0003918061144869846,6.835598046369507e-05
306348040,0.0004157750804877704,6.683849911151479e-05
306348044,0.0004464264552102283,6.525793686893347e-05
306348048,0.00046944116099559004,6.74135761046704e-05
306348052,0.00046619332435856486,6.465620816029059e-05
306348056,0.00044632192546631964,6.682508548352422e-05
306348060,0.0004168728794342105,6.651938931472872e-05
306348064,0.0003895323953608059,6.753399164401735e-05
306352132,0.0004004752996832734,6.902824460771075e-05
306352136,0.0004268144259259374,6.616583196849139e-05
306352140,0.00045681094875056036,6.515943621731626e-05
306352144,0.0004799909895384845,6.654691662391834e-05
306352148,0.0004787369768085262,6.487735273289164e-05
306352152,0.0004555073315042024,6.607123043458318e-05
306352156,0.0004274939022468839,6.528673739420704e-05
306352160,0.00040007021429862543,6.578296297463391e-05
306356228,0.0003894921902893143,6.620695918417613e-05
306356232,0.0004165353340951081,6.533143819384124e-05
306356236,0.00044637649502365196,8.389074242422903e-05
306356240,0.0004681187678058787,6.543211879815464e-05
306356244,0.00046730810942424396,6.329304179239033e-05
306356248,0.00044605995717143007,6.532363478564587e-05
306356252,0.0004171718661105419,6.490444132294715e-05
306356256,0.00039130158773659923,6.45133260468266e-05
306360328,0.0004259527374788888,6.478590986910723e-05
306360332,0.0004577680141710867,6.166433188214266e-05
306360336,0.0004826398202320116,6.600348312105682e-05
306360340,0.0004814622737217076,0.0001278768222203655
306360344,0.0004577700879576807,6.329330690440104e-05
306360348,0.0004284164877384383,6.546937019745133e-05
306360352,0.00039931040241070057,6.33406513409605e-05
306364420,0.00039125359807753345,6.522603996650785e-05
306364424,0.0004154219975249061,6.605445646554361e-05
306364428,0.00044541713782513307,6.583102566158496e-05
306364432,0.0004681029548245608,6.538488083605467e-05
306364436,0.00041009891432515087,5.533437580309834e-05
306364440,0.00044633182686510607,6.295521523117375e-05
306364444,0.00041823251186507,6.431511941404004e-05
306368516,0.0003987114480967443,6.744105408795294e-05
306368520,0.00042586332084917645,6.220157437530515e-05
306368524,0.0004578368019305581,6.328993300708256e-05
306368528,0.0004831819476303375,6.54833762314438e-05
306368532,0.00048084924175269815,6.339951837377853e-05
306368536,0.0004594630751298365,6.46649029964007e-05
306368540,0.0004285243619293298,6.49314689316561e-05
306368544,0.00040087266931973606,6.539675722286599e-05
306372612,0.00039152220076853916,6.500627076606493e-05
306372616,0.000417207473284509,6.463102297406082e-05
306372620,0.00044690946104662335,6.52654303162175e-05
306372624,0.0004708616101583348,6.346555292471234e-05
306372628,0.0004705506138769285,6.372483200116729e-05
306372632,0.00044893408197535,6.248570831689939e-05
306372636,0.00041876924971289775,6.213561612999205e-05
306372640,0.0003913112109095217,6.366778215363846e-05
306376708,0.0004000774108830852,6.500050967718347e-05
306376712,0.0004280972077838874,6.415409619562488e-05
306376716,0.0004598140412814886,6.3944149999106e-05
306376720,0.00048493574292945486,6.459723957568517e-05
306376724,0.00048417117538707236,6.410283991170021e-05
306376728,0.00046179726679095533,6.520188502935385e-05
306376732,0.0004320656723549495,6.46179150029993e-05
306376736,0.0004003800718618052,6.622819041901189e-05
306380804,0.0003828844407533349,6.337635083400929e-05
306380808,0.0004093512755358498,6.368203523699394e-05
306380812,0.0004388630227781185,6.324614189184669e-05
