369120277 14350879  TIBminus_1_1_1_1 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard14/channel003 
369120278 5372951  TIBminus_1_1_1_1 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard14/channel002 
369120281 12516251  TIBminus_1_1_1_1 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard14/channel003
369120282 3537819  TIBminus_1_1_1_1 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard14/channel002
369120285 5895663 TIBminus_1_1_1_1 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard14/channel003
369120286 4060663 TIBminus_1_1_1_1 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard14/channel002
369120293 7797819 TIBminus_1_1_1_2 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard15/channel003
369120294 6159383 TIBminus_1_1_1_2 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard15/channel002
369120297 3797895 TIBminus_1_1_1_2 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard15/channel003
369120298 7860571 TIBminus_1_1_1_2 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard15/channel002
369120301 11926459 TIBminus_1_1_1_2 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard15/channel003
369120302 16445975 TIBminus_1_1_1_2 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard15/channel002
369120309 14155355 TIBminus_1_1_1_3 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard12/channel003
369120310 11924759 TIBminus_1_1_1_3 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard12/channel002
369120313 3928607 TIBminus_1_1_1_3 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard12/channel003
369120314 12448683 TIBminus_1_1_1_3 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard12/channel002
369120317 7731515 TIBminus_1_1_1_3 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard12/channel003
369120318 14548427 TIBminus_1_1_1_3 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard12/channel002
369120325 11663415 TIBminus_1_1_1_4 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard13/channel003
369120326 3537911 TIBminus_1_1_1_4 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard13/channel002
369120329 14613107 TIBminus_1_1_1_4 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard13/channel003
369120330 14351067 TIBminus_1_1_1_4 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard13/channel002
369120333 6222911 TIBminus_1_1_1_4 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard13/channel003
369120334 14020907 TIBminus_1_1_1_4 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_8/branchController02/easyCrate1/easyBoard13/channel002
369120341 16185971 TIBminus_1_2_1_1 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard14/channel003
369120342 8320027 TIBminus_1_2_1_1 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard14/channel002
369120345 11664879 TIBminus_1_2_1_1 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard14/channel003
369120346 6224919 TIBminus_1_2_1_1 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard14/channel002
369120349 5697979 TIBminus_1_2_1_1 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard14/channel003
369120350 7795611 TIBminus_1_2_1_1 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard14/channel002
369120357 5698975 TIBminus_1_2_1_2 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard15/channel003
369120358 14284311 TIBminus_1_2_1_2 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard15/channel002
369120361 3928807 TIBminus_1_2_1_2 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard15/channel003
369120362 15858391 TIBminus_1_2_1_2 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard15/channel002
369120365 12188019 TIBminus_1_2_1_2 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard15/channel003
369120366 11661915 TIBminus_1_2_1_2 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard15/channel002
369120373 3799023 TIBminus_1_2_1_3 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard12/channel003
369120374 13890551 TIBminus_1_2_1_3 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard12/channel002
369120377 14348623 TIBminus_1_2_1_3 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard12/channel003
369120378 14546475 TIBminus_1_2_1_3 cms_trk_dcs_05:CAEN/CMS_TRACKER_SY1527_7/branchController04/easyCrate1/easyBoard12/channel002
