plane u v typecode econdidx captureblock captureblockidx slinkidx fedid zside
29 -8 1 ML-F3C 1 18 3 3 152 -1
29 -8 2 ML-F3C 9 17 2 4 153 -1
29 -8 3 ML-T3C 4 17 2 4 153 -1
29 -7 -11 ML-53C 5 9 3 0 233 -1
29 -7 -10 ML-F3C 4 16 1 4 261 -1
29 -7 -9 ML-F3C 11 15 0 4 261 -1
29 -7 -8 ML-F3C 5 15 0 4 261 -1
29 -7 -7 ML-F3C 1 15 0 4 261 -1
29 -7 -6 ML-F3C 7 3 1 1 216 -1
29 -7 -5 ML-F3C 2 3 1 1 216 -1
29 -7 -4 ML-F3C 8 2 1 0 215 -1
29 -7 -3 ML-F3C 10 17 2 4 193 -1
29 -7 -2 ML-F3C 6 17 2 4 193 -1
29 -7 -1 ML-F3C 1 17 2 4 193 -1
29 -7 0 ML-F3C 10 16 1 4 193 -1
29 -7 1 ML-F3C 0 18 3 3 152 -1
29 -7 2 ML-F3C 8 17 2 4 153 -1
29 -7 3 ML-F3C 3 17 2 4 153 -1
29 -7 4 ML-53C 8 18 3 3 152 -1
29 -6 -11 ML-53C 6 9 3 0 233 -1
29 -6 -10 ML-F3C 4 9 3 0 233 -1
29 -6 -9 ML-F3C 3 16 1 4 261 -1
29 -6 -8 ML-F3C 10 15 0 4 261 -1
29 -6 -7 ML-F3C 4 15 0 4 261 -1
29 -6 -6 ML-F3C 0 15 0 4 261 -1
29 -6 -5 ML-F3C 6 3 1 1 216 -1
29 -6 -4 ML-F3C 1 3 1 1 216 -1
29 -6 -3 ML-F3C 7 2 1 0 215 -1
29 -6 -2 ML-F3C 5 17 2 4 193 -1
29 -6 -1 ML-F3C 0 17 2 4 193 -1
29 -6 0 ML-F3C 9 16 1 4 193 -1
29 -6 1 ML-F3C 11 17 2 4 153 -1
29 -6 2 ML-F3C 7 17 2 4 153 -1
29 -6 3 ML-F3C 2 17 2 4 153 -1
29 -6 4 ML-F3C 6 18 3 3 152 -1
29 -6 5 ML-53C 7 18 3 3 152 -1
29 -5 -11 ML-53C 7 18 3 3 260 -1
29 -5 -10 ML-F3C 5 18 3 3 260 -1
29 -5 -9 ML-F3C 3 9 3 0 233 -1
29 -5 -8 ML-F3C 2 16 1 4 261 -1
29 -5 -7 ML-F3C 9 15 0 4 261 -1
29 -5 -6 ML-F3C 3 15 0 4 261 -1
29 -5 -5 ML-F3C 11 14 3 2 259 -1
29 -5 -4 MH-F2C 6 2 1 0 215 -1
29 -5 -3 MH-F2C 3 2 1 0 215 -1
29 -5 -2 MH-F2C 6 16 1 4 193 -1
29 -5 -1 MH-F2C 7 16 1 4 193 -1
29 -5 0 ML-F3C 8 16 1 4 193 -1
29 -5 1 ML-F3C 10 17 2 4 153 -1
29 -5 2 ML-F3C 6 17 2 4 153 -1
29 -5 3 ML-F3C 1 17 2 4 153 -1
29 -5 4 ML-F3C 4 18 3 3 152 -1
29 -5 5 ML-F3C 5 18 3 3 152 -1
29 -5 6 ML-53C 6 9 3 0 125 -1
29 -4 -11 ML-53C 8 18 3 3 260 -1
29 -4 -10 ML-F3C 6 18 3 3 260 -1
29 -4 -9 ML-F3C 4 18 3 3 260 -1
29 -4 -8 ML-F3C 3 18 3 3 260 -1
29 -4 -7 ML-F3C 1 16 1 4 261 -1
29 -4 -6 ML-F3C 8 15 0 4 261 -1
29 -4 -5 MH-F2C 9 14 3 2 259 -1
29 -4 -4 MH-F2C 7 14 3 2 259 -1
29 -4 -3 MH-F2C 5 2 1 0 215 -1
29 -4 -2 MH-F2C 2 2 1 0 215 -1
29 -4 -1 MH-F2C 5 16 1 4 193 -1
29 -4 0 MH-F2C 4 16 1 4 193 -1
29 -4 1 MH-F2C 10 16 1 4 153 -1
29 -4 2 ML-F3C 5 17 2 4 153 -1
29 -4 3 ML-F3C 0 17 2 4 153 -1
29 -4 4 ML-F3C 3 18 3 3 152 -1
29 -4 5 ML-F3C 3 9 3 0 125 -1
29 -4 6 ML-F3C 4 9 3 0 125 -1
29 -4 7 ML-53C 5 9 3 0 125 -1
29 -3 -11 ML-T3C 4 17 2 4 261 -1
29 -3 -10 ML-F3C 3 17 2 4 261 -1
29 -3 -9 ML-F3C 2 17 2 4 261 -1
29 -3 -8 ML-F3C 1 17 2 4 261 -1
29 -3 -7 ML-F3C 0 17 2 4 261 -1
29 -3 -6 ML-F3C 11 16 1 4 261 -1
29 -3 -5 MH-F2C 10 14 3 2 259 -1
29 -3 -4 MH-F2C 8 14 3 2 259 -1
29 -3 -3 MH-F2C 5 14 3 2 259 -1
29 -3 -2 MH-F1C 4 2 1 0 215 -1
29 -3 -1 MH-F1C 2 16 1 4 193 -1
29 -3 0 MH-F2C 3 16 1 4 193 -1
29 -3 1 MH-F2C 9 16 1 4 153 -1
29 -3 2 MH-F2C 7 16 1 4 153 -1
29 -3 3 ML-F3C 11 16 1 4 153 -1
29 -3 4 ML-F3C 1 16 1 4 153 -1
29 -3 5 ML-F3C 2 16 1 4 153 -1
29 -3 6 ML-F3C 3 16 1 4 153 -1
29 -3 7 ML-F3C 4 16 1 4 153 -1
29 -3 8 ML-B3C 5 16 1 4 153 -1
29 -2 -10 ML-F3C 9 17 2 4 261 -1
29 -2 -9 ML-F3C 8 17 2 4 261 -1
29 -2 -8 ML-F3C 7 17 2 4 261 -1
29 -2 -7 ML-F3C 6 17 2 4 261 -1
29 -2 -6 ML-F3C 5 17 2 4 261 -1
29 -2 -5 MH-F2C 7 16 1 4 261 -1
29 -2 -4 MH-F2C 6 16 1 4 261 -1
29 -2 -3 MH-F1C 6 14 3 2 259 -1
29 -2 -2 MH-T1C 4 14 3 2 259 -1
29 -2 0 MH-T1C 1 16 1 4 193 -1
29 -2 1 MH-F1C 8 16 1 4 153 -1
29 -2 2 MH-F2C 6 16 1 4 153 -1
29 -2 3 MH-F2C 10 14 3 2 151 -1
29 -2 4 ML-F3C 8 15 0 4 153 -1
29 -2 5 ML-F3C 9 15 0 4 153 -1
29 -2 6 ML-F3C 10 15 0 4 153 -1
29 -2 7 ML-F3C 11 15 0 4 153 -1
29 -2 8 ML-F3C 0 16 1 4 153 -1
29 -1 -10 ML-F3C 2 18 3 3 260 -1
29 -1 -9 ML-F3C 1 18 3 3 260 -1
29 -1 -8 ML-F3C 0 18 3 3 260 -1
29 -1 -7 ML-F3C 11 17 2 4 261 -1
29 -1 -6 ML-F3C 10 17 2 4 261 -1
29 -1 -5 MH-F2C 10 16 1 4 261 -1
29 -1 -4 MH-F2C 9 16 1 4 261 -1
29 -1 -3 MH-F1C 8 16 1 4 261 -1
29 -1 2 MH-F1C 6 14 3 2 151 -1
29 -1 3 MH-F2C 8 14 3 2 151 -1
29 -1 4 MH-F2C 9 14 3 2 151 -1
29 -1 5 ML-F3C 3 15 0 4 153 -1
29 -1 6 ML-F3C 4 15 0 4 153 -1
29 -1 7 ML-F3C 5 15 0 4 153 -1
29 -1 8 ML-F3C 6 15 0 4 153 -1
29 -1 9 ML-F3C 7 15 0 4 153 -1
29 0 -8 ML-F3C 11 16 1 4 301 -1
29 0 -7 ML-F3C 10 16 1 4 301 -1
29 0 -6 ML-F3C 9 16 1 4 301 -1
29 0 -5 ML-F3C 8 16 1 4 301 -1
29 0 -4 MH-F2C 4 16 1 4 301 -1
29 0 -3 MH-F2C 3 16 1 4 301 -1
29 0 -2 MH-T1C 1 16 1 4 301 -1
29 0 2 MH-T1C 4 14 3 2 151 -1
29 0 3 MH-F2C 5 14 3 2 151 -1
29 0 4 MH-F2C 7 14 3 2 151 -1
29 0 5 ML-F3C 11 14 3 2 151 -1
29 0 6 ML-F3C 0 15 0 4 153 -1
29 0 7 ML-F3C 1 15 0 4 153 -1
29 0 8 ML-F3C 2 15 0 4 153 -1
29 1 -9 ML-F3C 4 17 2 4 301 -1
29 1 -8 ML-F3C 3 17 2 4 301 -1
29 1 -7 ML-F3C 2 17 2 4 301 -1
29 1 -6 ML-F3C 1 17 2 4 301 -1
29 1 -5 ML-F3C 0 17 2 4 301 -1
29 1 -4 MH-F2C 7 16 1 4 301 -1
29 1 -3 MH-F2C 5 16 1 4 301 -1
29 1 -2 MH-F1C 2 16 1 4 301 -1
29 1 3 MH-F1C 4 2 1 0 106 -1
29 1 4 MH-F2C 5 2 1 0 106 -1
29 1 5 MH-F2C 6 2 1 0 106 -1
29 1 6 ML-F3C 6 3 1 1 107 -1
29 1 7 ML-F3C 7 3 1 1 107 -1
29 1 8 ML-F3C 8 3 1 1 107 -1
29 1 9 ML-F3C 9 3 1 1 107 -1
29 1 10 ML-F3C 10 3 1 1 107 -1
29 2 -8 ML-F3C 9 17 2 4 301 -1
29 2 -7 ML-F3C 8 17 2 4 301 -1
29 2 -6 ML-F3C 7 17 2 4 301 -1
29 2 -5 ML-F3C 6 17 2 4 301 -1
29 2 -4 ML-F3C 5 17 2 4 301 -1
29 2 -3 MH-F2C 6 16 1 4 301 -1
29 2 -2 MH-F2C 2 2 1 0 323 -1
29 2 -1 MH-F1C 4 2 1 0 323 -1
29 2 0 MH-T1C 4 14 3 2 42 -1
29 2 2 MH-T1C 1 16 1 4 84 -1
29 2 3 MH-F1C 2 16 1 4 84 -1
29 2 4 MH-F2C 2 2 1 0 106 -1
29 2 5 MH-F2C 3 2 1 0 106 -1
29 2 6 ML-F3C 1 3 1 1 107 -1
29 2 7 ML-F3C 2 3 1 1 107 -1
29 2 8 ML-F3C 3 3 1 1 107 -1
29 2 9 ML-F3C 4 3 1 1 107 -1
29 2 10 ML-F3C 5 3 1 1 107 -1
29 3 -8 ML-B3C 2 18 3 3 300 -1
29 3 -7 ML-F3C 1 18 3 3 300 -1
29 3 -6 ML-F3C 0 18 3 3 300 -1
29 3 -5 ML-F3C 11 17 2 4 301 -1
29 3 -4 ML-F3C 10 17 2 4 301 -1
29 3 -3 ML-F3C 7 2 1 0 323 -1
29 3 -2 MH-F2C 3 2 1 0 323 -1
29 3 -1 MH-F2C 5 2 1 0 323 -1
29 3 0 MH-F2C 5 14 3 2 42 -1
29 3 1 MH-F1C 6 14 3 2 42 -1
29 3 2 MH-F1C 8 16 1 4 44 -1
29 3 3 MH-F2C 3 16 1 4 84 -1
29 3 4 MH-F2C 5 16 1 4 84 -1
29 3 5 MH-F2C 6 16 1 4 84 -1
29 3 6 ML-F3C 7 2 1 0 106 -1
29 3 7 ML-F3C 8 2 1 0 106 -1
29 3 8 ML-F3C 9 2 1 0 106 -1
29 3 9 ML-F3C 10 2 1 0 106 -1
29 3 10 ML-F3C 11 2 1 0 106 -1
29 3 11 ML-T3C 0 3 1 1 107 -1
29 4 -7 ML-53C 2 15 0 4 286 -1
29 4 -6 ML-F3C 0 15 0 4 286 -1
29 4 -5 ML-F3C 11 14 3 2 284 -1
29 4 -4 ML-F3C 11 3 1 1 324 -1
29 4 -3 ML-F3C 8 2 1 0 323 -1
29 4 -2 ML-F3C 1 3 1 1 324 -1
29 4 -1 MH-F2C 6 2 1 0 323 -1
29 4 0 MH-F2C 7 14 3 2 42 -1
29 4 1 MH-F2C 8 14 3 2 42 -1
29 4 2 MH-F2C 6 16 1 4 44 -1
29 4 3 MH-F2C 9 16 1 4 44 -1
29 4 4 MH-F2C 4 16 1 4 84 -1
29 4 5 MH-F2C 7 16 1 4 84 -1
29 4 6 ML-F3C 5 17 2 4 84 -1
29 4 7 ML-F3C 10 17 2 4 84 -1
29 4 8 ML-F3C 11 3 1 1 107 -1
29 4 9 ML-F3C 0 4 2 0 106 -1
29 4 10 ML-F3C 1 4 2 0 106 -1
29 4 11 ML-53C 2 4 2 0 106 -1
29 5 -6 ML-53C 1 15 0 4 286 -1
29 5 -5 ML-F3C 3 4 2 0 323 -1
29 5 -4 ML-F3C 0 4 2 0 323 -1
29 5 -3 ML-F3C 9 2 1 0 323 -1
29 5 -2 ML-F3C 2 3 1 1 324 -1
29 5 -1 ML-F3C 6 3 1 1 324 -1
29 5 0 ML-F3C 11 14 3 2 42 -1
29 5 1 MH-F2C 9 14 3 2 42 -1
29 5 2 MH-F2C 10 14 3 2 42 -1
29 5 3 MH-F2C 7 16 1 4 44 -1
29 5 4 MH-F2C 10 16 1 4 44 -1
29 5 5 ML-F3C 8 16 1 4 84 -1
29 5 6 ML-F3C 0 17 2 4 84 -1
29 5 7 ML-F3C 6 17 2 4 84 -1
29 5 8 ML-F3C 11 17 2 4 84 -1
29 5 9 ML-F3C 11 14 3 2 67 -1
29 5 10 ML-F3C 3 4 2 0 106 -1
29 5 11 ML-53C 4 4 2 0 106 -1
29 6 -5 ML-53C 4 4 2 0 323 -1
29 6 -4 ML-F3C 1 4 2 0 323 -1
29 6 -3 ML-F3C 10 2 1 0 323 -1
29 6 -2 ML-F3C 3 3 1 1 324 -1
29 6 -1 ML-F3C 7 3 1 1 324 -1
29 6 0 ML-F3C 0 15 0 4 44 -1
29 6 1 ML-F3C 3 15 0 4 44 -1
29 6 2 ML-F3C 8 15 0 4 44 -1
29 6 3 ML-F3C 11 16 1 4 44 -1
29 6 4 ML-F3C 5 17 2 4 44 -1
29 6 5 ML-F3C 10 17 2 4 44 -1
29 6 6 ML-F3C 9 16 1 4 84 -1
29 6 7 ML-F3C 1 17 2 4 84 -1
29 6 8 ML-F3C 7 17 2 4 84 -1
29 6 9 ML-F3C 0 18 3 3 83 -1
29 6 10 ML-F3C 0 15 0 4 69 -1
29 6 11 ML-53C 1 15 0 4 69 -1
29 7 -4 ML-53C 2 4 2 0 323 -1
29 7 -3 ML-F3C 11 2 1 0 323 -1
29 7 -2 ML-F3C 4 3 1 1 324 -1
29 7 -1 ML-F3C 8 3 1 1 324 -1
29 7 0 ML-F3C 1 15 0 4 44 -1
29 7 1 ML-F3C 4 15 0 4 44 -1
29 7 2 ML-F3C 9 15 0 4 44 -1
29 7 3 ML-F3C 1 16 1 4 44 -1
29 7 4 ML-F3C 0 17 2 4 44 -1
29 7 5 ML-F3C 6 17 2 4 44 -1
29 7 6 ML-F3C 11 17 2 4 44 -1
29 7 7 ML-F3C 10 16 1 4 84 -1
29 7 8 ML-F3C 2 17 2 4 84 -1
29 7 9 ML-F3C 8 17 2 4 84 -1
29 7 10 ML-F3C 1 18 3 3 83 -1
29 7 11 ML-53C 2 15 0 4 69 -1
29 8 -3 ML-T3C 0 3 1 1 324 -1
29 8 -2 ML-F3C 5 3 1 1 324 -1
29 8 -1 ML-F3C 9 3 1 1 324 -1
29 8 0 ML-F3C 2 15 0 4 44 -1
29 8 1 ML-F3C 5 15 0 4 44 -1
29 8 2 ML-F3C 10 15 0 4 44 -1
29 8 3 ML-F3C 2 16 1 4 44 -1
29 8 4 ML-F3C 3 18 3 3 43 -1
29 8 5 ML-F3C 1 17 2 4 44 -1
29 8 6 ML-F3C 7 17 2 4 44 -1
29 8 7 ML-F3C 0 18 3 3 43 -1
29 8 8 ML-F3C 11 16 1 4 84 -1
29 8 9 ML-F3C 3 17 2 4 84 -1
29 8 10 ML-F3C 9 17 2 4 84 -1
29 8 11 ML-B3C 2 18 3 3 83 -1
29 9 -1 ML-F3C 10 3 1 1 324 -1
29 9 1 ML-F3C 6 15 0 4 44 -1
29 9 2 ML-F3C 11 15 0 4 44 -1
29 9 3 ML-F3C 3 16 1 4 44 -1
29 9 4 ML-F3C 3 9 3 0 16 -1
29 9 5 ML-F3C 4 18 3 3 43 -1
29 9 6 ML-F3C 2 17 2 4 44 -1
29 9 7 ML-F3C 8 17 2 4 44 -1
29 9 8 ML-F3C 1 18 3 3 43 -1
29 9 10 ML-F3C 4 17 2 4 84 -1
29 10 1 ML-F3C 7 15 0 4 44 -1
29 10 2 ML-F3C 0 16 1 4 44 -1
29 10 3 ML-F3C 4 16 1 4 44 -1
29 10 4 ML-F3C 4 9 3 0 16 -1
29 10 5 ML-F3C 5 18 3 3 43 -1
29 10 6 ML-F3C 6 18 3 3 43 -1
29 10 7 ML-F3C 3 17 2 4 44 -1
29 10 8 ML-F3C 9 17 2 4 44 -1
29 10 9 ML-F3C 2 18 3 3 43 -1
29 11 3 ML-B3C 5 16 1 4 44 -1
29 11 4 ML-53C 5 9 3 0 16 -1
29 11 5 ML-53C 6 9 3 0 16 -1
29 11 6 ML-53C 7 18 3 3 43 -1
29 11 7 ML-53C 8 18 3 3 43 -1
29 11 8 ML-T3C 4 17 2 4 44 -1
30 -11 -9 ML-T3C 3 18 3 3 200 -1
30 -11 -8 ML-53C 9 17 2 4 201 -1
30 -11 -7 ML-F3C 0 19 0 5 202 -1
30 -11 -6 ML-53C 2 19 0 5 202 -1
30 -11 -5 ML-53C 11 11 0 3 170 -1
30 -11 -4 ML-F3C 0 12 1 3 170 -1
30 -11 -3 ML-53C 5 20 1 5 211 -1
30 -11 -2 ML-B3C 0 20 1 5 211 -1
30 -10 -9 ML-F3C 8 18 3 3 200 -1
30 -10 -8 ML-F3C 2 18 3 3 200 -1
30 -10 -7 ML-F3C 8 17 2 4 201 -1
30 -10 -6 ML-F3C 11 18 3 3 200 -1
30 -10 -5 ML-F3C 1 19 0 5 202 -1
30 -10 -4 ML-F3C 10 11 0 3 170 -1
30 -10 -3 ML-F3C 4 20 1 5 211 -1
30 -10 -2 ML-F3C 11 19 0 5 211 -1
30 -10 -1 ML-F3C 6 19 0 5 211 -1
30 -9 -11 ML-B3C 3 22 3 4 261 -1
30 -9 -10 ML-F3C 9 21 2 5 262 -1
30 -9 -8 ML-F3C 7 18 3 3 200 -1
30 -9 -7 ML-F3C 1 18 3 3 200 -1
30 -9 -6 ML-F3C 7 17 2 4 201 -1
30 -9 -5 ML-F3C 10 18 3 3 200 -1
30 -9 -4 ML-F3C 9 11 0 3 170 -1
30 -9 -3 ML-F3C 3 20 1 5 211 -1
30 -9 -2 ML-F3C 10 19 0 5 211 -1
30 -9 -1 ML-F3C 5 19 0 5 211 -1
30 -9 1 ML-F3C 7 14 3 2 161 -1
30 -9 2 ML-T3C 2 14 3 2 161 -1
30 -8 -11 ML-53C 8 22 3 4 261 -1
30 -8 -10 ML-F3C 2 22 3 4 261 -1
30 -8 -9 ML-F3C 8 21 2 5 262 -1
30 -8 -8 ML-F3C 4 21 2 5 262 -1
30 -8 -7 ML-F3C 6 18 3 3 200 -1
30 -8 -6 ML-F3C 0 18 3 3 200 -1
30 -8 -5 ML-F3C 6 17 2 4 201 -1
30 -8 -4 ML-F3C 9 18 3 3 200 -1
30 -8 -3 ML-F3C 2 20 1 5 211 -1
30 -8 -2 ML-F3C 9 19 0 5 211 -1
30 -8 -1 ML-F3C 4 19 0 5 211 -1
30 -8 0 ML-F3C 1 19 0 5 211 -1
30 -8 1 ML-F3C 6 14 3 2 161 -1
30 -8 2 ML-F3C 1 14 3 2 161 -1
30 -8 3 ML-53C 8 13 2 3 162 -1
30 -7 -11 ML-F3C 1 16 1 4 229 -1
30 -7 -10 ML-F3C 7 22 3 4 261 -1
30 -7 -9 ML-F3C 1 22 3 4 261 -1
30 -7 -8 ML-F3C 7 21 2 5 262 -1
30 -7 -7 ML-F3C 3 21 2 5 262 -1
30 -7 -6 ML-F3C 5 18 3 3 200 -1
30 -7 -5 ML-F3C 11 17 2 4 201 -1
30 -7 -4 ML-F3C 5 17 2 4 201 -1
30 -7 -3 ML-F3C 1 20 1 5 211 -1
30 -7 -2 ML-F3C 8 19 0 5 211 -1
30 -7 -1 ML-F3C 3 19 0 5 211 -1
30 -7 0 ML-F3C 0 19 0 5 211 -1
30 -7 1 ML-F3C 5 14 3 2 161 -1
30 -7 2 ML-F3C 0 14 3 2 161 -1
30 -7 3 ML-F3C 7 13 2 3 162 -1
30 -7 4 ML-F3C 1 15 0 4 163 -1
30 -6 -11 ML-53C 2 16 1 4 229 -1
30 -6 -10 ML-F3C 0 16 1 4 229 -1
30 -6 -9 ML-F3C 6 22 3 4 261 -1
30 -6 -8 ML-F3C 0 22 3 4 261 -1
30 -6 -7 ML-F3C 6 21 2 5 262 -1
30 -6 -6 ML-F3C 2 21 2 5 262 -1
30 -6 -5 ML-F3C 4 18 3 3 200 -1
30 -6 -4 ML-F3C 10 17 2 4 201 -1
30 -6 -3 ML-F3C 4 17 2 4 201 -1
30 -6 -2 ML-F3C 7 19 0 5 211 -1
30 -6 -1 ML-F3C 2 19 0 5 211 -1
30 -6 0 ML-F3C 11 18 3 3 209 -1
30 -6 1 ML-F3C 4 14 3 2 161 -1
30 -6 2 ML-F3C 11 13 2 3 162 -1
30 -6 3 ML-F3C 6 13 2 3 162 -1
30 -6 4 ML-F3C 11 14 3 2 161 -1
30 -6 5 ML-53C 0 15 0 4 163 -1
30 -5 -11 ML-53C 0 15 0 4 271 -1
30 -5 -10 ML-F3C 10 14 3 2 269 -1
30 -5 -9 ML-F3C 11 15 0 4 229 -1
30 -5 -8 ML-F3C 5 22 3 4 261 -1
30 -5 -7 ML-F3C 11 21 2 5 262 -1
30 -5 -6 ML-F3C 5 21 2 5 262 -1
30 -5 -5 ML-F3C 1 21 2 5 262 -1
30 -5 -4 MH-F2C 3 17 2 4 201 -1
30 -5 -3 MH-F2C 0 17 2 4 201 -1
30 -5 -2 MH-F2C 8 18 3 3 209 -1
30 -5 -1 MH-F2C 9 18 3 3 209 -1
30 -5 0 ML-F3C 10 18 3 3 209 -1
30 -5 1 ML-F3C 3 14 3 2 161 -1
30 -5 2 ML-F3C 10 13 2 3 162 -1
30 -5 3 ML-F3C 5 13 2 3 162 -1
30 -5 4 ML-F3C 9 14 3 2 161 -1
30 -5 5 ML-F3C 10 14 3 2 161 -1
30 -5 6 ML-53C 2 16 1 4 121 -1
30 -4 -11 ML-F3C 1 15 0 4 271 -1
30 -4 -10 ML-F3C 11 14 3 2 269 -1
30 -4 -9 ML-F3C 9 14 3 2 269 -1
30 -4 -8 ML-F3C 8 14 3 2 269 -1
30 -4 -7 ML-F3C 4 22 3 4 261 -1
30 -4 -6 ML-F3C 10 21 2 5 262 -1
30 -4 -5 MH-F2C 11 20 1 5 262 -1
30 -4 -4 MH-F2C 9 20 1 5 262 -1
30 -4 -3 MH-F2C 2 17 2 4 201 -1
30 -4 -2 MH-F2C 11 16 1 4 201 -1
30 -4 -1 MH-F2C 7 18 3 3 209 -1
30 -4 0 MH-F2C 6 18 3 3 209 -1
30 -4 1 MH-F2C 2 13 2 3 162 -1
30 -4 2 ML-F3C 9 13 2 3 162 -1
30 -4 3 ML-F3C 4 13 2 3 162 -1
30 -4 4 ML-F3C 8 14 3 2 161 -1
30 -4 5 ML-F3C 11 15 0 4 121 -1
30 -4 6 ML-F3C 0 16 1 4 121 -1
30 -4 7 ML-F3C 1 16 1 4 121 -1
30 -3 -11 ML-53C 8 13 2 3 270 -1
30 -3 -10 ML-F3C 7 13 2 3 270 -1
30 -3 -9 ML-F3C 6 13 2 3 270 -1
30 -3 -8 ML-F3C 5 13 2 3 270 -1
30 -3 -7 ML-F3C 4 13 2 3 270 -1
30 -3 -6 ML-F3C 3 13 2 3 270 -1
30 -3 -5 MH-F2C 0 21 2 5 262 -1
30 -3 -4 MH-F2C 10 20 1 5 262 -1
30 -3 -3 MH-F2C 7 20 1 5 262 -1
30 -3 -2 MH-F1C 1 17 2 4 201 -1
30 -3 -1 MH-F1C 4 18 3 3 209 -1
30 -3 0 MH-F2C 5 18 3 3 209 -1
30 -3 1 MH-F2C 1 13 2 3 162 -1
30 -3 2 MH-F2C 11 12 1 3 162 -1
30 -3 3 ML-F3C 3 13 2 3 162 -1
30 -3 4 ML-F3C 4 22 3 4 153 -1
30 -3 5 ML-F3C 5 22 3 4 153 -1
30 -3 6 ML-F3C 6 22 3 4 153 -1
30 -3 7 ML-F3C 7 22 3 4 153 -1
30 -3 8 ML-53C 8 22 3 4 153 -1
30 -2 -11 ML-T3C 2 14 3 2 269 -1
30 -2 -10 ML-F3C 1 14 3 2 269 -1
30 -2 -9 ML-F3C 0 14 3 2 269 -1
30 -2 -8 ML-F3C 11 13 2 3 270 -1
30 -2 -7 ML-F3C 10 13 2 3 270 -1
30 -2 -6 ML-F3C 9 13 2 3 270 -1
30 -2 -5 MH-F2C 11 12 1 3 270 -1
30 -2 -4 MH-F2C 10 12 1 3 270 -1
30 -2 -3 MH-F1C 8 20 1 5 262 -1
30 -2 -2 MH-T1C 6 20 1 5 262 -1
30 -2 0 MH-T1C 3 18 3 3 209 -1
30 -2 1 MH-F1C 0 13 2 3 162 -1
30 -2 2 MH-F2C 10 12 1 3 162 -1
30 -2 3 MH-F2C 0 21 2 5 154 -1
30 -2 4 ML-F3C 10 21 2 5 154 -1
30 -2 5 ML-F3C 11 21 2 5 154 -1
30 -2 6 ML-F3C 0 22 3 4 153 -1
30 -2 7 ML-F3C 1 22 3 4 153 -1
30 -2 8 ML-F3C 2 22 3 4 153 -1
30 -2 9 ML-B3C 3 22 3 4 153 -1
30 -1 -10 ML-F3C 7 14 3 2 269 -1
30 -1 -9 ML-F3C 6 14 3 2 269 -1
30 -1 -8 ML-F3C 5 14 3 2 269 -1
30 -1 -7 ML-F3C 4 14 3 2 269 -1
30 -1 -6 ML-F3C 3 14 3 2 269 -1
30 -1 -5 MH-F2C 2 13 2 3 270 -1
30 -1 -4 MH-F2C 1 13 2 3 270 -1
30 -1 -3 MH-F1C 0 13 2 3 270 -1
30 -1 2 MH-F1C 8 20 1 5 154 -1
30 -1 3 MH-F2C 10 20 1 5 154 -1
30 -1 4 MH-F2C 11 20 1 5 154 -1
30 -1 5 ML-F3C 5 21 2 5 154 -1
30 -1 6 ML-F3C 6 21 2 5 154 -1
30 -1 7 ML-F3C 7 21 2 5 154 -1
30 -1 8 ML-F3C 8 21 2 5 154 -1
30 -1 9 ML-F3C 9 21 2 5 154 -1
30 0 -8 ML-F3C 1 19 0 5 319 -1
30 0 -7 ML-F3C 0 19 0 5 319 -1
30 0 -6 ML-F3C 11 18 3 3 317 -1
30 0 -5 ML-F3C 10 18 3 3 317 -1
30 0 -4 MH-F2C 6 18 3 3 317 -1
30 0 -3 MH-F2C 5 18 3 3 317 -1
30 0 -2 MH-T1C 3 18 3 3 317 -1
30 0 2 MH-T1C 6 20 1 5 154 -1
30 0 3 MH-F2C 7 20 1 5 154 -1
30 0 4 MH-F2C 9 20 1 5 154 -1
30 0 5 ML-F3C 1 21 2 5 154 -1
30 0 6 ML-F3C 2 21 2 5 154 -1
30 0 7 ML-F3C 3 21 2 5 154 -1
30 0 8 ML-F3C 4 21 2 5 154 -1
30 1 -9 ML-F3C 6 19 0 5 319 -1
30 1 -8 ML-F3C 5 19 0 5 319 -1
30 1 -7 ML-F3C 4 19 0 5 319 -1
30 1 -6 ML-F3C 3 19 0 5 319 -1
30 1 -5 ML-F3C 2 19 0 5 319 -1
30 1 -4 MH-F2C 9 18 3 3 317 -1
30 1 -3 MH-F2C 7 18 3 3 317 -1
30 1 -2 MH-F1C 4 18 3 3 317 -1
30 1 3 MH-F1C 1 17 2 4 92 -1
30 1 4 MH-F2C 2 17 2 4 92 -1
30 1 5 MH-F2C 3 17 2 4 92 -1
30 1 6 ML-F3C 4 18 3 3 91 -1
30 1 7 ML-F3C 5 18 3 3 91 -1
30 1 8 ML-F3C 6 18 3 3 91 -1
30 1 9 ML-F3C 7 18 3 3 91 -1
30 1 10 ML-F3C 8 18 3 3 91 -1
30 2 -9 ML-B3C 0 20 1 5 319 -1
30 2 -8 ML-F3C 11 19 0 5 319 -1
30 2 -7 ML-F3C 10 19 0 5 319 -1
30 2 -6 ML-F3C 9 19 0 5 319 -1
30 2 -5 ML-F3C 8 19 0 5 319 -1
30 2 -4 ML-F3C 7 19 0 5 319 -1
30 2 -3 MH-F2C 8 18 3 3 317 -1
30 2 -2 MH-F2C 11 16 1 4 309 -1
30 2 -1 MH-F1C 1 17 2 4 309 -1
30 2 0 MH-T1C 6 20 1 5 45 -1
30 2 2 MH-T1C 3 18 3 3 100 -1
