{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-5.191  -4.889       5     0   200        1.05559    -0.00984468    0.000238188
-4.889  -4.716       5     0   200        1.05362    -0.00979586    0.000235875
-4.716  -4.538       5     0   200        1.05736     -0.0094583    0.000221561
-4.538  -4.363       5     0   200        1.05963    -0.00895872    0.000201901
-4.363  -4.191       5     0   200        1.05913    -0.00838361    0.000178822
-4.191  -4.013       5     0   200        1.06525    -0.00778444    0.000154122
-4.013  -3.839       5     0   200        1.06726    -0.00712711    0.000127273
-3.839  -3.664       5     0   200        1.06868    -0.00641708    9.80622e-05
-3.664  -3.489       5     0   200        1.07734    -0.00590301    5.61256e-05
-3.489  -3.314       5     0   200        1.09316     -0.0060189    1.94545e-05
-3.314  -3.139       5     0   200        1.10614    -0.00552526   -2.90079e-05
-3.139  -2.964       5     0   200        1.12314    -0.00562299   -7.06754e-05
-2.964  -2.853       5     0   200        1.13765     -0.0057195   -0.000114507
-2.853   -2.65       5     0   200        1.14904    -0.00546247   -0.000174059
-2.65    -2.5       5     0   200         1.1507    -0.00486992   -0.000254043
-2.5  -2.322       5     0   200        1.15197     -0.0042615   -0.000331102
-2.322  -2.172       5     0   200         1.1453    -0.00389489   -0.000381328
-2.172  -2.043       5     0   200        1.13365    -0.00423289   -0.000368578
-2.043   -1.93       5     0   200        1.11781    -0.00403995   -0.000344853
-1.93   -1.83       5     0   200        1.10529    -0.00394647   -0.000318527
-1.83   -1.74       5     0   200        1.09802    -0.00437901   -0.000284288
-1.74  -1.653       5     0   200        1.09062    -0.00446941   -0.000261604
-1.653  -1.566       5     0   200        1.08225    -0.00417733   -0.000249604
-1.566  -1.479       5     0   200        1.07572    -0.00400603   -0.000233836
-1.479  -1.392       5     0   200        1.07182    -0.00404024     -0.0002109
-1.392  -1.305       5     0   200        1.06991    -0.00419528   -0.000187068
-1.305  -1.218       5     0   200        1.06978    -0.00442929   -0.000163008
-1.218  -1.131       5     0   200          1.072    -0.00482894   -0.000133639
-1.131  -1.044       5     0   200        1.07531    -0.00519599   -0.000105457
-1.044  -0.957       5     0   200        1.07952    -0.00556375   -7.75183e-05
-0.957  -0.879       5     0   200        1.08445    -0.00597476   -4.96026e-05
-0.879  -0.783       5     0   200        1.08961    -0.00633971   -2.53143e-05
-0.783  -0.696       5     0   200        1.09414    -0.00659601   -7.86343e-06
-0.696  -0.609       5     0   200        1.09745    -0.00671389    1.47724e-06
-0.609  -0.522       5     0   200        1.09961    -0.00672835    3.99495e-06
-0.522  -0.435       5     0   200        1.10237    -0.00677786    4.94165e-06
-0.435  -0.348       5     0   200        1.10545    -0.00687938    7.92252e-06
-0.348  -0.261       5     0   200        1.10732    -0.00694096    1.13739e-05
