{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
-1.131  -1.044       5     0   200        1.11115    -0.00326291    4.01839e-05
-1.044  -0.957       5     0   200        1.11661    -0.00363709    5.34676e-05
-0.957  -0.879       5     0   200        1.12231    -0.00398008    6.40174e-05
-0.879  -0.783       5     0   200        1.12847     -0.0042979    7.20983e-05
-0.783  -0.696       5     0   200        1.13479    -0.00461063    7.85177e-05
-0.696  -0.609       5     0   200        1.13965    -0.00480501    8.00248e-05
-0.609  -0.522       5     0   200        1.14231     -0.0048233     7.4183e-05
-0.522  -0.435       5     0   200        1.14508    -0.00480706    6.63576e-05
-0.435  -0.348       5     0   200        1.14833    -0.00484971    6.15325e-05
-0.348  -0.261       5     0   200        1.15036    -0.00487798    5.77911e-05
-0.261  -0.174       5     0   200        1.15145    -0.00487291    5.40348e-05
-0.174  -0.087       5     0   200        1.15214    -0.00489353    5.26263e-05
-0.087       0       5     0   200        1.15234    -0.00493322    5.31953e-05
0   0.087       5     0   200        1.15191    -0.00495633    5.40592e-05
0.087   0.174       5     0   200        1.15047    -0.00494852    5.50326e-05
0.174   0.261       5     0   200        1.14792    -0.00490022    5.56706e-05
0.261   0.348       5     0   200        1.14441    -0.00480748     5.5942e-05
0.348   0.435       5     0   200        1.13968    -0.00466249    5.60041e-05
0.435   0.522       5     0   200        1.13389    -0.00450748    5.80354e-05
0.522   0.609       5     0   200        1.12859    -0.00438802    6.24952e-05
0.609   0.696       5     0   200        1.12361     -0.0042572    6.53274e-05
0.696   0.783       5     0   200        1.11752    -0.00403383     6.3215e-05
0.783   0.879       5     0   200        1.11114    -0.00370475     5.6117e-05
0.879   0.957       5     0   200        1.10552    -0.00337414    4.71663e-05
0.957   1.044       5     0   200         1.1005    -0.00305302    3.69339e-05
1.044   1.131       5     0   200        1.09612      -0.002768    2.63754e-05
1.131   1.218       5     0   200        1.09277    -0.00251649    1.56527e-05
1.218   1.305       5     0   200         1.0901    -0.00225595    3.72115e-06
1.305   1.392       5     0   200        1.08887    -0.00205628   -8.59185e-06
1.392   1.479       5     0   200        1.08901    -0.00188292   -2.24967e-05
1.479   1.566       5     0   200        1.09054    -0.00176277   -3.64322e-05
1.566   1.653       5     0   200        1.09245    -0.00172056     -4.966e-05
1.653    1.74       5     0   200        1.09456     -0.0017133   -6.38078e-05
1.74    1.83       5     0   200        1.09651    -0.00165167   -8.07367e-05
1.83    1.93       5     0   200        1.10003    -0.00169422   -9.90276e-05
1.93   2.043       5     0   200        1.11492    -0.00297801   -9.72239e-05
2.043   2.172       5     0   200        1.13687    -0.00505686   -8.50437e-05
2.172   2.322       5     0   200        1.15828    -0.00728485   -6.08785e-05
2.322     2.5       5     0   200         1.1742    -0.00985324   -1.33509e-06
2.5    2.65       5     0   200        1.18194     -0.0119743    6.72155e-05
2.65   2.853       5     0   200        1.18574     -0.0134126     0.00012813
2.853   2.964       5     0   200        1.18051     -0.0142902    0.000177158
2.964   3.139       5     0   200        1.17149     -0.0145814    0.000210387
3.139   3.314       5     0   200        1.15991     -0.0144563    0.000236988
3.314   3.489       5     0   200        1.14699     -0.0139347    0.000251266
3.489   3.664       5     0   200        1.12222      -0.012359    0.000241681
3.664   3.839       5     0   200        1.10914     -0.0120232    0.000257574
3.839   4.013       5     0   200        1.10398     -0.0125011    0.000276215
4.013   4.191       5     0   200        1.09677     -0.0130051     0.00029506
4.191   4.363       5     0   200        1.08686     -0.0134008    0.000310138
4.363   4.538       5     0   200        1.08299     -0.0137272    0.000322727
4.538   4.716       5     0   200        1.07749     -0.0140392    0.000333684
4.716   4.889       5     0   200         1.0691     -0.0141941    0.000339688
4.889   5.191       5     0   200        1.05848     -0.0143196     0.00034435
