{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
0.435   0.522       5     0   200        1.13526    -0.00418363    4.04299e-05
0.522   0.609       5     0   200        1.13078    -0.00422194    4.75103e-05
0.609   0.696       5     0   200        1.12617    -0.00428236     5.5782e-05
0.696   0.783       5     0   200        1.12076    -0.00433419    6.55464e-05
0.783   0.879       5     0   200        1.11218    -0.00415322     7.1484e-05
0.879   0.957       5     0   200        1.10425    -0.00411865    8.66267e-05
0.957   1.044       5     0   200        1.10105    -0.00415934    0.000101086
1.044   1.131       5     0   200        1.09524    -0.00392165    9.86173e-05
1.131   1.218       5     0   200        1.08808     -0.0033504     8.0514e-05
1.218   1.305       5     0   200        1.08135    -0.00266247    5.40564e-05
1.305   1.392       5     0   200        1.07429    -0.00175993    1.60354e-05
1.392   1.479       5     0   200        1.06934   -0.000954834    -2.4655e-05
1.479   1.566       5     0   200        1.06896   -0.000396492   -6.29118e-05
1.566   1.653       5     0   200        1.07196    3.52898e-06   -9.98347e-05
1.653    1.74       5     0   200        1.07505    0.000487954   -0.000142194
1.74    1.83       5     0   200        1.07982     0.00067197   -0.000172176
1.83    1.93       5     0   200        1.09399    0.000246256   -0.000178431
1.93   2.043       5     0   200        1.11012   -0.000696365   -0.000171625
2.043   2.172       5     0   200        1.12645    -0.00207776   -0.000156707
2.172   2.322       5     0   200        1.13626    -0.00293162   -0.000159318
2.322     2.5       5     0   200        1.18889    -0.00972513   -4.38585e-05
2.5    2.65       5     0   200        1.25021     -0.0179898    0.000115026
2.65   2.853       5     0   200        1.25202     -0.0210411    0.000228003
2.853   2.964       5     0   200        1.21905      -0.019627    0.000264323
2.964   3.139       5     0   200        1.18655     -0.0163796     0.00024327
3.139   3.314       5     0   200        1.13598     -0.0112773    0.000183755
3.314   3.489       5     0   200        1.11999     -0.0106548    0.000206005
3.489   3.664       5     0   200        1.11976     -0.0112936     0.00023139
3.664   3.839       5     0   200        1.11284     -0.0121062    0.000261558
3.839   4.013       5     0   200        1.10149     -0.0128113    0.000288828
4.013   4.191       5     0   200        1.09771     -0.0135243     0.00031535
4.191   4.363       5     0   200        1.08748     -0.0140625    0.000333727
4.363   4.538       5     0   200        1.07024     -0.0142527    0.000340938
4.538   4.716       5     0   200        1.05997      -0.014348    0.000344926
4.716   4.889       5     0   200         1.0494      -0.014231    0.000341239
4.889   5.191       5     0   200        1.04838     -0.0139277     0.00033722
