4288
-1	2	39	25	520	1297	1	38	4	1
-1	2	39	24	520	1297	3	38	4	1
-1	2	40	25	520	1297	2	38	4	1
-1	2	40	24	520	1297	4	38	4	1
-1	2	38	25	520	1298	2	38	5	1
-1	2	37	24	520	1298	3	38	5	1
-1	2	37	25	520	1298	1	38	5	1
-1	2	38	24	520	1298	4	38	5	1
-1	2	36	25	520	1299	1	38	6	1
-1	2	36	24	520	1299	2	38	6	1
-1	2	34	24	520	1300	3	38	7	1
-1	2	35	25	520	1300	2	38	7	1
-1	2	35	24	520	1300	4	38	7	1
-1	2	34	25	520	1300	1	38	7	1
-1	2	32	24	520	1301	3	38	8	1
-1	2	32	25	520	1301	1	38	8	1
-1	2	33	24	520	1301	4	38	8	1
-1	2	33	25	520	1301	2	38	8	1
-1	2	31	24	520	1302	2	38	9	1
-1	2	31	25	520	1302	1	38	9	1
-1	2	29	24	520	1303	3	38	10	1
-1	2	29	25	520	1303	1	38	10	1
-1	2	30	24	520	1303	4	38	10	1
-1	2	30	25	520	1303	2	38	10	1
-1	2	28	24	520	1304	4	38	11	1
-1	2	27	25	520	1304	1	38	11	1
-1	2	28	25	520	1304	2	38	11	1
-1	2	27	24	520	1304	3	38	11	1
-1	2	26	25	520	1305	1	38	12	1
-1	2	30	22	520	1306	4	39	11	2
-1	2	29	22	520	1306	3	39	11	2
-1	2	30	23	520	1306	2	39	11	2
-1	2	29	23	520	1306	1	39	11	2
-1	2	27	23	520	1307	1	39	12	2
-1	2	28	22	520	1307	4	39	12	2
-1	2	28	23	520	1307	2	39	12	2
-1	2	35	23	520	1309	2	39	8	2
-1	2	35	22	520	1309	4	39	8	2
-1	2	34	23	520	1309	1	39	8	2
-1	2	34	22	520	1309	3	39	8	2
-1	2	32	22	520	1310	3	39	9	2
-1	2	32	23	520	1310	1	39	9	2
-1	2	33	23	520	1310	2	39	9	2
-1	2	33	22	520	1310	4	39	9	2
-1	2	31	23	520	1311	1	39	10	2
-1	2	31	22	520	1311	2	39	10	2
-1	2	39	22	520	1312	3	38	1	1
-1	2	40	22	520	1312	4	38	1	1
-1	2	40	23	520	1312	2	38	1	1
-1	2	39	23	520	1312	1	38	1	1
-1	2	38	22	520	1313	4	38	2	1
-1	2	37	23	520	1313	1	38	2	1
-1	2	37	22	520	1313	3	38	2	1
-1	2	38	23	520	1313	2	38	2	1
