4288
1	1	22	2	01	289	1	21	7	1
1	1	22	1	01	289	2	21	7	1
1	1	23	1	01	289	4	21	7	1
1	1	23	2	01	289	3	21	7	1
1	1	23	4	01	290	3	21	8	1
1	1	22	4	01	290	1	21	8	1
1	1	22	3	01	290	2	21	8	1
1	1	23	3	01	290	4	21	8	1
1	1	22	5	01	291	1	21	9	1
1	1	23	5	01	291	2	21	9	1
1	1	23	7	01	292	3	21	10	1
1	1	22	7	01	292	1	21	10	1
1	1	22	6	01	292	2	21	10	1
1	1	23	6	01	292	4	21	10	1
1	1	23	8	01	293	4	21	11	1
1	1	23	9	01	293	3	21	11	1
1	1	22	9	01	293	1	21	11	1
1	1	22	8	01	293	2	21	11	1
1	1	22	10	01	294	1	21	12	1
1	1	23	10	01	294	2	21	12	1
1	1	22	12	01	295	1	22	11	2
1	1	22	11	01	295	2	22	11	2
1	1	23	12	01	295	3	22	11	2
1	1	23	11	01	295	4	22	11	2
1	1	22	13	01	296	2	22	12	2
1	1	23	14	01	296	3	22	12	2
1	1	23	13	01	296	4	22	12	2
1	1	25	11	01	298	4	22	8	2
1	1	25	12	01	298	3	22	8	2
1	1	24	12	01	298	1	22	8	2
1	1	24	11	01	298	2	22	8	2
1	1	24	14	01	299	1	22	9	2
1	1	25	13	01	299	4	22	9	2
1	1	25	14	01	299	3	22	9	2
1	1	24	13	01	299	2	22	9	2
1	1	25	15	01	300	2	22	10	2
1	1	25	6	01	301	4	21	4	1
1	1	25	7	01	301	3	21	4	1
1	1	24	7	01	301	1	21	4	1
1	1	24	6	01	301	2	21	4	1
1	1	24	8	01	302	2	21	5	1
1	1	24	9	01	302	1	21	5	1
1	1	25	8	01	302	4	21	5	1
1	1	25	9	01	302	3	21	5	1
1	1	24	10	01	303	1	21	6	1
1	1	25	10	01	303	2	21	6	1
1	1	25	2	01	304	3	21	1	1
1	1	25	1	01	304	4	21	1	1
1	1	24	1	01	304	2	21	1	1
1	1	24	2	01	304	1	21	1	1
1	1	24	3	01	305	2	21	2	1
1	1	25	4	01	305	3	21	2	1
1	1	24	4	01	305	1	21	2	1
1	1	25	3	01	305	4	21	2	1
1	1	25	5	01	306	2	21	3	1
1	1	24	5	01	306	1	21	3	1
1	1	27	3	01	307	3	22	1	2
1	1	26	3	01	307	1	22	1	2
