[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis2_QC_F_quark}
73 81 9 10 4 0 100 30.234 3.440
73 81 10 11 4 0 100 32.893 3.392
73 81 11 12 4 0 100 32.741 3.404
73 81 12 13 4 0 100 33.050 3.399
73 81 13 14 4 0 100 33.047 3.353
73 81 14 15 4 0 100 35.610 3.303
73 81 15 16 4 0 100 33.982 3.299
73 81 16 17 4 0 100 32.358 3.292
73 81 17 18 4 0 100 34.511 3.289
73 81 18 19 4 0 100 36.036 3.275
73 81 19 20 4 0 100 44.100 3.274
73 81 20 21 4 0 100 39.361 3.253
73 81 21 22 4 0 100 38.113 3.242
73 81 22 23 4 0 100 40.834 3.188
73 81 23 24 4 0 100 41.283 3.180
73 81 24 25 4 0 100 39.102 3.127
73 81 25 26 4 0 100 39.969 3.162
73 81 26 27 4 0 100 44.329 3.142
73 81 27 28 4 0 100 57.526 3.143
73 81 28 29 4 0 100 56.641 3.046
73 81 29 30 4 0 100 75.980 3.047
73 81 30 31 4 0 100 59.245 3.121
73 81 31 32 4 0 100 100.000 3.155
73 81 32 33 4 0 100 100.000 3.084
73 81 33 34 4 0 100 100.000 3.095
73 81 34 35 4 0 100 100.000 2.640
73 81 35 36 4 0 100 100.000 2.947
73 81 36 37 4 0 100 32.844 3.101
73 81 37 38 4 0 100 100.000 3.217
73 81 38 39 4 0 100 100.000 2.797
73 81 39 40 4 0 100 48.435 29.897
73 81 40 41 4 0 100 31.467 64.128
73 81 41 42 4 0 100 29.217 35.935
73 81 42 43 4 0 100 22.729 55.771
73 81 43 44 4 0 100 19.664 53.866
73 81 44 100 4 0 100 11.430 76.344
81 88 0 1 4 0 100 9.356 90.951
81 88 1 2 4 0 100 4.900 98.851
81 88 2 3 4 0 100 100.000 4.074
81 88 3 4 4 0 100 49.233 3.551
81 88 4 5 4 0 100 39.381 3.616
81 88 5 6 4 0 100 36.391 3.623
81 88 6 7 4 0 100 31.840 3.552
81 88 7 8 4 0 100 36.107 3.556
81 88 8 9 4 0 100 31.761 3.500
81 88 9 10 4 0 100 33.209 3.462
81 88 10 11 4 0 100 33.300 3.437
81 88 11 12 4 0 100 33.436 3.477
81 88 12 13 4 0 100 31.714 3.433
81 88 13 14 4 0 100 34.156 3.389
81 88 14 15 4 0 100 35.193 3.383
81 88 15 16 4 0 100 36.915 3.375
81 88 16 17 4 0 100 36.150 3.383
81 88 17 18 4 0 100 36.374 3.315
81 88 18 19 4 0 100 35.613 3.307
81 88 19 20 4 0 100 42.229 3.340
81 88 20 21 4 0 100 45.992 3.258
81 88 21 22 4 0 100 38.597 3.282
81 88 22 23 4 0 100 41.652 3.301
81 88 23 24 4 0 100 45.652 3.233
81 88 24 25 4 0 100 42.596 3.228
81 88 25 26 4 0 100 46.902 3.207
81 88 26 27 4 0 100 61.771 3.268
81 88 27 28 4 0 100 66.398 3.259
81 88 28 29 4 0 100 51.772 3.136
81 88 29 30 4 0 100 73.685 3.056
81 88 30 31 4 0 100 82.159 3.012
81 88 31 32 4 0 100 100.000 3.329
81 88 32 33 4 0 100 100.000 2.803
81 88 33 34 4 0 100 100.000 3.030
81 88 34 35 4 0 100 100.000 3.034
81 88 35 36 4 0 100 5.508 96.142
81 88 36 37 4 0 100 100.000 3.073
81 88 37 38 4 0 100 7.836 92.220
81 88 38 39 4 0 100 6.422 99.969
81 88 40 41 4 0 100 65.452 90.285
81 88 41 42 4 0 100 11.961 89.859
81 88 42 43 4 0 100 68.618 72.972
81 88 43 100 4 0 100 57.520 42.602
88 97 1 2 4 0 100 4.982 100.000
88 97 2 3 4 0 100 67.511 3.710
88 97 3 4 4 0 100 38.388 3.568
88 97 4 5 4 0 100 35.288 3.713
88 97 5 6 4 0 100 34.175 3.681
88 97 6 7 4 0 100 36.395 3.625
88 97 7 8 4 0 100 31.200 3.628
88 97 8 9 4 0 100 30.786 3.566
88 97 9 10 4 0 100 34.004 3.558
88 97 10 11 4 0 100 31.380 3.521
88 97 11 12 4 0 100 34.550 3.492
88 97 12 13 4 0 100 34.723 3.473
88 97 13 14 4 0 100 34.329 3.459
88 97 14 15 4 0 100 33.211 3.468
88 97 15 16 4 0 100 35.379 3.391
88 97 16 17 4 0 100 34.328 3.361
88 97 17 18 4 0 100 37.347 3.382
88 97 18 19 4 0 100 35.190 3.396
88 97 19 20 4 0 100 36.564 3.388
88 97 20 21 4 0 100 37.430 3.359
88 97 21 22 4 0 100 37.585 3.361
88 97 22 23 4 0 100 38.161 3.313
88 97 23 24 4 0 100 42.443 3.309
88 97 24 25 4 0 100 44.179 3.240
88 97 25 26 4 0 100 47.577 3.168
88 97 26 27 4 0 100 52.107 3.292
88 97 27 28 4 0 100 56.768 3.231
88 97 28 29 4 0 100 61.225 3.160
88 97 29 30 4 0 100 74.263 3.187
88 97 30 31 4 0 100 77.789 3.157
88 97 31 32 4 0 100 100.000 3.170
88 97 32 33 4 0 100 100.000 3.117
88 97 33 34 4 0 100 23.642 3.393
88 97 34 35 4 0 100 100.000 3.099
88 97 35 36 4 0 100 6.814 91.128
88 97 36 37 4 0 100 35.867 3.237
88 97 37 38 4 0 100 100.000 3.283
88 97 39 40 4 0 100 12.496 67.511
88 97 40 41 4 0 100 13.703 66.031
88 97 41 42 4 0 100 8.867 99.354
88 97 42 100 4 0 100 11.609 70.791
97 106 0 1 4 0 100 10.265 78.462
97 106 1 2 4 0 100 4.333 100.000
97 106 2 3 4 0 100 32.736 50.615
97 106 3 4 4 0 100 71.626 3.775
97 106 4 5 4 0 100 41.640 3.742
97 106 5 6 4 0 100 40.956 3.819
97 106 6 7 4 0 100 36.540 3.688
97 106 7 8 4 0 100 33.225 3.664
97 106 8 9 4 0 100 34.848 3.623
97 106 9 10 4 0 100 31.371 3.612
97 106 10 11 4 0 100 31.774 3.548
97 106 11 12 4 0 100 33.295 3.575
97 106 12 13 4 0 100 36.791 3.530
97 106 13 14 4 0 100 33.565 3.544
97 106 14 15 4 0 100 38.706 3.524
97 106 15 16 4 0 100 34.522 3.495
97 106 16 17 4 0 100 36.206 3.472
97 106 17 18 4 0 100 40.164 3.483
97 106 18 19 4 0 100 37.258 3.487
97 106 19 20 4 0 100 39.370 3.436
97 106 20 21 4 0 100 41.864 3.428
97 106 21 22 4 0 100 39.584 3.449
97 106 22 23 4 0 100 48.342 3.411
97 106 23 24 4 0 100 45.894 3.320
97 106 24 25 4 0 100 46.576 3.304
97 106 25 26 4 0 100 62.572 3.305
97 106 26 27 4 0 100 52.426 3.319
97 106 27 28 4 0 100 80.721 3.226
97 106 28 29 4 0 100 100.000 3.314
97 106 29 30 4 0 100 74.328 3.133
97 106 30 31 4 0 100 100.000 3.212
97 106 31 32 4 0 100 100.000 3.018
97 106 32 33 4 0 100 100.000 3.010
97 106 33 34 4 0 100 100.000 2.926
97 106 34 35 4 0 100 8.263 99.454
97 106 35 36 4 0 100 11.086 99.904
97 106 36 37 4 0 100 6.075 99.633
97 106 38 39 4 0 100 9.300 74.114
97 106 39 40 4 0 100 75.001 41.163
97 106 40 41 4 0 100 21.739 43.557
97 106 42 100 4 0 100 10.235 92.003
106 116 1 2 4 0 100 94.206 16.968
106 116 2 3 4 0 100 100.000 4.188
106 116 3 4 4 0 100 48.368 3.774
106 116 4 5 4 0 100 45.409 3.747
106 116 5 6 4 0 100 43.381 3.778
106 116 6 7 4 0 100 34.749 3.768
106 116 7 8 4 0 100 37.796 3.732
106 116 8 9 4 0 100 32.309 3.651
106 116 9 10 4 0 100 36.148 3.650
106 116 10 11 4 0 100 34.977 3.652
106 116 11 12 4 0 100 35.409 3.658
106 116 12 13 4 0 100 38.242 3.620
106 116 13 14 4 0 100 34.908 3.601
106 116 14 15 4 0 100 35.783 3.589
106 116 15 16 4 0 100 42.296 3.571
106 116 16 17 4 0 100 35.653 3.578
106 116 17 18 4 0 100 39.155 3.507
106 116 18 19 4 0 100 37.222 3.491
106 116 19 20 4 0 100 41.356 3.470
106 116 20 21 4 0 100 42.954 3.546
106 116 21 22 4 0 100 48.839 3.387
106 116 22 23 4 0 100 45.876 3.464
106 116 23 24 4 0 100 46.647 3.493
106 116 24 25 4 0 100 45.812 3.374
106 116 25 26 4 0 100 54.934 3.369
106 116 26 27 4 0 100 75.167 3.234
106 116 27 28 4 0 100 68.032 3.397
106 116 28 29 4 0 100 97.641 3.449
106 116 29 30 4 0 100 85.006 3.259
106 116 30 31 4 0 100 100.000 2.979
106 116 31 32 4 0 100 100.000 2.797
106 116 32 33 4 0 100 100.000 3.289
106 116 33 34 4 0 100 4.786 99.999
106 116 34 35 4 0 100 4.673 100.000
106 116 35 36 4 0 100 5.712 99.175
106 116 36 37 4 0 100 18.144 45.541
106 116 37 38 4 0 100 11.714 85.338
106 116 38 39 4 0 100 7.989 82.547
106 116 39 40 4 0 100 12.154 67.128
106 116 42 43 4 0 100 13.160 89.752
106 116 43 44 4 0 100 86.702 32.863
106 116 44 100 4 0 100 11.421 98.994
116 127 1 2 4 0 100 22.189 39.292
116 127 2 3 4 0 100 100.000 4.216
116 127 3 4 4 0 100 58.665 3.733
116 127 4 5 4 0 100 95.886 3.962
116 127 5 6 4 0 100 35.253 3.792
116 127 6 7 4 0 100 42.172 3.701
116 127 7 8 4 0 100 40.716 3.711
116 127 8 9 4 0 100 37.473 3.789
116 127 9 10 4 0 100 36.905 3.623
116 127 10 11 4 0 100 31.485 3.678
116 127 11 12 4 0 100 35.095 3.684
116 127 12 13 4 0 100 36.423 3.658
116 127 13 14 4 0 100 36.804 3.612
116 127 14 15 4 0 100 36.144 3.649
116 127 15 16 4 0 100 40.165 3.636
116 127 16 17 4 0 100 36.969 3.594
116 127 17 18 4 0 100 38.617 3.617
116 127 18 19 4 0 100 43.657 3.554
116 127 19 20 4 0 100 45.978 3.569
116 127 20 21 4 0 100 43.009 3.520
116 127 21 22 4 0 100 42.156 3.466
116 127 22 23 4 0 100 44.129 3.495
116 127 23 24 4 0 100 46.374 3.626
116 127 24 25 4 0 100 61.220 3.426
116 127 25 26 4 0 100 54.027 3.412
116 127 26 27 4 0 100 72.271 3.314
116 127 27 28 4 0 100 91.053 3.345
116 127 28 29 4 0 100 60.375 3.432
116 127 29 30 4 0 100 100.000 3.662
116 127 30 31 4 0 100 100.000 3.488
116 127 31 32 4 0 100 100.000 3.563
116 127 32 33 4 0 100 100.000 3.091
116 127 33 34 4 0 100 5.377 94.712
116 127 34 35 4 0 100 93.709 97.874
116 127 35 36 4 0 100 10.976 62.589
116 127 36 37 4 0 100 10.657 65.471
116 127 37 38 4 0 100 11.296 62.440
116 127 38 39 4 0 100 39.684 30.096
116 127 40 41 4 0 100 8.943 92.139
116 127 41 42 4 0 100 88.364 77.084
116 127 42 100 4 0 100 11.538 75.879
127 4000 1 2 4 0 100 3.840 100.000
127 4000 2 3 4 0 100 50.267 4.080
127 4000 3 4 4 0 100 47.601 3.941
127 4000 4 5 4 0 100 33.917 4.042
127 4000 5 6 4 0 100 29.712 3.993
127 4000 6 7 4 0 100 32.466 3.974
127 4000 7 8 4 0 100 31.654 3.954
127 4000 8 9 4 0 100 31.590 3.921
127 4000 9 10 4 0 100 31.548 3.937
127 4000 10 11 4 0 100 32.142 3.911
127 4000 11 12 4 0 100 31.590 3.893
127 4000 12 13 4 0 100 33.201 3.897
127 4000 13 14 4 0 100 32.053 3.856
127 4000 14 15 4 0 100 33.560 3.875
127 4000 15 16 4 0 100 33.508 3.820
127 4000 16 17 4 0 100 36.341 3.798
127 4000 17 18 4 0 100 35.768 3.758
127 4000 18 19 4 0 100 36.192 3.775
127 4000 19 20 4 0 100 37.092 3.755
127 4000 20 21 4 0 100 37.637 3.748
127 4000 21 22 4 0 100 35.205 3.698
127 4000 22 23 4 0 100 39.178 3.684
127 4000 23 24 4 0 100 40.977 3.735
127 4000 24 25 4 0 100 39.588 3.688
127 4000 25 26 4 0 100 48.978 3.671
127 4000 26 27 4 0 100 47.995 3.624
127 4000 27 28 4 0 100 53.534 3.597
127 4000 28 29 4 0 100 62.665 3.461
127 4000 29 30 4 0 100 68.097 3.647
127 4000 30 31 4 0 100 55.769 3.556
127 4000 31 32 4 0 100 63.852 3.607
127 4000 32 33 4 0 100 64.841 3.504
127 4000 33 34 4 0 100 100.000 3.639
127 4000 34 35 4 0 100 100.000 3.869
127 4000 35 36 4 0 100 100.000 3.403
127 4000 37 38 4 0 100 100.000 3.589
127 4000 38 39 4 0 100 100.000 3.617
127 4000 39 40 4 0 100 12.874 49.911
127 4000 43 44 4 0 100 24.692 41.511
127 4000 44 100 4 0 100 6.514 99.999
[gluon]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis2_QC_F_gluon}
20 22 0 1 4 0 100 9.989 90.531
20 22 1 2 4 0 100 67.292 22.252
20 22 2 3 4 0 100 57.473 2.589
20 22 3 4 4 0 100 49.473 2.557
20 22 4 5 4 0 100 50.914 2.422
20 22 5 6 4 0 100 48.272 2.501
20 22 6 7 4 0 100 48.211 2.447
20 22 7 8 4 0 100 46.097 2.463
20 22 8 9 4 0 100 47.021 2.404
20 22 9 10 4 0 100 45.539 2.380
20 22 10 11 4 0 100 45.166 2.359
20 22 11 12 4 0 100 49.650 2.334
20 22 12 13 4 0 100 48.711 2.317
20 22 13 14 4 0 100 47.070 2.300
20 22 14 15 4 0 100 50.224 2.286
20 22 15 16 4 0 100 48.887 2.274
20 22 16 17 4 0 100 51.988 2.235
20 22 17 18 4 0 100 48.355 2.222
20 22 18 19 4 0 100 49.877 2.222
20 22 19 20 4 0 100 48.912 2.226
20 22 20 21 4 0 100 64.194 2.187
20 22 21 22 4 0 100 58.400 2.199
20 22 22 23 4 0 100 62.687 2.173
20 22 23 24 4 0 100 61.877 2.088
20 22 24 25 4 0 100 68.139 2.155
20 22 25 26 4 0 100 65.832 2.188
20 22 26 27 4 0 100 93.799 2.087
20 22 27 28 4 0 100 100.000 2.010
20 22 28 29 4 0 100 61.508 2.248
20 22 29 30 4 0 100 100.000 2.018
20 22 30 31 4 0 100 100.000 2.012
20 22 31 32 4 0 100 100.000 2.002
20 22 32 33 4 0 100 100.000 2.321
20 22 33 34 4 0 100 34.920 63.164
20 22 34 35 4 0 100 100.000 2.223
20 22 35 36 4 0 100 100.000 2.004
20 22 36 37 4 0 100 12.059 99.971
20 22 37 38 4 0 100 13.911 91.020
20 22 38 39 4 0 100 24.221 74.827
20 22 39 40 4 0 100 98.718 49.955
20 22 40 41 4 0 100 20.006 65.105
20 22 43 100 4 0 100 42.861 95.316
22 25 0 1 4 0 100 97.515 50.199
22 25 1 2 4 0 100 100.000 2.423
22 25 2 3 4 0 100 76.618 2.579
22 25 3 4 4 0 100 53.891 2.565
22 25 4 5 4 0 100 42.360 2.558
22 25 5 6 4 0 100 39.726 2.535
22 25 6 7 4 0 100 39.651 2.491
22 25 7 8 4 0 100 43.369 2.468
22 25 8 9 4 0 100 40.725 2.464
22 25 9 10 4 0 100 39.975 2.408
22 25 10 11 4 0 100 42.397 2.400
22 25 11 12 4 0 100 42.475 2.382
22 25 12 13 4 0 100 43.223 2.346
22 25 13 14 4 0 100 44.415 2.324
22 25 14 15 4 0 100 46.218 2.331
22 25 15 16 4 0 100 45.249 2.297
22 25 16 17 4 0 100 46.801 2.290
22 25 17 18 4 0 100 45.585 2.273
22 25 18 19 4 0 100 51.159 2.266
22 25 19 20 4 0 100 51.327 2.250
22 25 20 21 4 0 100 50.812 2.248
22 25 21 22 4 0 100 50.626 2.224
22 25 22 23 4 0 100 56.673 2.200
22 25 23 24 4 0 100 52.517 2.209
22 25 24 25 4 0 100 64.400 2.183
22 25 25 26 4 0 100 58.953 2.153
22 25 26 27 4 0 100 82.144 2.118
22 25 27 28 4 0 100 83.995 2.189
22 25 28 29 4 0 100 81.596 2.158
22 25 29 30 4 0 100 100.000 2.153
22 25 30 31 4 0 100 100.000 2.130
22 25 31 32 4 0 100 100.000 1.885
22 25 32 33 4 0 100 100.000 1.988
22 25 33 34 4 0 100 100.000 2.090
22 25 34 35 4 0 100 100.000 2.031
22 25 35 36 4 0 100 100.000 2.342
22 25 36 37 4 0 100 100.000 1.919
22 25 37 38 4 0 100 100.000 2.040
22 25 38 39 4 0 100 16.760 69.325
22 25 39 40 4 0 100 86.769 89.896
22 25 40 41 4 0 100 23.146 55.893
22 25 41 42 4 0 100 54.589 36.913
22 25 42 43 4 0 100 81.855 49.802
22 25 43 44 4 0 100 24.749 44.080
22 25 44 100 4 0 100 28.348 44.740
25 27 0 1 4 0 100 94.677 99.365
25 27 1 2 4 0 100 100.000 2.687
25 27 2 3 4 0 100 76.833 2.601
25 27 3 4 4 0 100 70.563 2.580
25 27 4 5 4 0 100 59.220 2.504
25 27 5 6 4 0 100 46.307 2.549
25 27 6 7 4 0 100 42.848 2.528
25 27 7 8 4 0 100 41.916 2.505
25 27 8 9 4 0 100 46.657 2.452
25 27 9 10 4 0 100 42.619 2.466
25 27 10 11 4 0 100 41.919 2.438
25 27 11 12 4 0 100 43.817 2.390
25 27 12 13 4 0 100 45.732 2.404
25 27 13 14 4 0 100 46.010 2.394
25 27 14 15 4 0 100 44.890 2.358
25 27 15 16 4 0 100 46.641 2.363
25 27 16 17 4 0 100 50.766 2.333
25 27 17 18 4 0 100 52.243 2.308
25 27 18 19 4 0 100 50.287 2.304
25 27 19 20 4 0 100 50.932 2.277
25 27 20 21 4 0 100 47.008 2.276
25 27 21 22 4 0 100 51.682 2.260
25 27 22 23 4 0 100 59.540 2.300
25 27 23 24 4 0 100 69.660 2.241
25 27 24 25 4 0 100 83.843 2.148
25 27 25 26 4 0 100 87.586 2.185
25 27 26 27 4 0 100 66.941 2.206
25 27 27 28 4 0 100 90.652 2.171
25 27 28 29 4 0 100 100.000 2.221
25 27 29 30 4 0 100 100.000 2.195
25 27 30 31 4 0 100 94.471 2.199
25 27 31 32 4 0 100 100.000 2.137
25 27 32 33 4 0 100 75.197 34.932
25 27 33 34 4 0 100 87.826 42.911
25 27 34 35 4 0 100 100.000 2.316
25 27 35 36 4 0 100 12.353 89.382
25 27 36 37 4 0 100 100.000 1.937
25 27 37 38 4 0 100 100.000 2.228
25 27 38 39 4 0 100 92.972 77.913
25 27 39 40 4 0 100 15.253 81.050
25 27 40 41 4 0 100 46.917 58.543
25 27 41 42 4 0 100 80.258 98.415
25 27 42 43 4 0 100 15.712 86.416
25 27 43 100 4 0 100 18.778 88.652
27 29 0 1 4 0 100 85.159 99.851
27 29 1 2 4 0 100 100.000 2.338
27 29 2 3 4 0 100 84.418 2.588
27 29 3 4 4 0 100 60.447 2.720
27 29 4 5 4 0 100 50.554 2.643
27 29 5 6 4 0 100 50.202 2.545
27 29 6 7 4 0 100 41.769 2.563
27 29 7 8 4 0 100 38.097 2.552
27 29 8 9 4 0 100 45.017 2.517
27 29 9 10 4 0 100 40.228 2.488
27 29 10 11 4 0 100 41.641 2.461
27 29 11 12 4 0 100 49.340 2.406
27 29 12 13 4 0 100 44.263 2.430
27 29 13 14 4 0 100 46.454 2.393
27 29 14 15 4 0 100 42.072 2.394
27 29 15 16 4 0 100 48.943 2.356
27 29 16 17 4 0 100 51.409 2.360
27 29 17 18 4 0 100 55.427 2.378
27 29 18 19 4 0 100 45.771 2.355
27 29 19 20 4 0 100 49.337 2.323
27 29 20 21 4 0 100 54.045 2.327
27 29 21 22 4 0 100 69.341 2.276
27 29 22 23 4 0 100 62.267 2.294
27 29 23 24 4 0 100 48.835 2.269
27 29 24 25 4 0 100 57.175 2.287
27 29 25 26 4 0 100 63.831 2.281
27 29 26 27 4 0 100 89.627 2.175
27 29 27 28 4 0 100 100.000 2.107
27 29 28 29 4 0 100 91.516 2.302
27 29 29 30 4 0 100 100.000 2.203
27 29 30 31 4 0 100 100.000 2.440
27 29 31 32 4 0 100 100.000 2.099
27 29 32 33 4 0 100 9.518 96.623
27 29 33 34 4 0 100 11.178 86.296
27 29 34 35 4 0 100 99.045 70.273
27 29 35 36 4 0 100 12.259 95.438
27 29 36 37 4 0 100 32.925 41.410
27 29 37 38 4 0 100 26.183 48.335
27 29 38 39 4 0 100 30.242 43.162
27 29 39 40 4 0 100 37.926 35.986
27 29 40 41 4 0 100 85.649 24.720
27 29 41 42 4 0 100 84.056 23.209
27 29 43 44 4 0 100 87.664 67.201
27 29 44 100 4 0 100 44.725 58.641
29 32 0 1 4 0 100 99.900 19.272
29 32 1 2 4 0 100 100.000 2.652
29 32 2 3 4 0 100 100.000 2.414
29 32 3 4 4 0 100 73.681 2.637
29 32 4 5 4 0 100 48.111 2.676
29 32 5 6 4 0 100 45.106 2.640
29 32 6 7 4 0 100 40.105 2.599
29 32 7 8 4 0 100 40.855 2.558
29 32 8 9 4 0 100 42.970 2.546
29 32 9 10 4 0 100 42.086 2.516
29 32 10 11 4 0 100 37.971 2.491
29 32 11 12 4 0 100 41.668 2.473
29 32 12 13 4 0 100 42.179 2.456
29 32 13 14 4 0 100 44.728 2.430
29 32 14 15 4 0 100 46.276 2.416
29 32 15 16 4 0 100 45.783 2.411
29 32 16 17 4 0 100 45.270 2.388
29 32 17 18 4 0 100 43.694 2.383
29 32 18 19 4 0 100 48.661 2.362
29 32 19 20 4 0 100 51.340 2.358
29 32 20 21 4 0 100 48.243 2.350
29 32 21 22 4 0 100 52.702 2.325
29 32 22 23 4 0 100 55.442 2.324
29 32 23 24 4 0 100 54.706 2.291
29 32 24 25 4 0 100 58.675 2.274
29 32 25 26 4 0 100 51.457 2.270
29 32 26 27 4 0 100 59.513 2.277
29 32 27 28 4 0 100 70.231 2.289
29 32 28 29 4 0 100 62.956 2.324
29 32 29 30 4 0 100 97.974 2.208
29 32 30 31 4 0 100 87.164 2.184
29 32 31 32 4 0 100 100.000 1.909
29 32 32 33 4 0 100 100.000 2.104
29 32 33 34 4 0 100 100.000 2.133
29 32 34 35 4 0 100 100.000 2.163
29 32 35 36 4 0 100 100.000 2.202
29 32 36 37 4 0 100 100.000 2.322
29 32 37 38 4 0 100 96.964 97.857
29 32 38 39 4 0 100 68.784 62.078
29 32 39 40 4 0 100 100.000 2.231
29 32 40 41 4 0 100 39.320 50.951
29 32 41 42 4 0 100 68.861 80.815
29 32 42 43 4 0 100 91.751 77.724
29 32 43 44 4 0 100 99.993 48.083
29 32 44 100 4 0 100 23.294 99.042
32 35 0 1 4 0 100 20.760 55.332
32 35 1 2 4 0 100 100.000 2.610
32 35 2 3 4 0 100 100.000 2.642
32 35 3 4 4 0 100 76.034 2.561
32 35 4 5 4 0 100 39.582 2.700
32 35 5 6 4 0 100 44.189 2.652
32 35 6 7 4 0 100 42.159 2.621
32 35 7 8 4 0 100 46.855 2.593
32 35 8 9 4 0 100 45.355 2.562
32 35 9 10 4 0 100 41.068 2.577
32 35 10 11 4 0 100 37.362 2.533
32 35 11 12 4 0 100 43.849 2.515
32 35 12 13 4 0 100 44.704 2.488
32 35 13 14 4 0 100 50.946 2.441
32 35 14 15 4 0 100 41.327 2.472
32 35 15 16 4 0 100 45.068 2.463
32 35 16 17 4 0 100 48.547 2.423
32 35 17 18 4 0 100 49.128 2.405
32 35 18 19 4 0 100 52.493 2.376
32 35 19 20 4 0 100 47.709 2.424
32 35 20 21 4 0 100 47.604 2.378
32 35 21 22 4 0 100 49.377 2.379
32 35 22 23 4 0 100 55.462 2.393
32 35 23 24 4 0 100 60.796 2.325
32 35 24 25 4 0 100 61.042 2.339
32 35 25 26 4 0 100 66.650 2.291
32 35 26 27 4 0 100 60.514 2.339
32 35 27 28 4 0 100 84.616 2.228
32 35 28 29 4 0 100 74.730 2.334
32 35 29 30 4 0 100 99.117 2.114
32 35 30 31 4 0 100 94.471 2.398
32 35 31 32 4 0 100 100.000 2.229
32 35 32 33 4 0 100 100.000 2.004
32 35 33 34 4 0 100 12.977 2.394
32 35 34 35 4 0 100 100.000 2.197
32 35 35 36 4 0 100 100.000 2.189
32 35 36 37 4 0 100 100.000 2.106
32 35 37 38 4 0 100 100.000 2.042
32 35 38 39 4 0 100 82.216 56.766
32 35 39 40 4 0 100 32.617 67.558
32 35 40 41 4 0 100 100.000 2.173
32 35 41 42 4 0 100 26.268 99.999
32 35 42 43 4 0 100 98.452 94.565
32 35 43 44 4 0 100 99.859 91.540
32 35 44 100 4 0 100 99.991 69.115
35 39 0 1 4 0 100 74.286 99.992
35 39 1 2 4 0 100 100.000 2.660
35 39 2 3 4 0 100 100.000 2.793
35 39 3 4 4 0 100 69.389 2.670
35 39 4 5 4 0 100 56.596 2.690
35 39 5 6 4 0 100 42.736 2.711
35 39 6 7 4 0 100 39.228 2.681
35 39 7 8 4 0 100 42.541 2.650
35 39 8 9 4 0 100 41.684 2.617
35 39 9 10 4 0 100 38.031 2.632
35 39 10 11 4 0 100 42.839 2.577
35 39 11 12 4 0 100 40.898 2.582
35 39 12 13 4 0 100 41.375 2.585
35 39 13 14 4 0 100 41.690 2.533
35 39 14 15 4 0 100 41.813 2.522
35 39 15 16 4 0 100 41.050 2.495
35 39 16 17 4 0 100 47.061 2.451
35 39 17 18 4 0 100 38.377 2.469
35 39 18 19 4 0 100 49.245 2.426
35 39 19 20 4 0 100 48.924 2.449
35 39 20 21 4 0 100 43.634 2.447
35 39 21 22 4 0 100 47.964 2.425
35 39 22 23 4 0 100 51.117 2.422
35 39 23 24 4 0 100 52.052 2.416
35 39 24 25 4 0 100 55.012 2.390
35 39 25 26 4 0 100 50.042 2.371
35 39 26 27 4 0 100 61.335 2.377
35 39 27 28 4 0 100 54.686 2.375
35 39 28 29 4 0 100 94.637 2.263
35 39 29 30 4 0 100 73.438 2.292
35 39 30 31 4 0 100 100.000 2.140
35 39 31 32 4 0 100 100.000 2.373
35 39 32 33 4 0 100 92.026 2.247
35 39 33 34 4 0 100 100.000 2.409
35 39 34 35 4 0 100 100.000 2.274
35 39 35 36 4 0 100 100.000 2.470
35 39 36 37 4 0 100 100.000 2.203
35 39 37 38 4 0 100 64.216 90.526
35 39 38 39 4 0 100 74.096 60.503
35 39 39 40 4 0 100 79.423 28.053
35 39 40 41 4 0 100 78.856 28.381
35 39 41 42 4 0 100 54.041 99.197
35 39 42 43 4 0 100 99.885 18.136
35 39 43 44 4 0 100 18.220 69.058
35 39 44 100 4 0 100 99.215 75.792
39 42 0 1 4 0 100 34.934 37.897
39 42 1 2 4 0 100 27.582 47.971
39 42 2 3 4 0 100 100.000 2.950
39 42 3 4 4 0 100 56.810 2.719
39 42 4 5 4 0 100 52.627 2.759
39 42 5 6 4 0 100 40.455 2.741
39 42 6 7 4 0 100 42.470 2.693
39 42 7 8 4 0 100 42.263 2.711
39 42 8 9 4 0 100 39.943 2.695
39 42 9 10 4 0 100 45.022 2.621
39 42 10 11 4 0 100 43.090 2.642
39 42 11 12 4 0 100 42.123 2.632
39 42 12 13 4 0 100 41.080 2.586
39 42 13 14 4 0 100 42.488 2.570
39 42 14 15 4 0 100 45.133 2.584
39 42 15 16 4 0 100 43.622 2.546
39 42 16 17 4 0 100 41.466 2.533
39 42 17 18 4 0 100 44.485 2.520
39 42 18 19 4 0 100 45.604 2.487
39 42 19 20 4 0 100 47.654 2.517
39 42 20 21 4 0 100 49.567 2.465
39 42 21 22 4 0 100 57.292 2.436
39 42 22 23 4 0 100 50.464 2.489
39 42 23 24 4 0 100 52.805 2.446
39 42 24 25 4 0 100 51.369 2.475
39 42 25 26 4 0 100 68.334 2.390
39 42 26 27 4 0 100 79.836 2.511
39 42 27 28 4 0 100 75.777 2.466
39 42 28 29 4 0 100 100.000 2.267
39 42 29 30 4 0 100 100.000 2.271
