[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_nPFCand_QC_ptCut_quark}
80 101 44 100 4 0 100 16.020 19.268
101 127 0 1 4 0 100 50.000 18.395
101 127 1 2 4 0 100 13.967 19.774
101 127 2 3 4 0 100 12.873 20.290
101 127 3 4 4 0 100 12.869 20.378
101 127 4 5 4 0 100 12.647 20.631
101 127 5 6 4 0 100 12.686 20.811
101 127 6 7 4 0 100 13.010 20.965
101 127 7 8 4 0 100 12.963 21.004
101 127 8 9 4 0 100 12.894 21.151
101 127 9 10 4 0 100 13.148 21.213
101 127 10 11 4 0 100 13.036 21.284
101 127 11 12 4 0 100 13.157 21.397
101 127 12 13 4 0 100 13.069 21.439
101 127 13 14 4 0 100 13.078 21.529
101 127 14 15 4 0 100 13.244 21.582
101 127 15 16 4 0 100 13.228 21.672
101 127 16 17 4 0 100 13.343 21.757
101 127 17 18 4 0 100 13.582 21.797
101 127 18 19 4 0 100 13.404 21.835
101 127 19 20 4 0 100 13.295 21.854
101 127 20 21 4 0 100 13.313 22.001
101 127 21 22 4 0 100 13.590 22.035
101 127 22 23 4 0 100 13.569 22.022
101 127 23 24 4 0 100 13.316 22.109
101 127 24 25 4 0 100 13.681 22.208
101 127 25 26 4 0 100 13.471 22.211
101 127 26 27 4 0 100 13.752 22.142
101 127 27 28 4 0 100 13.275 22.307
101 127 28 29 4 0 100 14.173 22.337
101 127 29 30 4 0 100 13.533 22.325
101 127 30 31 4 0 100 13.932 22.205
101 127 31 32 4 0 100 13.601 22.403
101 127 32 33 4 0 100 13.764 22.496
101 127 33 34 4 0 100 13.704 22.460
101 127 34 35 4 0 100 13.433 22.440
101 127 35 36 4 0 100 14.552 22.857
101 127 36 37 4 0 100 14.006 22.439
101 127 37 38 4 0 100 15.281 22.616
101 127 38 39 4 0 100 13.702 22.863
101 127 39 40 4 0 100 15.586 22.765
101 127 40 41 4 0 100 14.213 22.589
101 127 41 42 4 0 100 15.991 21.861
101 127 42 43 4 0 100 19.085 21.777
101 127 43 44 4 0 100 23.723 21.468
101 127 44 100 4 0 100 24.946 21.803
127 159 0 1 4 0 100 47.626 16.616
127 159 1 2 4 0 100 13.561 21.906
127 159 2 3 4 0 100 12.255 22.287
127 159 3 4 4 0 100 12.293 22.737
127 159 4 5 4 0 100 11.707 22.797
127 159 5 6 4 0 100 12.134 22.938
127 159 6 7 4 0 100 11.958 23.008
127 159 7 8 4 0 100 11.958 23.156
127 159 8 9 4 0 100 12.298 23.204
127 159 9 10 4 0 100 12.194 23.307
127 159 10 11 4 0 100 12.244 23.410
127 159 11 12 4 0 100 12.323 23.467
127 159 12 13 4 0 100 12.243 23.537
127 159 13 14 4 0 100 12.497 23.573
127 159 14 15 4 0 100 12.435 23.718
127 159 15 16 4 0 100 12.603 23.673
127 159 16 17 4 0 100 12.588 23.790
127 159 17 18 4 0 100 12.542 23.836
127 159 18 19 4 0 100 12.450 23.849
127 159 19 20 4 0 100 12.705 23.922
127 159 20 21 4 0 100 12.523 24.016
127 159 21 22 4 0 100 12.906 24.090
127 159 22 23 4 0 100 12.401 24.175
127 159 23 24 4 0 100 12.708 24.158
127 159 24 25 4 0 100 12.702 24.233
127 159 25 26 4 0 100 12.824 24.323
127 159 26 27 4 0 100 12.826 24.425
127 159 27 28 4 0 100 12.982 24.492
127 159 28 29 4 0 100 13.356 24.545
127 159 29 30 4 0 100 12.803 24.513
127 159 30 31 4 0 100 12.512 24.493
127 159 31 32 4 0 100 13.067 24.622
127 159 32 33 4 0 100 13.117 24.558
127 159 33 34 4 0 100 12.987 24.472
127 159 34 35 4 0 100 12.246 24.668
127 159 35 36 4 0 100 14.628 24.701
127 159 36 37 4 0 100 13.586 24.881
127 159 37 38 4 0 100 12.815 24.678
127 159 38 39 4 0 100 14.508 24.582
127 159 39 40 4 0 100 15.473 24.505
127 159 40 41 4 0 100 17.449 25.062
127 159 41 42 4 0 100 18.143 25.103
127 159 42 43 4 0 100 17.541 24.623
127 159 43 44 4 0 100 19.742 24.262
127 159 44 100 4 0 100 24.189 25.201
159 201 0 1 4 0 100 50.000 18.311
159 201 1 2 4 0 100 14.012 23.874
159 201 2 3 4 0 100 11.489 24.275
159 201 3 4 4 0 100 11.707 24.728
159 201 4 5 4 0 100 11.038 24.562
159 201 5 6 4 0 100 11.250 24.928
159 201 6 7 4 0 100 11.121 25.024
159 201 7 8 4 0 100 11.617 25.153
159 201 8 9 4 0 100 11.564 25.322
159 201 9 10 4 0 100 11.666 25.302
159 201 10 11 4 0 100 11.681 25.435
159 201 11 12 4 0 100 11.418 25.454
159 201 12 13 4 0 100 11.594 25.558
159 201 13 14 4 0 100 11.655 25.628
159 201 14 15 4 0 100 11.693 25.776
159 201 15 16 4 0 100 11.609 25.784
159 201 16 17 4 0 100 11.957 25.855
159 201 17 18 4 0 100 11.867 25.870
159 201 18 19 4 0 100 11.832 25.990
159 201 19 20 4 0 100 11.836 26.143
159 201 20 21 4 0 100 12.343 26.054
159 201 21 22 4 0 100 11.865 26.180
159 201 22 23 4 0 100 11.959 26.230
159 201 23 24 4 0 100 12.032 26.225
159 201 24 25 4 0 100 11.898 26.305
159 201 25 26 4 0 100 11.849 26.452
159 201 26 27 4 0 100 11.812 26.377
159 201 27 28 4 0 100 12.124 26.515
159 201 28 29 4 0 100 12.201 26.446
159 201 29 30 4 0 100 12.275 26.622
159 201 30 31 4 0 100 12.097 26.735
159 201 31 32 4 0 100 12.353 26.778
159 201 32 33 4 0 100 12.059 26.717
159 201 33 34 4 0 100 12.827 26.761
159 201 34 35 4 0 100 13.518 26.610
159 201 35 36 4 0 100 13.704 27.168
159 201 36 37 4 0 100 12.687 26.430
159 201 37 38 4 0 100 13.060 26.674
159 201 38 39 4 0 100 13.933 26.737
159 201 39 40 4 0 100 12.284 26.778
159 201 40 41 4 0 100 13.123 27.105
159 201 41 42 4 0 100 16.316 26.703
159 201 42 43 4 0 100 18.226 27.064
159 201 43 44 4 0 100 17.262 27.169
159 201 44 100 4 0 100 28.074 25.881
201 252 0 1 4 0 100 50.000 25.447
201 252 1 2 4 0 100 12.474 25.380
201 252 2 3 4 0 100 11.725 26.363
201 252 3 4 4 0 100 10.538 26.934
201 252 4 5 4 0 100 10.844 26.739
201 252 5 6 4 0 100 10.697 27.051
201 252 6 7 4 0 100 10.594 27.257
201 252 7 8 4 0 100 10.679 27.049
201 252 8 9 4 0 100 10.744 27.351
201 252 9 10 4 0 100 10.987 27.381
201 252 10 11 4 0 100 10.883 27.453
201 252 11 12 4 0 100 11.029 27.497
201 252 12 13 4 0 100 11.077 27.567
201 252 13 14 4 0 100 10.944 27.688
201 252 14 15 4 0 100 11.221 27.758
201 252 15 16 4 0 100 11.104 27.849
201 252 16 17 4 0 100 11.127 27.916
201 252 17 18 4 0 100 10.938 27.972
201 252 18 19 4 0 100 11.010 28.071
201 252 19 20 4 0 100 11.470 28.090
201 252 20 21 4 0 100 11.313 28.127
201 252 21 22 4 0 100 11.244 28.177
201 252 22 23 4 0 100 11.259 28.272
201 252 23 24 4 0 100 11.329 28.466
201 252 24 25 4 0 100 11.396 28.375
201 252 25 26 4 0 100 11.362 28.636
201 252 26 27 4 0 100 11.681 28.521
201 252 27 28 4 0 100 11.733 28.764
201 252 28 29 4 0 100 11.206 28.617
201 252 29 30 4 0 100 11.724 28.859
201 252 30 31 4 0 100 11.684 28.834
201 252 31 32 4 0 100 11.030 28.501
201 252 32 33 4 0 100 11.897 28.961
201 252 33 34 4 0 100 12.202 28.722
201 252 34 35 4 0 100 11.956 28.673
201 252 35 36 4 0 100 12.934 29.274
201 252 36 37 4 0 100 13.347 28.931
201 252 37 38 4 0 100 11.851 28.952
201 252 38 39 4 0 100 13.856 29.249
201 252 39 40 4 0 100 14.235 28.242
201 252 40 41 4 0 100 16.680 29.204
201 252 41 42 4 0 100 23.404 29.649
201 252 42 43 4 0 100 17.705 28.867
201 252 43 44 4 0 100 18.848 28.133
201 252 44 100 4 0 100 19.537 26.917
252 317 0 1 4 0 100 1.427 100.000
252 317 1 2 4 0 100 14.474 28.387
252 317 2 3 4 0 100 10.178 28.145
252 317 3 4 4 0 100 10.425 28.579
252 317 4 5 4 0 100 10.094 28.791
252 317 5 6 4 0 100 10.418 29.016
252 317 6 7 4 0 100 10.315 29.209
252 317 7 8 4 0 100 10.405 29.225
252 317 8 9 4 0 100 10.448 29.352
252 317 9 10 4 0 100 10.429 29.373
252 317 10 11 4 0 100 10.394 29.477
252 317 11 12 4 0 100 10.630 29.609
252 317 12 13 4 0 100 10.479 29.603
252 317 13 14 4 0 100 10.315 29.632
252 317 14 15 4 0 100 10.632 29.793
252 317 15 16 4 0 100 10.563 29.805
252 317 16 17 4 0 100 10.430 29.962
252 317 17 18 4 0 100 10.540 29.851
252 317 18 19 4 0 100 10.458 30.049
252 317 19 20 4 0 100 10.714 30.051
252 317 20 21 4 0 100 10.972 30.244
252 317 21 22 4 0 100 10.786 30.183
252 317 22 23 4 0 100 10.795 30.384
252 317 23 24 4 0 100 10.897 30.251
252 317 24 25 4 0 100 10.889 30.580
252 317 25 26 4 0 100 10.528 30.481
252 317 26 27 4 0 100 11.151 30.428
252 317 27 28 4 0 100 11.033 30.609
252 317 28 29 4 0 100 10.919 30.844
252 317 29 30 4 0 100 11.162 30.411
252 317 30 31 4 0 100 11.501 30.494
252 317 31 32 4 0 100 11.099 30.611
252 317 32 33 4 0 100 11.668 30.923
252 317 33 34 4 0 100 11.418 30.423
252 317 34 35 4 0 100 12.654 31.000
252 317 35 36 4 0 100 12.008 31.478
252 317 36 37 4 0 100 11.905 30.680
252 317 37 38 4 0 100 13.115 31.012
252 317 38 39 4 0 100 12.222 30.571
252 317 39 40 4 0 100 15.396 30.289
252 317 40 41 4 0 100 12.847 31.114
252 317 41 42 4 0 100 20.196 30.170
252 317 42 43 4 0 100 17.342 30.097
252 317 43 44 4 0 100 22.205 32.038
252 317 44 100 4 0 100 22.396 30.367
317 400 0 1 4 0 100 1.409 100.000
317 400 1 2 4 0 100 14.216 28.489
317 400 2 3 4 0 100 10.101 30.433
317 400 3 4 4 0 100 9.139 30.983
317 400 4 5 4 0 100 9.478 30.915
317 400 5 6 4 0 100 9.820 30.978
317 400 6 7 4 0 100 9.772 31.184
317 400 7 8 4 0 100 9.686 31.201
317 400 8 9 4 0 100 10.222 31.244
317 400 9 10 4 0 100 9.959 31.342
317 400 10 11 4 0 100 10.040 31.469
317 400 11 12 4 0 100 10.138 31.501
317 400 12 13 4 0 100 10.161 31.485
317 400 13 14 4 0 100 9.959 31.604
317 400 14 15 4 0 100 10.273 31.709
317 400 15 16 4 0 100 10.092 31.852
317 400 16 17 4 0 100 10.088 31.954
317 400 17 18 4 0 100 10.201 32.007
317 400 18 19 4 0 100 9.909 32.179
317 400 19 20 4 0 100 10.372 32.066
317 400 20 21 4 0 100 10.321 32.081
317 400 21 22 4 0 100 10.386 32.306
317 400 22 23 4 0 100 10.372 32.261
317 400 23 24 4 0 100 10.536 32.430
317 400 24 25 4 0 100 10.092 32.371
317 400 25 26 4 0 100 10.524 32.434
317 400 26 27 4 0 100 10.645 32.441
317 400 27 28 4 0 100 10.349 32.659
317 400 28 29 4 0 100 10.386 32.483
317 400 29 30 4 0 100 11.248 32.687
317 400 30 31 4 0 100 10.184 32.797
317 400 31 32 4 0 100 10.480 32.625
317 400 32 33 4 0 100 11.693 32.302
317 400 33 34 4 0 100 11.273 33.141
317 400 34 35 4 0 100 11.767 32.982
317 400 35 36 4 0 100 12.547 33.127
317 400 36 37 4 0 100 12.082 33.044
317 400 37 38 4 0 100 12.113 32.508
317 400 38 39 4 0 100 12.424 33.300
317 400 39 40 4 0 100 16.668 31.910
317 400 40 41 4 0 100 16.273 32.110
317 400 41 42 4 0 100 13.854 32.581
317 400 42 43 4 0 100 21.001 33.460
317 400 43 44 4 0 100 17.674 30.880
317 400 44 100 4 0 100 22.650 33.313
400 503 0 1 4 0 100 50.000 31.266
400 503 1 2 4 0 100 14.340 29.182
400 503 2 3 4 0 100 9.809 31.921
400 503 3 4 4 0 100 9.172 32.417
400 503 4 5 4 0 100 8.919 33.064
400 503 5 6 4 0 100 9.464 33.066
400 503 6 7 4 0 100 9.722 32.694
400 503 7 8 4 0 100 9.528 33.171
400 503 8 9 4 0 100 9.548 33.394
400 503 9 10 4 0 100 9.410 33.326
400 503 10 11 4 0 100 9.777 33.285
400 503 11 12 4 0 100 9.663 33.457
400 503 12 13 4 0 100 9.606 33.471
400 503 13 14 4 0 100 9.711 33.613
400 503 14 15 4 0 100 9.764 33.732
400 503 15 16 4 0 100 9.940 33.653
400 503 16 17 4 0 100 9.766 33.967
400 503 17 18 4 0 100 9.724 33.884
400 503 18 19 4 0 100 9.776 34.110
400 503 19 20 4 0 100 10.030 34.091
400 503 20 21 4 0 100 9.903 34.123
400 503 21 22 4 0 100 10.276 34.190
400 503 22 23 4 0 100 9.812 34.246
400 503 23 24 4 0 100 10.159 34.597
400 503 24 25 4 0 100 9.985 34.305
400 503 25 26 4 0 100 10.267 34.572
400 503 26 27 4 0 100 9.900 34.603
400 503 27 28 4 0 100 10.414 34.414
400 503 28 29 4 0 100 10.017 34.306
400 503 29 30 4 0 100 10.405 34.790
400 503 30 31 4 0 100 10.079 34.933
400 503 31 32 4 0 100 10.260 34.751
400 503 32 33 4 0 100 10.414 34.834
400 503 33 34 4 0 100 10.721 34.385
400 503 34 35 4 0 100 11.860 35.365
400 503 35 36 4 0 100 11.341 33.828
400 503 36 37 4 0 100 13.450 34.313
400 503 37 38 4 0 100 17.261 34.948
400 503 38 39 4 0 100 17.011 35.167
400 503 39 40 4 0 100 22.709 34.209
400 503 40 41 4 0 100 14.721 33.180
400 503 41 42 4 0 100 22.272 33.117
400 503 42 43 4 0 100 24.936 29.500
400 503 43 44 4 0 100 50.000 26.937
400 503 44 100 4 0 100 50.000 36.123
503 633 0 1 4 0 100 1.717 100.000
503 633 1 2 4 0 100 50.000 30.065
503 633 2 3 4 0 100 11.145 33.809
503 633 3 4 4 0 100 9.667 34.816
503 633 4 5 4 0 100 9.299 34.111
503 633 5 6 4 0 100 8.924 34.841
503 633 6 7 4 0 100 9.291 35.055
503 633 7 8 4 0 100 9.197 35.307
503 633 8 9 4 0 100 9.378 35.182
503 633 9 10 4 0 100 9.655 35.081
503 633 10 11 4 0 100 9.298 35.517
503 633 11 12 4 0 100 9.696 35.276
503 633 12 13 4 0 100 9.426 35.429
503 633 13 14 4 0 100 9.274 35.523
503 633 14 15 4 0 100 9.433 35.428
503 633 15 16 4 0 100 9.481 35.794
503 633 16 17 4 0 100 9.448 35.684
503 633 17 18 4 0 100 9.578 35.958
503 633 18 19 4 0 100 9.414 35.901
503 633 19 20 4 0 100 9.849 35.977
503 633 20 21 4 0 100 9.691 36.106
503 633 21 22 4 0 100 9.869 36.038
503 633 22 23 4 0 100 9.624 36.260
503 633 23 24 4 0 100 9.732 36.461
503 633 24 25 4 0 100 9.892 36.566
503 633 25 26 4 0 100 10.345 35.853
503 633 26 27 4 0 100 10.096 36.421
503 633 27 28 4 0 100 9.404 36.870
503 633 28 29 4 0 100 10.314 36.807
503 633 29 30 4 0 100 9.939 36.431
503 633 30 31 4 0 100 10.554 36.684
503 633 31 32 4 0 100 11.758 36.964
503 633 32 33 4 0 100 10.442 36.500
503 633 33 34 4 0 100 11.654 35.462
503 633 34 35 4 0 100 12.351 36.115
503 633 35 36 4 0 100 15.874 36.400
503 633 36 37 4 0 100 15.387 35.092
503 633 37 38 4 0 100 16.134 36.748
503 633 38 39 4 0 100 17.655 35.105
503 633 39 40 4 0 100 20.185 37.401
503 633 40 41 4 0 100 29.560 32.428
503 633 41 42 4 0 100 23.652 35.598
503 633 42 43 4 0 100 7.190 36.963
503 633 43 44 4 0 100 1.558 100.000
503 633 44 100 4 0 100 1.574 100.000
633 797 0 1 4 0 100 1.684 100.000
633 797 1 2 4 0 100 50.000 28.290
633 797 2 3 4 0 100 12.260 33.876
633 797 3 4 4 0 100 11.103 35.664
633 797 4 5 4 0 100 9.176 36.535
633 797 5 6 4 0 100 9.291 36.821
633 797 6 7 4 0 100 8.828 36.542
633 797 7 8 4 0 100 9.338 36.859
633 797 8 9 4 0 100 8.839 37.054
633 797 9 10 4 0 100 8.918 37.200
633 797 10 11 4 0 100 9.156 36.807
633 797 11 12 4 0 100 8.961 37.141
633 797 12 13 4 0 100 9.109 37.149
633 797 13 14 4 0 100 9.083 37.466
633 797 14 15 4 0 100 9.262 37.126
633 797 15 16 4 0 100 8.647 37.834
633 797 16 17 4 0 100 9.002 37.765
633 797 17 18 4 0 100 9.125 37.640
633 797 18 19 4 0 100 9.535 37.736
633 797 19 20 4 0 100 9.415 38.124
633 797 20 21 4 0 100 9.313 38.030
633 797 21 22 4 0 100 9.638 37.792
633 797 22 23 4 0 100 9.593 38.272
633 797 23 24 4 0 100 9.463 37.946
633 797 24 25 4 0 100 10.069 38.229
633 797 25 26 4 0 100 9.934 38.189
633 797 26 27 4 0 100 9.450 38.662
633 797 27 28 4 0 100 10.369 38.219
633 797 28 29 4 0 100 10.296 38.747
633 797 29 30 4 0 100 9.881 37.343
633 797 30 31 4 0 100 10.209 38.302
633 797 31 32 4 0 100 13.912 38.276
633 797 32 33 4 0 100 12.101 39.043
633 797 33 34 4 0 100 13.874 38.070
633 797 34 35 4 0 100 13.656 37.976
633 797 35 36 4 0 100 17.721 36.457
633 797 36 37 4 0 100 18.207 35.900
633 797 37 38 4 0 100 16.527 35.874
633 797 38 39 4 0 100 50.000 33.556
633 797 39 40 4 0 100 38.339 37.573
633 797 40 41 4 0 100 50.000 37.325
633 797 41 42 4 0 100 1.733 100.000
633 797 42 43 4 0 100 1.582 100.000
633 797 43 44 4 0 100 1.716 100.000
633 797 44 100 4 0 100 1.574 100.000
797 1003 0 1 4 0 100 1.745 100.000
797 1003 1 2 4 0 100 1.563 100.000
797 1003 2 3 4 0 100 50.000 36.225
797 1003 3 4 4 0 100 11.973 38.706
797 1003 4 5 4 0 100 9.461 38.045
797 1003 5 6 4 0 100 9.190 38.073
797 1003 6 7 4 0 100 9.067 38.247
797 1003 7 8 4 0 100 8.600 38.652
797 1003 8 9 4 0 100 8.564 39.022
797 1003 9 10 4 0 100 8.916 38.593
797 1003 10 11 4 0 100 9.029 39.025
797 1003 11 12 4 0 100 8.712 38.794
797 1003 12 13 4 0 100 9.127 38.502
797 1003 13 14 4 0 100 8.750 38.808
797 1003 14 15 4 0 100 8.839 39.347
797 1003 15 16 4 0 100 8.678 39.246
797 1003 16 17 4 0 100 9.178 39.366
797 1003 17 18 4 0 100 8.909 39.066
797 1003 18 19 4 0 100 9.574 39.551
797 1003 19 20 4 0 100 9.397 38.698
797 1003 20 21 4 0 100 8.903 39.605
797 1003 21 22 4 0 100 9.444 39.647
797 1003 22 23 4 0 100 9.401 40.226
797 1003 23 24 4 0 100 9.845 38.976
797 1003 24 25 4 0 100 9.743 39.674
797 1003 25 26 4 0 100 9.701 39.646
797 1003 26 27 4 0 100 10.323 38.641
797 1003 27 28 4 0 100 11.360 40.405
797 1003 28 29 4 0 100 11.752 40.127
797 1003 29 30 4 0 100 10.669 38.320
797 1003 30 31 4 0 100 11.849 38.231
797 1003 31 32 4 0 100 13.005 38.094
797 1003 32 33 4 0 100 13.054 38.563
797 1003 33 34 4 0 100 14.963 40.763
797 1003 34 35 4 0 100 24.958 35.614
797 1003 35 36 4 0 100 25.312 27.432
797 1003 36 37 4 0 100 50.000 33.020
797 1003 37 38 4 0 100 50.000 40.746
797 1003 38 39 4 0 100 1.746 100.000
797 1003 39 40 4 0 100 1.654 100.000
797 1003 40 41 4 0 100 1.610 100.000
797 1003 41 42 4 0 100 1.623 100.000
797 1003 42 43 4 0 100 1.710 100.000
797 1003 43 44 4 0 100 1.725 100.000
797 1003 44 100 4 0 100 1.655 100.000
1003 1262 1 2 4 0 100 1.747 100.000
1003 1262 2 3 4 0 100 50.000 33.540
1003 1262 3 4 4 0 100 50.000 35.888
1003 1262 4 5 4 0 100 12.788 38.111
1003 1262 5 6 4 0 100 9.902 40.040
1003 1262 6 7 4 0 100 8.646 38.921
1003 1262 7 8 4 0 100 9.218 39.957
1003 1262 8 9 4 0 100 9.824 38.503
1003 1262 9 10 4 0 100 9.533 40.559
1003 1262 10 11 4 0 100 8.875 40.460
1003 1262 11 12 4 0 100 8.829 41.166
1003 1262 12 13 4 0 100 9.346 40.431
1003 1262 13 14 4 0 100 9.074 39.340
1003 1262 14 15 4 0 100 9.160 40.057
1003 1262 15 16 4 0 100 8.648 40.212
1003 1262 16 17 4 0 100 8.713 40.204
1003 1262 17 18 4 0 100 9.431 41.329
1003 1262 18 19 4 0 100 9.552 41.088
1003 1262 19 20 4 0 100 10.753 40.456
1003 1262 20 21 4 0 100 9.920 41.904
1003 1262 21 22 4 0 100 9.160 40.368
1003 1262 22 23 4 0 100 10.636 41.407
1003 1262 23 24 4 0 100 10.009 40.069
1003 1262 24 25 4 0 100 12.156 40.757
1003 1262 25 26 4 0 100 12.469 37.494
1003 1262 26 27 4 0 100 15.394 42.662
1003 1262 27 28 4 0 100 18.106 39.968
1003 1262 28 29 4 0 100 17.656 37.391
1003 1262 29 30 4 0 100 36.538 32.243
1003 1262 30 31 4 0 100 29.503 37.886
1003 1262 31 32 4 0 100 50.000 34.206
1003 1262 32 33 4 0 100 50.000 37.267
1003 1262 33 34 4 0 100 50.000 36.936
1003 1262 34 35 4 0 100 50.000 45.629
1003 1262 35 36 4 0 100 50.000 38.226
1003 1262 36 37 4 0 100 1.785 100.000
1003 1262 37 38 4 0 100 1.827 100.000
1003 1262 38 39 4 0 100 1.724 100.000
1003 1262 39 40 4 0 100 1.669 100.000
1003 1262 40 41 4 0 100 1.761 100.000
1003 1262 41 42 4 0 100 1.765 100.000
1003 1262 42 43 4 0 100 1.823 100.000
1003 1262 43 44 4 0 100 1.737 100.000
1003 1262 44 100 4 0 100 1.721 100.000
1262 1589 1 2 4 0 100 1.753 100.000
1262 1589 2 3 4 0 100 1.690 100.000
1262 1589 3 4 4 0 100 1.549 100.000
1262 1589 4 5 4 0 100 1.643 100.000
1262 1589 5 6 4 0 100 35.425 39.898
1262 1589 6 7 4 0 100 22.646 36.364
1262 1589 7 8 4 0 100 18.467 37.020
1262 1589 8 9 4 0 100 14.525 39.037
1262 1589 9 10 4 0 100 11.471 40.347
1262 1589 10 11 4 0 100 13.221 38.385
1262 1589 11 12 4 0 100 15.337 38.746
1262 1589 12 13 4 0 100 12.446 39.276
1262 1589 13 14 4 0 100 15.254 38.942
1262 1589 14 15 4 0 100 21.084 38.699
1262 1589 15 16 4 0 100 12.201 38.586
1262 1589 16 17 4 0 100 16.249 37.600
1262 1589 17 18 4 0 100 19.376 41.047
1262 1589 18 19 4 0 100 13.508 38.512
1262 1589 19 20 4 0 100 32.897 33.249
1262 1589 20 21 4 0 100 26.637 37.628
1262 1589 21 22 4 0 100 33.426 35.222
1262 1589 22 23 4 0 100 50.000 35.184
1262 1589 23 24 4 0 100 20.226 39.831
1262 1589 24 25 4 0 100 11.739 43.373
1262 1589 25 26 4 0 100 50.000 36.966
1262 1589 26 27 4 0 100 10.990 46.203
1262 1589 27 28 4 0 100 1.870 100.000
1262 1589 28 29 4 0 100 1.727 100.000
1262 1589 29 30 4 0 100 1.722 100.000
1262 1589 30 31 4 0 100 1.775 100.000
1262 1589 31 32 4 0 100 1.806 100.000
1262 1589 32 33 4 0 100 1.582 100.000
1262 1589 33 34 4 0 100 1.862 100.000
1262 1589 34 35 4 0 100 1.791 100.000
1262 1589 35 36 4 0 100 1.685 100.000
1262 1589 36 37 4 0 100 1.771 100.000
1262 1589 37 38 4 0 100 1.685 100.000
1262 1589 38 39 4 0 100 1.669 100.000
1262 1589 39 40 4 0 100 1.854 100.000
1262 1589 40 41 4 0 100 1.802 100.000
1262 1589 41 42 4 0 100 1.725 100.000
1262 1589 42 43 4 0 100 1.773 100.000
1262 1589 43 100 4 0 100 1.757 100.000
1589 2000 1 2 4 0 100 1.772 100.000
1589 2000 3 4 4 0 100 1.716 100.000
1589 2000 4 5 4 0 100 1.703 100.000
1589 2000 5 6 4 0 100 1.599 100.000
1589 2000 6 7 4 0 100 1.561 100.000
1589 2000 7 8 4 0 100 1.752 100.000
1589 2000 8 9 4 0 100 1.597 100.000
1589 2000 9 10 4 0 100 1.773 100.000
1589 2000 10 11 4 0 100 1.716 100.000
1589 2000 11 12 4 0 100 1.770 100.000
1589 2000 12 13 4 0 100 1.719 100.000
1589 2000 13 14 4 0 100 1.764 100.000
1589 2000 14 15 4 0 100 1.684 100.000
1589 2000 15 16 4 0 100 1.606 100.000
1589 2000 16 17 4 0 100 1.653 100.000
1589 2000 17 18 4 0 100 1.567 100.000
1589 2000 18 19 4 0 100 1.717 100.000
1589 2000 19 20 4 0 100 1.770 100.000
1589 2000 20 21 4 0 100 1.690 100.000
1589 2000 21 22 4 0 100 1.731 100.000
1589 2000 22 23 4 0 100 1.769 100.000
1589 2000 23 24 4 0 100 1.664 100.000
1589 2000 24 25 4 0 100 1.705 100.000
1589 2000 25 26 4 0 100 1.779 100.000
1589 2000 26 27 4 0 100 1.713 100.000
1589 2000 27 28 4 0 100 1.705 100.000
1589 2000 28 29 4 0 100 1.714 100.000
1589 2000 29 30 4 0 100 1.867 100.000
1589 2000 30 31 4 0 100 1.740 100.000
1589 2000 31 32 4 0 100 1.762 100.000
1589 2000 32 33 4 0 100 1.658 100.000
1589 2000 33 34 4 0 100 1.774 100.000
1589 2000 34 35 4 0 100 1.782 100.000
1589 2000 35 36 4 0 100 1.788 100.000
1589 2000 37 38 4 0 100 1.756 100.000
1589 2000 38 39 4 0 100 1.748 100.000
1589 2000 40 41 4 0 100 1.760 100.000
1589 2000 41 42 4 0 100 1.757 100.000
1589 2000 43 100 4 0 100 1.781 100.000
2000 4000 2 3 4 0 100 1.775 100.000
2000 4000 3 4 4 0 100 1.783 100.000
2000 4000 4 5 4 0 100 1.772 100.000
2000 4000 5 6 4 0 100 1.774 100.000
2000 4000 6 7 4 0 100 1.688 100.000
2000 4000 7 8 4 0 100 1.699 100.000
2000 4000 8 9 4 0 100 1.795 100.000
2000 4000 9 10 4 0 100 1.705 100.000
2000 4000 10 11 4 0 100 1.776 100.000
2000 4000 11 12 4 0 100 1.734 100.000
2000 4000 12 13 4 0 100 1.703 100.000
2000 4000 13 14 4 0 100 1.583 100.000
2000 4000 14 15 4 0 100 1.794 100.000
2000 4000 15 16 4 0 100 1.772 100.000
2000 4000 16 17 4 0 100 1.779 100.000
2000 4000 17 18 4 0 100 1.757 100.000
2000 4000 18 19 4 0 100 1.745 100.000
2000 4000 19 20 4 0 100 1.794 100.000
2000 4000 20 21 4 0 100 1.799 100.000
2000 4000 21 22 4 0 100 1.692 100.000
2000 4000 22 23 4 0 100 1.795 100.000
2000 4000 24 25 4 0 100 1.720 100.000
2000 4000 25 26 4 0 100 1.700 100.000
2000 4000 26 27 4 0 100 1.774 100.000
2000 4000 27 28 4 0 100 1.750 100.000
2000 4000 28 29 4 0 100 1.694 100.000
2000 4000 29 30 4 0 100 1.759 100.000
2000 4000 31 32 4 0 100 1.716 100.000
2000 4000 37 100 4 0 100 1.784 100.000
