[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis2_QC_quark}
101 127 11 12 4 0 100 43.267 3.241
101 127 12 13 4 0 100 43.201 3.236
101 127 13 14 4 0 100 43.606 3.235
101 127 14 15 4 0 100 43.705 3.239
101 127 15 16 4 0 100 43.915 3.234
101 127 16 17 4 0 100 44.203 3.232
101 127 17 18 4 0 100 43.640 3.232
101 127 18 19 4 0 100 43.770 3.236
101 127 19 20 4 0 100 44.014 3.237
101 127 20 21 4 0 100 43.224 3.223
101 127 21 22 4 0 100 43.848 3.232
101 127 22 23 4 0 100 42.446 3.228
101 127 23 24 4 0 100 43.698 3.237
101 127 24 25 4 0 100 43.995 3.223
101 127 25 26 4 0 100 44.522 3.221
101 127 26 27 4 0 100 43.299 3.218
101 127 27 28 4 0 100 43.985 3.214
101 127 28 29 4 0 100 43.949 3.207
101 127 29 30 4 0 100 43.540 3.211
101 127 30 31 4 0 100 44.134 3.216
101 127 31 32 4 0 100 45.051 3.222
101 127 32 33 4 0 100 45.149 3.223
101 127 33 34 4 0 100 42.546 3.202
101 127 34 35 4 0 100 45.057 3.206
101 127 35 36 4 0 100 44.767 3.204
101 127 36 37 4 0 100 45.003 3.195
101 127 37 38 4 0 100 49.225 3.224
101 127 38 39 4 0 100 55.720 3.177
101 127 39 40 4 0 100 54.130 3.200
101 127 40 41 4 0 100 54.104 3.200
101 127 41 42 4 0 100 57.372 3.184
101 127 42 43 4 0 100 76.321 3.134
101 127 43 44 4 0 100 89.435 3.214
101 127 44 100 4 0 100 74.284 3.176
127 159 0 1 4 0 100 6.006 76.041
127 159 1 2 4 0 100 49.660 3.357
127 159 2 3 4 0 100 45.145 3.380
127 159 3 4 4 0 100 42.507 3.371
127 159 4 5 4 0 100 41.940 3.377
127 159 5 6 4 0 100 41.858 3.375
127 159 6 7 4 0 100 41.483 3.375
127 159 7 8 4 0 100 42.751 3.371
127 159 8 9 4 0 100 42.478 3.379
127 159 9 10 4 0 100 43.142 3.380
127 159 10 11 4 0 100 43.242 3.368
127 159 11 12 4 0 100 42.587 3.374
127 159 12 13 4 0 100 42.205 3.369
127 159 13 14 4 0 100 42.608 3.371
127 159 14 15 4 0 100 42.342 3.366
127 159 15 16 4 0 100 43.468 3.366
127 159 16 17 4 0 100 43.454 3.362
127 159 17 18 4 0 100 43.515 3.366
127 159 18 19 4 0 100 43.367 3.356
127 159 19 20 4 0 100 42.964 3.361
127 159 20 21 4 0 100 43.653 3.359
127 159 21 22 4 0 100 42.431 3.358
127 159 22 23 4 0 100 43.768 3.354
127 159 23 24 4 0 100 43.594 3.348
127 159 24 25 4 0 100 42.636 3.358
127 159 25 26 4 0 100 44.214 3.354
127 159 26 27 4 0 100 42.656 3.353
127 159 27 28 4 0 100 43.235 3.354
127 159 28 29 4 0 100 43.995 3.356
127 159 29 30 4 0 100 42.319 3.344
127 159 30 31 4 0 100 43.568 3.326
127 159 31 32 4 0 100 42.426 3.335
127 159 32 33 4 0 100 47.446 3.341
127 159 33 34 4 0 100 44.682 3.354
127 159 34 35 4 0 100 45.958 3.325
127 159 35 36 4 0 100 46.576 3.318
127 159 36 37 4 0 100 47.868 3.367
127 159 37 38 4 0 100 45.818 3.318
127 159 38 39 4 0 100 46.491 3.293
127 159 39 40 4 0 100 46.928 3.323
127 159 40 41 4 0 100 46.223 3.351
127 159 41 42 4 0 100 71.151 3.284
127 159 42 43 4 0 100 65.740 3.304
127 159 43 44 4 0 100 91.599 3.179
127 159 44 100 4 0 100 100.000 3.327
159 201 0 1 4 0 100 100.000 3.166
159 201 1 2 4 0 100 53.053 3.522
159 201 2 3 4 0 100 41.864 3.536
159 201 3 4 4 0 100 40.587 3.524
159 201 4 5 4 0 100 41.011 3.534
159 201 5 6 4 0 100 41.050 3.522
159 201 6 7 4 0 100 39.760 3.519
159 201 7 8 4 0 100 41.808 3.516
159 201 8 9 4 0 100 40.682 3.515
159 201 9 10 4 0 100 41.821 3.517
159 201 10 11 4 0 100 41.288 3.515
159 201 11 12 4 0 100 41.750 3.519
159 201 12 13 4 0 100 41.419 3.518
159 201 13 14 4 0 100 41.683 3.513
159 201 14 15 4 0 100 41.283 3.509
159 201 15 16 4 0 100 41.326 3.513
159 201 16 17 4 0 100 42.205 3.513
159 201 17 18 4 0 100 41.552 3.510
159 201 18 19 4 0 100 41.422 3.503
159 201 19 20 4 0 100 42.205 3.499
159 201 20 21 4 0 100 42.278 3.506
159 201 21 22 4 0 100 42.917 3.500
159 201 22 23 4 0 100 41.886 3.496
159 201 23 24 4 0 100 42.518 3.496
159 201 24 25 4 0 100 42.741 3.494
159 201 25 26 4 0 100 40.072 3.486
159 201 26 27 4 0 100 43.698 3.495
159 201 27 28 4 0 100 43.497 3.489
159 201 28 29 4 0 100 41.127 3.487
159 201 29 30 4 0 100 43.240 3.470
159 201 30 31 4 0 100 41.903 3.465
159 201 31 32 4 0 100 42.355 3.481
159 201 32 33 4 0 100 42.147 3.478
159 201 33 34 4 0 100 45.336 3.470
159 201 34 35 4 0 100 43.674 3.491
159 201 35 36 4 0 100 43.258 3.458
159 201 36 37 4 0 100 42.944 3.479
159 201 37 38 4 0 100 45.395 3.462
159 201 38 39 4 0 100 62.267 3.426
159 201 39 40 4 0 100 48.379 3.500
159 201 40 41 4 0 100 51.800 3.453
159 201 41 42 4 0 100 55.118 3.417
159 201 42 43 4 0 100 99.452 3.547
159 201 43 44 4 0 100 67.308 3.406
159 201 44 100 4 0 100 88.133 3.439
201 252 0 1 4 0 100 100.000 3.646
201 252 1 2 4 0 100 49.772 3.670
201 252 2 3 4 0 100 40.824 3.657
201 252 3 4 4 0 100 41.135 3.652
201 252 4 5 4 0 100 41.952 3.676
201 252 5 6 4 0 100 40.048 3.663
201 252 6 7 4 0 100 39.649 3.663
201 252 7 8 4 0 100 39.090 3.673
201 252 8 9 4 0 100 39.696 3.664
201 252 9 10 4 0 100 40.589 3.673
201 252 10 11 4 0 100 41.510 3.670
201 252 11 12 4 0 100 40.494 3.669
201 252 12 13 4 0 100 40.503 3.671
201 252 13 14 4 0 100 40.631 3.672
201 252 14 15 4 0 100 41.008 3.663
201 252 15 16 4 0 100 40.622 3.665
201 252 16 17 4 0 100 40.894 3.662
201 252 17 18 4 0 100 39.957 3.663
201 252 18 19 4 0 100 40.645 3.659
201 252 19 20 4 0 100 40.918 3.667
201 252 20 21 4 0 100 40.894 3.652
201 252 21 22 4 0 100 42.124 3.657
201 252 22 23 4 0 100 40.383 3.656
201 252 23 24 4 0 100 41.893 3.651
201 252 24 25 4 0 100 40.760 3.642
201 252 25 26 4 0 100 41.747 3.639
201 252 26 27 4 0 100 42.413 3.649
201 252 27 28 4 0 100 41.783 3.639
201 252 28 29 4 0 100 41.349 3.650
201 252 29 30 4 0 100 42.522 3.648
201 252 30 31 4 0 100 41.278 3.635
201 252 31 32 4 0 100 42.395 3.640
201 252 32 33 4 0 100 42.028 3.604
201 252 33 34 4 0 100 42.008 3.642
201 252 34 35 4 0 100 46.101 3.633
201 252 35 36 4 0 100 45.221 3.597
201 252 36 37 4 0 100 47.127 3.633
201 252 37 38 4 0 100 46.012 3.613
201 252 38 39 4 0 100 43.924 3.586
201 252 39 40 4 0 100 69.520 3.605
201 252 40 41 4 0 100 45.544 3.648
201 252 41 42 4 0 100 63.084 3.627
201 252 42 43 4 0 100 62.820 3.589
201 252 43 44 4 0 100 62.649 3.502
201 252 44 100 4 0 100 87.539 3.531
252 317 0 1 4 0 100 4.634 100.000
252 317 1 2 4 0 100 50.142 3.804
252 317 2 3 4 0 100 38.441 3.804
252 317 3 4 4 0 100 41.844 3.829
252 317 4 5 4 0 100 39.636 3.829
252 317 5 6 4 0 100 38.980 3.823
252 317 6 7 4 0 100 39.886 3.826
252 317 7 8 4 0 100 39.957 3.836
252 317 8 9 4 0 100 40.231 3.829
252 317 9 10 4 0 100 39.753 3.835
252 317 10 11 4 0 100 39.700 3.829
252 317 11 12 4 0 100 39.593 3.830
252 317 12 13 4 0 100 39.934 3.836
252 317 13 14 4 0 100 39.891 3.833
252 317 14 15 4 0 100 40.221 3.825
252 317 15 16 4 0 100 40.563 3.826
252 317 16 17 4 0 100 38.582 3.833
252 317 17 18 4 0 100 39.820 3.823
252 317 18 19 4 0 100 39.950 3.825
252 317 19 20 4 0 100 40.769 3.829
252 317 20 21 4 0 100 40.500 3.817
252 317 21 22 4 0 100 40.184 3.820
252 317 22 23 4 0 100 41.234 3.806
252 317 23 24 4 0 100 41.693 3.821
252 317 24 25 4 0 100 40.287 3.806
252 317 25 26 4 0 100 40.117 3.805
252 317 26 27 4 0 100 42.285 3.813
252 317 27 28 4 0 100 40.635 3.790
252 317 28 29 4 0 100 42.056 3.810
252 317 29 30 4 0 100 43.388 3.807
252 317 30 31 4 0 100 41.278 3.799
252 317 31 32 4 0 100 43.109 3.788
252 317 32 33 4 0 100 43.627 3.809
252 317 33 34 4 0 100 40.572 3.775
252 317 34 35 4 0 100 44.911 3.785
252 317 35 36 4 0 100 48.888 3.771
252 317 36 37 4 0 100 46.389 3.767
252 317 37 38 4 0 100 46.897 3.732
252 317 38 39 4 0 100 51.793 3.781
252 317 39 40 4 0 100 64.182 3.729
252 317 40 41 4 0 100 45.938 3.723
252 317 41 42 4 0 100 71.391 3.668
252 317 42 43 4 0 100 69.735 3.689
252 317 43 44 4 0 100 82.794 3.735
252 317 44 100 4 0 100 92.721 3.803
317 400 0 1 4 0 100 5.431 85.194
317 400 1 2 4 0 100 67.818 3.962
317 400 2 3 4 0 100 45.203 3.952
317 400 3 4 4 0 100 39.806 3.968
317 400 4 5 4 0 100 38.639 3.987
317 400 5 6 4 0 100 39.247 3.990
317 400 6 7 4 0 100 39.701 3.997
317 400 7 8 4 0 100 39.544 4.004
317 400 8 9 4 0 100 41.212 4.008
317 400 9 10 4 0 100 40.312 3.998
317 400 10 11 4 0 100 39.995 4.005
317 400 11 12 4 0 100 40.349 4.008
317 400 12 13 4 0 100 40.359 4.010
317 400 13 14 4 0 100 40.586 4.018
317 400 14 15 4 0 100 41.882 4.006
317 400 15 16 4 0 100 40.396 4.007
317 400 16 17 4 0 100 40.146 3.999
317 400 17 18 4 0 100 39.132 3.991
317 400 18 19 4 0 100 39.822 3.997
317 400 19 20 4 0 100 40.888 3.995
317 400 20 21 4 0 100 40.404 3.991
317 400 21 22 4 0 100 40.573 3.997
317 400 22 23 4 0 100 41.861 3.995
317 400 23 24 4 0 100 43.217 3.979
317 400 24 25 4 0 100 41.389 3.981
317 400 25 26 4 0 100 42.669 3.975
317 400 26 27 4 0 100 42.687 3.976
317 400 27 28 4 0 100 41.770 3.976
317 400 28 29 4 0 100 41.576 3.979
317 400 29 30 4 0 100 44.211 3.964
317 400 30 31 4 0 100 40.940 3.962
317 400 31 32 4 0 100 43.009 3.956
317 400 32 33 4 0 100 48.407 3.952
317 400 33 34 4 0 100 48.594 3.986
317 400 34 35 4 0 100 56.746 3.993
317 400 35 36 4 0 100 49.020 3.933
317 400 36 37 4 0 100 52.444 3.923
317 400 37 38 4 0 100 48.813 3.922
317 400 38 39 4 0 100 50.439 3.879
317 400 39 40 4 0 100 77.597 4.002
317 400 40 41 4 0 100 58.020 3.900
317 400 41 42 4 0 100 60.968 3.907
317 400 42 43 4 0 100 100.000 3.944
317 400 43 44 4 0 100 100.000 4.319
317 400 44 100 4 0 100 92.979 3.860
400 503 0 1 4 0 100 5.424 98.857
400 503 1 2 4 0 100 66.579 4.135
400 503 2 3 4 0 100 50.158 4.172
400 503 3 4 4 0 100 43.286 4.166
400 503 4 5 4 0 100 40.314 4.136
400 503 5 6 4 0 100 42.395 4.182
400 503 6 7 4 0 100 43.674 4.203
400 503 7 8 4 0 100 41.447 4.184
400 503 8 9 4 0 100 42.021 4.187
400 503 9 10 4 0 100 40.803 4.191
400 503 10 11 4 0 100 42.558 4.195
400 503 11 12 4 0 100 42.895 4.204
400 503 12 13 4 0 100 41.438 4.195
400 503 13 14 4 0 100 41.488 4.190
400 503 14 15 4 0 100 41.685 4.187
400 503 15 16 4 0 100 42.948 4.196
400 503 16 17 4 0 100 40.702 4.177
400 503 17 18 4 0 100 42.445 4.195
400 503 18 19 4 0 100 42.946 4.180
400 503 19 20 4 0 100 44.442 4.186
400 503 20 21 4 0 100 42.530 4.179
400 503 21 22 4 0 100 42.255 4.163
400 503 22 23 4 0 100 42.151 4.166
400 503 23 24 4 0 100 43.052 4.153
400 503 24 25 4 0 100 44.670 4.173
400 503 25 26 4 0 100 43.383 4.169
400 503 26 27 4 0 100 43.677 4.167
400 503 27 28 4 0 100 46.949 4.168
400 503 28 29 4 0 100 45.835 4.150
400 503 29 30 4 0 100 43.496 4.152
400 503 30 31 4 0 100 46.527 4.165
400 503 31 32 4 0 100 47.937 4.160
400 503 32 33 4 0 100 44.989 4.133
400 503 33 34 4 0 100 56.525 4.182
400 503 34 35 4 0 100 47.553 4.076
400 503 35 36 4 0 100 49.668 4.097
400 503 36 37 4 0 100 57.532 4.151
400 503 37 38 4 0 100 50.282 4.047
400 503 38 39 4 0 100 76.351 4.175
400 503 39 40 4 0 100 100.000 3.975
400 503 40 41 4 0 100 100.000 4.096
400 503 41 42 4 0 100 100.000 3.997
400 503 42 43 4 0 100 94.801 13.956
400 503 43 44 4 0 100 100.000 4.228
400 503 44 100 4 0 100 100.000 3.963
503 633 0 1 4 0 100 8.900 73.139
503 633 1 2 4 0 100 100.000 4.282
503 633 2 3 4 0 100 53.034 4.320
503 633 3 4 4 0 100 52.221 4.354
503 633 4 5 4 0 100 48.848 4.393
503 633 5 6 4 0 100 43.511 4.351
503 633 6 7 4 0 100 44.171 4.367
503 633 7 8 4 0 100 43.824 4.355
503 633 8 9 4 0 100 44.799 4.353
503 633 9 10 4 0 100 46.668 4.394
503 633 10 11 4 0 100 43.141 4.366
503 633 11 12 4 0 100 43.690 4.365
503 633 12 13 4 0 100 44.934 4.381
503 633 13 14 4 0 100 44.972 4.375
503 633 14 15 4 0 100 44.953 4.388
503 633 15 16 4 0 100 43.838 4.370
503 633 16 17 4 0 100 43.094 4.369
503 633 17 18 4 0 100 45.179 4.365
503 633 18 19 4 0 100 45.670 4.358
503 633 19 20 4 0 100 46.223 4.355
503 633 20 21 4 0 100 44.488 4.348
503 633 21 22 4 0 100 46.666 4.386
503 633 22 23 4 0 100 45.417 4.365
503 633 23 24 4 0 100 44.326 4.318
503 633 24 25 4 0 100 50.115 4.350
503 633 25 26 4 0 100 47.053 4.343
503 633 26 27 4 0 100 50.368 4.350
503 633 27 28 4 0 100 47.328 4.317
503 633 28 29 4 0 100 51.855 4.357
503 633 29 30 4 0 100 53.002 4.326
503 633 30 31 4 0 100 49.590 4.263
503 633 31 32 4 0 100 54.196 4.309
503 633 32 33 4 0 100 53.164 4.276
503 633 33 34 4 0 100 66.209 4.325
503 633 34 35 4 0 100 76.849 4.331
503 633 35 36 4 0 100 81.069 4.405
503 633 36 37 4 0 100 93.903 4.323
503 633 37 38 4 0 100 75.215 4.245
503 633 38 39 4 0 100 74.881 4.227
503 633 39 40 4 0 100 80.639 4.279
503 633 40 41 4 0 100 100.000 4.521
503 633 41 42 4 0 100 100.000 4.458
503 633 42 43 4 0 100 100.000 4.767
503 633 43 44 4 0 100 31.840 4.173
503 633 44 100 4 0 100 25.765 25.122
633 797 0 1 4 0 100 17.015 65.620
633 797 1 2 4 0 100 100.000 4.486
633 797 2 3 4 0 100 100.000 4.567
633 797 3 4 4 0 100 54.161 4.511
633 797 4 5 4 0 100 53.794 4.525
633 797 5 6 4 0 100 48.506 4.538
633 797 6 7 4 0 100 50.464 4.559
633 797 7 8 4 0 100 50.018 4.534
633 797 8 9 4 0 100 49.025 4.533
633 797 9 10 4 0 100 47.737 4.542
633 797 10 11 4 0 100 52.715 4.573
633 797 11 12 4 0 100 45.043 4.543
633 797 12 13 4 0 100 48.612 4.561
633 797 13 14 4 0 100 47.588 4.551
633 797 14 15 4 0 100 51.738 4.568
633 797 15 16 4 0 100 45.838 4.529
633 797 16 17 4 0 100 49.779 4.553
633 797 17 18 4 0 100 52.880 4.563
633 797 18 19 4 0 100 51.223 4.540
633 797 19 20 4 0 100 50.425 4.546
633 797 20 21 4 0 100 47.138 4.512
633 797 21 22 4 0 100 51.692 4.541
633 797 22 23 4 0 100 53.613 4.539
633 797 23 24 4 0 100 50.534 4.534
633 797 24 25 4 0 100 49.211 4.535
633 797 25 26 4 0 100 50.561 4.518
633 797 26 27 4 0 100 51.490 4.533
633 797 27 28 4 0 100 53.112 4.564
633 797 28 29 4 0 100 59.384 4.502
633 797 29 30 4 0 100 62.489 4.498
633 797 30 31 4 0 100 67.068 4.565
633 797 31 32 4 0 100 71.652 4.515
633 797 32 33 4 0 100 77.581 4.504
633 797 33 34 4 0 100 90.920 4.560
633 797 34 35 4 0 100 59.740 4.464
633 797 35 36 4 0 100 100.000 4.559
633 797 36 37 4 0 100 100.000 4.689
633 797 37 38 4 0 100 100.000 4.258
633 797 38 39 4 0 100 100.000 4.453
633 797 39 40 4 0 100 100.000 4.191
633 797 40 41 4 0 100 100.000 4.375
633 797 41 42 4 0 100 3.662 99.990
633 797 42 43 4 0 100 4.151 100.000
633 797 43 44 4 0 100 4.485 100.000
633 797 44 100 4 0 100 16.375 32.110
797 1003 0 1 4 0 100 11.228 83.555
797 1003 1 2 4 0 100 4.234 100.000
797 1003 2 3 4 0 100 100.000 4.659
797 1003 3 4 4 0 100 67.959 4.695
797 1003 4 5 4 0 100 70.218 4.747
797 1003 5 6 4 0 100 62.632 4.698
797 1003 6 7 4 0 100 60.952 4.720
797 1003 7 8 4 0 100 53.726 4.718
797 1003 8 9 4 0 100 50.790 4.711
797 1003 9 10 4 0 100 54.969 4.729
797 1003 10 11 4 0 100 52.674 4.697
797 1003 11 12 4 0 100 55.303 4.740
797 1003 12 13 4 0 100 56.287 4.748
797 1003 13 14 4 0 100 52.013 4.712
797 1003 14 15 4 0 100 50.483 4.705
797 1003 15 16 4 0 100 56.503 4.735
797 1003 16 17 4 0 100 54.154 4.704
797 1003 17 18 4 0 100 61.969 4.742
797 1003 18 19 4 0 100 59.755 4.709
797 1003 19 20 4 0 100 57.634 4.748
797 1003 20 21 4 0 100 50.252 4.692
797 1003 21 22 4 0 100 54.279 4.710
797 1003 22 23 4 0 100 54.639 4.667
797 1003 23 24 4 0 100 62.021 4.745
797 1003 24 25 4 0 100 55.384 4.695
797 1003 25 26 4 0 100 69.269 4.707
797 1003 26 27 4 0 100 62.115 4.732
797 1003 27 28 4 0 100 66.105 4.708
797 1003 28 29 4 0 100 87.397 4.791
797 1003 29 30 4 0 100 81.391 4.754
797 1003 30 31 4 0 100 100.000 4.786
797 1003 31 32 4 0 100 87.143 4.813
797 1003 32 33 4 0 100 100.000 4.527
797 1003 33 34 4 0 100 100.000 4.549
797 1003 34 35 4 0 100 100.000 4.835
797 1003 35 36 4 0 100 100.000 4.694
797 1003 36 37 4 0 100 29.972 4.398
797 1003 37 38 4 0 100 99.606 17.491
797 1003 38 39 4 0 100 8.175 48.634
797 1003 39 40 4 0 100 3.891 99.990
797 1003 40 41 4 0 100 4.275 100.000
797 1003 41 42 4 0 100 5.217 100.000
797 1003 42 43 4 0 100 8.967 48.473
797 1003 43 44 4 0 100 4.922 99.994
797 1003 44 100 4 0 100 5.535 99.971
1003 1262 1 2 4 0 100 4.610 100.000
1003 1262 2 3 4 0 100 3.505 100.000
1003 1262 3 4 4 0 100 100.000 4.987
1003 1262 4 5 4 0 100 100.000 4.804
1003 1262 5 6 4 0 100 68.377 4.841
1003 1262 6 7 4 0 100 62.302 4.821
1003 1262 7 8 4 0 100 65.764 4.877
1003 1262 8 9 4 0 100 73.482 4.955
1003 1262 9 10 4 0 100 70.888 4.873
1003 1262 10 11 4 0 100 64.218 4.923
1003 1262 11 12 4 0 100 58.157 4.860
1003 1262 12 13 4 0 100 57.505 4.870
1003 1262 13 14 4 0 100 64.493 4.924
1003 1262 14 15 4 0 100 60.669 4.849
1003 1262 15 16 4 0 100 64.348 4.905
1003 1262 16 17 4 0 100 54.014 4.860
1003 1262 17 18 4 0 100 62.519 4.799
1003 1262 18 19 4 0 100 61.968 4.855
1003 1262 19 20 4 0 100 82.408 4.936
1003 1262 20 21 4 0 100 64.850 4.897
1003 1262 21 22 4 0 100 79.363 4.816
1003 1262 22 23 4 0 100 65.633 4.814
1003 1262 23 24 4 0 100 62.144 4.846
1003 1262 24 25 4 0 100 100.000 4.923
1003 1262 25 26 4 0 100 78.473 4.964
1003 1262 26 27 4 0 100 1.765 100.000
1003 1262 27 28 4 0 100 100.000 5.014
1003 1262 28 29 4 0 100 83.324 4.838
1003 1262 29 30 4 0 100 100.000 5.220
1003 1262 30 31 4 0 100 100.000 4.854
1003 1262 31 32 4 0 100 100.000 5.155
1003 1262 32 33 4 0 100 12.147 46.744
1003 1262 33 34 4 0 100 3.535 100.000
1003 1262 34 35 4 0 100 18.661 29.389
1003 1262 35 36 4 0 100 4.278 100.000
1003 1262 36 37 4 0 100 100.000 4.847
1003 1262 37 38 4 0 100 5.231 99.983
1003 1262 38 39 4 0 100 5.218 100.000
1003 1262 39 40 4 0 100 5.012 100.000
1003 1262 40 41 4 0 100 5.327 99.981
1003 1262 41 42 4 0 100 9.650 96.640
1003 1262 42 43 4 0 100 8.792 86.785
1003 1262 43 44 4 0 100 7.862 100.000
1003 1262 44 100 4 0 100 8.040 99.093
1262 1589 1 2 4 0 100 7.878 77.357
1262 1589 2 3 4 0 100 5.129 99.997
1262 1589 3 4 4 0 100 100.000 5.425
1262 1589 4 5 4 0 100 67.811 18.331
1262 1589 5 6 4 0 100 100.000 5.052
1262 1589 6 7 4 0 100 100.000 5.167
1262 1589 7 8 4 0 100 100.000 5.204
1262 1589 8 9 4 0 100 100.000 5.057
1262 1589 9 10 4 0 100 80.451 4.924
1262 1589 10 11 4 0 100 100.000 4.950
1262 1589 11 12 4 0 100 100.000 5.223
1262 1589 12 13 4 0 100 100.000 5.118
1262 1589 13 14 4 0 100 100.000 5.071
1262 1589 14 15 4 0 100 100.000 5.081
1262 1589 15 16 4 0 100 100.000 5.073
1262 1589 16 17 4 0 100 100.000 5.125
1262 1589 17 18 4 0 100 100.000 5.134
1262 1589 18 19 4 0 100 100.000 5.023
1262 1589 19 20 4 0 100 69.845 4.972
1262 1589 20 21 4 0 100 100.000 4.921
1262 1589 21 22 4 0 100 100.000 5.077
1262 1589 22 23 4 0 100 100.000 5.161
1262 1589 23 24 4 0 100 100.000 5.024
1262 1589 24 25 4 0 100 100.000 5.160
1262 1589 25 26 4 0 100 2.935 100.000
1262 1589 26 27 4 0 100 100.000 4.920
1262 1589 27 28 4 0 100 38.532 4.822
1262 1589 28 29 4 0 100 3.682 100.000
1262 1589 29 30 4 0 100 100.000 5.120
1262 1589 30 31 4 0 100 4.390 100.000
1262 1589 31 32 4 0 100 4.143 100.000
1262 1589 32 33 4 0 100 4.253 100.000
1262 1589 33 34 4 0 100 5.467 99.989
1262 1589 34 35 4 0 100 5.604 99.998
1262 1589 35 36 4 0 100 6.545 84.408
1262 1589 36 37 4 0 100 5.625 94.487
1262 1589 37 38 4 0 100 7.723 73.026
1262 1589 38 39 4 0 100 10.359 52.539
1262 1589 39 40 4 0 100 9.279 73.172
1262 1589 40 41 4 0 100 7.718 95.404
1262 1589 41 42 4 0 100 9.219 87.887
1262 1589 43 100 4 0 100 69.826 62.705
1589 2000 1 2 4 0 100 11.113 86.908
1589 2000 3 4 4 0 100 18.302 39.070
1589 2000 4 5 4 0 100 16.957 34.782
1589 2000 5 6 4 0 100 5.870 89.384
1589 2000 6 7 4 0 100 4.480 100.000
1589 2000 7 8 4 0 100 3.669 100.000
1589 2000 8 9 4 0 100 3.656 99.973
1589 2000 9 10 4 0 100 100.000 5.239
1589 2000 10 11 4 0 100 3.776 100.000
1589 2000 11 12 4 0 100 3.710 100.000
1589 2000 12 13 4 0 100 3.654 100.000
1589 2000 13 14 4 0 100 3.751 100.000
1589 2000 14 15 4 0 100 3.108 100.000
1589 2000 15 16 4 0 100 3.275 100.000
1589 2000 16 17 4 0 100 3.533 100.000
1589 2000 17 18 4 0 100 4.615 100.000
1589 2000 18 19 4 0 100 3.625 100.000
1589 2000 19 20 4 0 100 3.919 100.000
1589 2000 20 21 4 0 100 3.837 100.000
1589 2000 21 22 4 0 100 4.230 100.000
1589 2000 22 23 4 0 100 4.421 100.000
1589 2000 23 24 4 0 100 4.765 100.000
1589 2000 24 25 4 0 100 5.210 98.554
1589 2000 25 26 4 0 100 7.325 75.269
1589 2000 26 27 4 0 100 5.688 99.958
1589 2000 27 28 4 0 100 9.688 71.653
1589 2000 28 29 4 0 100 8.059 74.514
1589 2000 29 30 4 0 100 6.148 98.856
1589 2000 30 31 4 0 100 8.232 73.124
1589 2000 31 32 4 0 100 9.937 61.752
1589 2000 32 33 4 0 100 6.942 88.699
1589 2000 34 35 4 0 100 17.900 50.697
1589 2000 35 36 4 0 100 45.815 67.843
1589 2000 37 38 4 0 100 62.962 29.832
1589 2000 38 100 4 0 100 10.229 88.388
2000 4000 2 3 4 0 100 49.647 41.985
2000 4000 4 5 4 0 100 10.360 87.739
2000 4000 5 6 4 0 100 12.063 96.833
2000 4000 6 7 4 0 100 6.424 97.798
2000 4000 7 8 4 0 100 7.613 92.367
2000 4000 8 9 4 0 100 8.503 82.294
2000 4000 9 10 4 0 100 10.340 75.000
2000 4000 11 12 4 0 100 8.502 66.600
2000 4000 12 13 4 0 100 31.682 34.750
2000 4000 13 14 4 0 100 5.010 100.000
2000 4000 14 15 4 0 100 10.382 69.428
2000 4000 15 16 4 0 100 18.268 31.369
2000 4000 16 17 4 0 100 19.306 42.077
2000 4000 17 18 4 0 100 13.015 45.019
2000 4000 18 19 4 0 100 7.745 74.220
2000 4000 19 20 4 0 100 8.636 95.901
2000 4000 20 21 4 0 100 36.137 63.138
2000 4000 21 22 4 0 100 17.354 39.508
2000 4000 22 23 4 0 100 98.755 52.896
2000 4000 24 25 4 0 100 8.932 93.212
2000 4000 26 27 4 0 100 12.434 74.442
2000 4000 27 28 4 0 100 10.283 85.560
2000 4000 28 29 4 0 100 10.718 65.289
2000 4000 29 30 4 0 100 10.043 93.176
2000 4000 37 100 4 0 100 11.073 99.929
