[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_nPFCand_QC_ptCut_F_quark}
39 42 28 29 4 0 100 33.376 12.680
39 42 29 30 4 0 100 37.483 12.751
39 42 30 31 4 0 100 49.101 12.014
39 42 31 32 4 0 100 36.337 12.059
39 42 32 33 4 0 100 50.000 11.761
39 42 33 34 4 0 100 41.144 12.360
39 42 34 35 4 0 100 50.000 11.747
39 42 35 36 4 0 100 50.000 12.549
39 42 36 37 4 0 100 1.398 100.000
39 42 37 38 4 0 100 50.000 10.517
39 42 38 39 4 0 100 1.466 100.000
39 42 39 40 4 0 100 1.409 100.000
39 42 40 41 4 0 100 50.000 15.502
39 42 41 42 4 0 100 1.634 100.000
39 42 42 43 4 0 100 1.506 100.000
39 42 43 100 4 0 100 1.687 100.000
42 46 1 2 4 0 100 36.878 7.469
42 46 2 3 4 0 100 22.443 7.133
42 46 3 4 4 0 100 19.078 7.046
42 46 4 5 4 0 100 15.411 7.402
42 46 5 6 4 0 100 15.063 7.857
42 46 6 7 4 0 100 13.764 8.001
42 46 7 8 4 0 100 13.364 8.171
42 46 8 9 4 0 100 14.596 8.325
42 46 9 10 4 0 100 15.250 8.523
42 46 10 11 4 0 100 15.431 8.684
42 46 11 12 4 0 100 16.755 9.104
42 46 12 13 4 0 100 15.656 9.242
42 46 13 14 4 0 100 16.157 9.447
42 46 14 15 4 0 100 16.901 9.571
42 46 15 16 4 0 100 17.080 9.773
42 46 16 17 4 0 100 16.950 9.997
42 46 17 18 4 0 100 17.745 10.213
42 46 18 19 4 0 100 18.143 10.580
42 46 19 20 4 0 100 18.139 10.740
42 46 20 21 4 0 100 23.248 10.820
42 46 21 22 4 0 100 24.944 10.947
42 46 22 23 4 0 100 24.375 11.381
42 46 23 24 4 0 100 24.228 11.541
42 46 24 25 4 0 100 24.566 11.962
42 46 25 26 4 0 100 28.802 11.636
42 46 26 27 4 0 100 27.066 11.985
42 46 27 28 4 0 100 35.984 12.282
42 46 28 29 4 0 100 27.990 12.761
42 46 29 30 4 0 100 40.031 12.300
42 46 30 31 4 0 100 50.000 12.838
42 46 31 32 4 0 100 7.831 14.077
42 46 32 33 4 0 100 50.000 13.612
42 46 33 34 4 0 100 43.039 12.920
42 46 34 35 4 0 100 1.324 100.000
42 46 35 36 4 0 100 50.000 12.215
42 46 36 37 4 0 100 50.000 13.205
42 46 37 38 4 0 100 50.000 13.613
42 46 38 39 4 0 100 1.378 100.000
42 46 39 40 4 0 100 1.692 100.000
42 46 40 41 4 0 100 1.414 100.000
42 46 41 42 4 0 100 50.000 12.131
42 46 42 43 4 0 100 1.578 100.000
42 46 43 44 4 0 100 50.000 14.605
42 46 44 100 4 0 100 1.692 100.000
46 51 0 1 4 0 100 1.659 100.000
46 51 1 2 4 0 100 23.798 6.112
46 51 2 3 4 0 100 16.142 6.825
46 51 3 4 4 0 100 16.774 7.270
46 51 4 5 4 0 100 15.256 7.375
46 51 5 6 4 0 100 15.720 8.059
46 51 6 7 4 0 100 15.321 8.225
46 51 7 8 4 0 100 14.831 8.196
46 51 8 9 4 0 100 14.278 8.567
46 51 9 10 4 0 100 14.599 8.809
46 51 10 11 4 0 100 15.888 9.046
46 51 11 12 4 0 100 15.570 9.184
46 51 12 13 4 0 100 15.727 9.371
46 51 13 14 4 0 100 17.519 9.711
46 51 14 15 4 0 100 17.431 9.703
46 51 15 16 4 0 100 16.991 10.098
46 51 16 17 4 0 100 19.354 10.212
46 51 17 18 4 0 100 17.934 10.432
46 51 18 19 4 0 100 17.586 10.619
46 51 19 20 4 0 100 20.056 11.032
46 51 20 21 4 0 100 19.378 10.886
46 51 21 22 4 0 100 19.925 11.291
46 51 22 23 4 0 100 21.113 11.454
46 51 23 24 4 0 100 19.993 11.811
46 51 24 25 4 0 100 25.144 12.046
46 51 25 26 4 0 100 25.176 11.851
46 51 26 27 4 0 100 30.194 12.046
46 51 27 28 4 0 100 43.727 13.296
46 51 28 29 4 0 100 38.314 12.565
46 51 29 30 4 0 100 28.802 12.824
46 51 30 31 4 0 100 35.680 13.000
46 51 31 32 4 0 100 50.000 12.383
46 51 32 33 4 0 100 46.696 13.824
46 51 33 34 4 0 100 50.000 14.276
46 51 34 35 4 0 100 50.000 11.741
46 51 35 36 4 0 100 50.000 14.244
46 51 36 37 4 0 100 50.000 13.879
46 51 37 38 4 0 100 1.380 100.000
46 51 38 39 4 0 100 15.754 14.568
46 51 39 40 4 0 100 1.451 100.000
46 51 40 41 4 0 100 50.000 13.520
46 51 41 42 4 0 100 1.528 100.000
46 51 42 43 4 0 100 1.629 100.000
46 51 43 44 4 0 100 1.574 100.000
46 51 44 100 4 0 100 1.577 100.000
51 56 0 1 4 0 100 50.000 5.466
51 56 1 2 4 0 100 50.000 8.484
51 56 2 3 4 0 100 22.852 7.663
51 56 3 4 4 0 100 13.734 7.670
51 56 4 5 4 0 100 15.967 8.004
51 56 5 6 4 0 100 20.423 7.909
51 56 6 7 4 0 100 14.717 8.522
51 56 7 8 4 0 100 14.526 8.483
51 56 8 9 4 0 100 14.847 8.504
51 56 9 10 4 0 100 16.307 8.992
51 56 10 11 4 0 100 17.018 9.261
51 56 11 12 4 0 100 16.724 9.428
51 56 12 13 4 0 100 17.843 9.685
51 56 13 14 4 0 100 15.538 9.784
51 56 14 15 4 0 100 17.912 10.208
51 56 15 16 4 0 100 19.554 10.381
51 56 16 17 4 0 100 17.451 10.427
51 56 17 18 4 0 100 17.430 10.571
51 56 18 19 4 0 100 19.904 10.593
51 56 19 20 4 0 100 17.319 11.042
51 56 20 21 4 0 100 23.414 11.319
51 56 21 22 4 0 100 21.903 11.788
51 56 22 23 4 0 100 24.977 11.588
51 56 23 24 4 0 100 25.652 12.442
51 56 24 25 4 0 100 30.411 12.199
51 56 25 26 4 0 100 29.141 11.793
51 56 26 27 4 0 100 28.327 12.199
51 56 27 28 4 0 100 27.285 12.884
51 56 28 29 4 0 100 47.362 12.666
51 56 29 30 4 0 100 32.572 13.106
51 56 30 31 4 0 100 42.892 12.537
51 56 31 32 4 0 100 41.654 12.938
51 56 32 33 4 0 100 50.000 14.296
51 56 33 34 4 0 100 50.000 14.246
51 56 34 35 4 0 100 50.000 14.082
51 56 35 36 4 0 100 50.000 14.290
51 56 36 37 4 0 100 1.423 100.000
51 56 37 38 4 0 100 1.381 100.000
51 56 38 39 4 0 100 1.374 100.000
51 56 39 40 4 0 100 1.422 100.000
51 56 40 41 4 0 100 1.466 100.000
51 56 42 43 4 0 100 1.652 100.000
51 56 43 44 4 0 100 1.692 100.000
51 56 44 100 4 0 100 1.530 100.000
56 61 0 1 4 0 100 1.687 100.000
56 61 1 2 4 0 100 50.000 6.526
56 61 2 3 4 0 100 50.000 7.405
56 61 3 4 4 0 100 17.334 8.018
56 61 4 5 4 0 100 17.003 7.879
56 61 5 6 4 0 100 18.408 8.261
56 61 6 7 4 0 100 15.269 8.352
56 61 7 8 4 0 100 15.428 9.033
56 61 8 9 4 0 100 14.768 9.281
56 61 9 10 4 0 100 15.355 9.356
56 61 10 11 4 0 100 17.078 9.523
56 61 11 12 4 0 100 14.803 9.765
56 61 12 13 4 0 100 15.729 9.777
56 61 13 14 4 0 100 15.123 10.085
56 61 14 15 4 0 100 17.811 10.169
56 61 15 16 4 0 100 17.112 10.277
56 61 16 17 4 0 100 18.871 10.612
56 61 17 18 4 0 100 20.898 10.820
56 61 18 19 4 0 100 18.801 11.080
56 61 19 20 4 0 100 24.611 11.435
56 61 20 21 4 0 100 25.559 11.127
56 61 21 22 4 0 100 22.193 11.131
56 61 22 23 4 0 100 26.531 11.377
56 61 23 24 4 0 100 30.852 12.260
56 61 24 25 4 0 100 26.518 12.505
56 61 25 26 4 0 100 26.620 12.069
56 61 26 27 4 0 100 37.712 12.375
56 61 27 28 4 0 100 38.854 12.752
56 61 28 29 4 0 100 39.836 13.420
56 61 29 30 4 0 100 50.000 13.620
56 61 30 31 4 0 100 50.000 12.981
56 61 31 32 4 0 100 50.000 14.661
56 61 32 33 4 0 100 50.000 11.132
56 61 33 34 4 0 100 50.000 13.842
56 61 34 35 4 0 100 50.000 13.426
56 61 35 36 4 0 100 50.000 14.256
56 61 36 37 4 0 100 50.000 16.513
56 61 37 38 4 0 100 1.440 100.000
56 61 38 39 4 0 100 1.440 100.000
56 61 39 40 4 0 100 1.534 100.000
56 61 41 42 4 0 100 1.623 100.000
56 61 43 44 4 0 100 1.514 100.000
56 61 44 100 4 0 100 1.623 100.000
61 67 0 1 4 0 100 50.000 7.548
61 67 1 2 4 0 100 38.909 6.023
61 67 2 3 4 0 100 50.000 7.283
61 67 3 4 4 0 100 16.121 7.397
61 67 4 5 4 0 100 17.087 8.172
61 67 5 6 4 0 100 14.999 8.565
61 67 6 7 4 0 100 14.674 8.639
61 67 7 8 4 0 100 15.710 8.963
61 67 8 9 4 0 100 15.452 9.127
61 67 9 10 4 0 100 16.391 9.426
61 67 10 11 4 0 100 16.212 9.645
61 67 11 12 4 0 100 14.410 9.740
61 67 12 13 4 0 100 17.250 10.052
61 67 13 14 4 0 100 16.293 10.409
61 67 14 15 4 0 100 18.269 10.432
61 67 15 16 4 0 100 16.226 10.598
61 67 16 17 4 0 100 20.413 10.930
61 67 17 18 4 0 100 23.213 10.933
61 67 18 19 4 0 100 19.259 11.184
61 67 19 20 4 0 100 20.240 11.146
61 67 20 21 4 0 100 19.957 11.516
61 67 21 22 4 0 100 22.906 12.093
61 67 22 23 4 0 100 25.505 12.108
61 67 23 24 4 0 100 21.383 11.663
61 67 24 25 4 0 100 28.828 12.424
61 67 25 26 4 0 100 27.585 12.586
61 67 26 27 4 0 100 34.873 12.597
61 67 27 28 4 0 100 37.752 13.407
61 67 28 29 4 0 100 44.513 13.125
61 67 29 30 4 0 100 36.236 13.103
61 67 30 31 4 0 100 48.059 12.604
61 67 31 32 4 0 100 50.000 14.292
61 67 32 33 4 0 100 50.000 13.580
61 67 33 34 4 0 100 50.000 15.422
61 67 34 35 4 0 100 50.000 10.936
61 67 35 36 4 0 100 50.000 15.057
61 67 36 37 4 0 100 50.000 10.521
61 67 37 38 4 0 100 50.000 13.414
61 67 38 39 4 0 100 1.489 100.000
61 67 39 40 4 0 100 50.000 13.748
61 67 40 41 4 0 100 50.000 15.612
61 67 41 42 4 0 100 1.687 100.000
61 67 42 43 4 0 100 1.625 100.000
61 67 43 100 4 0 100 1.687 100.000
67 73 1 2 4 0 100 50.000 8.407
67 73 2 3 4 0 100 41.804 7.392
67 73 3 4 4 0 100 17.913 7.823
67 73 4 5 4 0 100 20.018 8.744
67 73 5 6 4 0 100 13.781 8.620
67 73 6 7 4 0 100 16.731 8.714
67 73 7 8 4 0 100 16.474 9.240
67 73 8 9 4 0 100 13.960 9.292
67 73 9 10 4 0 100 18.363 9.223
67 73 10 11 4 0 100 16.571 9.860
67 73 11 12 4 0 100 17.873 10.019
67 73 12 13 4 0 100 18.856 10.035
67 73 13 14 4 0 100 17.960 10.584
67 73 14 15 4 0 100 15.819 10.453
67 73 15 16 4 0 100 18.156 10.962
67 73 16 17 4 0 100 18.600 11.139
67 73 17 18 4 0 100 19.403 11.268
67 73 18 19 4 0 100 20.077 11.383
67 73 19 20 4 0 100 22.668 11.688
67 73 20 21 4 0 100 25.436 11.915
67 73 21 22 4 0 100 20.880 11.922
67 73 22 23 4 0 100 39.051 11.922
67 73 23 24 4 0 100 29.747 12.475
67 73 24 25 4 0 100 50.000 12.362
67 73 25 26 4 0 100 36.755 12.849
67 73 26 27 4 0 100 29.022 12.875
67 73 27 28 4 0 100 41.319 13.013
67 73 28 29 4 0 100 50.000 12.166
67 73 29 30 4 0 100 50.000 13.501
67 73 30 31 4 0 100 50.000 13.990
67 73 31 32 4 0 100 50.000 14.248
67 73 32 33 4 0 100 50.000 14.657
67 73 33 34 4 0 100 1.424 100.000
67 73 34 35 4 0 100 1.368 100.000
67 73 35 36 4 0 100 1.345 100.000
67 73 36 37 4 0 100 1.426 100.000
67 73 37 38 4 0 100 1.586 100.000
67 73 38 39 4 0 100 1.516 100.000
67 73 39 40 4 0 100 1.581 100.000
67 73 40 41 4 0 100 1.582 100.000
67 73 41 42 4 0 100 1.584 100.000
67 73 42 43 4 0 100 1.588 100.000
67 73 43 100 4 0 100 1.687 100.000
73 81 0 1 4 0 100 50.000 7.125
73 81 1 2 4 0 100 50.000 6.517
73 81 2 3 4 0 100 28.056 6.996
73 81 3 4 4 0 100 36.051 7.533
73 81 4 5 4 0 100 20.919 9.094
73 81 5 6 4 0 100 15.399 8.785
73 81 6 7 4 0 100 16.337 8.992
73 81 7 8 4 0 100 16.072 9.169
73 81 8 9 4 0 100 14.977 9.492
73 81 9 10 4 0 100 15.928 9.686
73 81 10 11 4 0 100 16.092 9.862
73 81 11 12 4 0 100 15.192 10.046
73 81 12 13 4 0 100 15.929 10.183
73 81 13 14 4 0 100 19.182 10.776
73 81 14 15 4 0 100 18.545 10.762
73 81 15 16 4 0 100 19.425 10.900
73 81 16 17 4 0 100 20.457 11.266
73 81 17 18 4 0 100 19.701 11.591
73 81 18 19 4 0 100 19.930 11.377
73 81 19 20 4 0 100 32.357 12.045
73 81 20 21 4 0 100 20.277 12.001
73 81 21 22 4 0 100 28.573 11.956
73 81 22 23 4 0 100 22.966 12.911
73 81 23 24 4 0 100 31.231 12.858
73 81 24 25 4 0 100 39.386 13.248
73 81 25 26 4 0 100 48.601 13.287
73 81 26 27 4 0 100 41.889 12.324
73 81 27 28 4 0 100 33.421 12.486
73 81 28 29 4 0 100 50.000 13.601
73 81 29 30 4 0 100 50.000 13.562
73 81 30 31 4 0 100 50.000 12.828
73 81 31 32 4 0 100 50.000 13.866
73 81 32 33 4 0 100 50.000 11.333
73 81 33 34 4 0 100 1.253 100.000
73 81 34 35 4 0 100 50.000 15.423
73 81 35 36 4 0 100 1.419 100.000
73 81 36 37 4 0 100 1.479 100.000
73 81 37 38 4 0 100 50.000 16.505
73 81 38 39 4 0 100 1.481 100.000
73 81 39 40 4 0 100 1.523 100.000
73 81 40 41 4 0 100 1.698 100.000
73 81 41 42 4 0 100 1.687 100.000
73 81 42 43 4 0 100 1.638 100.000
73 81 43 44 4 0 100 1.647 100.000
73 81 44 100 4 0 100 50.000 18.296
81 88 0 1 4 0 100 1.692 100.000
81 88 1 2 4 0 100 50.000 11.491
81 88 2 3 4 0 100 31.679 8.117
81 88 3 4 4 0 100 38.714 8.147
81 88 4 5 4 0 100 28.178 8.725
81 88 5 6 4 0 100 40.527 9.067
81 88 6 7 4 0 100 21.395 8.739
81 88 7 8 4 0 100 19.090 9.863
81 88 8 9 4 0 100 18.685 9.520
81 88 9 10 4 0 100 20.337 9.859
81 88 10 11 4 0 100 19.386 10.190
81 88 11 12 4 0 100 18.884 10.189
81 88 12 13 4 0 100 20.176 10.479
81 88 13 14 4 0 100 21.071 10.953
81 88 14 15 4 0 100 19.320 11.040
81 88 15 16 4 0 100 19.242 11.004
81 88 16 17 4 0 100 26.977 11.445
81 88 17 18 4 0 100 21.888 11.725
81 88 18 19 4 0 100 21.194 11.896
81 88 19 20 4 0 100 29.726 11.741
81 88 20 21 4 0 100 24.768 12.037
81 88 21 22 4 0 100 37.622 12.270
81 88 22 23 4 0 100 42.016 12.568
81 88 23 24 4 0 100 30.040 12.414
81 88 24 25 4 0 100 50.000 13.149
81 88 25 26 4 0 100 38.099 12.780
81 88 26 27 4 0 100 42.316 12.230
81 88 27 28 4 0 100 50.000 13.615
81 88 28 29 4 0 100 50.000 14.237
81 88 29 30 4 0 100 44.831 13.796
81 88 30 31 4 0 100 50.000 11.797
81 88 31 32 4 0 100 50.000 13.843
81 88 32 33 4 0 100 50.000 14.691
81 88 33 34 4 0 100 1.469 100.000
81 88 34 35 4 0 100 1.418 100.000
81 88 35 36 4 0 100 50.000 15.039
81 88 36 37 4 0 100 50.000 15.198
81 88 37 38 4 0 100 1.588 100.000
81 88 38 39 4 0 100 50.000 13.748
81 88 40 41 4 0 100 1.634 100.000
81 88 41 42 4 0 100 1.629 100.000
81 88 42 43 4 0 100 1.688 100.000
81 88 43 100 4 0 100 1.579 100.000
88 97 1 2 4 0 100 50.000 6.937
88 97 2 3 4 0 100 41.086 8.257
88 97 3 4 4 0 100 25.003 7.558
88 97 4 5 4 0 100 34.448 9.443
88 97 5 6 4 0 100 17.336 8.680
88 97 6 7 4 0 100 20.496 9.246
88 97 7 8 4 0 100 19.463 9.296
88 97 8 9 4 0 100 18.066 9.434
88 97 9 10 4 0 100 17.410 9.919
88 97 10 11 4 0 100 19.264 9.975
88 97 11 12 4 0 100 21.727 10.443
88 97 12 13 4 0 100 22.078 10.691
88 97 13 14 4 0 100 20.306 10.927
88 97 14 15 4 0 100 22.578 11.010
88 97 15 16 4 0 100 22.537 10.984
88 97 16 17 4 0 100 17.510 11.706
88 97 17 18 4 0 100 20.780 11.491
88 97 18 19 4 0 100 24.663 12.431
88 97 19 20 4 0 100 24.590 11.681
88 97 20 21 4 0 100 28.780 12.064
88 97 21 22 4 0 100 31.291 12.327
88 97 22 23 4 0 100 33.409 12.535
88 97 23 24 4 0 100 50.000 13.744
88 97 24 25 4 0 100 31.161 12.589
88 97 25 26 4 0 100 50.000 12.554
88 97 26 27 4 0 100 47.721 13.207
88 97 27 28 4 0 100 50.000 12.730
88 97 28 29 4 0 100 50.000 14.057
88 97 29 30 4 0 100 50.000 13.179
88 97 30 31 4 0 100 50.000 13.963
88 97 31 32 4 0 100 50.000 13.619
88 97 32 33 4 0 100 50.000 14.859
88 97 33 34 4 0 100 50.000 14.468
88 97 34 35 4 0 100 1.571 100.000
88 97 35 36 4 0 100 1.564 100.000
88 97 36 37 4 0 100 1.572 100.000
88 97 37 38 4 0 100 1.623 100.000
88 97 39 40 4 0 100 1.637 100.000
88 97 40 41 4 0 100 1.571 100.000
88 97 41 42 4 0 100 1.636 100.000
88 97 42 100 4 0 100 1.689 100.000
97 106 0 1 4 0 100 1.692 100.000
97 106 1 2 4 0 100 1.564 100.000
97 106 2 3 4 0 100 50.000 5.879
97 106 3 4 4 0 100 47.513 9.135
97 106 4 5 4 0 100 39.324 8.846
97 106 5 6 4 0 100 30.076 8.626
97 106 6 7 4 0 100 36.325 9.430
97 106 7 8 4 0 100 23.983 9.930
97 106 8 9 4 0 100 17.914 9.554
97 106 9 10 4 0 100 19.659 10.069
97 106 10 11 4 0 100 17.294 10.451
97 106 11 12 4 0 100 21.305 10.322
97 106 12 13 4 0 100 17.905 10.535
97 106 13 14 4 0 100 23.216 10.973
97 106 14 15 4 0 100 21.974 11.385
97 106 15 16 4 0 100 16.319 11.151
97 106 16 17 4 0 100 27.010 11.588
97 106 17 18 4 0 100 25.233 11.519
97 106 18 19 4 0 100 26.784 11.986
97 106 19 20 4 0 100 45.883 12.101
97 106 20 21 4 0 100 47.139 12.465
97 106 21 22 4 0 100 37.991 12.679
97 106 22 23 4 0 100 35.786 12.130
97 106 23 24 4 0 100 37.925 13.144
97 106 24 25 4 0 100 41.820 12.874
97 106 25 26 4 0 100 33.829 13.219
97 106 26 27 4 0 100 45.393 11.974
97 106 27 28 4 0 100 50.000 13.605
97 106 28 29 4 0 100 50.000 12.936
97 106 29 30 4 0 100 50.000 14.243
97 106 30 31 4 0 100 1.375 100.000
97 106 31 32 4 0 100 1.416 100.000
97 106 32 33 4 0 100 1.477 100.000
97 106 33 34 4 0 100 1.478 100.000
97 106 34 35 4 0 100 1.475 100.000
97 106 35 36 4 0 100 50.000 12.711
97 106 36 37 4 0 100 1.689 100.000
97 106 38 39 4 0 100 1.520 100.000
97 106 39 40 4 0 100 1.634 100.000
97 106 40 41 4 0 100 1.690 100.000
97 106 42 100 4 0 100 1.698 100.000
106 116 1 2 4 0 100 1.552 100.000
106 116 2 3 4 0 100 50.000 8.811
106 116 3 4 4 0 100 39.402 7.947
106 116 4 5 4 0 100 35.026 9.332
106 116 5 6 4 0 100 50.000 8.021
106 116 6 7 4 0 100 25.313 9.407
106 116 7 8 4 0 100 43.115 10.486
106 116 8 9 4 0 100 17.216 10.055
106 116 9 10 4 0 100 23.634 9.866
106 116 10 11 4 0 100 27.380 10.797
106 116 11 12 4 0 100 29.493 10.525
106 116 12 13 4 0 100 28.378 10.349
106 116 13 14 4 0 100 26.986 10.944
106 116 14 15 4 0 100 23.751 11.055
106 116 15 16 4 0 100 28.302 11.025
106 116 16 17 4 0 100 46.138 11.751
106 116 17 18 4 0 100 29.841 12.267
106 116 18 19 4 0 100 39.554 12.509
106 116 19 20 4 0 100 43.374 12.043
106 116 20 21 4 0 100 50.000 13.177
106 116 21 22 4 0 100 46.062 12.496
106 116 22 23 4 0 100 42.755 12.541
106 116 23 24 4 0 100 40.553 13.173
106 116 24 25 4 0 100 50.000 12.577
106 116 25 26 4 0 100 31.159 14.224
106 116 26 27 4 0 100 50.000 12.413
106 116 27 28 4 0 100 50.000 14.082
106 116 28 29 4 0 100 50.000 14.489
106 116 29 30 4 0 100 50.000 12.591
106 116 30 31 4 0 100 50.000 13.202
106 116 31 32 4 0 100 50.000 14.032
106 116 32 33 4 0 100 1.357 100.000
106 116 33 34 4 0 100 1.419 100.000
106 116 34 35 4 0 100 1.573 100.000
106 116 35 36 4 0 100 1.559 100.000
106 116 36 37 4 0 100 50.000 14.167
106 116 37 38 4 0 100 1.560 100.000
106 116 38 39 4 0 100 1.627 100.000
106 116 39 40 4 0 100 50.000 14.167
106 116 42 43 4 0 100 1.692 100.000
106 116 43 44 4 0 100 1.659 100.000
106 116 44 100 4 0 100 1.694 100.000
116 127 1 2 4 0 100 1.556 100.000
116 127 2 3 4 0 100 1.692 100.000
116 127 3 4 4 0 100 32.170 8.157
116 127 4 5 4 0 100 50.000 8.703
116 127 5 6 4 0 100 43.876 9.017
116 127 6 7 4 0 100 23.213 9.815
116 127 7 8 4 0 100 33.614 9.976
116 127 8 9 4 0 100 29.312 9.536
116 127 9 10 4 0 100 25.314 10.706
116 127 10 11 4 0 100 26.478 10.589
116 127 11 12 4 0 100 50.000 10.211
116 127 12 13 4 0 100 25.786 10.689
116 127 13 14 4 0 100 27.994 12.012
116 127 14 15 4 0 100 29.849 11.160
116 127 15 16 4 0 100 30.470 11.742
116 127 16 17 4 0 100 34.444 11.780
116 127 17 18 4 0 100 46.762 12.468
116 127 18 19 4 0 100 33.070 11.968
116 127 19 20 4 0 100 42.592 12.507
116 127 20 21 4 0 100 50.000 12.616
116 127 21 22 4 0 100 50.000 10.344
116 127 22 23 4 0 100 50.000 12.960
116 127 23 24 4 0 100 50.000 12.931
116 127 24 25 4 0 100 50.000 14.016
116 127 25 26 4 0 100 50.000 12.853
116 127 26 27 4 0 100 50.000 11.757
116 127 27 28 4 0 100 50.000 13.837
116 127 28 29 4 0 100 1.456 100.000
116 127 29 30 4 0 100 50.000 15.478
116 127 30 31 4 0 100 1.357 100.000
116 127 31 32 4 0 100 1.415 100.000
116 127 32 33 4 0 100 50.000 17.632
116 127 33 34 4 0 100 1.409 100.000
116 127 34 35 4 0 100 1.687 100.000
116 127 35 36 4 0 100 1.525 100.000
116 127 36 37 4 0 100 1.637 100.000
116 127 37 38 4 0 100 1.692 100.000
116 127 38 39 4 0 100 1.687 100.000
116 127 40 41 4 0 100 1.692 100.000
116 127 41 42 4 0 100 1.692 100.000
116 127 42 100 4 0 100 1.692 100.000
127 4000 1 2 4 0 100 1.481 100.000
127 4000 2 3 4 0 100 50.000 8.652
127 4000 3 4 4 0 100 50.000 9.645
127 4000 4 5 4 0 100 33.517 9.775
127 4000 5 6 4 0 100 23.280 9.746
127 4000 6 7 4 0 100 29.470 10.313
127 4000 7 8 4 0 100 28.774 9.942
127 4000 8 9 4 0 100 25.865 10.073
127 4000 9 10 4 0 100 22.959 11.094
127 4000 10 11 4 0 100 21.661 10.852
127 4000 11 12 4 0 100 18.000 11.143
127 4000 12 13 4 0 100 23.257 10.898
127 4000 13 14 4 0 100 21.938 11.078
127 4000 14 15 4 0 100 30.822 11.853
127 4000 15 16 4 0 100 29.306 12.116
127 4000 16 17 4 0 100 25.531 12.385
127 4000 17 18 4 0 100 31.139 11.756
127 4000 18 19 4 0 100 31.992 12.377
127 4000 19 20 4 0 100 23.714 11.847
127 4000 20 21 4 0 100 36.607 12.991
127 4000 21 22 4 0 100 33.061 13.323
127 4000 22 23 4 0 100 42.278 13.958
127 4000 23 24 4 0 100 50.000 13.695
127 4000 24 25 4 0 100 50.000 14.298
127 4000 25 26 4 0 100 50.000 12.678
127 4000 26 27 4 0 100 1.306 100.000
127 4000 27 28 4 0 100 50.000 13.453
127 4000 28 29 4 0 100 50.000 14.486
127 4000 29 30 4 0 100 50.000 15.582
127 4000 30 31 4 0 100 50.000 13.413
127 4000 31 32 4 0 100 1.333 100.000
127 4000 32 33 4 0 100 50.000 13.828
127 4000 33 34 4 0 100 1.475 100.000
127 4000 34 35 4 0 100 1.575 100.000
127 4000 35 36 4 0 100 1.565 100.000
127 4000 37 38 4 0 100 1.573 100.000
127 4000 38 39 4 0 100 1.689 100.000
127 4000 39 40 4 0 100 1.643 100.000
127 4000 43 44 4 0 100 1.687 100.000
127 4000 44 100 4 0 100 1.687 100.000
