[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis2_QC_F_quark}
73 81 26 27 4 0 100 44.470 3.145
73 81 27 28 4 0 100 58.637 3.154
73 81 28 29 4 0 100 57.147 3.050
73 81 29 30 4 0 100 70.038 3.020
73 81 30 31 4 0 100 55.142 3.100
73 81 31 32 4 0 100 100.000 3.154
73 81 32 33 4 0 100 100.000 3.081
73 81 33 34 4 0 100 100.000 3.094
73 81 34 35 4 0 100 100.000 2.640
73 81 35 36 4 0 100 100.000 2.947
73 81 36 37 4 0 100 32.839 3.101
73 81 37 38 4 0 100 100.000 3.217
73 81 38 39 4 0 100 100.000 2.797
73 81 39 40 4 0 100 62.787 66.129
73 81 40 41 4 0 100 13.733 60.241
73 81 41 42 4 0 100 100.000 15.751
73 81 42 43 4 0 100 22.734 55.771
73 81 43 44 4 0 100 87.460 25.959
73 81 44 100 4 0 100 38.376 44.391
81 88 0 1 4 0 100 99.607 21.331
81 88 1 2 4 0 100 25.744 30.564
81 88 2 3 4 0 100 100.000 4.074
81 88 3 4 4 0 100 49.233 3.551
81 88 4 5 4 0 100 39.337 3.616
81 88 5 6 4 0 100 36.391 3.623
81 88 6 7 4 0 100 31.840 3.552
81 88 7 8 4 0 100 36.024 3.558
81 88 8 9 4 0 100 31.718 3.498
81 88 9 10 4 0 100 33.287 3.462
81 88 10 11 4 0 100 33.249 3.436
81 88 11 12 4 0 100 33.418 3.476
81 88 12 13 4 0 100 31.392 3.433
81 88 13 14 4 0 100 34.228 3.388
81 88 14 15 4 0 100 34.930 3.381
81 88 15 16 4 0 100 38.492 3.388
81 88 16 17 4 0 100 36.356 3.380
81 88 17 18 4 0 100 36.385 3.317
81 88 18 19 4 0 100 35.652 3.309
81 88 19 20 4 0 100 42.263 3.340
81 88 20 21 4 0 100 46.478 3.258
81 88 21 22 4 0 100 38.470 3.281
81 88 22 23 4 0 100 41.865 3.301
81 88 23 24 4 0 100 46.574 3.244
81 88 24 25 4 0 100 42.530 3.224
81 88 25 26 4 0 100 46.915 3.208
81 88 26 27 4 0 100 61.198 3.276
81 88 27 28 4 0 100 65.957 3.255
81 88 28 29 4 0 100 51.696 3.135
81 88 29 30 4 0 100 73.317 3.057
81 88 30 31 4 0 100 82.429 3.013
81 88 31 32 4 0 100 100.000 3.335
81 88 32 33 4 0 100 100.000 2.803
81 88 33 34 4 0 100 100.000 3.030
81 88 34 35 4 0 100 100.000 3.034
81 88 35 36 4 0 100 13.063 73.862
81 88 36 37 4 0 100 100.000 3.073
81 88 37 38 4 0 100 8.211 94.165
81 88 38 39 4 0 100 13.041 59.066
81 88 40 41 4 0 100 65.456 90.282
81 88 41 42 4 0 100 65.937 93.264
81 88 42 43 4 0 100 68.094 99.868
81 88 43 100 4 0 100 57.520 42.602
88 97 1 2 4 0 100 4.982 100.000
88 97 2 3 4 0 100 67.511 3.710
88 97 3 4 4 0 100 38.388 3.568
88 97 4 5 4 0 100 35.288 3.713
88 97 5 6 4 0 100 34.115 3.681
88 97 6 7 4 0 100 36.361 3.624
88 97 7 8 4 0 100 31.282 3.628
88 97 8 9 4 0 100 30.934 3.569
88 97 9 10 4 0 100 34.020 3.558
88 97 10 11 4 0 100 31.403 3.522
88 97 11 12 4 0 100 34.417 3.492
88 97 12 13 4 0 100 34.696 3.473
88 97 13 14 4 0 100 34.417 3.461
88 97 14 15 4 0 100 33.170 3.469
88 97 15 16 4 0 100 35.343 3.392
88 97 16 17 4 0 100 34.350 3.362
88 97 17 18 4 0 100 36.956 3.378
88 97 18 19 4 0 100 35.063 3.393
88 97 19 20 4 0 100 36.355 3.389
88 97 20 21 4 0 100 37.306 3.358
88 97 21 22 4 0 100 37.596 3.358
88 97 22 23 4 0 100 38.084 3.315
88 97 23 24 4 0 100 41.947 3.302
88 97 24 25 4 0 100 44.157 3.241
88 97 25 26 4 0 100 47.770 3.163
88 97 26 27 4 0 100 51.945 3.289
88 97 27 28 4 0 100 56.741 3.234
88 97 28 29 4 0 100 61.244 3.158
88 97 29 30 4 0 100 82.135 3.155
88 97 30 31 4 0 100 77.789 3.157
88 97 31 32 4 0 100 100.000 3.214
88 97 32 33 4 0 100 100.000 3.109
88 97 33 34 4 0 100 23.642 3.393
88 97 34 35 4 0 100 100.000 3.260
88 97 35 36 4 0 100 13.758 47.894
88 97 36 37 4 0 100 35.867 3.237
88 97 37 38 4 0 100 100.000 3.283
88 97 38 39 4 0 100 50.378 35.819
88 97 39 40 4 0 100 64.039 99.734
88 97 40 41 4 0 100 29.202 34.646
88 97 41 42 4 0 100 8.037 99.989
88 97 42 100 4 0 100 10.859 70.210
97 106 0 1 4 0 100 10.265 78.461
97 106 1 2 4 0 100 4.330 100.000
97 106 2 3 4 0 100 32.736 50.615
97 106 3 4 4 0 100 71.626 3.775
97 106 4 5 4 0 100 41.640 3.742
97 106 5 6 4 0 100 40.974 3.821
97 106 6 7 4 0 100 36.550 3.686
97 106 7 8 4 0 100 33.166 3.664
97 106 8 9 4 0 100 34.892 3.624
97 106 9 10 4 0 100 31.613 3.615
97 106 10 11 4 0 100 31.845 3.549
97 106 11 12 4 0 100 33.266 3.575
97 106 12 13 4 0 100 36.827 3.531
97 106 13 14 4 0 100 33.484 3.543
97 106 14 15 4 0 100 38.810 3.524
97 106 15 16 4 0 100 34.100 3.490
97 106 16 17 4 0 100 36.050 3.472
97 106 17 18 4 0 100 40.277 3.483
97 106 18 19 4 0 100 37.354 3.488
97 106 19 20 4 0 100 39.410 3.438
97 106 20 21 4 0 100 41.844 3.422
97 106 21 22 4 0 100 40.985 3.437
97 106 22 23 4 0 100 48.478 3.412
97 106 23 24 4 0 100 46.221 3.319
97 106 24 25 4 0 100 46.417 3.301
97 106 25 26 4 0 100 62.556 3.309
97 106 26 27 4 0 100 51.684 3.321
97 106 27 28 4 0 100 80.319 3.223
97 106 28 29 4 0 100 95.620 3.280
97 106 29 30 4 0 100 75.277 3.127
97 106 30 31 4 0 100 100.000 3.213
97 106 31 32 4 0 100 100.000 3.018
97 106 32 33 4 0 100 100.000 3.010
97 106 33 34 4 0 100 100.000 2.926
97 106 34 35 4 0 100 5.398 99.999
97 106 35 36 4 0 100 71.372 29.406
97 106 36 37 4 0 100 8.786 76.546
97 106 38 39 4 0 100 13.599 54.028
97 106 39 40 4 0 100 10.237 77.921
97 106 40 41 4 0 100 10.853 67.609
97 106 42 100 4 0 100 10.376 90.879
106 116 1 2 4 0 100 99.988 16.932
106 116 2 3 4 0 100 100.000 4.188
106 116 3 4 4 0 100 48.368 3.774
106 116 4 5 4 0 100 45.513 3.751
106 116 5 6 4 0 100 43.475 3.778
106 116 6 7 4 0 100 34.766 3.771
106 116 7 8 4 0 100 37.819 3.732
106 116 8 9 4 0 100 32.169 3.650
106 116 9 10 4 0 100 35.911 3.648
106 116 10 11 4 0 100 35.005 3.652
106 116 11 12 4 0 100 35.409 3.658
106 116 12 13 4 0 100 38.257 3.620
106 116 13 14 4 0 100 35.127 3.600
106 116 14 15 4 0 100 35.788 3.589
106 116 15 16 4 0 100 42.347 3.571
106 116 16 17 4 0 100 36.218 3.582
106 116 17 18 4 0 100 38.864 3.505
106 116 18 19 4 0 100 37.262 3.493
106 116 19 20 4 0 100 41.362 3.466
106 116 20 21 4 0 100 42.829 3.544
106 116 21 22 4 0 100 48.867 3.384
106 116 22 23 4 0 100 45.625 3.459
106 116 23 24 4 0 100 46.644 3.492
106 116 24 25 4 0 100 45.849 3.375
106 116 25 26 4 0 100 54.776 3.369
106 116 26 27 4 0 100 76.762 3.239
106 116 27 28 4 0 100 68.353 3.391
106 116 28 29 4 0 100 99.704 3.453
106 116 29 30 4 0 100 85.006 3.259
106 116 30 31 4 0 100 100.000 2.980
106 116 31 32 4 0 100 100.000 2.797
106 116 32 33 4 0 100 100.000 3.289
106 116 33 34 4 0 100 28.929 34.164
106 116 34 35 4 0 100 4.673 99.999
106 116 35 36 4 0 100 12.016 54.561
106 116 36 37 4 0 100 5.757 100.000
106 116 37 38 4 0 100 9.163 83.489
106 116 38 39 4 0 100 26.996 39.046
106 116 39 40 4 0 100 11.913 64.394
106 116 43 44 4 0 100 92.543 91.295
106 116 44 100 4 0 100 11.425 98.994
116 127 1 2 4 0 100 22.189 39.292
116 127 2 3 4 0 100 100.000 4.216
116 127 3 4 4 0 100 58.665 3.733
116 127 4 5 4 0 100 93.426 3.950
116 127 5 6 4 0 100 35.240 3.795
116 127 6 7 4 0 100 41.995 3.700
116 127 7 8 4 0 100 40.777 3.713
116 127 8 9 4 0 100 37.503 3.788
116 127 9 10 4 0 100 36.864 3.623
116 127 10 11 4 0 100 31.475 3.679
116 127 11 12 4 0 100 35.010 3.685
116 127 12 13 4 0 100 36.387 3.656
116 127 13 14 4 0 100 36.551 3.610
116 127 14 15 4 0 100 36.215 3.649
116 127 15 16 4 0 100 40.075 3.633
116 127 16 17 4 0 100 36.707 3.592
116 127 17 18 4 0 100 38.500 3.618
116 127 18 19 4 0 100 43.668 3.554
116 127 19 20 4 0 100 45.915 3.572
116 127 20 21 4 0 100 43.077 3.522
116 127 21 22 4 0 100 42.141 3.470
116 127 22 23 4 0 100 44.435 3.500
116 127 23 24 4 0 100 46.492 3.625
116 127 24 25 4 0 100 61.237 3.430
116 127 25 26 4 0 100 53.752 3.417
116 127 26 27 4 0 100 72.194 3.313
116 127 27 28 4 0 100 91.519 3.346
116 127 28 29 4 0 100 60.167 3.432
116 127 29 30 4 0 100 100.000 3.662
116 127 30 31 4 0 100 100.000 3.488
116 127 31 32 4 0 100 100.000 3.563
116 127 32 33 4 0 100 100.000 3.091
116 127 33 34 4 0 100 5.115 96.969
116 127 34 35 4 0 100 7.889 85.488
116 127 35 36 4 0 100 5.666 99.462
116 127 36 37 4 0 100 6.282 99.996
116 127 37 38 4 0 100 9.274 72.332
116 127 38 39 4 0 100 9.860 74.393
116 127 40 41 4 0 100 84.514 56.649
116 127 41 42 4 0 100 10.543 77.976
116 127 42 100 4 0 100 11.213 78.043
127 4000 1 2 4 0 100 3.840 100.000
127 4000 2 3 4 0 100 50.267 4.080
127 4000 3 4 4 0 100 47.601 3.941
127 4000 4 5 4 0 100 33.917 4.042
127 4000 5 6 4 0 100 29.773 3.994
127 4000 6 7 4 0 100 32.503 3.975
127 4000 7 8 4 0 100 31.638 3.954
127 4000 8 9 4 0 100 31.554 3.921
127 4000 9 10 4 0 100 31.575 3.937
127 4000 10 11 4 0 100 32.216 3.910
127 4000 11 12 4 0 100 31.548 3.893
127 4000 12 13 4 0 100 33.171 3.897
127 4000 13 14 4 0 100 32.059 3.856
127 4000 14 15 4 0 100 33.380 3.875
127 4000 15 16 4 0 100 33.546 3.819
127 4000 16 17 4 0 100 36.377 3.799
127 4000 17 18 4 0 100 35.793 3.758
127 4000 18 19 4 0 100 36.144 3.775
127 4000 19 20 4 0 100 37.110 3.753
127 4000 20 21 4 0 100 37.771 3.750
127 4000 21 22 4 0 100 35.210 3.698
127 4000 22 23 4 0 100 39.121 3.684
127 4000 23 24 4 0 100 40.971 3.734
127 4000 24 25 4 0 100 39.278 3.685
127 4000 25 26 4 0 100 48.543 3.666
127 4000 26 27 4 0 100 47.995 3.624
127 4000 27 28 4 0 100 53.357 3.596
127 4000 28 29 4 0 100 62.665 3.461
127 4000 29 30 4 0 100 68.097 3.647
127 4000 30 31 4 0 100 55.769 3.556
127 4000 31 32 4 0 100 63.568 3.599
127 4000 32 33 4 0 100 64.841 3.504
127 4000 33 34 4 0 100 100.000 3.639
127 4000 34 35 4 0 100 100.000 3.869
127 4000 35 36 4 0 100 100.000 3.400
127 4000 37 38 4 0 100 100.000 3.589
127 4000 38 39 4 0 100 100.000 3.617
127 4000 39 40 4 0 100 9.908 61.613
127 4000 43 44 4 0 100 24.673 41.665
127 4000 44 100 4 0 100 6.827 98.372
[gluon]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis2_QC_F_gluon}
20 22 0 1 4 0 100 9.898 88.745
20 22 1 2 4 0 100 100.000 2.659
20 22 2 3 4 0 100 57.473 2.589
20 22 3 4 4 0 100 47.979 2.542
20 22 4 5 4 0 100 48.807 2.441
20 22 5 6 4 0 100 48.969 2.506
20 22 6 7 4 0 100 54.142 2.424
20 22 7 8 4 0 100 44.452 2.466
20 22 8 9 4 0 100 46.296 2.395
20 22 9 10 4 0 100 47.478 2.380
20 22 10 11 4 0 100 48.593 2.359
20 22 11 12 4 0 100 52.605 2.326
20 22 12 13 4 0 100 51.684 2.310
20 22 13 14 4 0 100 58.649 2.279
20 22 14 15 4 0 100 57.903 2.305
20 22 15 16 4 0 100 50.049 2.267
20 22 16 17 4 0 100 64.214 2.184
20 22 17 18 4 0 100 65.792 2.227
20 22 18 19 4 0 100 80.923 2.149
20 22 19 20 4 0 100 54.292 2.182
20 22 20 21 4 0 100 72.056 2.137
20 22 21 22 4 0 100 95.167 2.178
20 22 22 23 4 0 100 100.000 2.057
20 22 23 24 4 0 100 100.000 1.988
20 22 24 25 4 0 100 100.000 2.062
20 22 25 26 4 0 100 17.556 2.392
20 22 26 27 4 0 100 100.000 2.062
20 22 27 28 4 0 100 100.000 2.110
20 22 28 29 4 0 100 12.818 87.729
20 22 29 30 4 0 100 94.172 43.817
20 22 30 31 4 0 100 100.000 1.957
20 22 31 32 4 0 100 34.155 31.141
20 22 32 33 4 0 100 63.689 48.085
20 22 33 34 4 0 100 90.846 76.327
20 22 34 35 4 0 100 20.500 53.673
20 22 35 36 4 0 100 47.693 84.067
20 22 36 37 4 0 100 49.570 37.560
20 22 37 38 4 0 100 89.370 74.564
20 22 39 40 4 0 100 76.404 65.407
20 22 40 100 4 0 100 94.581 95.872
22 25 0 1 4 0 100 11.687 92.679
22 25 1 2 4 0 100 100.000 2.423
22 25 2 3 4 0 100 76.618 2.579
22 25 3 4 4 0 100 53.173 2.565
22 25 4 5 4 0 100 42.259 2.560
22 25 5 6 4 0 100 41.690 2.534
22 25 6 7 4 0 100 39.842 2.491
22 25 7 8 4 0 100 42.666 2.469
22 25 8 9 4 0 100 41.252 2.455
22 25 9 10 4 0 100 39.974 2.411
22 25 10 11 4 0 100 45.352 2.397
22 25 11 12 4 0 100 43.410 2.376
22 25 12 13 4 0 100 44.815 2.334
22 25 13 14 4 0 100 47.650 2.313
22 25 14 15 4 0 100 47.765 2.318
22 25 15 16 4 0 100 44.627 2.288
22 25 16 17 4 0 100 49.020 2.290
22 25 17 18 4 0 100 48.511 2.225
22 25 18 19 4 0 100 53.426 2.256
22 25 19 20 4 0 100 58.557 2.226
22 25 20 21 4 0 100 63.872 2.256
22 25 21 22 4 0 100 70.773 2.222
22 25 22 23 4 0 100 71.587 2.151
22 25 23 24 4 0 100 74.338 2.151
22 25 24 25 4 0 100 100.000 1.979
22 25 25 26 4 0 100 100.000 2.104
22 25 26 27 4 0 100 100.000 1.980
22 25 27 28 4 0 100 100.000 2.233
22 25 28 29 4 0 100 100.000 2.154
22 25 29 30 4 0 100 100.000 2.375
22 25 30 31 4 0 100 100.000 2.159
22 25 31 32 4 0 100 37.043 79.631
22 25 32 33 4 0 100 100.000 2.217
22 25 33 34 4 0 100 37.352 50.822
22 25 34 35 4 0 100 23.104 52.834
22 25 35 36 4 0 100 9.816 95.766
22 25 36 37 4 0 100 19.499 80.440
22 25 37 38 4 0 100 78.862 86.269
22 25 40 41 4 0 100 40.457 47.996
22 25 41 100 4 0 100 50.724 62.845
25 27 0 1 4 0 100 75.687 49.677
25 27 1 2 4 0 100 100.000 2.687
25 27 2 3 4 0 100 76.833 2.601
25 27 3 4 4 0 100 48.795 2.598
25 27 4 5 4 0 100 58.674 2.507
25 27 5 6 4 0 100 46.259 2.548
25 27 6 7 4 0 100 42.802 2.535
25 27 7 8 4 0 100 45.063 2.514
25 27 8 9 4 0 100 46.597 2.450
25 27 9 10 4 0 100 42.715 2.467
25 27 10 11 4 0 100 42.592 2.433
25 27 11 12 4 0 100 45.744 2.372
25 27 12 13 4 0 100 47.269 2.399
25 27 13 14 4 0 100 46.415 2.397
25 27 14 15 4 0 100 44.908 2.366
25 27 15 16 4 0 100 50.431 2.341
25 27 16 17 4 0 100 55.615 2.340
25 27 17 18 4 0 100 54.563 2.286
25 27 18 19 4 0 100 70.945 2.302
25 27 19 20 4 0 100 53.390 2.271
25 27 20 21 4 0 100 46.468 2.266
25 27 21 22 4 0 100 65.508 2.232
25 27 22 23 4 0 100 54.656 2.347
25 27 23 24 4 0 100 68.352 2.259
25 27 24 25 4 0 100 100.000 2.163
25 27 25 26 4 0 100 94.433 2.195
25 27 26 27 4 0 100 100.000 2.125
25 27 27 28 4 0 100 100.000 2.169
25 27 28 29 4 0 100 100.000 2.149
25 27 29 30 4 0 100 100.000 2.007
25 27 30 31 4 0 100 100.000 2.105
25 27 31 32 4 0 100 100.000 2.021
25 27 32 33 4 0 100 35.017 67.454
25 27 33 34 4 0 100 29.802 73.608
25 27 34 35 4 0 100 73.071 45.853
25 27 35 36 4 0 100 32.857 47.374
25 27 36 37 4 0 100 93.980 41.547
25 27 37 38 4 0 100 15.038 78.008
25 27 38 39 4 0 100 99.666 77.573
25 27 40 41 4 0 100 99.822 37.243
25 27 42 100 4 0 100 18.265 73.592
27 29 0 1 4 0 100 14.714 82.762
27 29 1 2 4 0 100 100.000 2.338
27 29 2 3 4 0 100 84.418 2.588
27 29 3 4 4 0 100 60.447 2.720
27 29 4 5 4 0 100 53.578 2.626
27 29 5 6 4 0 100 49.687 2.544
27 29 6 7 4 0 100 40.079 2.562
27 29 7 8 4 0 100 38.126 2.547
27 29 8 9 4 0 100 45.173 2.516
27 29 9 10 4 0 100 42.023 2.492
27 29 10 11 4 0 100 42.454 2.461
27 29 11 12 4 0 100 51.633 2.406
27 29 12 13 4 0 100 43.582 2.429
27 29 13 14 4 0 100 46.817 2.390
27 29 14 15 4 0 100 43.143 2.395
27 29 15 16 4 0 100 50.944 2.367
27 29 16 17 4 0 100 53.059 2.355
27 29 17 18 4 0 100 58.488 2.371
27 29 18 19 4 0 100 50.960 2.359
27 29 19 20 4 0 100 51.154 2.302
27 29 20 21 4 0 100 57.452 2.282
27 29 21 22 4 0 100 72.479 2.255
27 29 22 23 4 0 100 68.606 2.255
27 29 23 24 4 0 100 53.055 2.255
27 29 24 25 4 0 100 85.202 2.288
27 29 25 26 4 0 100 82.190 2.237
27 29 26 27 4 0 100 74.509 2.278
27 29 27 28 4 0 100 100.000 2.136
27 29 28 29 4 0 100 6.318 99.995
27 29 29 30 4 0 100 100.000 2.227
27 29 30 31 4 0 100 100.000 2.339
27 29 31 32 4 0 100 100.000 2.187
27 29 32 33 4 0 100 28.463 41.385
27 29 33 34 4 0 100 85.814 54.455
27 29 34 35 4 0 100 100.000 2.099
27 29 35 36 4 0 100 95.707 77.825
27 29 36 37 4 0 100 29.339 54.771
27 29 37 38 4 0 100 96.080 29.971
27 29 38 39 4 0 100 74.837 34.158
27 29 39 40 4 0 100 83.359 56.802
27 29 40 41 4 0 100 65.871 33.906
27 29 41 100 4 0 100 79.897 39.438
29 32 0 1 4 0 100 26.953 44.435
29 32 1 2 4 0 100 100.000 2.652
29 32 2 3 4 0 100 100.000 2.414
29 32 3 4 4 0 100 73.833 2.639
29 32 4 5 4 0 100 48.212 2.676
29 32 5 6 4 0 100 45.413 2.638
29 32 6 7 4 0 100 40.358 2.593
29 32 7 8 4 0 100 41.227 2.561
29 32 8 9 4 0 100 43.242 2.541
29 32 9 10 4 0 100 42.003 2.510
29 32 10 11 4 0 100 38.119 2.493
29 32 11 12 4 0 100 42.315 2.469
29 32 12 13 4 0 100 41.623 2.457
29 32 13 14 4 0 100 45.264 2.421
29 32 14 15 4 0 100 46.939 2.411
29 32 15 16 4 0 100 46.551 2.394
29 32 16 17 4 0 100 45.507 2.377
29 32 17 18 4 0 100 46.221 2.379
29 32 18 19 4 0 100 50.345 2.363
29 32 19 20 4 0 100 52.765 2.343
29 32 20 21 4 0 100 47.588 2.342
29 32 21 22 4 0 100 59.327 2.337
29 32 22 23 4 0 100 55.297 2.327
29 32 23 24 4 0 100 60.629 2.284
29 32 24 25 4 0 100 57.380 2.267
29 32 25 26 4 0 100 51.384 2.260
29 32 26 27 4 0 100 55.981 2.251
29 32 27 28 4 0 100 64.133 2.316
29 32 28 29 4 0 100 100.000 2.475
29 32 29 30 4 0 100 100.000 2.138
29 32 30 31 4 0 100 100.000 2.054
29 32 31 32 4 0 100 100.000 2.250
29 32 32 33 4 0 100 35.179 99.997
29 32 33 34 4 0 100 100.000 2.134
29 32 34 35 4 0 100 100.000 2.088
29 32 35 36 4 0 100 31.073 62.553
29 32 36 37 4 0 100 13.686 90.708
29 32 37 38 4 0 100 95.247 30.342
29 32 38 39 4 0 100 18.033 70.094
29 32 40 41 4 0 100 57.265 99.248
29 32 41 42 4 0 100 76.855 21.301
29 32 42 43 4 0 100 94.831 60.164
29 32 43 100 4 0 100 42.952 49.053
32 35 0 1 4 0 100 98.067 46.460
32 35 1 2 4 0 100 100.000 2.610
32 35 2 3 4 0 100 100.000 2.642
32 35 3 4 4 0 100 75.961 2.559
32 35 4 5 4 0 100 40.518 2.705
32 35 5 6 4 0 100 43.696 2.655
32 35 6 7 4 0 100 42.439 2.621
32 35 7 8 4 0 100 43.062 2.587
32 35 8 9 4 0 100 46.086 2.556
32 35 9 10 4 0 100 40.632 2.581
32 35 10 11 4 0 100 38.340 2.528
32 35 11 12 4 0 100 44.614 2.511
32 35 12 13 4 0 100 45.087 2.485
32 35 13 14 4 0 100 49.810 2.439
32 35 14 15 4 0 100 41.193 2.470
32 35 15 16 4 0 100 46.735 2.456
32 35 16 17 4 0 100 48.687 2.430
32 35 17 18 4 0 100 51.189 2.398
32 35 18 19 4 0 100 54.276 2.376
32 35 19 20 4 0 100 51.294 2.412
32 35 20 21 4 0 100 48.265 2.377
32 35 21 22 4 0 100 50.242 2.375
32 35 22 23 4 0 100 57.102 2.380
32 35 23 24 4 0 100 59.343 2.318
32 35 24 25 4 0 100 63.982 2.319
32 35 25 26 4 0 100 74.058 2.286
32 35 26 27 4 0 100 80.241 2.322
32 35 27 28 4 0 100 92.407 2.201
32 35 28 29 4 0 100 79.276 2.214
32 35 29 30 4 0 100 100.000 2.111
32 35 30 31 4 0 100 87.591 2.354
32 35 31 32 4 0 100 100.000 2.241
32 35 32 33 4 0 100 100.000 2.004
32 35 33 34 4 0 100 32.589 99.848
32 35 34 35 4 0 100 100.000 2.187
32 35 35 36 4 0 100 24.233 79.302
32 35 36 37 4 0 100 21.877 48.316
32 35 37 38 4 0 100 78.271 89.674
32 35 38 39 4 0 100 80.968 59.395
32 35 39 40 4 0 100 82.765 33.148
32 35 40 41 4 0 100 70.178 78.954
32 35 41 42 4 0 100 88.067 38.681
32 35 43 44 4 0 100 60.787 38.195
32 35 44 100 4 0 100 92.169 52.643
35 39 0 1 4 0 100 53.387 74.268
35 39 1 2 4 0 100 100.000 2.660
35 39 2 3 4 0 100 100.000 2.793
35 39 3 4 4 0 100 69.878 2.671
35 39 4 5 4 0 100 56.141 2.693
35 39 5 6 4 0 100 43.534 2.704
35 39 6 7 4 0 100 39.350 2.680
35 39 7 8 4 0 100 42.705 2.650
35 39 8 9 4 0 100 42.268 2.622
35 39 9 10 4 0 100 37.928 2.634
35 39 10 11 4 0 100 42.707 2.574
35 39 11 12 4 0 100 41.504 2.584
35 39 12 13 4 0 100 42.030 2.588
35 39 13 14 4 0 100 41.795 2.532
35 39 14 15 4 0 100 42.484 2.521
35 39 15 16 4 0 100 41.171 2.494
35 39 16 17 4 0 100 47.932 2.452
35 39 17 18 4 0 100 38.701 2.474
35 39 18 19 4 0 100 50.345 2.423
35 39 19 20 4 0 100 48.680 2.448
35 39 20 21 4 0 100 43.398 2.449
35 39 21 22 4 0 100 45.240 2.422
35 39 22 23 4 0 100 50.959 2.416
35 39 23 24 4 0 100 51.778 2.419
35 39 24 25 4 0 100 57.902 2.377
35 39 25 26 4 0 100 62.238 2.393
35 39 26 27 4 0 100 61.270 2.375
35 39 27 28 4 0 100 57.105 2.363
35 39 28 29 4 0 100 100.000 2.226
35 39 29 30 4 0 100 71.132 2.300
35 39 30 31 4 0 100 100.000 2.182
35 39 31 32 4 0 100 100.000 2.381
35 39 32 33 4 0 100 100.000 2.102
35 39 33 34 4 0 100 100.000 2.409
35 39 34 35 4 0 100 100.000 2.278
35 39 35 36 4 0 100 100.000 2.471
35 39 36 37 4 0 100 100.000 2.292
35 39 37 38 4 0 100 88.824 56.761
35 39 38 39 4 0 100 10.134 99.999
35 39 39 40 4 0 100 24.792 42.263
35 39 40 41 4 0 100 100.000 2.336
35 39 41 42 4 0 100 98.914 27.951
35 39 42 100 4 0 100 91.871 48.610
39 42 0 1 4 0 100 34.934 37.897
39 42 1 2 4 0 100 35.652 31.072
39 42 2 3 4 0 100 100.000 2.950
39 42 3 4 4 0 100 57.142 2.718
39 42 4 5 4 0 100 52.627 2.759
39 42 5 6 4 0 100 40.723 2.738
39 42 6 7 4 0 100 42.257 2.694
39 42 7 8 4 0 100 42.186 2.712
39 42 8 9 4 0 100 39.831 2.695
39 42 9 10 4 0 100 46.764 2.618
39 42 10 11 4 0 100 42.726 2.642
39 42 11 12 4 0 100 42.459 2.636
39 42 12 13 4 0 100 42.193 2.586
39 42 13 14 4 0 100 42.260 2.562
39 42 14 15 4 0 100 45.393 2.578
39 42 15 16 4 0 100 45.050 2.542
39 42 16 17 4 0 100 40.555 2.534
39 42 17 18 4 0 100 42.678 2.518
39 42 18 19 4 0 100 45.834 2.488
39 42 19 20 4 0 100 48.922 2.504
39 42 20 21 4 0 100 50.142 2.465
39 42 21 22 4 0 100 58.273 2.428
39 42 22 23 4 0 100 49.729 2.486
39 42 23 24 4 0 100 55.201 2.454
39 42 24 25 4 0 100 54.193 2.461
39 42 25 26 4 0 100 83.388 2.399
39 42 26 27 4 0 100 82.375 2.502
39 42 27 28 4 0 100 76.322 2.466
39 42 28 29 4 0 100 100.000 2.430
39 42 29 30 4 0 100 100.000 2.259
39 42 30 31 4 0 100 100.000 2.345
39 42 31 32 4 0 100 100.000 2.309
39 42 32 33 4 0 100 25.172 76.715
39 42 33 34 4 0 100 100.000 2.286
39 42 34 35 4 0 100 51.963 37.041
39 42 35 36 4 0 100 38.319 38.686
39 42 36 37 4 0 100 11.025 91.743
39 42 37 38 4 0 100 15.170 81.544
39 42 38 39 4 0 100 33.912 34.595
39 42 39 40 4 0 100 19.527 66.361
39 42 40 41 4 0 100 25.677 37.085
39 42 41 42 4 0 100 91.825 46.212
39 42 42 43 4 0 100 53.429 69.411
39 42 43 100 4 0 100 74.005 99.098
42 46 1 2 4 0 100 27.473 49.313
42 46 2 3 4 0 100 100.000 2.802
42 46 3 4 4 0 100 100.000 2.711
42 46 4 5 4 0 100 49.331 2.796
42 46 5 6 4 0 100 44.230 2.754
42 46 6 7 4 0 100 38.905 2.731
42 46 7 8 4 0 100 41.814 2.736
42 46 8 9 4 0 100 43.848 2.695
42 46 9 10 4 0 100 43.265 2.677
42 46 10 11 4 0 100 44.864 2.679
42 46 11 12 4 0 100 42.625 2.623
42 46 12 13 4 0 100 39.311 2.632
42 46 13 14 4 0 100 43.516 2.627
42 46 14 15 4 0 100 41.523 2.601
42 46 15 16 4 0 100 41.785 2.581
42 46 16 17 4 0 100 43.508 2.609
42 46 17 18 4 0 100 42.079 2.572
42 46 18 19 4 0 100 45.848 2.515
42 46 19 20 4 0 100 43.769 2.506
42 46 20 21 4 0 100 46.765 2.526
