436228134 4 18.6134 0.047
436228133 4 18.6134 0.047
436228138 4 18.6134 0.047
436228137 4 18.6134 0.047
436228142 4 18.6134 0.047
436228141 4 18.6134 0.047
436228146 4 18.6134 0.047
436228145 4 18.6134 0.047
436228150 4 18.6134 0.047
436228149 4 18.6134 0.047
436228154 4 18.6134 0.047
436228153 4 18.6134 0.047
436228166 4 18.6134 0.047
436228165 4 18.6134 0.047
436228170 4 18.6134 0.047
436228169 4 18.6134 0.047
436228174 4 18.6134 0.047
436228173 4 18.6134 0.047
436228178 4 18.6134 0.047
436228177 4 18.6134 0.047
436228182 4 18.6134 0.047
436228181 4 18.6134 0.047
436228186 4 18.6134 0.047
436228185 4 18.6134 0.047
436228198 4 18.6134 0.047
436228197 4 18.6134 0.047
436228202 4 18.6134 0.047
436228201 4 18.6134 0.047
436228206 4 18.6134 0.047
436228205 4 18.6134 0.047
436228210 4 18.6134 0.047
436228209 4 18.6134 0.047
436228214 4 18.6134 0.047
436228213 4 18.6134 0.047
436228218 4 18.6134 0.047
436228217 4 18.6134 0.047
436228230 4 18.6134 0.047
436228229 4 18.6134 0.047
436228234 4 18.6134 0.047
436228233 4 18.6134 0.047
436228238 4 18.6134 0.047
436228237 4 18.6134 0.047
436228242 4 18.6134 0.047
436228241 4 18.6134 0.047
436228246 4 18.6134 0.047
436228245 4 18.6134 0.047
436228250 4 18.6134 0.047
436228249 4 18.6134 0.047
